county,name,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
"""47021""","""Cheatham""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",21.00,39422.00,14499.00,193559.52,53,64,53,26,32,26,27,31,27,10.71,1.28,2.06,2,2,25488,22783,25354,0,0,0,14845,13557,14761,11236,10332,11171,3607,3225,3589,2,0,2,0,0,0,1.2,3.6,0.33,0.07,2949,79,3207,83,159,10,3773,1165,1184,885,79,21
"""47023""","""Chester""","""Jackson, TN""",9.00,17324.00,6074.00,182870.68,61,71,48,27,33,20,34,38,27,10.25,1.23,1.97,2,2,24378,21889,25127,1,1,1,14160,12471,14791,10698,9360,11221,3450,3099,3556,12,12,14,10,10,12,1.2,2.3,0.13,0.03,1584,75,1561,80,173,6,3665,914,994,710,74,26
"""47025""","""Claiborne""","""""",22.00,31748.00,12705.00,278134.74,63,75,44,27,34,17,36,41,27,9.39,1.16,1.80,2,2,22487,20119,24873,1,1,1,12506,11451,14489,9310,8590,10956,3184,2848,3520,11,12,12,10,10,10,1.8,2.5,0.24,0.05,1903,69,1844,81,157,12,3728,782,878,515,72,28
"""47027""","""Clay""","""""",7.00,7780.00,3242.00,151383.16,76,90,45,32,40,17,44,51,28,9.34,0.49,1.84,2,2,22428,20121,25336,1,1,1,12664,11649,15062,9477,8786,11463,3175,2849,3586,12,14,13,10,12,11,1.0,2.2,0.12,0.02,1498,73,1469,81,252,7,4884,762,786,374,76,24
"""47029""","""Cocke""","""Newport, TN""",27.00,35321.00,14710.00,278134.93,71,85,45,32,40,19,39,45,26,8.93,2.26,1.76,2,2,22148,19820,24344,0,0,0,12247,11188,14264,9104,8373,10809,3136,2806,3446,7,9,9,6,7,7,2.1,1.3,0.24,0.05,2493,63,2237,82,93,13,3120,834,940,545,69,31
"""47031""","""Coffee""","""Tullahoma-Manchester, TN""",34.00,53448.00,21170.00,274535.63,57,67,47,26,33,21,31,34,26,9.07,4.20,1.82,2,2,22796,20386,24261,0,0,0,13146,11512,14046,9918,8624,10610,3227,2886,3434,1,1,2,1,1,2,1.8,2.8,0.41,0.08,3366,72,4353,84,83,13,3212,932,953,604,68,32
"""47033""","""Crockett""","""Jackson, TN""",12.00,14600.00,5453.00,169941.98,59,69,47,25,31,19,35,38,28,10.14,0.62,1.98,2,2,24593,22196,25339,0,1,1,14272,12607,14905,10783,9455,11309,3481,3143,3586,8,9,9,7,8,8,1.6,1.6,0.36,0.03,1497,79,1487,81,167,7,3316,855,955,639,69,31
"""47035""","""Cumberland""","""Crossville, TN""",32.00,57455.00,24177.00,435856.41,59,70,46,27,34,19,33,37,27,9.14,1.76,1.84,2,2,22071,19602,24967,0,0,0,12643,11556,14716,9513,8776,11174,3125,2775,3534,5,4,8,4,4,7,1.4,1.6,0.22,0.06,2498,72,2545,82,111,14,3354,870,890,622,79,21
"""47037""","""Davidson""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",473.00,658506.00,264211.00,322459.12,49,58,49,27,34,27,22,25,22,8.27,17.44,1.68,1,2,20509,18194,20368,3,3,3,12082,10757,11990,9120,8125,9046,2903,2575,2883,60,57,61,47,44,48,3.1,7.6,2.18,0.82,15292,54,30735,88,39,55,2611,1209,1265,885,54,46
"""47039""","""Decatur""","""""",10.00,11686.00,4978.00,213660.50,63,76,48,28,36,20,35,40,28,9.53,0.46,1.90,2,2,22824,20491,25328,1,1,1,13034,11970,15003,9788,9054,11402,3232,2901,3585,15,15,16,12,13,14,1.3,2.4,0.15,0.02,1247,78,1242,80,143,8,3579,885,971,480,77,23
"""47041""","""DeKalb""","""""",13.00,19038.00,6920.00,194783.46,65,77,48,28,35,20,36,42,28,10.32,0.92,2.02,2,2,24814,22316,25602,0,0,0,13930,12810,15258,10416,9649,11633,3513,3160,3624,1,1,1,1,1,1,1.4,0.3,0.24,0.04,1933,77,2038,83,186,8,4795,901,987,560,71,29
"""47043""","""Dickson""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",30.00,50472.00,18556.00,313533.02,50,59,50,23,28,23,27,31,27,10.23,1.83,2.02,2,2,24874,22264,24736,0,0,0,14503,13237,14409,10980,10085,10906,3521,3151,3501,2,1,2,1,0,1,1.7,3.0,0.27,0.06,2617,73,3042,82,114,11,2960,1024,1074,667,72,28
"""47045""","""Dyer""","""Dyersburg, TN""",26.00,38054.00,14931.00,327889.49,57,66,46,25,32,20,32,35,26,9.61,4.36,1.86,2,2,23482,21155,24469,0,0,0,13470,11829,14171,10140,8826,10700,3324,2995,3463,7,7,8,6,6,7,1.0,2.8,0.43,0.05,2778,77,3601,83,114,7,4161,900,1027,620,64,36
"""47047""","""Fayette""","""Memphis, TN-MS-AR""",33.00,38814.00,14846.00,451059.38,61,72,54,30,38,26,31,34,28,10.43,1.23,2.06,2,2,25437,22804,25385,0,0,1,14840,13049,14969,11231,9814,11366,3600,3229,3593,8,6,10,7,5,8,1.2,2.9,0.22,0.03,2066,81,1868,81,174,7,3622,1190,1227,563,80,20
"""47049""","""Fentress""","""""",12.00,17931.00,7304.00,319116.83,72,86,45,30,37,17,43,49,28,9.48,0.40,1.87,2,2,22642,20263,25480,1,1,1,12878,11857,15192,9661,8975,11574,3206,2869,3606,11,13,12,10,11,10,0.8,1.9,0.14,0.02,1560,72,1449,81,345,5,4986,747,789,494,77,23
"""47051""","""Franklin""","""Tullahoma-Manchester, TN""",27.00,41138.00,16302.00,354869.76,56,65,46,24,30,19,32,35,27,9.53,1.67,1.90,2,2,23468,21015,24922,0,0,0,13664,11998,14556,10338,9018,11023,3322,2975,3527,5,5,6,4,4,5,1.7,2.3,0.31,0.05,2268,77,2323,82,99,10,3307,863,977,557,74,26
"""47053""","""Gibson""","""""",40.00,49572.00,19449.00,385757.48,62,73,47,28,35,20,34,38,27,9.26,2.37,1.86,2,2,23443,21073,24799,1,1,1,12947,11823,14443,9618,8829,10923,3319,2984,3510,9,10,10,8,9,9,1.4,2.6,0.37,0.05,2198,78,2079,81,98,8,3345,897,951,608,72,28
"""47055""","""Giles""","""""",19.00,28949.00,11297.00,390993.26,61,71,48,27,34,21,34,37,27,9.85,1.53,1.93,2,2,23561,21105,24943,1,1,1,13826,12176,14722,10482,9178,11181,3335,2988,3530,10,10,11,8,8,10,1.6,1.9,0.32,0.03,1702,72,1999,81,133,9,2804,939,1031,598,73,27
"""47057""","""Grainger""","""Knoxville, TN""",16.00,22736.00,8952.00,179578.58,53,62,46,22,28,19,31,34,27,9.77,0.86,1.98,2,2,23823,21114,25069,0,0,0,14130,12399,14795,10752,9407,11238,3372,2989,3548,6,3,9,5,2,8,2.1,1.5,0.20,0.05,2123,64,1795,82,125,11,3327,853,915,489,81,19
"""47059""","""Greene""","""Greeneville, TN""",48.00,68576.00,28061.00,398171.97,63,75,44,28,35,18,35,40,26,9.28,2.14,1.77,2,2,22424,20051,24473,0,0,0,12313,11224,14138,9132,8378,10666,3175,2839,3464,7,7,8,6,6,7,2.3,3.5,0.20,0.07,2710,68,3275,82,93,11,2914,814,874,459,71,29
"""47061""","""Grundy""","""""",11.00,13524.00,5221.00,230684.79,80,95,45,34,42,17,46,53,28,9.53,0.34,1.83,2,2,22757,20344,25244,1,1,1,12698,11662,15025,9463,8767,11439,3222,2880,3573,12,14,13,11,12,11,1.6,1.5,0.18,0.02,1546,68,1321,81,188,6,3506,766,836,557,78,22
"""47063""","""Hamblen""","""Morristown, TN""",42.00,62999.00,24470.00,103151.06,58,69,45,27,34,20,31,35,25,9.30,5.73,1.76,2,2,22851,20452,23876,0,0,0,12308,11162,13601,9071,8263,10220,3235,2896,3379,2,3,2,2,2,1,3.1,4.3,0.58,0.24,4854,72,6236,84,44,30,2338,899,993,595,66,34
"""47065""","""Hamilton""","""Chattanooga, TN-GA""",247.00,348121.00,136319.00,347167.32,55,64,49,28,35,25,27,29,24,9.14,9.44,1.73,2,2,22098,19796,22728,1,1,1,12543,10828,12988,9388,7994,9743,3128,2803,3217,28,32,28,19,21,19,2.5,6.6,1.19,0.39,8270,70,12975,85,41,41,2653,1107,1203,699,64,36
"""47067""","""Hancock""","""""",5.00,6642.00,2754.00,142288.22,73,87,42,27,34,13,46,53,28,9.19,0.21,1.81,2,2,21938,19681,25371,1,1,1,12446,11466,15109,9323,8661,11503,3106,2786,3591,16,19,16,14,16,14,1.4,1.9,0.37,0.02,1321,71,1205,80,218,6,4075,605,674,309,76,24
"""47069""","""Hardeman""","""""",18.00,26253.00,8737.00,427357.22,70,84,46,31,39,19,39,45,27,9.62,0.57,1.78,2,2,22484,20142,24934,1,1,1,12406,11395,14581,9202,8520,11032,3183,2852,3529,21,24,20,18,20,17,1.9,3.5,0.20,0.02,1454,71,1460,80,186,6,3626,834,869,628,72,28
"""47071""","""Hardin""","""""",19.00,25900.00,9871.00,369493.80,69,82,48,31,39,20,37,43,28,9.52,1.53,1.91,2,2,23468,21043,25221,1,1,1,13181,12078,14985,9849,9088,11404,3323,2979,3570,10,10,12,8,9,10,1.0,1.6,0.17,0.03,1573,80,1768,81,127,8,3320,917,1010,539,78,22
"""47073""","""Hawkins""","""Kingsport-Bristol-Bristol, TN-VA""",36.00,56595.00,23167.00,311709.13,58,68,45,26,33,19,32,36,27,9.07,2.26,1.84,2,2,22554,20092,24617,0,0,1,12690,11570,14383,9496,8725,10899,3193,2845,3484,0,0,0,1,1,1,1.9,1.9,0.25,0.07,2627,67,2255,82,99,13,3210,862,928,549,75,25
"""47075""","""Haywood""","""""",15.00,18248.00,7008.00,341187.40,69,82,47,31,39,20,38,43,27,9.75,3.83,1.85,2,2,23356,21127,24610,0,1,0,12852,11794,14460,9537,8790,10968,3307,2991,3483,8,12,8,7,10,7,1.2,1.7,0.35,0.02,2091,76,2052,82,164,5,4426,890,1045,606,62,38
"""47077""","""Henderson""","""""",19.00,28013.00,10809.00,332805.36,58,69,44,25,32,18,34,39,27,9.85,0.92,1.88,2,2,23661,21186,24849,1,1,1,13077,11972,14502,9713,8958,10969,3350,3000,3517,14,15,16,12,13,13,2.1,2.8,0.14,0.03,1619,68,1739,80,148,7,3307,822,888,555,71,29
"""47079""","""Henry""","""Paris, TN""",28.00,32269.00,13471.00,359577.45,59,71,46,26,33,19,33,38,27,9.34,2.08,1.84,2,2,22473,20076,24757,0,0,1,12706,11619,14554,9516,8768,11039,3182,2842,3504,9,8,11,7,7,9,1.6,2.1,0.17,0.04,2007,71,2438,82,122,8,3418,832,898,506,74,26
"""47081""","""Hickman""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",14.00,24283.00,8769.00,391986.77,47,56,47,20,25,20,27,31,27,9.85,0.50,2.06,2,2,25049,22321,24927,1,1,1,14746,13482,14663,11184,10311,11118,3545,3159,3528,17,11,17,14,10,15,2.0,2.8,0.16,0.02,1848,65,1540,80,142,7,3130,902,982,610,77,23
"""47083""","""Houston""","""""",7.00,8290.00,3247.00,128185.57,58,69,45,24,30,18,33,38,28,9.73,0.39,1.90,2,2,23271,20890,25258,1,1,1,13114,12052,14862,9803,9076,11270,3295,2958,3575,16,18,17,14,15,14,2.1,2.3,0.23,0.03,1228,77,1169,80,143,9,2813,797,881,602,72,28
"""47085""","""Humphreys""","""""",16.00,18240.00,7124.00,339687.05,60,70,48,26,33,21,33,37,28,9.88,0.98,1.94,2,2,23704,21183,25201,1,1,1,13919,12249,14857,10550,9237,11275,3355,2999,3567,14,13,16,12,11,13,1.5,2.7,0.16,0.02,1386,77,1355,80,148,6,3616,924,984,580,79,21
"""47087""","""Jackson""","""Cookeville, TN""",9.00,11496.00,4531.00,197520.56,66,79,46,28,35,18,38,44,28,9.46,0.30,1.94,2,2,23357,20836,25397,0,0,1,13314,12234,15142,9998,9276,11535,3307,2950,3595,9,9,12,8,7,10,1.4,1.4,0.21,0.02,1668,67,1466,81,321,6,5410,820,881,496,78,22
"""47089""","""Jefferson""","""Morristown, TN""",32.00,52490.00,19679.00,175903.04,61,72,47,28,35,21,33,37,27,9.86,2.33,1.88,2,2,23565,21010,24593,0,0,0,13056,11897,14369,9717,8920,10884,3336,2975,3481,3,2,4,2,2,4,2.7,1.4,0.42,0.11,2859,66,2596,83,71,21,2670,929,933,630,73,27
"""47091""","""Johnson""","""""",12.00,18017.00,7009.00,191023.71,71,85,46,32,40,18,40,46,27,9.07,0.53,1.77,2,2,21577,19300,25190,1,1,1,12229,11226,14805,9159,8477,11224,3055,2733,3565,16,17,16,13,14,14,1.4,2.8,0.21,0.04,1662,73,1448,80,176,9,3041,811,901,409,78,22
"""47093""","""Knox""","""Knoxville, TN""",242.00,444348.00,180729.00,325258.10,56,66,49,29,37,25,27,29,24,9.03,11.40,1.71,2,2,21185,18906,22300,1,1,1,12343,10649,13041,9328,7954,9868,2998,2677,3156,17,18,16,24,26,24,2.9,5.3,1.19,0.56,11319,66,16177,87,41,43,2259,1122,1197,769,64,36
"""47095""","""Lake""","""""",7.00,7687.00,2092.00,106102.32,66,79,42,29,37,16,37,42,26,7.87,4.07,1.59,1,2,19564,17662,24025,2,2,1,11024,10159,14055,8218,7618,10632,2770,2501,3400,37,40,23,31,34,20,1.9,2.8,1.40,0.02,1072,71,1106,79,149,5,4570,733,863,430,60,40
"""47097""","""Lauderdale""","""""",24.00,27427.00,9800.00,302058.68,72,86,45,33,41,18,39,45,26,9.34,1.73,1.70,2,2,22011,19880,24446,1,2,1,11905,10935,14121,8766,8092,10642,3116,2815,3460,23,28,18,20,23,16,1.5,3.1,0.22,0.03,1829,71,1542,80,201,5,6202,827,863,566,60,40
"""47099""","""Lawrence""","""Lawrenceburg, TN""",30.00,42226.00,16104.00,394962.20,63,74,47,28,35,19,35,40,27,9.87,1.71,1.91,2,2,23735,21268,25011,1,1,1,13212,12091,14722,9842,9069,11171,3361,3011,3540,10,10,11,8,9,10,1.4,2.1,0.25,0.04,1859,75,2047,81,135,7,3333,871,949,548,75,25
"""47101""","""Lewis""","""""",7.00,11944.00,4712.00,180537.03,64,76,47,28,35,19,36,42,28,9.92,1.14,1.94,2,2,23662,21141,25208,0,0,1,13352,12224,14979,9993,9223,11400,3350,2993,3568,9,8,11,7,7,10,1.1,1.4,0.11,0.03,1492,72,1482,81,155,7,3264,846,928,465,79,21
"""47103""","""Lincoln""","""""",24.00,33550.00,13644.00,365016.20,61,71,47,28,35,21,34,37,27,9.64,1.56,1.91,2,2,23475,21036,24951,0,0,1,13750,12100,14684,10420,9114,11142,3323,2978,3531,8,8,10,7,7,9,1.3,1.9,0.17,0.04,2067,73,2124,81,156,7,3419,932,1022,544,73,27
"""47105""","""Loudon""","""Knoxville, TN""",31.00,50229.00,20009.00,146720.87,59,69,51,29,36,25,30,33,27,9.17,3.46,1.92,2,2,23365,20822,24570,0,0,0,13741,12010,14424,10433,9061,10946,3307,2948,3478,1,1,1,1,1,1,2.7,1.2,0.57,0.14,3570,76,3417,84,41,23,2134,1104,1142,561,77,23
"""47107""","""McMinn""","""Athens, TN""",34.00,52506.00,19978.00,275277.39,61,73,46,28,34,20,33,38,27,9.49,2.19,1.86,2,2,23352,20835,24606,0,0,0,12900,11758,14356,9590,8805,10869,3306,2950,3483,3,3,5,3,3,4,2.0,2.3,0.31,0.07,2854,70,3076,83,85,15,2817,884,938,523,74,26
"""47109""","""McNairy""","""""",19.00,26103.00,9872.00,360218.74,68,81,45,29,36,18,40,46,28,9.79,0.54,1.89,2,2,23446,21046,25363,1,1,1,13075,12010,15035,9742,9014,11431,3320,2980,3590,13,15,14,11,13,12,1.5,1.6,0.17,0.03,1323,77,1273,80,145,7,3229,786,858,543,76,24
"""47111""","""Macon""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",13.00,22761.00,8856.00,196571.76,45,54,45,18,23,18,27,31,27,9.95,1.01,2.04,2,2,25097,22482,24964,1,0,1,14663,13427,14574,11100,10237,11029,3552,3182,3533,11,7,11,9,6,10,1.7,2.2,0.21,0.05,1883,68,1737,81,206,6,4043,820,879,499,70,30
"""47113""","""Madison""","""Jackson, TN""",70.00,98184.00,36766.00,356549.28,62,72,49,30,38,23,31,34,25,9.48,7.46,1.79,2,2,22707,20407,23467,1,1,1,12986,11279,13641,9755,8371,10304,3214,2889,3321,17,19,15,15,17,14,1.3,4.2,0.44,0.10,5055,75,8605,85,74,14,3335,1043,1092,808,65,35
"""47115""","""Marion""","""Chattanooga, TN-GA""",19.00,28306.00,11525.00,318821.84,53,62,47,23,29,20,30,33,27,9.77,0.85,1.97,2,2,24326,21794,24992,0,0,1,14154,12446,14575,10702,9352,11028,3443,3086,3537,9,8,10,7,6,9,1.6,3.0,0.38,0.04,2015,73,2013,81,152,8,3768,906,983,500,73,27
"""47117""","""Marshall""","""Lewisburg, TN""",19.00,31159.00,11968.00,240295.52,60,70,48,27,34,21,33,36,27,9.74,3.19,1.94,2,2,24117,21611,24768,0,0,0,13998,12286,14542,10581,9223,11031,3413,3060,3506,4,3,5,3,3,4,1.5,2.2,0.45,0.05,2821,75,2822,83,113,9,3059,955,1041,608,73,27
"""47119""","""Maury""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",50.00,84089.00,32465.00,392408.22,49,58,49,23,29,23,26,29,26,9.66,3.86,1.93,2,2,24281,21739,24139,0,0,0,13932,12662,13833,10493,9584,10414,3437,3077,3416,2,1,2,1,0,1,2.1,4.8,0.57,0.08,3596,73,4495,82,73,14,2553,1036,1114,782,69,31
"""47121""","""Meigs""","""""",6.00,11716.00,4620.00,124881.85,70,83,48,33,41,21,37,42,27,9.40,0.36,1.85,2,2,22527,19945,25029,0,0,1,12747,11667,14793,9549,8836,11240,3189,2824,3543,8,7,11,7,6,9,2.4,1.5,0.21,0.04,1864,62,1668,81,123,10,3280,933,1014,637,79,21
"""47123""","""Monroe""","""""",28.00,45293.00,17193.00,406764.52,66,79,47,30,37,20,37,42,27,9.63,1.44,1.86,2,2,23120,20613,24861,0,0,0,12883,11779,14651,9604,8854,11125,3273,2919,3519,6,7,7,5,6,6,1.3,1.6,0.22,0.04,2277,69,2131,82,114,14,3343,880,905,599,75,25
"""47125""","""Montgomery""","""Clarksville, TN-KY""",85.00,185980.00,66234.00,345066.36,56,66,49,28,35,24,29,31,25,9.86,8.51,1.85,2,2,23256,20862,23228,1,1,1,13368,11656,13533,10064,8689,10233,3292,2954,3288,12,13,13,11,11,11,2.1,3.2,0.58,0.19,6324,71,5158,84,86,15,3598,1076,1101,941,59,41
"""47127""","""Moore""","""Tullahoma-Manchester, TN""",4.00,6351.00,2454.00,82702.36,61,71,50,26,33,21,34,38,29,10.70,0.34,2.05,2,2,24331,21715,25820,0,0,0,14614,12886,15488,11165,9808,11826,3444,3074,3654,5,3,8,4,3,7,0.9,1.6,0.18,0.03,1636,80,1530,81,183,9,3173,933,1002,608,85,15
"""47129""","""Morgan""","""Knoxville, TN""",15.00,21794.00,7370.00,334191.90,56,65,48,24,30,20,32,35,28,9.81,0.36,2.03,2,2,24201,21520,25434,0,0,1,14485,12765,15137,11052,9713,11526,3425,3047,3600,9,5,12,7,5,10,1.2,1.9,0.15,0.02,1602,67,1556,81,269,5,4246,910,956,485,81,19
"""47131""","""Obion""","""Union City, TN-KY""",28.00,31129.00,12665.00,348744.81,59,71,45,26,32,18,33,38,27,9.56,2.48,1.84,2,2,22689,20398,24572,1,1,1,12703,11630,14420,9478,8728,10928,3212,2888,3478,13,14,14,11,12,12,1.5,2.0,0.39,0.04,1816,73,1919,81,129,7,3770,821,931,544,68,32
"""47133""","""Overton""","""Cookeville, TN""",15.00,22100.00,8893.00,277430.22,66,79,46,28,35,18,38,44,28,9.81,0.65,1.93,2,2,23381,20918,25406,0,0,1,13289,12201,15132,9972,9232,11527,3310,2962,3596,7,7,9,6,6,8,1.2,1.1,0.18,0.03,1771,72,1534,81,236,9,4060,811,888,554,78,22
"""47135""","""Perry""","""""",7.00,7864.00,3226.00,265439.20,70,83,45,29,36,17,40,46,28,9.23,0.16,1.85,2,2,22183,19740,25101,1,1,1,12697,11672,14984,9536,8857,11408,3141,2795,3553,20,21,23,17,17,19,1.7,2.2,0.31,0.01,1004,63,1008,79,220,6,3626,763,845,507,78,22
"""47137""","""Pickett""","""""",5.00,5097.00,2223.00,104306.35,50,60,37,20,25,14,36,41,28,9.52,0.42,1.94,2,2,22777,20271,25444,0,0,1,13253,12164,15245,10019,9287,11630,3225,2870,3601,9,8,13,8,6,11,0.9,1.5,0.08,0.02,1384,70,1308,81,215,8,4447,616,510,328,83,17
"""47139""","""Polk""","""Cleveland, TN""",12.00,16687.00,6745.00,278189.64,60,69,47,25,31,19,35,38,28,9.77,0.49,2.02,2,2,24440,21870,25416,0,0,0,14454,12742,15165,10988,9640,11559,3459,3096,3597,7,6,9,6,5,7,1.2,1.2,0.23,0.02,1719,75,1488,81,148,10,3519,866,935,575,78,22
"""47141""","""Putnam""","""Cookeville, TN""",41.00,73810.00,29721.00,256707.82,66,78,46,32,40,20,34,39,25,9.15,4.80,1.71,2,2,21701,19443,23707,0,0,0,11897,10831,13720,8822,8073,10361,3072,2753,3355,3,4,3,3,4,2,1.9,3.3,0.55,0.12,4744,68,6432,84,63,24,2537,919,1012,609,62,38
"""47143""","""Rhea""","""Dayton, TN""",19.00,32394.00,12545.00,201841.19,62,74,45,27,34,18,35,40,26,9.24,1.49,1.80,2,2,22768,20348,24484,0,0,0,12533,11450,14232,9302,8560,10758,3224,2881,3465,7,8,9,6,7,7,2.6,1.9,0.35,0.06,2272,65,2266,82,96,13,3199,819,902,528,68,32
"""47145""","""Roane""","""Knoxville, TN""",41.00,53162.00,21887.00,230865.10,56,65,48,26,32,22,30,32,26,9.29,2.49,1.89,2,2,23199,20693,24384,0,0,0,13547,11854,14217,10259,8921,10759,3284,2930,3451,5,4,6,4,3,5,2.7,2.1,0.42,0.09,2870,70,2508,83,68,19,2875,989,1011,538,73,27
"""47147""","""Robertson""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",34.00,67426.00,24641.00,304824.34,53,63,53,26,32,26,27,31,27,10.57,3.02,2.04,2,2,25141,22504,25001,0,0,0,14643,13353,14553,11084,10168,11013,3558,3185,3539,1,0,1,0,0,0,1.2,3.4,0.30,0.08,3562,80,4433,84,129,10,3409,1150,1212,828,76,24
