mpo,name,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
"""47197702""","""Memphis Urban Area MPO""","""Blytheville, AR,Memphis, TN-MS-AR""",711.09,1134046.08,417851.56,940643.13,56,66,50,30,38,27,26,28,23,8.92,15.87,1.71,2,2,21515,19268,21496,2,2,2,12359,10611,12484,9323,7887,9451,3005,2692,3003,30,32,31,30,32,30,2.3,6.9,1.49,0.44,13767,71,19536,86,37,41,3098,1204,1227,850,60,40
"""47197703""","""Chattanooga-Hamilton County/North Georgia Transportation Planning Orga""","""Chattanooga, TN-GA,Cleveland, TN,Dalton, GA,Dayton, TN""",305.27,448526.05,173889.23,489933.40,55,64,48,28,35,24,27,29,24,9.31,8.72,1.75,2,2,22365,20019,23003,1,1,1,12711,10996,13153,9538,8149,9890,3151,2821,3240,23,25,23,15,17,16,2.4,6.0,1.08,0.35,7665,71,11111,85,44,38,2574,1086,1172,675,66,34
"""47197704""","""Kingsport MTPO""","""Greeneville, TN,Johnson City, TN,Kingsport-Bristol-Bristol, TN-VA""",85.36,127375.81,54400.72,188045.00,57,68,45,27,34,20,30,34,25,8.83,5.97,1.71,2,2,21570,19236,23585,1,1,1,11885,10730,13586,8831,8005,10248,3050,2720,3334,5,5,5,9,10,9,2.9,4.4,0.94,0.29,5394,71,6796,84,39,38,2043,904,987,593,72,28
"""47197801""","""Knoxville Regional Transportation Planning Organization""","""Knoxville, TN,Morristown, TN,Sevierville, TN""",379.64,667133.75,269463.39,653613.57,57,66,49,29,36,25,28,30,25,9.17,9.49,1.75,2,2,21761,19410,22882,1,1,1,12635,10941,13320,9543,8180,10070,3080,2748,3239,11,12,11,17,18,16,3.0,4.6,1.03,0.41,9386,69,13107,87,42,39,2174,1103,1170,736,66,34
"""47197802""","""Clarksville Urbanized Area MPO""","""Clarksville, TN-KY,Nashville-Davidson--Murfreesboro--Franklin, TN""",100.58,207972.33,71794.11,368829.38,56,65,49,27,34,24,28,31,25,9.77,8.97,1.83,2,2,23019,20655,22994,1,1,1,13209,11519,13378,9940,8583,10111,3258,2924,3255,12,12,12,10,10,10,2.2,3.2,0.61,0.19,6251,69,5013,84,83,16,3563,1067,1050,942,56,44
"""47198201""","""Johnson City Metropolitan Transportation Planning Organization""","""Johnson City, TN,Kingsport-Bristol-Bristol, TN-VA""",100.44,158082.12,66324.87,221990.96,58,69,45,29,36,21,30,34,25,8.83,6.75,1.68,2,2,21070,18807,23060,1,1,1,11684,10545,13374,8688,7869,10097,2983,2663,3264,13,14,13,31,32,30,3.0,4.1,1.04,0.30,6144,65,7864,85,42,36,1941,927,989,626,66,34
"""47198202""","""Jackson Urban Area MPO""","""Jackson, TN""",70.00,98185.15,36766.34,356557.49,62,72,49,30,38,23,31,34,25,9.48,7.46,1.79,2,2,22707,20407,23467,1,1,1,12986,11279,13641,9755,8371,10304,3214,2889,3321,17,19,15,15,17,14,1.3,4.2,0.44,0.10,5055,75,8605,85,74,14,3335,1043,1092,808,65,35
"""47198203""","""Bristol MPO""","""Kingsport-Bristol-Bristol, TN-VA""",55.64,76638.95,32601.58,90557.20,56,66,44,26,33,19,30,34,25,8.92,6.78,1.71,2,2,21439,19203,23406,1,1,1,11849,10663,13579,8838,7964,10293,3008,2694,3283,4,5,4,8,10,7,3.3,2.5,1.24,0.36,4300,67,4975,85,31,55,1613,868,924,572,68,32
"""47200301""","""Lakeway MPO""","""Kingsport-Bristol-Bristol, TN-VA,Knoxville, TN,Morristown, TN""",54.46,80621.33,31158.04,134211.87,58,69,45,27,33,20,31,35,25,9.27,5.48,1.76,2,2,22830,20430,23854,0,0,0,12342,11200,13636,9108,8305,10258,3232,2893,3376,2,3,2,2,2,2,3.1,3.8,0.65,0.23,4585,70,5635,84,47,31,2318,884,947,605,65,35
"""47200302""","""Cleveland Area MPO""","""Athens, TN,Chattanooga, TN-GA,Cleveland, TN""",47.59,85342.67,31870.87,121894.16,58,68,47,28,35,22,31,33,25,9.48,6.46,1.76,2,2,22454,20054,23462,0,0,0,12742,11114,13487,9563,8274,10165,3178,2839,3321,1,1,1,1,1,1,2.7,3.9,0.95,0.26,6105,69,8146,86,47,33,2339,967,1046,692,62,38
"""48196400""","""San Angelo MPO""","""San Angelo, TX""",85.75,96976.72,36196.78,73024.15,51,59,45,24,31,21,27,29,24,8.43,14.94,1.80,2,2,21954,19692,22180,1,1,1,12711,10963,12941,9816,8363,10016,2884,2588,2914,10,12,11,18,22,20,3.1,1.8,2.27,0.50,8288,71,9938,88,19,54,2503,956,900,727,58,42
"""48196900""","""Abilene MPO""","""Abilene, TX""",110.57,130924.89,45521.89,178754.84,54,62,46,26,33,22,27,30,24,8.97,15.35,1.73,2,2,21593,19397,22173,1,1,1,12287,10579,12769,9438,8014,9844,2837,2549,2913,13,16,12,19,23,18,2.5,3.8,1.15,0.25,8504,71,10578,87,35,29,2689,989,874,752,58,42
"""48197001""","""South East Texas Regional Planning Commission""","""Beaumont-Port Arthur, TX,Houston-The Woodlands-Sugar Land, TX,Lake Charles, LA""",307.99,391453.19,146343.90,1344165.91,54,63,47,27,34,23,28,30,25,8.98,10.30,1.79,2,2,22146,19725,22974,1,1,1,12655,10959,13219,9733,8354,10188,2909,2592,3018,13,12,12,13,13,13,1.7,3.9,0.59,0.11,6589,71,7764,85,50,16,3253,1049,1051,611,68,32
"""48197002""","""Bryan-College Station MPO""","""Brenham, TX,College Station-Bryan, TX""",117.96,205234.15,73843.42,374138.55,62,73,48,33,42,26,29,32,23,8.73,21.41,1.72,2,2,21065,18774,21339,1,1,1,12113,10469,12504,9344,8000,9699,2767,2467,2803,2,2,2,1,1,1,1.6,2.1,0.54,0.20,11548,50,17766,89,61,15,4650,1146,1045,946,45,55
"""48197301""","""Capital Area MPO (TX)""","""Austin-Round Rock, TX,Killeen-Temple, TX,San Antonio-New Braunfels, TX""",994.00,1933201.36,706203.87,3338435.41,50,59,56,28,36,33,21,23,23,9.05,18.12,1.86,2,2,21781,19307,21105,3,2,3,13488,11677,12503,10588,9106,9692,2863,2536,2773,38,35,38,55,51,56,1.8,4.6,0.81,0.21,16847,61,28524,89,53,17,3441,1494,1570,1027,58,42
"""48197302""","""El Paso MPO""","""Alamogordo, NM,El Paso, TX,Las Cruces, NM""",532.11,872263.34,271208.23,787741.95,58,67,44,28,35,22,31,33,23,9.06,22.16,1.79,2,2,21980,19651,21044,3,3,3,12702,10904,12536,9744,8251,9706,2887,2582,2764,71,72,66,101,102,94,2.8,4.0,1.92,0.34,13735,68,17568,88,21,36,3116,967,945,751,62,38
"""48197303""","""Corpus Christi MPO""","""Corpus Christi, TX,Kingsville, TX""",230.02,338309.97,122306.02,201894.87,53,63,49,28,35,26,25,28,23,8.86,23.88,1.77,2,2,21145,18885,20884,3,3,3,12415,11080,12356,9608,8570,9584,2778,2481,2744,29,29,29,92,91,91,3.8,4.1,4.13,0.61,14187,67,14948,88,19,50,2741,1175,1227,923,57,43
"""48197304""","""Laredo Urban Transportation Study""","""Laredo, TX""",135.00,253493.56,67524.08,265818.96,66,78,47,34,42,24,32,36,23,9.41,23.24,1.80,2,2,22839,20557,20851,3,4,3,12413,11059,12231,9281,8217,9370,3001,2701,2739,132,141,122,127,136,118,1.3,6.6,1.31,0.25,11481,67,14583,86,26,22,5852,1094,1149,780,63,37
"""48197305""","""Brownsville MPO""","""Brownsville-Harlingen, TX""",120.27,237044.10,65726.61,167727.74,69,81,44,33,41,20,36,40,23,9.66,17.86,1.75,2,2,22835,20544,21954,2,2,2,12040,10732,12625,9016,8003,9717,3001,2700,2884,23,29,23,36,45,37,3.2,5.5,2.43,0.39,9644,70,11749,86,22,32,2499,903,932,646,65,35
"""48197401""","""North Central Texas COG""","""Athens, TX,Corsicana, TX,Dallas-Fort Worth-Arlington, TX,Gainesville, TX,Mineral Wells, TX,Sherman-Denison, TX,Stephenville, TX,Sulphur Springs, TX""",4157.96,6824747.91,2403919.67,5819534.47,49,59,54,28,35,31,22,24,23,8.87,23.94,1.84,2,2,21475,18974,20484,3,3,3,12893,11556,12319,9994,8991,9551,2821,2493,2691,78,72,77,75,70,74,2.4,5.2,1.56,0.41,22353,65,33910,90,25,39,2598,1393,1384,924,60,40
"""48197402""","""Houston-Galveston Area Council""","""Bay City, TX,Beaumont-Port Arthur, TX,Brenham, TX,El Campo, TX,Houston-The Woodlands-Sugar Land, TX,Huntsville, TX""",2997.81,6317638.84,2157542.56,4872850.96,49,59,53,28,35,31,22,25,23,8.96,23.00,1.87,2,2,21720,19223,20502,3,3,3,13052,11711,12387,10160,9148,9656,2836,2510,2677,56,53,55,64,60,63,2.5,4.3,2.05,0.44,23281,64,37760,90,29,39,3076,1372,1397,939,61,39
"""48197403""","""Waco MPO""","""Killeen-Temple, TX,Waco, TX""",165.00,241504.33,86768.73,663757.25,60,70,48,30,38,24,30,32,24,9.18,11.24,1.77,2,2,22287,19999,22484,1,1,1,12571,10881,12939,9608,8213,9952,2928,2628,2954,35,40,34,30,34,29,1.7,4.5,0.79,0.13,7621,68,10752,86,68,14,3371,1065,1041,748,59,41
"""48197404""","""Tyler Area MPO""","""Athens, TX,Jacksonville, TX,Longview, TX,Tyler, TX""",122.19,205087.83,74368.33,414117.47,58,67,50,29,37,25,28,31,25,9.64,9.08,1.88,2,2,23335,20865,23396,0,0,0,13303,11553,13495,10235,8809,10420,3066,2742,3074,2,2,2,2,2,2,2.4,2.4,0.65,0.18,6393,68,11074,87,68,19,2875,1144,1213,821,65,35
"""48197501""","""Killeen-Temple Metropolitan Planning Organization""","""Austin-Round Rock, TX,Killeen-Temple, TX,Waco, TX""",224.17,382790.40,127062.94,759051.08,52,61,48,26,33,25,25,28,23,9.29,12.96,1.78,2,2,22520,20149,21879,2,2,2,12658,11389,12471,9677,8719,9574,2958,2647,2874,23,23,22,46,46,45,2.0,5.6,0.82,0.17,8412,66,7588,84,45,19,3362,1109,1082,885,55,45
"""48197502""","""Amarillo MPO""","""Amarillo, TX""",174.89,218929.47,80986.81,218669.57,50,59,47,25,31,23,25,28,24,8.96,20.19,1.82,2,2,21928,19605,21845,1,1,1,12765,11415,12779,9882,8837,9907,2881,2576,2870,2,2,2,4,4,4,2.7,3.5,1.31,0.37,12106,71,15710,88,24,36,2902,1052,1040,714,63,37
"""48197503""","""Wichita Falls MPO""","""Wichita Falls, TX""",83.99,108788.68,38646.75,104449.34,53,62,47,27,33,23,26,29,24,8.99,14.15,1.73,2,2,21502,19299,22284,1,1,1,12251,10557,12778,9415,8008,9839,2825,2536,2927,11,12,11,19,22,19,2.9,3.9,1.58,0.37,7852,71,9448,86,30,36,2743,1024,1134,773,59,41
"""48197504""","""Longview MPO""","""Longview, TX,Marshall, TX""",86.62,117736.34,43214.30,164557.59,54,63,48,27,34,24,27,30,24,9.26,10.13,1.82,2,2,22841,20431,23034,0,0,0,12890,11152,13146,9886,8463,10117,3001,2685,3026,3,4,3,4,5,4,3.4,2.7,1.44,0.26,6272,67,10007,87,35,41,1888,1059,1123,723,61,39
"""48197505""","""Texarkana MPO""","""Texarkana, TX-AR""",75.04,92890.28,34601.30,124537.09,56,65,45,27,34,21,29,32,24,9.01,7.84,1.70,2,2,21702,19484,22841,1,1,1,12083,10440,12940,9227,7872,9936,2847,2557,2997,8,10,7,18,22,15,2.7,4.1,0.86,0.28,4634,68,6759,84,37,40,2219,938,971,684,60,40
"""48197600""","""Lubbock MPO""","""Lubbock, TX""",180.73,255915.72,95610.97,149985.95,56,65,48,29,36,25,27,29,23,8.67,22.22,1.75,2,2,20990,18742,20956,2,2,2,12362,10643,12492,9517,8090,9648,2758,2463,2753,88,90,91,77,78,79,3.5,3.6,1.83,0.64,14683,66,20679,89,20,54,2027,1109,1086,758,54,46
"""48197700""","""Alamo Area MPO""","""Austin-Round Rock, TX,Kerrville, TX,San Antonio-New Braunfels, TX""",1235.12,2113471.31,720757.17,1712389.70,51,61,50,27,34,27,24,27,23,8.93,20.78,1.84,2,2,21635,19321,20807,3,3,3,12875,11497,12473,9988,8914,9695,2842,2538,2733,45,45,44,70,70,69,2.3,4.6,1.31,0.42,19651,69,27094,89,38,32,3013,1209,1239,874,61,39
"""48198000""","""Sherman-Denison MPO""","""Dallas-Fort Worth-Arlington, TX,Durant, OK,Sherman-Denison, TX""",75.31,96363.68,37204.12,342517.50,54,63,49,27,34,24,27,29,25,9.38,7.34,1.83,2,2,22747,20349,23468,0,1,0,12978,11294,13434,9981,8610,10342,2988,2674,3083,9,9,9,8,8,7,1.8,3.3,0.91,0.11,4749,74,5501,85,55,18,3131,1081,1151,704,65,35
"""48198200""","""Victoria MPO""","""Port Lavaca, TX,Victoria, TX""",65.00,90097.86,32509.59,564566.87,52,61,49,26,32,25,26,29,25,9.53,13.14,1.90,2,2,23174,20685,22899,1,1,1,13400,12096,13327,10348,9371,10311,3044,2717,3008,8,7,8,13,12,13,1.3,3.0,0.39,0.06,6508,69,8056,85,98,8,4234,1111,1180,691,66,34
"""48199301""","""Hidalgo County MPO""","""Brownsville-Harlingen, TX,Kingsville, TX,McAllen-Edinburg-Mission, TX,Raymondville, TX,Rio Grande City, TX""",338.70,818177.20,223779.24,1004225.59,68,81,45,32,39,20,37,42,25,9.81,12.56,1.89,2,2,24568,22046,22996,0,0,0,13006,11752,13421,9775,8851,10397,3229,2897,3021,2,3,2,4,6,4,1.9,1.6,1.27,0.22,9787,67,13015,88,35,25,3097,915,958,583,68,32
"""48199302""","""Harlingen-San Benito MPO""","""Brownsville-Harlingen, TX,McAllen-Edinburg-Mission, TX,Raymondville, TX""",91.78,155489.54,46539.44,227274.27,68,81,43,33,41,20,38,42,24,9.57,9.69,1.82,2,2,24018,21607,23026,0,1,1,12539,11262,13179,9376,8412,10146,3156,2839,3025,7,11,8,10,17,13,2.5,3.4,1.31,0.20,5697,67,8291,85,31,26,2401,904,943,539,68,32
"""48200500""","""Permian Basin MPO""","""Midland, TX,Odessa, TX""",200.22,288152.47,99609.11,336411.28,44,52,50,23,29,27,22,24,23,9.37,19.58,1.90,2,2,23436,20893,22017,1,1,1,13701,12002,12574,10612,9249,9673,3079,2745,2892,10,8,9,14,12,13,2.6,5.6,1.69,0.30,9879,64,13794,87,35,28,3085,1202,1215,779,66,34
"""49197300""","""Wasatch Front Regional Council""","""Heber, UT,Ogden-Clearfield, UT,Provo-Orem, UT,Salt Lake City, UT,Summit Park, UT""",909.33,1634771.60,527691.40,831963.84,49,57,54,26,32,30,23,25,24,9.39,23.88,1.92,2,2,22529,20078,20649,5,5,5,14364,12305,12676,10948,9256,9541,3284,2926,3009,132,123,126,119,111,114,2.3,5.6,2.58,0.63,18531,68,29924,89,19,49,2629,1357,1423,882,69,31
"""49197400""","""Mountainland Association of Governments""","""Provo-Orem, UT,Salt Lake City, UT""",333.82,538328.44,144905.02,413138.56,51,60,55,26,32,30,25,27,25,10.49,22.20,2.09,2,2,25235,22623,22135,2,2,2,15658,13596,13481,11941,10266,10225,3678,3297,3225,39,34,31,35,30,28,2.0,1.5,1.52,0.35,10904,67,15756,89,17,43,1737,1335,1361,888,67,33
"""49199200""","""Cache MPO""","""Logan, UT-ID""",63.92,100363.18,30526.37,75059.48,53,63,48,25,31,23,28,32,25,10.15,15.75,1.96,2,2,24377,21927,22567,1,1,1,14255,12761,13387,10686,9549,10082,3552,3195,3288,17,17,16,14,14,14,2.0,2.3,1.61,0.41,7300,63,11685,87,28,37,1902,1041,1095,704,62,38
"""49200200""","""Dixie MPO""","""Lake Havasu City-Kingman, AZ,St. George, UT""",40.91,107207.77,36100.01,142472.82,55,66,52,29,36,27,27,30,25,9.74,10.71,1.85,2,2,23401,20871,23044,1,1,1,13502,12159,13481,10084,9109,10116,3410,3041,3358,9,8,7,21,20,18,2.5,3.7,1.94,0.25,5629,70,7747,85,38,29,2624,1226,1218,1056,67,33
"""50198300""","""Chittenden County RPC""","""Barre, VT,Burlington-South Burlington, VT""",100.01,159725.47,63503.39,343619.39,52,61,60,30,37,35,22,24,24,9.31,15.27,1.84,2,2,22296,19814,22433,2,1,2,13815,11931,13158,10532,9016,9853,3254,2891,3273,28,24,32,29,25,33,1.4,4.8,0.66,0.18,6918,53,13775,86,74,17,3316,1580,1769,1001,65,35
"""51197401""","""Richmond Area MPO""","""Richmond, VA""",557.07,960551.89,367500.97,925975.09,49,59,54,28,36,32,21,23,23,8.87,15.45,1.75,2,2,21143,18693,20981,4,3,4,12526,11215,12314,9544,8576,9353,2930,2590,2907,52,49,54,44,41,45,1.8,7.6,1.12,0.40,15186,68,24104,87,31,46,2461,1422,1520,933,65,35
"""51197402""","""Roanoke Valley MPO""","""Blacksburg-Christiansburg-Radford, VA,Lynchburg, VA,Roanoke, VA""",156.73,229562.39,95205.50,158034.12,51,60,48,27,33,25,24,27,23,8.62,13.01,1.69,2,2,20716,18471,21728,2,2,2,12076,10790,12615,9181,8205,9579,2871,2560,3011,24,25,25,25,27,26,2.9,7.0,1.71,0.60,11087,71,16792,87,23,86,1593,1120,1221,718,65,35
"""51197403""","""Tri Cities Area MPO""","""Richmond, VA""",101.73,155177.46,55268.36,195330.73,46,54,50,24,30,26,22,25,24,9.26,9.26,1.84,2,2,22719,20329,22550,1,1,1,13155,11840,12928,9997,9014,9793,3148,2817,3125,10,10,10,8,8,8,2.3,6.1,1.16,0.28,7121,74,7766,85,36,52,2206,1181,1176,970,61,39
"""51197900""","""Central Virginia MPO""","""Lynchburg, VA""",92.33,155870.65,58936.76,223947.00,53,62,48,27,34,24,26,28,24,9.19,7.50,1.74,2,2,21979,19660,22806,1,1,1,12549,10822,13063,9493,8085,9893,3046,2725,3160,10,11,10,28,32,28,2.4,5.3,0.83,0.26,6562,65,8872,85,45,80,2135,1093,1172,689,65,35
"""51198200""","""Charlottesville-Albemarle MPO""","""Charlottesville, VA""",87.88,127000.58,48407.69,153584.30,51,60,57,30,38,34,21,23,23,8.42,15.26,1.72,2,2,20336,17909,20975,3,3,4,12719,10992,12410,9837,8455,9436,2819,2482,2907,63,55,67,111,98,119,2.0,5.0,0.93,0.32,10085,53,19993,88,40,44,2528,1512,1646,1042,55,45
"""51198300""","""Danville MPO""","""Danville, VA,Greensboro-High Point, NC""",54.56,65270.92,27852.67,125432.39,57,68,44,27,33,19,30,34,25,8.83,7.91,1.67,2,2,21346,19180,23461,0,0,0,11568,10504,13310,8606,7841,10056,2959,2659,3251,2,4,2,2,3,2,3.0,4.5,0.60,0.22,5658,72,7097,85,41,44,2030,851,926,594,61,39
"""51199100""","""Hampton Roads Transportation Planning Organization""","""Elizabeth City, NC,Richmond, VA,Virginia Beach-Norfolk-Newport News, VA-NC""",1116.05,1647383.77,608427.43,1198894.18,51,61,55,30,38,33,21,24,23,8.62,21.35,1.75,2,2,20810,18377,20499,3,3,4,12443,11088,12173,9500,8486,9272,2884,2547,2841,60,56,61,61,56,62,2.4,6.8,2.07,0.51,16257,60,19051,87,24,54,2895,1482,1534,1065,61,39
"""51199200""","""Fredericksburg Area MPO""","""Richmond, VA,Washington-Arlington-Alexandria, DC-VA-MD-WV""",149.00,292229.82,96307.79,435826.68,40,47,64,23,29,39,17,19,25,10.54,10.18,2.08,2,2,24790,22009,23203,2,1,1,15364,13836,13437,11883,10758,10190,3437,3051,3215,44,27,31,8,5,6,1.7,5.7,0.63,0.22,8391,73,9667,85,66,32,2806,1774,1856,1262,72,28
"""51200301""","""Blacksburg-Christiansburg-Montgomery Area MPO""","""Blacksburg-Christiansburg-Radford, VA""",59.79,98368.69,34973.81,90596.86,55,65,48,30,37,25,26,28,23,8.29,12.64,1.63,1,2,19892,17664,20876,4,4,4,11757,10156,12366,8870,7582,9340,2757,2449,2893,130,125,133,136,130,139,4.1,3.8,1.55,0.39,6370,47,8346,86,30,62,1777,1123,1168,829,48,52
"""51200302""","""Winchester-Frederick County MPO""","""Washington-Arlington-Alexandria, DC-VA-MD-WV,Winchester, VA-WV""",51.72,80738.26,29909.47,66847.57,55,65,54,30,37,30,25,28,25,9.48,14.27,1.84,2,2,22789,20201,22917,0,0,0,13179,11904,13218,10021,9104,10043,3158,2799,3176,0,0,0,0,0,0,3.0,3.4,1.38,0.45,8449,64,12416,88,28,65,1664,1339,1360,895,64,36
"""51200303""","""Harrisonburg-Rockingham MPO""","""Harrisonburg, VA""",41.20,77484.15,26016.58,67515.46,54,64,49,28,35,25,26,28,24,8.94,14.29,1.78,2,2,21630,19246,21676,1,1,1,12733,11005,12854,9688,8293,9802,2997,2668,3004,48,44,49,75,69,77,3.5,1.1,1.56,0.39,7727,48,13953,90,26,58,1700,1134,1269,858,49,51
"""51201200""","""Staunton-Augusta-Waynesboro MPO""","""Charlottesville, VA,Harrisonburg, VA,Staunton-Waynesboro, VA""",55.71,73298.36,30538.35,90761.34,50,59,47,25,31,23,26,28,25,9.19,9.55,1.79,2,2,22348,19968,23345,0,0,0,12863,11198,13355,9764,8427,10117,3097,2768,3235,2,2,3,2,2,3,3.2,3.5,2.09,0.34,5670,71,6284,85,29,59,1734,1022,1050,702,64,36
"""53196600""","""Whatcom COG""","""Bellingham, WA""",49.30,103808.72,41000.75,37112.96,53,63,53,29,37,29,24,27,24,7.79,17.95,1.72,2,2,19940,17714,20319,5,4,5,12671,11324,12875,9379,8398,9519,3255,2892,3317,37,34,38,97,90,100,4.5,1.9,3.10,1.10,10577,55,13660,89,19,71,1630,1300,1413,965,52,48
"""53197100""","""Tri-Cities Metropolitan Area Transportation Study""","""Kennewick-Richland, WA,Walla Walla, WA""",153.01,225172.33,77732.06,111129.00,48,57,52,24,30,27,24,27,25,9.29,20.17,1.91,2,2,22686,20156,21847,3,3,3,14239,12718,13709,10410,9317,10026,3704,3291,3567,125,111,116,126,111,116,3.0,2.2,2.08,0.70,9117,65,10257,88,20,55,2285,1196,1186,791,67,33
"""53197401""","""Spokane Regional Transportation Council""","""Coeur d'Alene, ID,Pullman, WA,Sandpoint, ID,Spokane-Spokane Valley, WA""",322.00,480832.96,189471.39,1128818.03,54,63,50,29,36,26,25,27,24,8.20,15.74,1.68,2,2,19502,17318,20675,5,4,5,12378,10654,13078,9115,7750,9624,3184,2828,3375,79,76,79,99,96,99,1.5,5.0,0.70,0.17,12870,67,16066,87,51,18,4103,1168,1234,774,63,37
"""53197402""","""Yakima Valley MPO""","""Yakima, WA""",77.50,128192.53,45428.30,62339.72,59,69,49,28,36,24,31,33,25,8.94,19.28,1.86,2,2,22502,20140,21854,1,1,1,13833,11915,13697,10134,8598,10108,3674,3289,3568,25,28,22,25,28,22,3.8,0.8,1.93,0.73,10432,62,14386,90,18,59,1806,1061,1108,821,59,41
"""53198201""","""Thurston Regional Planning Council""","""Olympia-Tumwater, WA,Seattle-Tacoma-Bellevue, WA""",104.15,171752.37,69091.44,67359.70,49,57,55,27,34,31,22,24,24,8.64,16.23,1.75,2,2,20891,18580,21202,3,3,3,13480,11612,13026,10005,8519,9500,3412,3033,3462,63,60,64,67,64,69,4.0,5.3,2.38,1.03,11774,63,15436,87,23,79,1692,1402,1469,1073,58,42
"""53198202""","""Longview-Kelso-Rainier MPO""","""Longview, WA,Portland-Vancouver-Hillsboro, OR-WA""",57.49,63629.73,25366.82,29503.53,54,63,49,27,34,24,26,29,25,8.22,19.93,1.70,2,2,20391,18117,21695,2,2,2,12608,10884,13411,9236,7882,9830,3328,2958,3541,44,44,40,117,117,107,4.3,2.4,2.71,0.86,8424,65,9720,87,19,57,1991,1082,1055,761,58,42
"""53199100""","""Puget Sound Regional Council""","""Bremerton-Silverdale, WA,Centralia, WA,Ellensburg, WA,Mount Vernon-Anacortes, WA,Oak Harbor, WA,Olympia-Tumwater, WA,Seattle-Tacoma-Bellevue, WA,Shelton, WA,Wenatchee, WA,Yakima, WA""",2642.50,3869049.01,1495430.53,4010239.23,49,58,62,29,37,38,20,21,24,8.32,28.48,1.79,2,2,19984,17663,19806,5,5,5,13642,11729,12786,10234,8710,9403,3277,2895,3247,131,123,136,75,71,77,1.5,4.9,1.15,0.37,24226,60,39478,90,28,32,3636,1720,1874,1122,60,40
"""53199200""","""Southwest Washington Regional Transportation Council""","""Longview, WA,Portland-Vancouver-Hillsboro, OR-WA""",280.00,444505.54,162440.88,402576.79,52,61,57,29,36,32,23,25,25,8.99,19.23,1.85,2,2,21389,18916,21432,2,2,3,14120,12212,13517,10581,9080,9973,3493,3088,3499,45,43,46,36,34,36,1.8,3.7,0.97,0.40,17538,68,19199,89,39,35,3341,1433,1538,1013,64,36
"""53200301""","""Skagit MPO""","""Bellingham, WA,Mount Vernon-Anacortes, WA,Seattle-Tacoma-Bellevue, WA,Wenatchee, WA""",80.92,119270.65,45806.78,1107957.69,58,70,59,32,40,32,26,30,27,9.36,9.39,1.92,2,2,22791,20373,23447,2,2,2,14242,12870,14569,10427,9452,10649,3721,3326,3828,94,91,92,71,69,70,0.6,1.4,0.47,0.04,4762,71,5381,85,131,5,5529,1442,1602,1012,67,33
"""53200302""","""Wenatchee Valley Transportation Council""","""Wenatchee, WA""",42.25,58574.96,20740.62,23944.29,53,62,51,26,33,26,26,29,25,9.05,19.00,1.86,2,2,22073,19706,21962,2,2,2,13758,12268,13727,10129,9026,10117,3604,3217,3586,25,24,25,41,40,40,3.5,0.7,2.25,0.87,8669,62,11188,89,15,71,1830,1152,1081,822,63,37
"""53201300""","""Walla Walla Valley MPO""","""Hermiston-Pendleton, OR,Walla Walla, WA""",34.54,47767.90,17110.99,22761.46,53,62,48,26,33,23,27,29,24,8.46,19.07,1.69,2,2,20437,18215,21341,2,2,2,12582,10824,13198,9222,7825,9691,3329,2968,3476,32,31,31,117,116,114,3.5,2.7,2.09,0.75,7065,62,7085,86,14,72,1569,1046,1148,687,58,42
"""54197400""","""KYOVA Interstate Planning Commission""","""Huntington-Ashland, WV-KY-OH,Jackson, OH,Point Pleasant, WV-OH,Portsmouth, OH""",241.01,285560.52,113800.33,1116559.07,54,63,45,25,31,20,29,32,25,8.80,9.31,1.75,2,2,21674,19366,23144,1,1,1,12550,10874,13500,9501,8147,10247,3033,2711,3239,15,16,14,18,20,17,1.7,4.3,0.40,0.10,4935,71,6315,84,71,17,3386,892,938,522,70,30
"""54197501""","""Regional Intergovernmental Council""","""Beckley, WV,Charleston, WV,Huntington-Ashland, WV-KY-OH,Point Pleasant, WV-OH""",210.02,247397.15,103963.70,798499.13,52,60,44,25,31,21,27,30,24,8.77,10.26,1.70,2,2,20870,18526,22729,1,1,1,12157,10525,13197,9255,7947,10036,2892,2568,3150,10,10,11,14,13,15,2.3,5.4,1.00,0.13,5817,70,9550,84,42,30,2172,924,939,566,72,28
