mpo,name,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
"""54197502""","""Belmont-Ohio-Marshall Transportation Study""","""Cambridge, OH,Pittsburgh, PA,Weirton-Steubenville, WV-OH,Wheeling, WV-OH""",149.00,145674.65,59911.30,603756.54,52,61,44,24,30,19,29,32,25,8.89,8.68,1.76,2,2,21413,19126,23163,1,1,1,12564,10897,13591,9568,8219,10351,2990,2672,3234,6,7,6,6,7,6,1.7,4.2,0.77,0.10,4275,74,5265,84,48,27,2388,856,930,475,73,27
"""54197503""","""Wood-Washington-Wirt Interstate Planning Commission""","""Athens, OH,Marietta, OH,Parkersburg-Vienna, WV""",99.29,128734.44,53671.32,356545.12,54,63,44,25,31,20,29,32,25,8.90,8.88,1.72,2,2,21363,19084,23006,1,1,1,12341,10689,13355,9351,8015,10137,2977,2660,3205,13,14,13,21,22,20,2.0,5.1,0.57,0.15,5508,75,7394,84,43,35,2507,881,963,562,71,29
"""54200300""","""Morgantown Monongalia MPO""","""Clarksburg, WV,Fairmont, WV,Morgantown, WV,Pittsburgh, PA""",100.00,101668.30,37035.41,230450.76,53,62,46,27,33,23,27,30,24,8.10,11.43,1.66,1,2,20355,18101,20883,6,6,6,12428,10743,12862,9014,7653,9375,2821,2509,2894,593,581,594,272,266,272,2.4,4.6,0.84,0.16,7868,52,14626,87,42,32,2372,1012,966,662,57,43
"""54201300""","""Fayette/Raleigh MPO (FRMPO)""","""Beckley, WV,Bluefield, WV-VA,Charleston, WV""",95.98,124000.60,48934.76,810790.88,57,67,44,26,32,18,32,36,26,9.14,4.36,1.79,2,2,22079,19671,24420,0,0,0,12304,11207,14167,9240,8477,10779,3061,2727,3384,3,4,3,4,4,4,1.8,3.0,0.78,0.06,3580,75,4555,83,75,17,2698,830,878,491,74,26
"""55196100""","""Southeastern Wisconsin Regional Planning Commission""","""Beaver Dam, WI,Chicago-Naperville-Elgin, IL-IN-WI,Fond du Lac, WI,Milwaukee-Waukesha-West Allis, WI,Racine, WI,Sheboygan, WI,Watertown-Fort Atkinson, WI,Whitewater-Elkhorn, WI""",1597.70,1939342.36,763917.76,1326656.24,51,60,52,29,36,29,22,24,22,8.18,23.08,1.68,1,2,19801,17552,20018,5,5,5,12064,10691,12101,9188,8134,9192,2803,2484,2833,73,72,75,78,77,80,2.2,7.0,1.59,0.58,21746,58,28580,88,28,38,2492,1321,1481,741,62,38
"""55196700""","""La Crosse Area Planning Committee""","""La Crosse-Onalaska, WI-MN,Winona, MN""",84.01,115880.99,46189.10,183618.56,52,62,49,27,34,26,25,27,23,8.81,16.22,1.73,2,2,21456,19137,21725,2,2,2,12501,11164,12619,9431,8424,9507,3036,2708,3075,33,32,37,40,38,45,1.7,6.5,2.32,0.25,6950,61,11688,85,35,21,3128,1169,1197,729,65,35
"""55197100""","""Madison Area Transportation Planning Board""","""Madison, WI""",269.90,448905.31,187488.58,263469.79,48,56,53,27,34,31,20,22,22,8.38,25.34,1.71,2,2,20146,17888,20241,3,3,4,12680,10881,12057,9790,8314,9151,2853,2532,2865,37,35,42,41,38,46,3.3,5.8,2.83,0.71,14535,50,26684,89,21,47,1874,1402,1548,921,55,45
"""55197301""","""Appleton/Fox Cities MPO""","""Appleton, WI,Green Bay, WI,Oshkosh-Neenah, WI""",177.51,236831.63,94988.48,168227.19,47,55,50,24,30,26,23,25,24,9.27,17.29,1.82,2,2,22152,19756,22039,1,1,1,13417,11649,12896,10258,8830,9751,3136,2796,3119,23,23,25,20,20,22,2.5,5.9,1.52,0.56,11033,68,17230,88,27,42,2223,1175,1327,639,69,31
"""55197302""","""Oshkosh MPO""","""Oshkosh-Neenah, WI""",60.70,78464.91,30746.57,45078.52,46,55,45,23,29,23,23,26,23,8.35,19.51,1.67,1,2,20107,17858,20847,3,3,3,11971,10678,12311,9072,8099,9301,2846,2528,2951,54,51,60,54,51,60,3.4,6.4,2.22,0.68,10828,61,13651,87,16,47,1831,1017,1095,598,59,41
"""55197400""","""Green Bay MPO""","""Appleton, WI,Green Bay, WI""",154.78,225527.00,89559.10,137378.88,49,58,49,25,31,25,24,26,24,8.90,15.54,1.76,2,2,21516,19089,21739,2,2,2,12651,11307,12719,9584,8585,9618,3045,2702,3077,22,20,24,30,28,33,3.1,5.8,1.76,0.65,11506,62,17809,88,29,41,2138,1118,1262,669,64,36
"""55197499""","""State Line Area Transportation Study""","""Janesville-Beloit, WI,Rockford, IL""",47.91,68334.29,26101.96,66926.64,50,59,48,25,31,23,26,29,25,8.99,14.18,1.80,2,2,21870,19509,22434,2,2,2,12920,11453,13263,9786,8653,10048,3095,2762,3175,38,38,40,30,30,31,2.9,3.7,1.36,0.39,7939,74,7476,86,24,32,1941,1036,1116,703,68,32
"""55198201""","""Chippewa-Eau Claire MPO""","""Eau Claire, WI""",73.16,105306.13,42575.11,95334.74,49,58,46,25,31,23,24,27,23,8.78,13.41,1.70,2,2,21290,19016,21666,2,2,2,12290,10973,12493,9245,8250,9392,3013,2691,3067,32,32,35,31,30,33,3.2,6.5,1.47,0.45,7721,61,12694,86,24,39,2300,1034,1133,676,59,41
"""55198202""","""Sheboygan MPO""","""Sheboygan, WI""",40.59,75365.73,30946.35,68671.43,46,54,46,23,29,23,23,26,24,8.80,18.62,1.73,2,2,21158,18795,21578,2,2,2,12514,11145,12686,9431,8401,9536,2995,2660,3054,88,83,96,70,66,76,2.9,6.0,1.66,0.45,8938,61,12164,86,20,32,2128,1022,1171,659,66,34
"""55198203""","""Janesville Area MPO""","""Janesville-Beloit, WI""",55.56,74682.68,30417.25,81265.05,52,62,49,26,33,25,26,29,25,9.06,14.39,1.84,2,2,21951,19543,22610,1,1,1,13143,11792,13523,10014,9004,10300,3107,2766,3200,22,22,23,17,17,17,2.2,1.8,1.33,0.37,8912,69,10582,88,28,30,2244,1101,1222,713,68,32
"""55198300""","""Wausau Metropolitan Planning Organization""","""Wausau, WI""",58.24,81700.64,33564.47,98265.13,47,56,47,23,29,23,24,27,24,8.97,11.33,1.79,2,2,22224,19837,22302,1,1,2,12893,11538,12875,9722,8708,9691,3146,2808,3157,25,23,28,33,31,37,2.4,6.1,1.13,0.34,6568,67,10500,85,30,31,2576,1041,1156,695,65,35
"""55200200""","""Fond du Lac Area MPO""","""Fond du Lac, WI,Oshkosh-Neenah, WI""",49.37,59483.08,24481.60,53973.92,46,55,48,23,29,24,23,26,24,8.84,19.05,1.79,2,2,21516,19151,21874,1,1,1,12803,11433,12907,9723,8688,9771,3045,2711,3096,35,34,40,15,15,17,2.4,4.5,1.49,0.45,9637,64,12922,87,20,36,2018,1081,1199,645,65,35
"""56198101""","""Cheyenne MPO""","""Cheyenne, WY,Greeley, CO""",59.95,79614.80,31450.27,88716.66,45,52,49,23,29,26,22,23,23,8.88,18.06,1.75,2,2,21445,19002,21346,2,2,2,13105,11242,12408,9968,8464,9286,3126,2769,3110,11,10,12,21,18,23,1.8,7.4,1.30,0.35,7944,61,11450,85,20,35,3501,1186,1260,764,65,35
"""56198102""","""Casper Area MPO""","""Casper, WY""",43.33,70506.37,28462.03,131611.17,47,55,49,24,30,25,23,25,24,8.97,15.96,1.78,2,2,21449,19116,21581,1,1,1,12823,11438,12778,9688,8644,9623,3125,2785,3145,9,9,10,15,15,17,1.8,5.4,1.27,0.22,8100,67,9386,85,16,33,3319,1141,1190,901,65,35
