Location,Year,Series,Series Code,Permits
DICKSON COUNTY UNINCORPORATED AREA,2020,Units in All Multi-Family Structures,3,0
DICKSON COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
EAGLEVILLE,1980,Units in Single-Family Structures,2,0
EAGLEVILLE,1981,Units in Single-Family Structures,2,1
EAGLEVILLE,1982,Units in Single-Family Structures,2,0
EAGLEVILLE,1983,Units in Single-Family Structures,2,1
EAGLEVILLE,1984,Units in Single-Family Structures,2,1
EAGLEVILLE,1985,Units in Single-Family Structures,2,1
EAGLEVILLE,1986,Units in Single-Family Structures,2,1
EAGLEVILLE,1987,Units in Single-Family Structures,2,2
EAGLEVILLE,1988,Units in Single-Family Structures,2,5
EAGLEVILLE,1989,Units in Single-Family Structures,2,1
EAGLEVILLE,1990,Units in Single-Family Structures,2,1
EAGLEVILLE,1991,Units in Single-Family Structures,2,0
EAGLEVILLE,1992,Units in Single-Family Structures,2,0
EAGLEVILLE,1993,Units in Single-Family Structures,2,0
EAGLEVILLE,1994,Units in Single-Family Structures,2,6
EAGLEVILLE,1995,Units in Single-Family Structures,2,5
EAGLEVILLE,1996,Units in Single-Family Structures,2,1
EAGLEVILLE,1997,Units in Single-Family Structures,2,1
EAGLEVILLE,1998,Units in Single-Family Structures,2,0
EAGLEVILLE,1999,Units in Single-Family Structures,2,6
EAGLEVILLE,2000,Units in Single-Family Structures,2,1
EAGLEVILLE,2001,Units in Single-Family Structures,2,1
EAGLEVILLE,2002,Units in Single-Family Structures,2,0
EAGLEVILLE,2003,Units in Single-Family Structures,2,5
EAGLEVILLE,2004,Units in Single-Family Structures,2,3
EAGLEVILLE,2005,Units in Single-Family Structures,2,7
EAGLEVILLE,2006,Units in Single-Family Structures,2,12
EAGLEVILLE,2007,Units in Single-Family Structures,2,8
EAGLEVILLE,2008,Units in Single-Family Structures,2,0
EAGLEVILLE,2009,Units in Single-Family Structures,2,1
EAGLEVILLE,2010,Units in Single-Family Structures,2,1
EAGLEVILLE,2011,Units in Single-Family Structures,2,0
EAGLEVILLE,2012,Units in Single-Family Structures,2,0
EAGLEVILLE,2013,Units in Single-Family Structures,2,5
EAGLEVILLE,2014,Units in Single-Family Structures,2,7
EAGLEVILLE,2015,Units in Single-Family Structures,2,5
EAGLEVILLE,2016,Units in Single-Family Structures,2,1
EAGLEVILLE,2017,Units in Single-Family Structures,2,6
EAGLEVILLE,2018,Units in Single-Family Structures,2,19
EAGLEVILLE,2019,Units in Single-Family Structures,2,21
EAGLEVILLE,2020,Units in Single-Family Structures,2,19
EAGLEVILLE,2021,Units in Single-Family Structures,2,13
EAGLEVILLE,1980,Units in All Multi-Family Structures,3,0
EAGLEVILLE,1981,Units in All Multi-Family Structures,3,0
EAGLEVILLE,1982,Units in All Multi-Family Structures,3,0
EAGLEVILLE,1983,Units in All Multi-Family Structures,3,0
EAGLEVILLE,1984,Units in All Multi-Family Structures,3,0
EAGLEVILLE,1985,Units in All Multi-Family Structures,3,0
EAGLEVILLE,1986,Units in All Multi-Family Structures,3,0
EAGLEVILLE,1987,Units in All Multi-Family Structures,3,0
EAGLEVILLE,1988,Units in All Multi-Family Structures,3,0
EAGLEVILLE,1989,Units in All Multi-Family Structures,3,0
EAGLEVILLE,1990,Units in All Multi-Family Structures,3,0
EAGLEVILLE,1991,Units in All Multi-Family Structures,3,0
EAGLEVILLE,1992,Units in All Multi-Family Structures,3,0
EAGLEVILLE,1993,Units in All Multi-Family Structures,3,0
EAGLEVILLE,1994,Units in All Multi-Family Structures,3,0
EAGLEVILLE,1995,Units in All Multi-Family Structures,3,0
EAGLEVILLE,1996,Units in All Multi-Family Structures,3,0
EAGLEVILLE,1997,Units in All Multi-Family Structures,3,0
EAGLEVILLE,1998,Units in All Multi-Family Structures,3,0
EAGLEVILLE,1999,Units in All Multi-Family Structures,3,0
EAGLEVILLE,2000,Units in All Multi-Family Structures,3,0
EAGLEVILLE,2001,Units in All Multi-Family Structures,3,0
EAGLEVILLE,2002,Units in All Multi-Family Structures,3,0
EAGLEVILLE,2003,Units in All Multi-Family Structures,3,0
EAGLEVILLE,2004,Units in All Multi-Family Structures,3,0
EAGLEVILLE,2005,Units in All Multi-Family Structures,3,0
EAGLEVILLE,2006,Units in All Multi-Family Structures,3,0
EAGLEVILLE,2007,Units in All Multi-Family Structures,3,0
EAGLEVILLE,2008,Units in All Multi-Family Structures,3,0
EAGLEVILLE,2009,Units in All Multi-Family Structures,3,0
EAGLEVILLE,2010,Units in All Multi-Family Structures,3,0
EAGLEVILLE,2011,Units in All Multi-Family Structures,3,0
EAGLEVILLE,2012,Units in All Multi-Family Structures,3,0
EAGLEVILLE,2013,Units in All Multi-Family Structures,3,0
EAGLEVILLE,2014,Units in All Multi-Family Structures,3,0
EAGLEVILLE,2015,Units in All Multi-Family Structures,3,0
EAGLEVILLE,2016,Units in All Multi-Family Structures,3,2
EAGLEVILLE,2017,Units in All Multi-Family Structures,3,2
EAGLEVILLE,2018,Units in All Multi-Family Structures,3,2
EAGLEVILLE,2019,Units in All Multi-Family Structures,3,0
EAGLEVILLE,2020,Units in All Multi-Family Structures,3,0
EAGLEVILLE,2021,Units in All Multi-Family Structures,3,0
FAIRVIEW,1980,Units in Single-Family Structures,2,50
FAIRVIEW,1981,Units in Single-Family Structures,2,6
FAIRVIEW,1982,Units in Single-Family Structures,2,9
FAIRVIEW,1983,Units in Single-Family Structures,2,14
FAIRVIEW,1984,Units in Single-Family Structures,2,11
FAIRVIEW,1985,Units in Single-Family Structures,2,11
FAIRVIEW,1986,Units in Single-Family Structures,2,21
FAIRVIEW,1987,Units in Single-Family Structures,2,33
FAIRVIEW,1988,Units in Single-Family Structures,2,19
FAIRVIEW,1989,Units in Single-Family Structures,2,5
FAIRVIEW,1990,Units in Single-Family Structures,2,13
FAIRVIEW,1991,Units in Single-Family Structures,2,13
FAIRVIEW,1992,Units in Single-Family Structures,2,24
FAIRVIEW,1993,Units in Single-Family Structures,2,30
FAIRVIEW,1994,Units in Single-Family Structures,2,51
FAIRVIEW,1995,Units in Single-Family Structures,2,66
FAIRVIEW,1996,Units in Single-Family Structures,2,52
FAIRVIEW,1997,Units in Single-Family Structures,2,62
FAIRVIEW,1998,Units in Single-Family Structures,2,137
FAIRVIEW,1999,Units in Single-Family Structures,2,99
FAIRVIEW,2000,Units in Single-Family Structures,2,63
FAIRVIEW,2001,Units in Single-Family Structures,2,89
FAIRVIEW,2002,Units in Single-Family Structures,2,63
FAIRVIEW,2003,Units in Single-Family Structures,2,90
FAIRVIEW,2004,Units in Single-Family Structures,2,104
FAIRVIEW,2005,Units in Single-Family Structures,2,113
FAIRVIEW,2006,Units in Single-Family Structures,2,78
FAIRVIEW,2007,Units in Single-Family Structures,2,49
FAIRVIEW,2008,Units in Single-Family Structures,2,16
FAIRVIEW,2009,Units in Single-Family Structures,2,3
FAIRVIEW,2010,Units in Single-Family Structures,2,8
FAIRVIEW,2011,Units in Single-Family Structures,2,11
FAIRVIEW,2012,Units in Single-Family Structures,2,25
FAIRVIEW,2013,Units in Single-Family Structures,2,20
FAIRVIEW,2014,Units in Single-Family Structures,2,39
FAIRVIEW,2015,Units in Single-Family Structures,2,60
FAIRVIEW,2016,Units in Single-Family Structures,2,75
FAIRVIEW,2017,Units in Single-Family Structures,2,138
FAIRVIEW,2018,Units in Single-Family Structures,2,76
FAIRVIEW,2019,Units in Single-Family Structures,2,123
FAIRVIEW,2020,Units in Single-Family Structures,2,96
FAIRVIEW,2021,Units in Single-Family Structures,2,145
FAIRVIEW,1980,Units in All Multi-Family Structures,3,2
FAIRVIEW,1981,Units in All Multi-Family Structures,3,0
FAIRVIEW,1982,Units in All Multi-Family Structures,3,2
FAIRVIEW,1983,Units in All Multi-Family Structures,3,8
FAIRVIEW,1984,Units in All Multi-Family Structures,3,0
FAIRVIEW,1985,Units in All Multi-Family Structures,3,40
FAIRVIEW,1986,Units in All Multi-Family Structures,3,15
FAIRVIEW,1987,Units in All Multi-Family Structures,3,6
FAIRVIEW,1988,Units in All Multi-Family Structures,3,0
FAIRVIEW,1989,Units in All Multi-Family Structures,3,0
FAIRVIEW,1990,Units in All Multi-Family Structures,3,0
FAIRVIEW,1991,Units in All Multi-Family Structures,3,40
FAIRVIEW,1992,Units in All Multi-Family Structures,3,0
FAIRVIEW,1993,Units in All Multi-Family Structures,3,40
FAIRVIEW,1994,Units in All Multi-Family Structures,3,0
FAIRVIEW,1995,Units in All Multi-Family Structures,3,4
FAIRVIEW,1996,Units in All Multi-Family Structures,3,0
FAIRVIEW,1997,Units in All Multi-Family Structures,3,0
FAIRVIEW,1998,Units in All Multi-Family Structures,3,12
FAIRVIEW,1999,Units in All Multi-Family Structures,3,3
FAIRVIEW,2000,Units in All Multi-Family Structures,3,0
FAIRVIEW,2001,Units in All Multi-Family Structures,3,4
FAIRVIEW,2002,Units in All Multi-Family Structures,3,8
FAIRVIEW,2003,Units in All Multi-Family Structures,3,12
FAIRVIEW,2004,Units in All Multi-Family Structures,3,5
FAIRVIEW,2005,Units in All Multi-Family Structures,3,0
FAIRVIEW,2006,Units in All Multi-Family Structures,3,0
FAIRVIEW,2007,Units in All Multi-Family Structures,3,0
FAIRVIEW,2008,Units in All Multi-Family Structures,3,8
FAIRVIEW,2009,Units in All Multi-Family Structures,3,88
FAIRVIEW,2010,Units in All Multi-Family Structures,3,0
FAIRVIEW,2011,Units in All Multi-Family Structures,3,0
FAIRVIEW,2012,Units in All Multi-Family Structures,3,0
FAIRVIEW,2013,Units in All Multi-Family Structures,3,0
FAIRVIEW,2014,Units in All Multi-Family Structures,3,0
FAIRVIEW,2015,Units in All Multi-Family Structures,3,0
FAIRVIEW,2016,Units in All Multi-Family Structures,3,12
FAIRVIEW,2017,Units in All Multi-Family Structures,3,7
FAIRVIEW,2018,Units in All Multi-Family Structures,3,0
FAIRVIEW,2019,Units in All Multi-Family Structures,3,75
FAIRVIEW,2020,Units in All Multi-Family Structures,3,0
FAIRVIEW,2021,Units in All Multi-Family Structures,3,8
FOREST HILLS,1980,Units in Single-Family Structures,2,9
FOREST HILLS,1981,Units in Single-Family Structures,2,8
FOREST HILLS,1982,Units in Single-Family Structures,2,5
FOREST HILLS,1983,Units in Single-Family Structures,2,16
FOREST HILLS,1984,Units in Single-Family Structures,2,13
FOREST HILLS,1985,Units in Single-Family Structures,2,24
FOREST HILLS,1986,Units in Single-Family Structures,2,12
FOREST HILLS,1987,Units in Single-Family Structures,2,43
FOREST HILLS,1988,Units in Single-Family Structures,2,29
FOREST HILLS,1989,Units in Single-Family Structures,2,21
FOREST HILLS,1990,Units in Single-Family Structures,2,17
FOREST HILLS,1991,Units in Single-Family Structures,2,16
FOREST HILLS,1992,Units in Single-Family Structures,2,23
FOREST HILLS,1993,Units in Single-Family Structures,2,36
FOREST HILLS,1994,Units in Single-Family Structures,2,26
FOREST HILLS,1995,Units in Single-Family Structures,2,30
FOREST HILLS,1996,Units in Single-Family Structures,2,14
FOREST HILLS,1997,Units in Single-Family Structures,2,15
FOREST HILLS,1998,Units in Single-Family Structures,2,14
FOREST HILLS,1999,Units in Single-Family Structures,2,17
FOREST HILLS,2000,Units in Single-Family Structures,2,12
FOREST HILLS,2001,Units in Single-Family Structures,2,13
FOREST HILLS,2002,Units in Single-Family Structures,2,9
FOREST HILLS,2003,Units in Single-Family Structures,2,15
FOREST HILLS,2004,Units in Single-Family Structures,2,23
FOREST HILLS,2005,Units in Single-Family Structures,2,26
FOREST HILLS,2006,Units in Single-Family Structures,2,30
FOREST HILLS,2007,Units in Single-Family Structures,2,21
FOREST HILLS,2008,Units in Single-Family Structures,2,8
FOREST HILLS,2009,Units in Single-Family Structures,2,9
FOREST HILLS,2010,Units in Single-Family Structures,2,2
FOREST HILLS,2011,Units in Single-Family Structures,2,3
FOREST HILLS,2012,Units in Single-Family Structures,2,4
FOREST HILLS,2013,Units in Single-Family Structures,2,16
FOREST HILLS,2014,Units in Single-Family Structures,2,17
FOREST HILLS,2015,Units in Single-Family Structures,2,17
FOREST HILLS,2016,Units in Single-Family Structures,2,18
FOREST HILLS,2017,Units in Single-Family Structures,2,9
FOREST HILLS,2018,Units in Single-Family Structures,2,15
FOREST HILLS,2019,Units in Single-Family Structures,2,18
FOREST HILLS,2020,Units in Single-Family Structures,2,13
FOREST HILLS,2021,Units in Single-Family Structures,2,11
FOREST HILLS,1980,Units in All Multi-Family Structures,3,0
FOREST HILLS,1981,Units in All Multi-Family Structures,3,0
FOREST HILLS,1982,Units in All Multi-Family Structures,3,0
FOREST HILLS,1983,Units in All Multi-Family Structures,3,0
FOREST HILLS,1984,Units in All Multi-Family Structures,3,0
FOREST HILLS,1985,Units in All Multi-Family Structures,3,0
FOREST HILLS,1986,Units in All Multi-Family Structures,3,0
FOREST HILLS,1987,Units in All Multi-Family Structures,3,0
FOREST HILLS,1988,Units in All Multi-Family Structures,3,0
FOREST HILLS,1989,Units in All Multi-Family Structures,3,0
FOREST HILLS,1990,Units in All Multi-Family Structures,3,0
FOREST HILLS,1991,Units in All Multi-Family Structures,3,0
FOREST HILLS,1992,Units in All Multi-Family Structures,3,0
FOREST HILLS,1993,Units in All Multi-Family Structures,3,0
FOREST HILLS,1994,Units in All Multi-Family Structures,3,0
FOREST HILLS,1995,Units in All Multi-Family Structures,3,0
FOREST HILLS,1996,Units in All Multi-Family Structures,3,0
FOREST HILLS,1997,Units in All Multi-Family Structures,3,0
FOREST HILLS,1998,Units in All Multi-Family Structures,3,0
FOREST HILLS,1999,Units in All Multi-Family Structures,3,0
FOREST HILLS,2000,Units in All Multi-Family Structures,3,0
FOREST HILLS,2001,Units in All Multi-Family Structures,3,0
FOREST HILLS,2002,Units in All Multi-Family Structures,3,0
FOREST HILLS,2003,Units in All Multi-Family Structures,3,0
FOREST HILLS,2004,Units in All Multi-Family Structures,3,0
FOREST HILLS,2005,Units in All Multi-Family Structures,3,0
FOREST HILLS,2006,Units in All Multi-Family Structures,3,0
FOREST HILLS,2007,Units in All Multi-Family Structures,3,0
FOREST HILLS,2008,Units in All Multi-Family Structures,3,0
FOREST HILLS,2009,Units in All Multi-Family Structures,3,0
FOREST HILLS,2010,Units in All Multi-Family Structures,3,0
FOREST HILLS,2011,Units in All Multi-Family Structures,3,0
FOREST HILLS,2012,Units in All Multi-Family Structures,3,0
FOREST HILLS,2013,Units in All Multi-Family Structures,3,0
FOREST HILLS,2014,Units in All Multi-Family Structures,3,0
FOREST HILLS,2015,Units in All Multi-Family Structures,3,0
FOREST HILLS,2016,Units in All Multi-Family Structures,3,0
FOREST HILLS,2017,Units in All Multi-Family Structures,3,0
FOREST HILLS,2018,Units in All Multi-Family Structures,3,0
FOREST HILLS,2019,Units in All Multi-Family Structures,3,0
FOREST HILLS,2020,Units in All Multi-Family Structures,3,0
FOREST HILLS,2021,Units in All Multi-Family Structures,3,0
FRANKLIN,1980,Units in Single-Family Structures,2,28
FRANKLIN,1981,Units in Single-Family Structures,2,23
FRANKLIN,1982,Units in Single-Family Structures,2,93
FRANKLIN,1983,Units in Single-Family Structures,2,129
FRANKLIN,1984,Units in Single-Family Structures,2,136
FRANKLIN,1985,Units in Single-Family Structures,2,129
FRANKLIN,1986,Units in Single-Family Structures,2,130
FRANKLIN,1987,Units in Single-Family Structures,2,119
FRANKLIN,1988,Units in Single-Family Structures,2,146
FRANKLIN,1989,Units in Single-Family Structures,2,125
FRANKLIN,1990,Units in Single-Family Structures,2,189
FRANKLIN,1991,Units in Single-Family Structures,2,169
FRANKLIN,1992,Units in Single-Family Structures,2,217
FRANKLIN,1993,Units in Single-Family Structures,2,237
FRANKLIN,1994,Units in Single-Family Structures,2,243
FRANKLIN,1995,Units in Single-Family Structures,2,635
FRANKLIN,1996,Units in Single-Family Structures,2,626
FRANKLIN,1997,Units in Single-Family Structures,2,709
FRANKLIN,1998,Units in Single-Family Structures,2,989
FRANKLIN,1999,Units in Single-Family Structures,2,925
FRANKLIN,2000,Units in Single-Family Structures,2,541
FRANKLIN,2001,Units in Single-Family Structures,2,584
FRANKLIN,2002,Units in Single-Family Structures,2,679
FRANKLIN,2003,Units in Single-Family Structures,2,726
FRANKLIN,2004,Units in Single-Family Structures,2,845
FRANKLIN,2005,Units in Single-Family Structures,2,906
FRANKLIN,2006,Units in Single-Family Structures,2,667
FRANKLIN,2007,Units in Single-Family Structures,2,277
FRANKLIN,2008,Units in Single-Family Structures,2,210
FRANKLIN,2009,Units in Single-Family Structures,2,147
FRANKLIN,2010,Units in Single-Family Structures,2,286
FRANKLIN,2011,Units in Single-Family Structures,2,314
FRANKLIN,2012,Units in Single-Family Structures,2,404
FRANKLIN,2013,Units in Single-Family Structures,2,493
FRANKLIN,2014,Units in Single-Family Structures,2,477
FRANKLIN,2015,Units in Single-Family Structures,2,702
FRANKLIN,2016,Units in Single-Family Structures,2,878
FRANKLIN,2017,Units in Single-Family Structures,2,675
FRANKLIN,2018,Units in Single-Family Structures,2,571
FRANKLIN,2019,Units in Single-Family Structures,2,505
FRANKLIN,2020,Units in Single-Family Structures,2,408
FRANKLIN,2021,Units in Single-Family Structures,2,293
FRANKLIN,1980,Units in All Multi-Family Structures,3,0
FRANKLIN,1981,Units in All Multi-Family Structures,3,0
FRANKLIN,1982,Units in All Multi-Family Structures,3,28
FRANKLIN,1983,Units in All Multi-Family Structures,3,31
FRANKLIN,1984,Units in All Multi-Family Structures,3,39
FRANKLIN,1985,Units in All Multi-Family Structures,3,18
FRANKLIN,1986,Units in All Multi-Family Structures,3,12
FRANKLIN,1987,Units in All Multi-Family Structures,3,3
FRANKLIN,1988,Units in All Multi-Family Structures,3,298
FRANKLIN,1989,Units in All Multi-Family Structures,3,210
FRANKLIN,1990,Units in All Multi-Family Structures,3,0
FRANKLIN,1991,Units in All Multi-Family Structures,3,15
FRANKLIN,1992,Units in All Multi-Family Structures,3,15
FRANKLIN,1993,Units in All Multi-Family Structures,3,25
FRANKLIN,1994,Units in All Multi-Family Structures,3,50
FRANKLIN,1995,Units in All Multi-Family Structures,3,18
FRANKLIN,1996,Units in All Multi-Family Structures,3,600
FRANKLIN,1997,Units in All Multi-Family Structures,3,484
FRANKLIN,1998,Units in All Multi-Family Structures,3,0
FRANKLIN,1999,Units in All Multi-Family Structures,3,0
FRANKLIN,2000,Units in All Multi-Family Structures,3,0
FRANKLIN,2001,Units in All Multi-Family Structures,3,0
FRANKLIN,2002,Units in All Multi-Family Structures,3,0
FRANKLIN,2003,Units in All Multi-Family Structures,3,0
FRANKLIN,2004,Units in All Multi-Family Structures,3,0
FRANKLIN,2005,Units in All Multi-Family Structures,3,0
FRANKLIN,2006,Units in All Multi-Family Structures,3,10
FRANKLIN,2007,Units in All Multi-Family Structures,3,24
FRANKLIN,2008,Units in All Multi-Family Structures,3,0
FRANKLIN,2009,Units in All Multi-Family Structures,3,0
FRANKLIN,2010,Units in All Multi-Family Structures,3,0
FRANKLIN,2011,Units in All Multi-Family Structures,3,310
FRANKLIN,2012,Units in All Multi-Family Structures,3,485
FRANKLIN,2013,Units in All Multi-Family Structures,3,0
FRANKLIN,2014,Units in All Multi-Family Structures,3,324
FRANKLIN,2015,Units in All Multi-Family Structures,3,162
FRANKLIN,2016,Units in All Multi-Family Structures,3,780
FRANKLIN,2017,Units in All Multi-Family Structures,3,920
FRANKLIN,2018,Units in All Multi-Family Structures,3,405
FRANKLIN,2019,Units in All Multi-Family Structures,3,594
FRANKLIN,2020,Units in All Multi-Family Structures,3,515
FRANKLIN,2021,Units in All Multi-Family Structures,3,887
GALLATIN,1980,Units in Single-Family Structures,2,90
GALLATIN,1981,Units in Single-Family Structures,2,34
GALLATIN,1982,Units in Single-Family Structures,2,19
GALLATIN,1983,Units in Single-Family Structures,2,65
GALLATIN,1984,Units in Single-Family Structures,2,86
GALLATIN,1985,Units in Single-Family Structures,2,139
GALLATIN,1986,Units in Single-Family Structures,2,183
GALLATIN,1987,Units in Single-Family Structures,2,136
GALLATIN,1988,Units in Single-Family Structures,2,104
GALLATIN,1989,Units in Single-Family Structures,2,106
GALLATIN,1990,Units in Single-Family Structures,2,98
GALLATIN,1991,Units in Single-Family Structures,2,76
GALLATIN,1992,Units in Single-Family Structures,2,107
GALLATIN,1993,Units in Single-Family Structures,2,157
GALLATIN,1994,Units in Single-Family Structures,2,140
GALLATIN,1995,Units in Single-Family Structures,2,175
GALLATIN,1996,Units in Single-Family Structures,2,120
GALLATIN,1997,Units in Single-Family Structures,2,134
GALLATIN,1998,Units in Single-Family Structures,2,138
GALLATIN,1999,Units in Single-Family Structures,2,206
GALLATIN,2000,Units in Single-Family Structures,2,115
GALLATIN,2001,Units in Single-Family Structures,2,157
GALLATIN,2002,Units in Single-Family Structures,2,211
GALLATIN,2003,Units in Single-Family Structures,2,272
GALLATIN,2004,Units in Single-Family Structures,2,320
GALLATIN,2005,Units in Single-Family Structures,2,370
GALLATIN,2006,Units in Single-Family Structures,2,503
GALLATIN,2007,Units in Single-Family Structures,2,348
GALLATIN,2008,Units in Single-Family Structures,2,341
GALLATIN,2009,Units in Single-Family Structures,2,222
GALLATIN,2010,Units in Single-Family Structures,2,100
GALLATIN,2011,Units in Single-Family Structures,2,157
GALLATIN,2012,Units in Single-Family Structures,2,199
GALLATIN,2013,Units in Single-Family Structures,2,313
GALLATIN,2014,Units in Single-Family Structures,2,368
GALLATIN,2015,Units in Single-Family Structures,2,418
GALLATIN,2016,Units in Single-Family Structures,2,551
GALLATIN,2017,Units in Single-Family Structures,2,506
GALLATIN,2018,Units in Single-Family Structures,2,537
GALLATIN,2019,Units in Single-Family Structures,2,447
GALLATIN,2020,Units in Single-Family Structures,2,686
GALLATIN,2021,Units in Single-Family Structures,2,763
GALLATIN,1980,Units in All Multi-Family Structures,3,4
GALLATIN,1981,Units in All Multi-Family Structures,3,16
GALLATIN,1982,Units in All Multi-Family Structures,3,2
GALLATIN,1983,Units in All Multi-Family Structures,3,86
GALLATIN,1984,Units in All Multi-Family Structures,3,254
GALLATIN,1985,Units in All Multi-Family Structures,3,74
GALLATIN,1986,Units in All Multi-Family Structures,3,241
GALLATIN,1987,Units in All Multi-Family Structures,3,64
GALLATIN,1988,Units in All Multi-Family Structures,3,9
GALLATIN,1989,Units in All Multi-Family Structures,3,0
GALLATIN,1990,Units in All Multi-Family Structures,3,10
GALLATIN,1991,Units in All Multi-Family Structures,3,2
GALLATIN,1992,Units in All Multi-Family Structures,3,0
GALLATIN,1993,Units in All Multi-Family Structures,3,0
GALLATIN,1994,Units in All Multi-Family Structures,3,190
GALLATIN,1995,Units in All Multi-Family Structures,3,111
GALLATIN,1996,Units in All Multi-Family Structures,3,6
GALLATIN,1997,Units in All Multi-Family Structures,3,10
GALLATIN,1998,Units in All Multi-Family Structures,3,160
GALLATIN,1999,Units in All Multi-Family Structures,3,16
GALLATIN,2000,Units in All Multi-Family Structures,3,0
GALLATIN,2001,Units in All Multi-Family Structures,3,378
GALLATIN,2002,Units in All Multi-Family Structures,3,35
GALLATIN,2003,Units in All Multi-Family Structures,3,23
GALLATIN,2004,Units in All Multi-Family Structures,3,208
GALLATIN,2005,Units in All Multi-Family Structures,3,95
GALLATIN,2006,Units in All Multi-Family Structures,3,28
GALLATIN,2007,Units in All Multi-Family Structures,3,6
GALLATIN,2008,Units in All Multi-Family Structures,3,0
GALLATIN,2009,Units in All Multi-Family Structures,3,0
GALLATIN,2010,Units in All Multi-Family Structures,3,2
GALLATIN,2011,Units in All Multi-Family Structures,3,0
GALLATIN,2012,Units in All Multi-Family Structures,3,3
GALLATIN,2013,Units in All Multi-Family Structures,3,0
GALLATIN,2014,Units in All Multi-Family Structures,3,0
GALLATIN,2015,Units in All Multi-Family Structures,3,72
GALLATIN,2016,Units in All Multi-Family Structures,3,148
GALLATIN,2017,Units in All Multi-Family Structures,3,1072
GALLATIN,2018,Units in All Multi-Family Structures,3,466
GALLATIN,2019,Units in All Multi-Family Structures,3,132
GALLATIN,2020,Units in All Multi-Family Structures,3,492
GALLATIN,2021,Units in All Multi-Family Structures,3,15
GOODLETTSVILLE,1980,Units in Single-Family Structures,2,7
GOODLETTSVILLE,1981,Units in Single-Family Structures,2,5
GOODLETTSVILLE,1982,Units in Single-Family Structures,2,4
GOODLETTSVILLE,1983,Units in Single-Family Structures,2,12
GOODLETTSVILLE,1984,Units in Single-Family Structures,2,134
GOODLETTSVILLE,1985,Units in Single-Family Structures,2,108
GOODLETTSVILLE,1986,Units in Single-Family Structures,2,147
GOODLETTSVILLE,1987,Units in Single-Family Structures,2,132
GOODLETTSVILLE,1988,Units in Single-Family Structures,2,112
GOODLETTSVILLE,1989,Units in Single-Family Structures,2,65
GOODLETTSVILLE,1990,Units in Single-Family Structures,2,59
GOODLETTSVILLE,1991,Units in Single-Family Structures,2,79
GOODLETTSVILLE,1992,Units in Single-Family Structures,2,79
GOODLETTSVILLE,1993,Units in Single-Family Structures,2,76
GOODLETTSVILLE,1994,Units in Single-Family Structures,2,105
GOODLETTSVILLE,1995,Units in Single-Family Structures,2,127
GOODLETTSVILLE,1996,Units in Single-Family Structures,2,86
GOODLETTSVILLE,1997,Units in Single-Family Structures,2,61
GOODLETTSVILLE,1998,Units in Single-Family Structures,2,65
GOODLETTSVILLE,1999,Units in Single-Family Structures,2,108
GOODLETTSVILLE,2000,Units in Single-Family Structures,2,46
GOODLETTSVILLE,2001,Units in Single-Family Structures,2,104
GOODLETTSVILLE,2002,Units in Single-Family Structures,2,78
GOODLETTSVILLE,2003,Units in Single-Family Structures,2,69
GOODLETTSVILLE,2004,Units in Single-Family Structures,2,93
GOODLETTSVILLE,2005,Units in Single-Family Structures,2,95
GOODLETTSVILLE,2006,Units in Single-Family Structures,2,71
GOODLETTSVILLE,2007,Units in Single-Family Structures,2,87
GOODLETTSVILLE,2008,Units in Single-Family Structures,2,46
GOODLETTSVILLE,2009,Units in Single-Family Structures,2,28
GOODLETTSVILLE,2010,Units in Single-Family Structures,2,30
GOODLETTSVILLE,2011,Units in Single-Family Structures,2,28
GOODLETTSVILLE,2012,Units in Single-Family Structures,2,30
GOODLETTSVILLE,2013,Units in Single-Family Structures,2,42
GOODLETTSVILLE,2014,Units in Single-Family Structures,2,14
GOODLETTSVILLE,2015,Units in Single-Family Structures,2,36
GOODLETTSVILLE,2016,Units in Single-Family Structures,2,63
GOODLETTSVILLE,2017,Units in Single-Family Structures,2,104
GOODLETTSVILLE,2018,Units in Single-Family Structures,2,57
GOODLETTSVILLE,2019,Units in Single-Family Structures,2,97
GOODLETTSVILLE,2020,Units in Single-Family Structures,2,128
GOODLETTSVILLE,2021,Units in Single-Family Structures,2,119
GOODLETTSVILLE,1980,Units in All Multi-Family Structures,3,0
GOODLETTSVILLE,1981,Units in All Multi-Family Structures,3,0
GOODLETTSVILLE,1982,Units in All Multi-Family Structures,3,0
GOODLETTSVILLE,1983,Units in All Multi-Family Structures,3,318
GOODLETTSVILLE,1984,Units in All Multi-Family Structures,3,270
GOODLETTSVILLE,1985,Units in All Multi-Family Structures,3,336
GOODLETTSVILLE,1986,Units in All Multi-Family Structures,3,6
GOODLETTSVILLE,1987,Units in All Multi-Family Structures,3,4
GOODLETTSVILLE,1988,Units in All Multi-Family Structures,3,2
GOODLETTSVILLE,1989,Units in All Multi-Family Structures,3,0
GOODLETTSVILLE,1990,Units in All Multi-Family Structures,3,0
GOODLETTSVILLE,1991,Units in All Multi-Family Structures,3,0
GOODLETTSVILLE,1992,Units in All Multi-Family Structures,3,0
GOODLETTSVILLE,1993,Units in All Multi-Family Structures,3,0
GOODLETTSVILLE,1994,Units in All Multi-Family Structures,3,0
GOODLETTSVILLE,1995,Units in All Multi-Family Structures,3,142
GOODLETTSVILLE,1996,Units in All Multi-Family Structures,3,266
