Location,Year,Series,Series Code,Permits
ADAMS,1980,Units in Single-Family Structures,2,0
ADAMS,1981,Units in Single-Family Structures,2,0
ADAMS,1982,Units in Single-Family Structures,2,0
ADAMS,1983,Units in Single-Family Structures,2,0
ADAMS,1984,Units in Single-Family Structures,2,0
ADAMS,1985,Units in Single-Family Structures,2,0
ADAMS,1986,Units in Single-Family Structures,2,0
ADAMS,1987,Units in Single-Family Structures,2,0
ADAMS,1988,Units in Single-Family Structures,2,0
ADAMS,1989,Units in Single-Family Structures,2,0
ADAMS,1990,Units in Single-Family Structures,2,3
ADAMS,1991,Units in Single-Family Structures,2,3
ADAMS,1992,Units in Single-Family Structures,2,3
ADAMS,1993,Units in Single-Family Structures,2,1
ADAMS,1994,Units in Single-Family Structures,2,3
ADAMS,1995,Units in Single-Family Structures,2,1
ADAMS,1996,Units in Single-Family Structures,2,0
ADAMS,1997,Units in Single-Family Structures,2,0
ADAMS,1998,Units in Single-Family Structures,2,0
ADAMS,1999,Units in Single-Family Structures,2,0
ADAMS,2000,Units in Single-Family Structures,2,0
ADAMS,2001,Units in Single-Family Structures,2,0
ADAMS,2002,Units in Single-Family Structures,2,0
ADAMS,2003,Units in Single-Family Structures,2,0
ADAMS,2004,Units in Single-Family Structures,2,0
ADAMS,2005,Units in Single-Family Structures,2,0
ADAMS,2006,Units in Single-Family Structures,2,0
ADAMS,2007,Units in Single-Family Structures,2,0
ADAMS,2008,Units in Single-Family Structures,2,0
ADAMS,2009,Units in Single-Family Structures,2,0
ADAMS,2010,Units in Single-Family Structures,2,0
ADAMS,2011,Units in Single-Family Structures,2,0
ADAMS,2012,Units in Single-Family Structures,2,0
ADAMS,2013,Units in Single-Family Structures,2,0
ADAMS,2014,Units in Single-Family Structures,2,0
ADAMS,2015,Units in Single-Family Structures,2,0
ADAMS,2016,Units in Single-Family Structures,2,0
ADAMS,2017,Units in Single-Family Structures,2,0
ADAMS,2018,Units in Single-Family Structures,2,0
ADAMS,2019,Units in Single-Family Structures,2,0
ADAMS,2020,Units in Single-Family Structures,2,0
ADAMS,2021,Units in Single-Family Structures,2,0
ADAMS,1980,Units in All Multi-Family Structures,3,0
ADAMS,1981,Units in All Multi-Family Structures,3,0
ADAMS,1982,Units in All Multi-Family Structures,3,0
ADAMS,1983,Units in All Multi-Family Structures,3,0
ADAMS,1984,Units in All Multi-Family Structures,3,0
ADAMS,1985,Units in All Multi-Family Structures,3,0
ADAMS,1986,Units in All Multi-Family Structures,3,0
ADAMS,1987,Units in All Multi-Family Structures,3,0
ADAMS,1988,Units in All Multi-Family Structures,3,0
ADAMS,1989,Units in All Multi-Family Structures,3,0
ADAMS,1990,Units in All Multi-Family Structures,3,0
ADAMS,1991,Units in All Multi-Family Structures,3,0
ADAMS,1992,Units in All Multi-Family Structures,3,0
ADAMS,1993,Units in All Multi-Family Structures,3,0
ADAMS,1994,Units in All Multi-Family Structures,3,0
ADAMS,1995,Units in All Multi-Family Structures,3,0
ADAMS,1996,Units in All Multi-Family Structures,3,0
ADAMS,1997,Units in All Multi-Family Structures,3,0
ADAMS,1998,Units in All Multi-Family Structures,3,0
ADAMS,1999,Units in All Multi-Family Structures,3,0
ADAMS,2000,Units in All Multi-Family Structures,3,0
ADAMS,2001,Units in All Multi-Family Structures,3,0
ADAMS,2002,Units in All Multi-Family Structures,3,0
ADAMS,2003,Units in All Multi-Family Structures,3,0
ADAMS,2004,Units in All Multi-Family Structures,3,0
ADAMS,2005,Units in All Multi-Family Structures,3,0
ADAMS,2006,Units in All Multi-Family Structures,3,0
ADAMS,2007,Units in All Multi-Family Structures,3,0
ADAMS,2008,Units in All Multi-Family Structures,3,0
ADAMS,2009,Units in All Multi-Family Structures,3,0
ADAMS,2010,Units in All Multi-Family Structures,3,0
ADAMS,2011,Units in All Multi-Family Structures,3,0
ADAMS,2012,Units in All Multi-Family Structures,3,0
ADAMS,2013,Units in All Multi-Family Structures,3,0
ADAMS,2014,Units in All Multi-Family Structures,3,0
ADAMS,2015,Units in All Multi-Family Structures,3,0
ADAMS,2016,Units in All Multi-Family Structures,3,0
ADAMS,2017,Units in All Multi-Family Structures,3,0
ADAMS,2018,Units in All Multi-Family Structures,3,0
ADAMS,2019,Units in All Multi-Family Structures,3,0
ADAMS,2020,Units in All Multi-Family Structures,3,0
ADAMS,2021,Units in All Multi-Family Structures,3,0
ASHLAND CITY TOWN,1980,Units in Single-Family Structures,2,0
ASHLAND CITY TOWN,1981,Units in Single-Family Structures,2,0
ASHLAND CITY TOWN,1982,Units in Single-Family Structures,2,0
ASHLAND CITY TOWN,1983,Units in Single-Family Structures,2,0
ASHLAND CITY TOWN,1984,Units in Single-Family Structures,2,0
ASHLAND CITY TOWN,1985,Units in Single-Family Structures,2,0
ASHLAND CITY TOWN,1986,Units in Single-Family Structures,2,0
ASHLAND CITY TOWN,1987,Units in Single-Family Structures,2,0
ASHLAND CITY TOWN,1988,Units in Single-Family Structures,2,0
ASHLAND CITY TOWN,1989,Units in Single-Family Structures,2,0
ASHLAND CITY TOWN,1990,Units in Single-Family Structures,2,76
ASHLAND CITY TOWN,1991,Units in Single-Family Structures,2,48
ASHLAND CITY TOWN,1992,Units in Single-Family Structures,2,11
ASHLAND CITY TOWN,1993,Units in Single-Family Structures,2,6
ASHLAND CITY TOWN,1994,Units in Single-Family Structures,2,18
ASHLAND CITY TOWN,1995,Units in Single-Family Structures,2,22
ASHLAND CITY TOWN,1996,Units in Single-Family Structures,2,18
ASHLAND CITY TOWN,1997,Units in Single-Family Structures,2,14
ASHLAND CITY TOWN,1998,Units in Single-Family Structures,2,15
ASHLAND CITY TOWN,1999,Units in Single-Family Structures,2,2
ASHLAND CITY TOWN,2000,Units in Single-Family Structures,2,35
ASHLAND CITY TOWN,2001,Units in Single-Family Structures,2,29
ASHLAND CITY TOWN,2002,Units in Single-Family Structures,2,31
ASHLAND CITY TOWN,2003,Units in Single-Family Structures,2,19
ASHLAND CITY TOWN,2004,Units in Single-Family Structures,2,24
ASHLAND CITY TOWN,2005,Units in Single-Family Structures,2,6
ASHLAND CITY TOWN,2006,Units in Single-Family Structures,2,26
ASHLAND CITY TOWN,2007,Units in Single-Family Structures,2,36
ASHLAND CITY TOWN,2008,Units in Single-Family Structures,2,14
ASHLAND CITY TOWN,2009,Units in Single-Family Structures,2,6
ASHLAND CITY TOWN,2010,Units in Single-Family Structures,2,3
ASHLAND CITY TOWN,2011,Units in Single-Family Structures,2,0
ASHLAND CITY TOWN,2012,Units in Single-Family Structures,2,0
ASHLAND CITY TOWN,2013,Units in Single-Family Structures,2,2
ASHLAND CITY TOWN,2014,Units in Single-Family Structures,2,4
ASHLAND CITY TOWN,2015,Units in Single-Family Structures,2,7
ASHLAND CITY TOWN,2016,Units in Single-Family Structures,2,25
ASHLAND CITY TOWN,2017,Units in Single-Family Structures,2,63
ASHLAND CITY TOWN,2018,Units in Single-Family Structures,2,50
ASHLAND CITY TOWN,2019,Units in Single-Family Structures,2,24
ASHLAND CITY TOWN,2020,Units in Single-Family Structures,2,16
ASHLAND CITY TOWN,2021,Units in Single-Family Structures,2,46
ASHLAND CITY TOWN,1980,Units in All Multi-Family Structures,3,0
ASHLAND CITY TOWN,1981,Units in All Multi-Family Structures,3,0
ASHLAND CITY TOWN,1982,Units in All Multi-Family Structures,3,0
ASHLAND CITY TOWN,1983,Units in All Multi-Family Structures,3,0
ASHLAND CITY TOWN,1984,Units in All Multi-Family Structures,3,0
ASHLAND CITY TOWN,1985,Units in All Multi-Family Structures,3,0
ASHLAND CITY TOWN,1986,Units in All Multi-Family Structures,3,0
ASHLAND CITY TOWN,1987,Units in All Multi-Family Structures,3,0
ASHLAND CITY TOWN,1988,Units in All Multi-Family Structures,3,0
ASHLAND CITY TOWN,1989,Units in All Multi-Family Structures,3,0
ASHLAND CITY TOWN,1990,Units in All Multi-Family Structures,3,8
ASHLAND CITY TOWN,1991,Units in All Multi-Family Structures,3,3
ASHLAND CITY TOWN,1992,Units in All Multi-Family Structures,3,12
ASHLAND CITY TOWN,1993,Units in All Multi-Family Structures,3,0
ASHLAND CITY TOWN,1994,Units in All Multi-Family Structures,3,0
ASHLAND CITY TOWN,1995,Units in All Multi-Family Structures,3,8
ASHLAND CITY TOWN,1996,Units in All Multi-Family Structures,3,7
ASHLAND CITY TOWN,1997,Units in All Multi-Family Structures,3,7
ASHLAND CITY TOWN,1998,Units in All Multi-Family Structures,3,73
ASHLAND CITY TOWN,1999,Units in All Multi-Family Structures,3,134
ASHLAND CITY TOWN,2000,Units in All Multi-Family Structures,3,40
ASHLAND CITY TOWN,2001,Units in All Multi-Family Structures,3,68
ASHLAND CITY TOWN,2002,Units in All Multi-Family Structures,3,70
ASHLAND CITY TOWN,2003,Units in All Multi-Family Structures,3,96
ASHLAND CITY TOWN,2004,Units in All Multi-Family Structures,3,48
ASHLAND CITY TOWN,2005,Units in All Multi-Family Structures,3,10
ASHLAND CITY TOWN,2006,Units in All Multi-Family Structures,3,0
ASHLAND CITY TOWN,2007,Units in All Multi-Family Structures,3,0
ASHLAND CITY TOWN,2008,Units in All Multi-Family Structures,3,0
ASHLAND CITY TOWN,2009,Units in All Multi-Family Structures,3,216
ASHLAND CITY TOWN,2010,Units in All Multi-Family Structures,3,0
ASHLAND CITY TOWN,2011,Units in All Multi-Family Structures,3,0
ASHLAND CITY TOWN,2012,Units in All Multi-Family Structures,3,0
ASHLAND CITY TOWN,2013,Units in All Multi-Family Structures,3,0
ASHLAND CITY TOWN,2014,Units in All Multi-Family Structures,3,0
ASHLAND CITY TOWN,2015,Units in All Multi-Family Structures,3,0
ASHLAND CITY TOWN,2016,Units in All Multi-Family Structures,3,0
ASHLAND CITY TOWN,2017,Units in All Multi-Family Structures,3,0
ASHLAND CITY TOWN,2018,Units in All Multi-Family Structures,3,0
ASHLAND CITY TOWN,2019,Units in All Multi-Family Structures,3,0
ASHLAND CITY TOWN,2020,Units in All Multi-Family Structures,3,7
ASHLAND CITY TOWN,2021,Units in All Multi-Family Structures,3,147
BELLE MEADE,1980,Units in Single-Family Structures,2,0
BELLE MEADE,1981,Units in Single-Family Structures,2,0
BELLE MEADE,1982,Units in Single-Family Structures,2,7
BELLE MEADE,1983,Units in Single-Family Structures,2,10
BELLE MEADE,1984,Units in Single-Family Structures,2,10
BELLE MEADE,1985,Units in Single-Family Structures,2,9
BELLE MEADE,1986,Units in Single-Family Structures,2,12
BELLE MEADE,1987,Units in Single-Family Structures,2,10
BELLE MEADE,1988,Units in Single-Family Structures,2,6
BELLE MEADE,1989,Units in Single-Family Structures,2,9
BELLE MEADE,1990,Units in Single-Family Structures,2,9
BELLE MEADE,1991,Units in Single-Family Structures,2,2
BELLE MEADE,1992,Units in Single-Family Structures,2,3
BELLE MEADE,1993,Units in Single-Family Structures,2,8
BELLE MEADE,1994,Units in Single-Family Structures,2,7
BELLE MEADE,1995,Units in Single-Family Structures,2,8
BELLE MEADE,1996,Units in Single-Family Structures,2,3
BELLE MEADE,1997,Units in Single-Family Structures,2,13
BELLE MEADE,1998,Units in Single-Family Structures,2,5
BELLE MEADE,1999,Units in Single-Family Structures,2,10
BELLE MEADE,2000,Units in Single-Family Structures,2,4
BELLE MEADE,2001,Units in Single-Family Structures,2,9
BELLE MEADE,2002,Units in Single-Family Structures,2,16
BELLE MEADE,2003,Units in Single-Family Structures,2,11
BELLE MEADE,2004,Units in Single-Family Structures,2,10
BELLE MEADE,2005,Units in Single-Family Structures,2,8
BELLE MEADE,2006,Units in Single-Family Structures,2,7
BELLE MEADE,2007,Units in Single-Family Structures,2,8
BELLE MEADE,2008,Units in Single-Family Structures,2,6
BELLE MEADE,2009,Units in Single-Family Structures,2,5
BELLE MEADE,2010,Units in Single-Family Structures,2,2
BELLE MEADE,2011,Units in Single-Family Structures,2,0
BELLE MEADE,2012,Units in Single-Family Structures,2,0
BELLE MEADE,2013,Units in Single-Family Structures,2,8
BELLE MEADE,2014,Units in Single-Family Structures,2,4
BELLE MEADE,2015,Units in Single-Family Structures,2,13
BELLE MEADE,2016,Units in Single-Family Structures,2,7
BELLE MEADE,2017,Units in Single-Family Structures,2,9
BELLE MEADE,2018,Units in Single-Family Structures,2,11
BELLE MEADE,2019,Units in Single-Family Structures,2,7
BELLE MEADE,2020,Units in Single-Family Structures,2,6
BELLE MEADE,2021,Units in Single-Family Structures,2,14
BELLE MEADE,1980,Units in All Multi-Family Structures,3,0
BELLE MEADE,1981,Units in All Multi-Family Structures,3,0
BELLE MEADE,1982,Units in All Multi-Family Structures,3,0
BELLE MEADE,1983,Units in All Multi-Family Structures,3,22
BELLE MEADE,1984,Units in All Multi-Family Structures,3,10
BELLE MEADE,1985,Units in All Multi-Family Structures,3,0
BELLE MEADE,1986,Units in All Multi-Family Structures,3,0
BELLE MEADE,1987,Units in All Multi-Family Structures,3,0
BELLE MEADE,1988,Units in All Multi-Family Structures,3,0
BELLE MEADE,1989,Units in All Multi-Family Structures,3,0
BELLE MEADE,1990,Units in All Multi-Family Structures,3,0
BELLE MEADE,1991,Units in All Multi-Family Structures,3,0
BELLE MEADE,1992,Units in All Multi-Family Structures,3,0
BELLE MEADE,1993,Units in All Multi-Family Structures,3,0
BELLE MEADE,1994,Units in All Multi-Family Structures,3,0
BELLE MEADE,1995,Units in All Multi-Family Structures,3,4
BELLE MEADE,1996,Units in All Multi-Family Structures,3,0
BELLE MEADE,1997,Units in All Multi-Family Structures,3,0
BELLE MEADE,1998,Units in All Multi-Family Structures,3,0
BELLE MEADE,1999,Units in All Multi-Family Structures,3,0
BELLE MEADE,2000,Units in All Multi-Family Structures,3,0
BELLE MEADE,2001,Units in All Multi-Family Structures,3,0
BELLE MEADE,2002,Units in All Multi-Family Structures,3,0
BELLE MEADE,2003,Units in All Multi-Family Structures,3,0
BELLE MEADE,2004,Units in All Multi-Family Structures,3,0
BELLE MEADE,2005,Units in All Multi-Family Structures,3,0
BELLE MEADE,2006,Units in All Multi-Family Structures,3,0
BELLE MEADE,2007,Units in All Multi-Family Structures,3,0
BELLE MEADE,2008,Units in All Multi-Family Structures,3,0
BELLE MEADE,2009,Units in All Multi-Family Structures,3,0
BELLE MEADE,2010,Units in All Multi-Family Structures,3,0
BELLE MEADE,2011,Units in All Multi-Family Structures,3,0
BELLE MEADE,2012,Units in All Multi-Family Structures,3,0
BELLE MEADE,2013,Units in All Multi-Family Structures,3,0
BELLE MEADE,2014,Units in All Multi-Family Structures,3,0
BELLE MEADE,2015,Units in All Multi-Family Structures,3,0
BELLE MEADE,2016,Units in All Multi-Family Structures,3,0
BELLE MEADE,2017,Units in All Multi-Family Structures,3,0
BELLE MEADE,2018,Units in All Multi-Family Structures,3,0
BELLE MEADE,2019,Units in All Multi-Family Structures,3,0
BELLE MEADE,2020,Units in All Multi-Family Structures,3,0
BELLE MEADE,2021,Units in All Multi-Family Structures,3,0
BERRY HILL,1980,Units in Single-Family Structures,2,0
BERRY HILL,1981,Units in Single-Family Structures,2,0
BERRY HILL,1982,Units in Single-Family Structures,2,0
BERRY HILL,1983,Units in Single-Family Structures,2,0
BERRY HILL,1984,Units in Single-Family Structures,2,0
BERRY HILL,1985,Units in Single-Family Structures,2,1
BERRY HILL,1986,Units in Single-Family Structures,2,0
BERRY HILL,1987,Units in Single-Family Structures,2,0
BERRY HILL,1988,Units in Single-Family Structures,2,0
BERRY HILL,1989,Units in Single-Family Structures,2,0
BERRY HILL,1990,Units in Single-Family Structures,2,0
BERRY HILL,1991,Units in Single-Family Structures,2,0
BERRY HILL,1992,Units in Single-Family Structures,2,0
BERRY HILL,1993,Units in Single-Family Structures,2,0
BERRY HILL,1994,Units in Single-Family Structures,2,0
BERRY HILL,1995,Units in Single-Family Structures,2,0
BERRY HILL,1996,Units in Single-Family Structures,2,0
BERRY HILL,1997,Units in Single-Family Structures,2,0
BERRY HILL,1998,Units in Single-Family Structures,2,8
BERRY HILL,1999,Units in Single-Family Structures,2,29
BERRY HILL,2000,Units in Single-Family Structures,2,5
BERRY HILL,2001,Units in Single-Family Structures,2,0
BERRY HILL,2002,Units in Single-Family Structures,2,0
BERRY HILL,2003,Units in Single-Family Structures,2,0
BERRY HILL,2004,Units in Single-Family Structures,2,0
BERRY HILL,2005,Units in Single-Family Structures,2,0
BERRY HILL,2006,Units in Single-Family Structures,2,0
BERRY HILL,2007,Units in Single-Family Structures,2,43
BERRY HILL,2008,Units in Single-Family Structures,2,1
BERRY HILL,2009,Units in Single-Family Structures,2,0
BERRY HILL,2010,Units in Single-Family Structures,2,0
BERRY HILL,2011,Units in Single-Family Structures,2,0
BERRY HILL,2012,Units in Single-Family Structures,2,0
BERRY HILL,2013,Units in Single-Family Structures,2,0
BERRY HILL,2014,Units in Single-Family Structures,2,0
BERRY HILL,2015,Units in Single-Family Structures,2,0
BERRY HILL,2016,Units in Single-Family Structures,2,0
BERRY HILL,2017,Units in Single-Family Structures,2,0
BERRY HILL,2018,Units in Single-Family Structures,2,0
BERRY HILL,2019,Units in Single-Family Structures,2,0
BERRY HILL,2020,Units in Single-Family Structures,2,0
BERRY HILL,2021,Units in Single-Family Structures,2,0
BERRY HILL,1980,Units in All Multi-Family Structures,3,0
BERRY HILL,1981,Units in All Multi-Family Structures,3,0
BERRY HILL,1982,Units in All Multi-Family Structures,3,0
BERRY HILL,1983,Units in All Multi-Family Structures,3,0
BERRY HILL,1984,Units in All Multi-Family Structures,3,0
BERRY HILL,1985,Units in All Multi-Family Structures,3,0
BERRY HILL,1986,Units in All Multi-Family Structures,3,0
BERRY HILL,1987,Units in All Multi-Family Structures,3,0
BERRY HILL,1988,Units in All Multi-Family Structures,3,0
BERRY HILL,1989,Units in All Multi-Family Structures,3,0
BERRY HILL,1990,Units in All Multi-Family Structures,3,0
BERRY HILL,1991,Units in All Multi-Family Structures,3,0
BERRY HILL,1992,Units in All Multi-Family Structures,3,0
BERRY HILL,1993,Units in All Multi-Family Structures,3,0
BERRY HILL,1994,Units in All Multi-Family Structures,3,0
BERRY HILL,1995,Units in All Multi-Family Structures,3,0
BERRY HILL,1996,Units in All Multi-Family Structures,3,0
BERRY HILL,1997,Units in All Multi-Family Structures,3,0
BERRY HILL,1998,Units in All Multi-Family Structures,3,0
BERRY HILL,1999,Units in All Multi-Family Structures,3,0
BERRY HILL,2000,Units in All Multi-Family Structures,3,0
BERRY HILL,2001,Units in All Multi-Family Structures,3,0
BERRY HILL,2002,Units in All Multi-Family Structures,3,0
BERRY HILL,2003,Units in All Multi-Family Structures,3,0
BERRY HILL,2004,Units in All Multi-Family Structures,3,0
BERRY HILL,2005,Units in All Multi-Family Structures,3,0
BERRY HILL,2006,Units in All Multi-Family Structures,3,0
BERRY HILL,2007,Units in All Multi-Family Structures,3,0
BERRY HILL,2008,Units in All Multi-Family Structures,3,0
BERRY HILL,2009,Units in All Multi-Family Structures,3,0
BERRY HILL,2010,Units in All Multi-Family Structures,3,0
BERRY HILL,2011,Units in All Multi-Family Structures,3,0
BERRY HILL,2012,Units in All Multi-Family Structures,3,0
BERRY HILL,2013,Units in All Multi-Family Structures,3,0
BERRY HILL,2014,Units in All Multi-Family Structures,3,0
BERRY HILL,2015,Units in All Multi-Family Structures,3,0
BERRY HILL,2016,Units in All Multi-Family Structures,3,0
BERRY HILL,2017,Units in All Multi-Family Structures,3,0
BERRY HILL,2018,Units in All Multi-Family Structures,3,0
BERRY HILL,2019,Units in All Multi-Family Structures,3,0
BERRY HILL,2020,Units in All Multi-Family Structures,3,0
BERRY HILL,2021,Units in All Multi-Family Structures,3,0
BRENTWOOD,1980,Units in Single-Family Structures,2,68
BRENTWOOD,1981,Units in Single-Family Structures,2,54
BRENTWOOD,1982,Units in Single-Family Structures,2,85
BRENTWOOD,1983,Units in Single-Family Structures,2,370
BRENTWOOD,1984,Units in Single-Family Structures,2,218
BRENTWOOD,1985,Units in Single-Family Structures,2,449
BRENTWOOD,1986,Units in Single-Family Structures,2,328
BRENTWOOD,1987,Units in Single-Family Structures,2,250
BRENTWOOD,1988,Units in Single-Family Structures,2,259
BRENTWOOD,1989,Units in Single-Family Structures,2,228
BRENTWOOD,1990,Units in Single-Family Structures,2,160
BRENTWOOD,1991,Units in Single-Family Structures,2,153
BRENTWOOD,1992,Units in Single-Family Structures,2,282
BRENTWOOD,1993,Units in Single-Family Structures,2,351
BRENTWOOD,1994,Units in Single-Family Structures,2,317
BRENTWOOD,1995,Units in Single-Family Structures,2,261
BRENTWOOD,1996,Units in Single-Family Structures,2,276
BRENTWOOD,1997,Units in Single-Family Structures,2,186
BRENTWOOD,1998,Units in Single-Family Structures,2,212
BRENTWOOD,1999,Units in Single-Family Structures,2,198
BRENTWOOD,2000,Units in Single-Family Structures,2,171
BRENTWOOD,2001,Units in Single-Family Structures,2,257
BRENTWOOD,2002,Units in Single-Family Structures,2,458
BRENTWOOD,2003,Units in Single-Family Structures,2,605
BRENTWOOD,2004,Units in Single-Family Structures,2,633
BRENTWOOD,2005,Units in Single-Family Structures,2,458
BRENTWOOD,2006,Units in Single-Family Structures,2,502
BRENTWOOD,2007,Units in Single-Family Structures,2,294
BRENTWOOD,2008,Units in Single-Family Structures,2,104
BRENTWOOD,2009,Units in Single-Family Structures,2,65
BRENTWOOD,2010,Units in Single-Family Structures,2,137
BRENTWOOD,2011,Units in Single-Family Structures,2,232
BRENTWOOD,2012,Units in Single-Family Structures,2,253
BRENTWOOD,2013,Units in Single-Family Structures,2,225
BRENTWOOD,2014,Units in Single-Family Structures,2,251
BRENTWOOD,2015,Units in Single-Family Structures,2,240
BRENTWOOD,2016,Units in Single-Family Structures,2,175
BRENTWOOD,2017,Units in Single-Family Structures,2,185
BRENTWOOD,2018,Units in Single-Family Structures,2,139
BRENTWOOD,2019,Units in Single-Family Structures,2,109
BRENTWOOD,2020,Units in Single-Family Structures,2,141
BRENTWOOD,2021,Units in Single-Family Structures,2,147
BRENTWOOD,1980,Units in All Multi-Family Structures,3,0
BRENTWOOD,1981,Units in All Multi-Family Structures,3,0
BRENTWOOD,1982,Units in All Multi-Family Structures,3,0
BRENTWOOD,1983,Units in All Multi-Family Structures,3,0
BRENTWOOD,1984,Units in All Multi-Family Structures,3,0
BRENTWOOD,1985,Units in All Multi-Family Structures,3,0
BRENTWOOD,1986,Units in All Multi-Family Structures,3,0
BRENTWOOD,1987,Units in All Multi-Family Structures,3,0
BRENTWOOD,1988,Units in All Multi-Family Structures,3,0
BRENTWOOD,1989,Units in All Multi-Family Structures,3,0
BRENTWOOD,1990,Units in All Multi-Family Structures,3,0
BRENTWOOD,1991,Units in All Multi-Family Structures,3,0
BRENTWOOD,1992,Units in All Multi-Family Structures,3,0
BRENTWOOD,1993,Units in All Multi-Family Structures,3,0
BRENTWOOD,1994,Units in All Multi-Family Structures,3,0
BRENTWOOD,1995,Units in All Multi-Family Structures,3,0
BRENTWOOD,1996,Units in All Multi-Family Structures,3,0
BRENTWOOD,1997,Units in All Multi-Family Structures,3,0
BRENTWOOD,1998,Units in All Multi-Family Structures,3,0
BRENTWOOD,1999,Units in All Multi-Family Structures,3,0
BRENTWOOD,2000,Units in All Multi-Family Structures,3,0
BRENTWOOD,2001,Units in All Multi-Family Structures,3,0
BRENTWOOD,2002,Units in All Multi-Family Structures,3,0
BRENTWOOD,2003,Units in All Multi-Family Structures,3,0
BRENTWOOD,2004,Units in All Multi-Family Structures,3,0
BRENTWOOD,2005,Units in All Multi-Family Structures,3,0
BRENTWOOD,2006,Units in All Multi-Family Structures,3,0
BRENTWOOD,2007,Units in All Multi-Family Structures,3,0
BRENTWOOD,2008,Units in All Multi-Family Structures,3,0
BRENTWOOD,2009,Units in All Multi-Family Structures,3,0
BRENTWOOD,2010,Units in All Multi-Family Structures,3,0
BRENTWOOD,2011,Units in All Multi-Family Structures,3,0
BRENTWOOD,2012,Units in All Multi-Family Structures,3,0
BRENTWOOD,2013,Units in All Multi-Family Structures,3,0
BRENTWOOD,2014,Units in All Multi-Family Structures,3,0
BRENTWOOD,2015,Units in All Multi-Family Structures,3,0
BRENTWOOD,2016,Units in All Multi-Family Structures,3,0
BRENTWOOD,2017,Units in All Multi-Family Structures,3,0
BRENTWOOD,2018,Units in All Multi-Family Structures,3,0
BRENTWOOD,2019,Units in All Multi-Family Structures,3,0
BRENTWOOD,2020,Units in All Multi-Family Structures,3,0
BRENTWOOD,2021,Units in All Multi-Family Structures,3,0
BURNS TOWN,1980,Units in Single-Family Structures,2,0
BURNS TOWN,1981,Units in Single-Family Structures,2,0
BURNS TOWN,1982,Units in Single-Family Structures,2,0
BURNS TOWN,1983,Units in Single-Family Structures,2,0
BURNS TOWN,1984,Units in Single-Family Structures,2,0
BURNS TOWN,1985,Units in Single-Family Structures,2,0
BURNS TOWN,1986,Units in Single-Family Structures,2,0
BURNS TOWN,1987,Units in Single-Family Structures,2,0
BURNS TOWN,1988,Units in Single-Family Structures,2,0
BURNS TOWN,1989,Units in Single-Family Structures,2,0
BURNS TOWN,1990,Units in Single-Family Structures,2,1
BURNS TOWN,1991,Units in Single-Family Structures,2,0
BURNS TOWN,1992,Units in Single-Family Structures,2,7
BURNS TOWN,1993,Units in Single-Family Structures,2,7
BURNS TOWN,1994,Units in Single-Family Structures,2,10
BURNS TOWN,1995,Units in Single-Family Structures,2,3
BURNS TOWN,1996,Units in Single-Family Structures,2,4
BURNS TOWN,1997,Units in Single-Family Structures,2,6
BURNS TOWN,1998,Units in Single-Family Structures,2,5
BURNS TOWN,1999,Units in Single-Family Structures,2,9
BURNS TOWN,2000,Units in Single-Family Structures,2,8
BURNS TOWN,2001,Units in Single-Family Structures,2,9
BURNS TOWN,2002,Units in Single-Family Structures,2,6
BURNS TOWN,2003,Units in Single-Family Structures,2,1
BURNS TOWN,2004,Units in Single-Family Structures,2,2
BURNS TOWN,2005,Units in Single-Family Structures,2,1
BURNS TOWN,2006,Units in Single-Family Structures,2,0
BURNS TOWN,2007,Units in Single-Family Structures,2,0
BURNS TOWN,2008,Units in Single-Family Structures,2,2
BURNS TOWN,2009,Units in Single-Family Structures,2,1
BURNS TOWN,2010,Units in Single-Family Structures,2,0
BURNS TOWN,2011,Units in Single-Family Structures,2,0
BURNS TOWN,2012,Units in Single-Family Structures,2,0
BURNS TOWN,2013,Units in Single-Family Structures,2,1
BURNS TOWN,2014,Units in Single-Family Structures,2,2
BURNS TOWN,2015,Units in Single-Family Structures,2,6
BURNS TOWN,2016,Units in Single-Family Structures,2,11
BURNS TOWN,2017,Units in Single-Family Structures,2,12
BURNS TOWN,2018,Units in Single-Family Structures,2,13
BURNS TOWN,2019,Units in Single-Family Structures,2,45
BURNS TOWN,2020,Units in Single-Family Structures,2,42
BURNS TOWN,2021,Units in Single-Family Structures,2,51
BURNS TOWN,1980,Units in All Multi-Family Structures,3,0
BURNS TOWN,1981,Units in All Multi-Family Structures,3,0
BURNS TOWN,1982,Units in All Multi-Family Structures,3,0
BURNS TOWN,1983,Units in All Multi-Family Structures,3,0
BURNS TOWN,1984,Units in All Multi-Family Structures,3,0
BURNS TOWN,1985,Units in All Multi-Family Structures,3,0
BURNS TOWN,1986,Units in All Multi-Family Structures,3,0
BURNS TOWN,1987,Units in All Multi-Family Structures,3,0
BURNS TOWN,1988,Units in All Multi-Family Structures,3,0
BURNS TOWN,1989,Units in All Multi-Family Structures,3,0
BURNS TOWN,1990,Units in All Multi-Family Structures,3,0
BURNS TOWN,1991,Units in All Multi-Family Structures,3,0
BURNS TOWN,1992,Units in All Multi-Family Structures,3,0
BURNS TOWN,1993,Units in All Multi-Family Structures,3,0
BURNS TOWN,1994,Units in All Multi-Family Structures,3,0
BURNS TOWN,1995,Units in All Multi-Family Structures,3,0
BURNS TOWN,1996,Units in All Multi-Family Structures,3,0
BURNS TOWN,1997,Units in All Multi-Family Structures,3,2
