place,name,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
"""4702320""","""Athens""","""Athens, TN""",8.36,10676.83,4119.04,9941.67,56,66,43,25,31,18,31,35,25,8.40,5.66,1.68,2,2,22097,19825,23368,0,0,0,11791,10681,13244,8662,7873,9936,3129,2807,3307,0,1,0,0,1,0,4.5,3.8,1.33,0.41,4353,71,6063,85,21,81,1437,806,865,609,58,42
"""4702340""","""Atoka""","""Memphis, TN-MS-AR""",1.59,7384.31,2572.02,7898.93,64,75,57,34,42,30,30,33,27,11.33,4.22,2.00,2,2,25223,22598,25173,0,0,1,14480,12640,14605,10901,9434,11032,3570,3199,3563,9,7,10,8,6,9,1.6,3.6,0.77,0.33,4134,92,2317,82,56,29,1790,1334,1370,1108,86,14
"""4702380""","""Atwood""","""""",0.08,98.67,44.77,1184.15,62,74,44,25,32,17,37,43,28,9.60,0.37,1.90,2,2,23516,21284,25446,1,1,1,13131,12097,14970,9785,9063,11353,3329,3013,3602,17,20,16,14,17,14,1.8,1.6,0.38,0.04,1145,82,1017,80,177,6,3049,750,834,564,69,31
"""4702400""","""Auburntown""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",0.02,23.18,9.04,364.59,53,64,53,24,31,25,29,33,29,10.73,0.27,2.20,2,2,26140,23465,26009,0,0,0,15677,14405,15594,11974,11084,11910,3700,3321,3681,3,0,3,3,0,3,0.9,1.6,0.26,0.02,1618,85,1726,82,202,6,2944,1101,1189,699,82,18
"""4702780""","""Baileyton""","""Greeneville, TN""",0.08,112.03,45.03,1072.25,61,73,43,26,32,17,36,41,27,9.73,0.42,1.80,2,2,22609,20234,24632,1,1,1,12528,11467,14338,9313,8587,10836,3201,2865,3486,14,15,16,12,13,13,3.4,2.0,0.22,0.04,1596,62,1430,81,87,9,2143,754,827,590,69,31
"""4703078""","""Baneberry""","""Morristown, TN""",0.19,507.84,198.25,1162.72,55,65,43,23,29,17,32,36,26,9.52,1.62,1.80,2,2,23159,20717,24160,1,1,1,12599,11500,13883,9311,8556,10453,3279,2933,3420,10,10,11,9,9,9,4.3,1.3,0.80,0.17,2826,57,1925,82,76,27,3401,777,910,566,61,39
"""4703120""","""Banner Hill""","""Johnson City, TN""",0.75,1053.85,446.49,878.16,55,65,43,23,29,17,31,36,26,7.78,4.44,1.76,2,2,22358,19988,24409,0,0,0,12269,11106,13998,9103,8276,10543,3166,2830,3455,0,0,0,0,0,0,3.7,2.6,1.73,0.51,3257,78,3717,84,18,69,1046,757,783,676,77,23
"""4703440""","""Bartlett""","""Memphis, TN-MS-AR""",27.92,57529.36,19652.44,20643.15,66,78,59,38,47,33,28,31,25,10.27,14.48,1.88,2,2,23326,20772,23296,1,1,1,13528,11670,13650,10215,8717,10340,3302,2941,3297,12,12,12,11,12,12,2.5,5.8,2.16,0.95,13358,90,13462,87,26,79,1513,1492,1533,840,82,18
"""4703680""","""Baxter""","""Cookeville, TN""",0.71,800.75,320.45,1936.59,62,74,44,27,33,17,36,41,26,9.18,1.90,1.78,2,2,22806,20653,24731,0,1,0,12411,11354,14249,9177,8421,10744,3229,2924,3500,6,9,4,5,8,3,2.9,1.5,0.70,0.17,2432,80,1937,82,51,36,1646,777,874,596,64,36
"""4703760""","""Bean Station""","""Kingsport-Bristol-Bristol, TN-VA,Knoxville, TN""",1.47,1902.81,824.77,3824.55,53,61,46,23,29,19,30,32,26,8.97,2.79,1.87,2,2,23309,20676,24530,0,0,1,13493,11766,14177,10186,8835,10694,3299,2927,3472,8,4,11,7,4,10,3.2,2.2,0.48,0.22,2278,65,1904,82,42,32,2410,875,946,625,79,21
"""4704240""","""Beersheba Springs""","""""",0.08,78.84,31.90,3141.23,73,87,41,25,31,13,48,55,29,8.75,0.09,1.91,2,2,23086,20646,25566,1,1,1,13150,12131,15463,9869,9193,11831,3269,2923,3619,12,15,14,11,12,12,1.2,1.6,0.13,0.01,1337,69,1254,80,342,3,4327,572,573,569,79,21
"""4704460""","""Bell Buckle""","""Shelbyville, TN""",0.02,24.00,8.59,382.23,70,82,55,34,42,26,36,40,29,11.18,0.29,2.13,2,2,25856,23199,25999,0,0,0,15236,13443,15608,11576,10158,11926,3660,3285,3680,0,0,3,0,0,2,0.7,1.9,0.29,0.02,1666,84,1859,82,173,6,2924,1174,1203,904,85,15
"""4704620""","""Belle Meade""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",3.83,3310.68,1245.57,1973.85,101,123,101,77,96,77,24,27,24,9.64,6.53,1.84,2,2,22594,20074,22476,1,1,1,13233,11789,13160,10011,8925,9955,3198,2841,3181,24,23,24,19,18,19,2.4,8.9,1.02,0.63,12535,86,24162,87,23,60,1363,3454,3685,571,86,14
"""4704720""","""Bells""","""Jackson, TN""",0.32,548.82,186.79,1491.73,58,67,46,25,32,19,33,36,26,10.33,1.54,1.85,2,2,23964,21697,24703,0,1,0,13478,11849,14125,10080,8768,10622,3392,3072,3496,6,10,7,5,8,6,3.5,2.3,1.05,0.13,1811,79,1789,81,58,25,1967,871,945,761,61,39
"""4705040""","""Benton""","""Cleveland, TN""",0.45,978.87,352.30,2054.89,55,64,44,23,28,18,32,36,26,9.68,1.66,1.87,2,2,23515,21052,24504,0,0,0,13522,11866,14253,10194,8885,10785,3328,2981,3468,0,0,0,0,0,0,4.3,0.3,0.74,0.17,2407,64,2018,83,43,40,1647,790,883,617,65,35
"""4705140""","""Berry Hill""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",1.71,1186.55,636.69,579.67,47,56,47,26,33,26,21,23,21,7.21,17.08,1.59,1,2,18624,16534,18480,1,1,1,11330,9990,11231,8672,7632,8593,2636,2340,2616,21,18,22,17,14,17,7.3,8.1,3.28,1.10,19932,45,85143,93,7,171,854,1173,1396,990,46,54
"""4705380""","""Bethel Springs""","""""",0.06,101.61,37.01,1381.42,76,91,50,36,45,22,40,46,28,10.29,0.28,1.88,2,2,23566,21284,25445,1,1,1,13085,12054,15053,9730,9017,11434,3337,3013,3601,19,23,18,16,19,15,1.9,1.8,0.17,0.03,1008,82,948,79,145,8,2469,977,1115,637,71,29
"""4705500""","""Bethpage""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",0.05,87.99,32.07,850.14,51,61,51,23,29,23,28,32,28,11.22,0.44,2.14,2,2,25725,23049,25595,0,0,0,15267,13998,15184,11622,10733,11556,3641,3262,3623,5,3,5,1,1,1,1.3,2.2,0.10,0.04,2034,80,1788,81,169,7,2738,1040,1115,733,80,20
"""4705860""","""Big Sandy""","""""",0.01,21.66,9.74,453.25,64,76,43,26,32,16,38,44,28,8.70,0.19,1.85,2,2,22232,19660,24997,1,1,1,12717,11644,14860,9549,8842,11297,3148,2783,3538,21,19,25,18,16,22,2.1,1.9,0.31,0.02,949,57,920,79,165,9,3287,711,752,516,83,17
"""4706340""","""Blaine""","""Knoxville, TN""",0.64,1314.87,513.43,6008.97,59,69,51,28,34,23,31,34,28,10.46,0.89,1.98,2,2,23997,21295,25242,0,0,0,14188,12433,14865,10788,9418,11286,3396,3015,3573,3,0,6,3,0,5,2.2,1.3,0.29,0.09,2039,70,1825,82,76,15,2184,1050,1130,629,84,16
"""4706640""","""Bloomingdale""","""Kingsport-Bristol-Bristol, TN-VA""",7.28,9739.44,4091.71,6273.72,49,57,39,21,26,15,30,34,25,8.18,6.27,1.70,2,2,21719,19375,23754,0,0,0,11842,10700,13534,8765,7954,10170,3075,2743,3362,2,3,2,5,6,5,3.7,4.6,1.17,0.65,6022,73,6265,85,31,71,1293,679,678,482,70,30
"""4706740""","""Blountville""","""Kingsport-Bristol-Bristol, TN-VA""",1.58,1628.98,685.94,3163.92,57,68,45,27,33,20,31,35,26,8.59,2.28,1.74,2,2,22175,19689,24270,0,0,0,12130,11002,13811,8990,8214,10375,3140,2788,3435,0,0,1,1,1,2,2.7,4.5,0.64,0.22,3427,65,4436,84,45,37,1648,883,987,289,73,27
"""4706960""","""Bluff City""","""Kingsport-Bristol-Bristol, TN-VA""",0.57,1146.85,460.76,984.87,56,67,45,26,32,19,30,34,26,9.45,4.92,1.73,2,2,21908,19521,23959,0,0,0,12059,10923,13756,8956,8159,10364,3102,2764,3391,1,1,2,2,2,3,4.3,2.5,1.24,0.47,3700,68,3312,84,23,57,1288,853,906,705,72,28
"""4707180""","""Bolivar""","""""",1.44,2146.56,710.32,5492.92,64,77,42,29,36,17,35,40,25,9.09,2.16,1.57,1,2,21599,19503,24046,1,2,1,11175,10190,13391,8092,7399,9970,3058,2761,3403,25,30,18,21,25,15,2.7,6.6,1.15,0.13,2122,76,2467,80,54,21,2025,773,734,605,60,40
"""4707280""","""Bon Aqua Junction""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",0.50,854.54,375.24,3014.70,45,53,45,18,23,18,26,30,26,9.24,1.32,1.96,2,2,24505,21818,24378,1,1,1,14151,12873,14063,10666,9773,10595,3468,3088,3450,17,12,18,14,10,15,3.1,2.9,0.32,0.12,2451,61,1743,81,69,26,2007,828,897,636,73,27
"""4707620""","""Bowman""","""Crossville, TN""",0.13,398.92,157.73,1464.81,62,75,49,29,36,21,34,39,28,10.26,1.19,1.89,2,2,22720,20302,25597,0,0,0,12993,11918,15070,9776,9043,11446,3217,2874,3623,0,1,1,0,1,1,1.7,0.7,0.21,0.11,2287,79,1828,82,127,18,2885,926,1031,543,78,22
"""4707840""","""Braden""","""Memphis, TN-MS-AR""",0.15,103.24,41.58,2451.27,62,73,55,31,39,27,31,35,28,10.42,0.36,2.08,2,2,25506,22791,25446,1,0,1,14932,13160,15062,11310,9924,11447,3610,3227,3602,12,9,13,10,7,11,1.3,3.0,0.07,0.02,1486,69,1632,81,232,5,4092,1222,1225,1146,80,20
"""4707860""","""Bradford""","""""",0.07,128.68,48.47,1104.56,59,70,45,24,30,17,35,40,28,10.42,0.47,1.93,2,2,23962,21612,25286,1,1,1,13382,12278,14884,9973,9200,11288,3393,3060,3579,16,18,17,14,15,15,2.0,1.9,0.46,0.04,1187,81,1006,79,104,7,2403,775,855,573,73,27
"""4708080""","""Bransford""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",0.11,178.45,73.94,2579.36,51,61,51,22,27,22,29,34,29,10.17,0.29,2.23,2,2,26012,23129,25891,0,0,0,15800,14497,15731,12116,11223,12064,3682,3274,3665,2,0,2,1,0,1,0.5,1.3,0.07,0.03,2480,77,2043,82,256,7,3243,981,1026,550,91,9
"""4708280""","""Brentwood""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",15.89,38143.89,12596.02,26365.55,83,100,83,57,71,57,26,29,26,11.24,6.17,1.94,2,2,24591,21790,24450,0,0,0,14019,12639,13937,10538,9555,10476,3481,3084,3461,0,0,0,0,0,0,1.5,7.8,1.01,0.48,8657,90,17543,86,48,46,1723,2568,2642,1118,89,11
"""4708500""","""Brighton""","""Memphis, TN-MS-AR""",0.36,827.76,263.42,1808.54,59,69,52,29,36,25,30,33,27,11.41,2.07,1.99,2,2,24998,22383,24946,1,1,1,14364,12589,14493,10814,9411,10949,3538,3169,3531,12,9,13,10,8,11,2.0,2.6,0.61,0.15,2697,75,1762,81,96,14,2376,1132,1228,825,77,23
"""4708540""","""Bristol""","""Kingsport-Bristol-Bristol, TN-VA""",20.89,26094.55,11196.08,20854.76,56,66,44,26,33,19,29,33,25,8.92,9.42,1.68,1,2,21186,19018,23106,1,1,1,11659,10439,13403,8651,7736,10125,3000,2693,3270,9,10,8,18,22,16,3.6,3.5,1.61,0.54,5165,70,5148,85,26,63,1479,870,952,636,69,31
"""4708920""","""Brownsville""","""""",4.26,5200.13,2343.40,6519.09,62,74,43,28,35,18,34,39,25,8.74,10.30,1.66,2,2,21886,19811,23169,0,0,0,11683,10615,13284,8579,7802,10001,3099,2805,3279,5,8,3,4,7,3,4.2,2.0,1.40,0.36,3496,72,3378,84,25,48,1991,804,998,564,51,49
"""4708960""","""Bruceton""","""""",0.22,385.23,133.84,1208.38,60,71,43,25,31,16,35,40,27,10.00,1.22,1.80,2,2,22776,20517,24723,1,1,1,12516,11432,14370,9274,8507,10853,3225,2905,3499,17,20,17,15,17,14,2.9,2.5,0.86,0.11,1963,81,1276,80,49,25,1629,727,769,619,72,28
"""4709560""","""Bulls Gap""","""Kingsport-Bristol-Bristol, TN-VA""",0.10,149.22,64.68,825.92,57,68,45,24,31,18,33,37,27,9.36,0.73,1.87,2,2,22836,20220,24957,1,0,1,12910,11765,14613,9677,8902,11080,3233,2863,3532,0,0,1,1,0,1,2.6,1.9,0.43,0.08,1691,64,1512,81,74,17,2158,809,847,623,83,17
"""4709860""","""Burlison""","""Memphis, TN-MS-AR""",0.04,66.68,23.98,685.06,59,70,53,28,35,24,32,35,28,10.72,0.38,2.11,2,2,25766,23329,25724,0,0,0,15113,13396,15248,11459,10085,11599,3647,3303,3641,7,8,8,6,7,7,1.1,1.3,0.17,0.04,1675,85,1331,81,370,4,5038,1098,1352,564,68,32
"""4709880""","""Burns""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",0.48,668.39,247.68,2390.27,51,61,51,24,29,24,28,31,27,10.76,1.29,2.08,2,2,25563,22902,25421,0,0,0,14911,13589,14818,11292,10348,11220,3618,3241,3598,0,0,0,0,0,0,1.6,3.0,0.46,0.10,3028,88,4319,84,58,24,1972,1059,1107,805,81,19
"""4710180""","""Byrdstown""","""""",0.30,316.13,127.31,939.39,53,63,40,21,26,14,33,37,26,8.94,1.34,1.72,2,2,21906,19686,24410,1,1,1,11975,10931,13911,8861,8131,10444,3102,2787,3455,12,13,13,10,11,11,3.7,2.8,0.75,0.14,1654,65,1737,81,56,31,1944,639,784,335,65,35
"""4710440""","""Calhoun""","""Athens, TN""",0.05,71.69,25.04,696.45,62,74,47,27,34,19,35,40,28,10.16,0.37,1.94,2,2,23937,21267,25187,0,0,0,13417,12268,14870,10023,9254,11298,3389,3011,3565,4,3,7,4,2,6,2.4,1.4,0.67,0.04,1692,63,1803,82,105,10,2863,869,893,772,80,20
"""4710560""","""Camden""","""""",2.13,2688.30,1113.04,3627.47,61,73,42,27,34,17,34,39,25,8.70,2.99,1.60,1,2,21335,19268,23974,1,1,0,11281,10264,13469,8250,7522,10070,3021,2728,3393,10,14,6,9,12,5,4.5,4.4,0.91,0.31,2336,74,2818,82,25,61,1285,754,865,579,61,39
"""4711280""","""Carthage""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",0.77,1128.09,464.66,1829.97,41,48,41,16,20,16,25,28,25,8.75,2.25,1.85,2,2,24076,21733,23924,0,0,0,13493,12271,13380,10079,9189,9986,3408,3076,3386,7,6,8,6,5,7,4.7,4.6,1.75,0.25,2577,71,2778,82,36,44,1438,712,940,411,55,45
"""4711360""","""Caryville""","""Knoxville, TN""",1.11,1872.54,717.47,3298.25,52,60,45,23,29,20,28,31,25,9.26,4.05,1.80,2,2,22706,20337,23850,0,0,0,13011,11365,13679,9794,8482,10298,3214,2879,3376,4,3,5,3,3,4,3.4,1.9,0.96,0.22,3277,67,2606,83,30,32,2615,882,1022,634,63,37
"""4711440""","""Castalian Springs""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",0.38,670.50,209.91,3722.09,55,66,55,27,34,27,28,33,28,12.35,0.73,2.15,2,2,25866,23040,25743,0,0,0,15358,14053,15285,11694,10792,11638,3661,3261,3644,3,0,3,1,0,1,1.0,2.4,0.16,0.06,2270,77,2151,82,198,7,3718,1211,1175,323,87,13
"""4711980""","""Cedar Hill""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",0.02,37.61,13.12,438.34,55,66,55,26,33,26,29,33,29,11.26,0.35,2.20,2,2,25966,23287,25832,0,0,0,15655,14385,15570,11979,11089,11913,3675,3296,3656,1,0,1,0,0,0,1.2,0.8,0.22,0.03,2319,83,1796,82,178,7,3216,1171,1251,846,80,20
"""4712100""","""Celina""","""""",0.30,541.64,207.76,1086.11,64,76,39,26,33,14,38,43,25,8.51,1.63,1.53,1,2,21049,19142,23815,1,1,1,10920,9989,13303,7921,7253,9921,2980,2710,3371,19,25,11,17,22,10,5.1,4.0,1.95,0.19,1915,66,2194,81,40,37,1516,631,846,413,50,50
"""4712380""","""Centertown""","""McMinnville, TN""",0.05,61.78,23.71,600.24,67,79,47,27,34,18,40,45,29,10.80,0.47,2.05,2,2,24500,21880,25939,0,0,0,14028,12876,15661,10558,9778,11984,3469,3098,3671,1,1,5,1,1,4,0.8,0.6,0.15,0.04,1807,78,1481,82,218,6,3689,799,844,468,87,13
"""4712420""","""Centerville""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",0.80,1224.49,492.45,7227.57,48,57,48,22,27,22,26,30,26,9.48,0.71,1.97,2,2,24747,22235,24609,1,0,1,14256,13020,14157,10742,9864,10662,3503,3147,3483,11,9,12,10,8,10,3.2,3.1,0.57,0.07,2020,70,1885,81,74,17,2081,979,1197,615,66,34
"""4712460""","""Central""","""Johnson City, TN""",1.10,1688.42,708.20,2211.56,54,63,42,23,28,16,31,35,25,9.37,3.15,1.72,2,2,21780,19587,23736,0,0,0,11985,10870,13673,8901,8096,10314,3084,2773,3360,0,0,0,0,0,0,4.3,3.1,0.85,0.32,5729,72,4992,85,38,45,1630,740,816,611,63,37
"""4712880""","""Chapel Hill""","""Lewisburg, TN""",0.21,431.82,160.61,2071.47,63,73,51,28,35,22,35,38,28,10.34,0.86,2.06,2,2,25115,22527,25779,0,0,0,14749,12976,15293,11194,9786,11644,3555,3189,3649,0,0,0,0,0,0,1.5,0.8,0.48,0.08,2457,85,2242,83,96,14,2371,1007,1036,839,81,19
"""4713020""","""Charleston""","""Cleveland, TN""",0.09,156.11,62.67,655.55,61,71,48,27,34,21,34,37,27,9.91,0.95,1.94,2,2,24273,21754,25262,0,0,0,14016,12303,14746,10581,9223,11170,3436,3080,3575,0,0,0,0,0,0,2.8,1.3,0.50,0.10,2028,78,2255,83,52,22,1906,936,1081,476,76,24
"""4713080""","""Charlotte""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",0.59,778.60,252.61,2582.60,47,56,47,20,25,20,27,30,26,9.52,1.04,1.99,2,2,24999,22530,24854,0,0,0,14343,13099,14241,10804,9909,10722,3538,3189,3518,1,1,2,0,0,0,2.9,3.3,0.42,0.10,2433,79,2422,82,70,20,2078,909,957,789,66,34
"""4714000""","""Chattanooga""","""Chattanooga, TN-GA""",130.75,175705.39,70381.45,91560.95,51,59,45,26,33,23,25,27,23,8.31,11.13,1.61,1,2,20887,18807,21473,1,2,1,11771,10079,12220,8772,7364,9139,2956,2663,3039,43,52,41,29,35,28,4.8,7.7,3.02,0.77,9994,62,19065,87,24,84,1537,1019,1148,736,54,46
"""4714220""","""Chesterfield""","""""",0.15,210.05,84.01,4920.47,65,77,49,29,37,21,35,40,28,10.24,0.20,1.97,2,2,24164,21632,25340,1,1,1,13633,12526,15068,10194,9446,11461,3421,3063,3587,18,17,20,15,15,17,1.7,2.1,0.09,0.02,1018,70,1034,79,195,6,3479,947,1093,502,77,23
"""4714860""","""Christiana""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",0.33,1130.70,403.36,5065.32,54,65,54,27,34,27,28,32,28,11.03,1.65,2.09,2,2,25170,22509,25040,0,0,0,14957,13630,14876,11393,10443,11331,3563,3186,3544,1,0,1,1,1,2,1.2,2.1,0.71,0.08,4142,81,3445,84,123,8,3138,1208,1262,819,80,20
"""4714980""","""Church Hill""","""Kingsport-Bristol-Bristol, TN-VA""",2.40,4979.96,2087.18,5986.30,59,70,46,28,35,21,31,35,26,9.27,3.86,1.75,2,2,22231,19873,24247,1,1,1,12184,11066,13868,9036,8252,10435,3148,2814,3432,0,0,0,1,1,1,3.8,3.0,1.18,0.35,3380,71,2256,82,38,40,1704,927,1063,607,71,29
"""4715120""","""Clarkrange""","""""",0.31,404.89,177.98,6494.81,76,91,47,33,41,19,43,50,28,9.44,0.26,1.90,2,2,22690,20181,25562,1,1,1,13054,12009,15352,9831,9140,11720,3212,2857,3618,11,11,15,10,10,12,1.0,1.2,0.07,0.03,1444,67,1226,80,380,6,5191,833,854,681,82,18
"""4715140""","""Clarksburg""","""""",0.08,73.97,28.84,1291.34,67,79,47,30,38,20,36,42,27,10.19,0.23,1.86,2,2,22890,20383,24894,1,1,1,12890,11815,14701,9628,8909,11154,3241,2886,3523,21,21,24,18,18,20,2.4,2.4,0.12,0.02,1288,62,1058,79,153,5,3137,896,1011,523,76,24
"""4715160""","""Clarksville""","""Clarksville, TN-KY""",61.36,135002.47,48853.90,62894.15,54,63,47,27,33,23,28,30,24,9.46,10.85,1.77,2,2,22517,20197,22499,1,1,1,12847,11163,13015,9644,8288,9815,3187,2860,3184,15,16,15,13,13,13,4.1,3.7,1.88,0.78,7386,67,6080,85,40,54,1843,1034,1051,926,53,47
"""4715400""","""Cleveland""","""Cleveland, TN""",23.63,37773.82,14208.63,17209.71,54,63,43,26,32,20,28,31,23,8.51,9.85,1.61,1,2,20914,18686,21918,0,0,0,11717,10179,12473,8756,7532,9371,2960,2646,3102,1,2,0,1,1,0,5.2,5.0,2.52,0.83,8092,59,12234,87,18,110,1277,897,1048,728,46,54
