place,name,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
"""4716500""","""Colonial Heights""","""Kingsport-Bristol, TN-VA""",0.82,2083.56,875.69,1604.58,58,72,44,29,36,20,30,36,24,8.69,6.42,1.81,2,2,20784,20836,21488,1,1,1,13404,12950,14984,10262,9800,11736,3128,3135,3233,15,15,16,19,19,20,3.1,3.1,1.04,0.55,6073,80,5589,83,22,56,1667,1066,1157,669,83,17
"""4716540""","""Columbia""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",19.69,24718.96,9612.02,17951.50,38,47,40,17,21,18,21,25,22,7.82,8.67,1.83,2,2,19366,19273,19414,1,1,1,13856,13475,13800,10931,10563,10867,2913,2899,2921,12,12,12,11,11,11,3.9,5.0,1.87,0.54,5876,73,8337,81,20,65,1477,947,974,840,62,38
"""4716920""","""Cookeville""","""Cookeville, TN""",13.73,23557.66,9511.89,13084.64,54,67,39,28,34,18,27,32,20,6.08,6.01,1.54,1,2,15141,14606,16427,1,1,1,11284,10834,12763,8716,8325,10019,2278,2198,2471,289,312,273,1042,1122,983,5.2,4.5,2.85,0.73,6701,55,12300,82,13,130,973,961,1099,730,47,53
"""4716980""","""Coopertown""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",0.08,234.61,78.73,1080.59,52,65,55,25,31,27,27,33,29,12.23,0.89,2.32,2,2,27879,27382,27860,0,0,0,18081,17646,18022,13884,13524,13829,4194,4119,4191,2,2,2,1,1,1,0.4,1.5,0.17,0.07,3830,92,4441,86,209,8,3164,1388,1412,1226,88,12
"""4717000""","""Copperhill""","""Cleveland, TN""",0.03,56.34,28.51,1129.67,50,59,41,21,26,17,29,33,24,7.93,0.20,1.86,2,2,21881,21196,22877,0,0,0,14437,13299,15140,11138,10102,11691,3292,3190,3441,7,7,7,9,9,9,2.5,1.3,0.71,0.03,2518,53,2150,86,133,11,2429,865,1088,520,66,34
"""4717180""","""Cornersville""","""Lewisburg, TN""",0.28,536.41,215.47,3537.91,53,64,46,23,28,19,31,36,27,10.03,0.69,2.12,2,2,24279,23558,24670,0,0,0,16336,15154,16683,12677,11602,12965,3652,3545,3711,7,7,7,8,8,8,1.8,1.1,1.30,0.06,2519,84,2717,86,72,12,1990,1010,1061,840,84,16
"""4717340""","""Cottage Grove""","""Paris, TN""",0.00,2.97,1.06,109.24,64,78,44,26,32,17,38,46,28,11.36,0.11,2.02,2,2,25657,24840,27846,0,0,0,15346,14800,17311,11480,11057,13117,3861,3738,4189,5,5,5,6,6,7,1.0,0.6,0.06,0.01,1387,72,1247,87,246,3,4001,875,959,700,76,24
"""4717420""","""Cottontown""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",0.19,449.07,163.17,2108.59,54,67,57,28,35,29,27,33,28,11.80,1.37,2.27,2,2,27187,26727,27171,0,0,0,17691,17279,17635,13597,13255,13543,4090,4021,4087,4,4,4,2,2,2,0.6,2.1,0.27,0.08,4336,86,3879,85,174,8,3214,1530,1567,1256,89,11
"""4717680""","""Covington""","""Memphis, TN-MS-AR""",5.86,6256.99,2516.25,7227.68,44,52,37,18,23,15,25,29,22,6.76,7.54,1.79,2,2,19115,18272,19602,0,0,0,13564,12515,13894,10683,9759,10939,2876,2750,2949,6,6,5,7,7,7,2.2,1.4,0.90,0.35,3185,64,3898,86,35,43,2277,805,859,719,46,54
"""4717700""","""Cowan""","""Tullahoma-Manchester, TN""",0.34,348.65,138.18,1330.27,46,54,38,17,22,14,28,33,24,8.32,1.78,1.92,2,2,20706,19948,21706,0,0,0,14634,13513,15267,11514,10506,11996,3115,3002,3265,5,6,6,7,7,7,2.7,0.9,1.46,0.10,2176,74,2214,86,38,23,1941,739,807,596,73,27
"""4717840""","""Crab Orchard""","""Crossville, TN""",0.00,6.84,2.93,35.55,58,71,46,25,32,19,33,40,27,10.16,0.84,2.03,2,2,23924,23353,25879,0,0,0,15149,14593,17090,11542,11072,13189,3600,3514,3893,7,7,8,9,8,10,0.8,1.1,0.13,0.08,2809,89,2064,86,147,18,3100,969,985,883,86,14
"""4718420""","""Cross Plains""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",0.86,3063.24,1104.08,9261.51,52,64,54,26,32,27,26,31,27,11.16,1.44,2.20,2,2,25816,25306,25791,0,0,0,17049,16601,16985,13163,12792,13103,3884,3807,3880,3,2,3,1,1,1,1.4,1.9,0.27,0.12,3887,80,3248,85,113,14,2522,1427,1516,953,85,15
"""4718540""","""Crossville""","""Crossville, TN""",3.70,4954.84,2088.86,5855.73,47,57,37,20,25,15,27,32,22,6.84,3.21,1.69,2,2,17337,16683,19047,0,0,0,12212,11716,13810,9597,9198,10938,2609,2510,2865,7,7,7,9,9,9,3.3,2.4,0.91,0.36,3636,71,5672,84,26,71,1420,777,831,698,57,43
"""4718620""","""Crump""","""""",0.68,1004.24,402.23,8109.25,56,69,40,21,26,14,36,43,26,9.17,0.57,1.95,2,2,22643,21817,24319,0,0,0,14454,13839,16320,11041,10550,12655,3407,3283,3658,6,6,6,7,7,8,1.5,1.0,0.17,0.05,1810,79,1362,86,94,12,2927,710,867,213,81,19
"""4718820""","""Cumberland City""","""Clarksville, TN-KY""",0.30,269.09,108.06,3209.55,50,59,42,20,26,17,29,33,25,8.49,0.29,2.01,2,2,22427,21762,22784,0,0,0,15413,14210,15803,12032,10928,12369,3374,3275,3427,7,7,7,8,8,8,2.9,0.8,0.38,0.03,1676,57,2149,87,84,12,2823,904,990,571,85,15
"""4718880""","""Cumberland Gap""","""Middlesborough, KY""",0.12,183.74,80.26,210.66,64,78,41,30,37,17,34,41,24,7.79,2.97,1.74,2,2,18330,17595,20607,0,0,0,12660,12105,14858,9894,9450,11750,2758,2648,3100,7,7,8,9,9,10,3.3,2.1,2.64,0.38,3033,77,2604,85,26,53,1169,909,940,813,79,21
"""4719380""","""Dandridge""","""Morristown, TN""",0.02,34.63,11.64,111.83,63,77,48,29,36,21,34,41,27,10.79,1.66,2.09,2,2,23969,23132,25045,0,0,0,15454,15001,16741,11841,11514,12966,3607,3481,3768,7,6,7,8,8,9,2.0,1.7,0.30,0.10,3202,70,3011,85,65,17,2142,1115,1283,594,75,25
"""4719500""","""Darden""","""""",0.17,252.30,82.86,5358.62,61,75,45,25,31,17,37,44,28,11.38,0.18,2.11,2,2,26181,25411,27319,0,0,0,15908,15331,17485,11962,11501,13369,3940,3824,4110,6,6,6,7,7,8,1.9,0.6,0.06,0.02,1547,59,1171,87,188,6,3412,890,921,556,92,8
"""4719700""","""Dayton""","""Dayton, TN""",2.42,4045.18,1336.16,4987.01,54,65,38,23,29,16,30,36,23,7.75,2.76,1.76,2,2,18834,17921,20133,0,0,0,12827,12269,14273,9986,9565,11238,2834,2697,3029,6,7,6,8,8,8,3.8,1.5,1.30,0.27,2866,60,3651,86,32,49,1754,818,983,606,59,41
"""4719880""","""Decatur""","""""",0.13,294.87,114.76,2563.02,56,67,45,25,31,19,31,36,25,9.36,0.42,1.97,2,2,22443,21777,23685,0,0,0,15180,14024,16017,11797,10740,12447,3376,3277,3563,7,7,7,8,8,9,2.0,1.1,0.35,0.04,2663,70,2778,86,95,11,2379,1017,1124,672,77,23
"""4719900""","""Decaturville""","""""",0.09,64.33,23.48,1055.99,60,74,43,24,30,16,37,44,27,10.87,0.24,2.05,2,2,25546,24723,26832,0,0,0,15479,14844,17198,11629,11118,13156,3844,3720,4036,6,5,6,7,7,7,1.0,0.7,0.21,0.02,1351,78,1242,87,191,8,4596,828,948,519,85,15
"""4719920""","""Decherd""","""Tullahoma-Manchester, TN""",0.24,287.88,103.26,1657.17,51,60,42,22,27,18,29,33,25,8.97,0.84,1.94,2,2,21554,20853,22511,0,0,0,14880,13760,15505,11631,10615,12111,3242,3138,3386,7,6,7,8,8,8,3.2,1.2,0.80,0.06,2624,62,3033,86,53,18,1849,924,1120,510,75,25
"""4720620""","""Dickson""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",8.37,11841.88,4527.66,15785.34,39,49,42,18,22,19,22,26,23,7.52,4.60,1.90,2,2,20429,19828,20368,0,0,0,14465,14031,14397,11387,11043,11327,3073,2983,3064,5,6,5,2,2,2,3.0,2.3,1.02,0.29,3716,64,5909,84,30,47,1936,977,1096,772,62,38
"""4720930""","""Dodson Branch""","""Cookeville, TN""",0.77,716.03,270.69,6873.26,60,73,43,25,32,17,34,41,26,8.79,0.35,1.92,2,2,22693,22057,24521,0,0,0,14333,13711,16336,10911,10386,12640,3415,3319,3689,7,7,7,8,8,9,1.3,1.0,0.28,0.04,1992,72,1883,86,222,11,3815,888,994,503,83,17
"""4721400""","""Dover""","""Clarksville, TN-KY""",0.86,1585.72,585.57,42385.59,56,68,48,24,29,20,33,38,28,11.74,0.18,2.22,2,2,27822,27161,28171,0,0,0,17475,16235,17845,13283,12142,13600,4185,4087,4238,7,6,7,8,8,8,1.0,0.7,0.21,0.01,1796,72,1767,87,220,5,3562,1040,1106,589,93,7
"""4721420""","""Dowelltown""","""""",0.02,23.52,11.30,481.51,57,70,44,23,29,17,35,42,28,9.98,0.24,2.09,2,2,26014,25372,27111,0,0,0,15772,15126,17417,11850,11300,13330,3915,3818,4078,8,7,8,9,9,10,0.5,0.8,0.31,0.02,2308,78,1934,87,329,6,3868,865,887,727,88,12
"""4721500""","""Doyle""","""""",0.09,189.57,69.28,790.85,61,75,43,25,31,17,36,43,27,10.35,0.91,2.05,2,2,24027,23101,25280,0,0,0,15243,14615,16877,11621,11132,13068,3616,3476,3803,6,6,7,8,8,8,2.2,0.5,0.37,0.09,2421,70,1974,87,89,14,2045,869,904,712,85,15
"""4721540""","""Dresden""","""Martin, TN""",0.74,868.85,334.30,3805.85,54,66,37,19,24,12,34,41,25,8.90,1.64,1.87,2,2,20667,19903,22947,0,0,0,13707,13239,15588,10592,10239,12130,3110,2995,3452,5,5,6,6,6,7,1.9,2.2,0.63,0.09,1729,75,2369,85,57,18,2264,643,685,590,66,34
"""4721740""","""Ducktown""","""Cleveland, TN""",0.31,226.71,91.70,1666.76,50,60,41,21,26,16,30,34,25,8.42,0.52,1.94,2,2,21666,20952,22671,0,0,0,14847,13685,15559,11581,10526,12143,3259,3153,3410,6,6,6,8,8,8,2.2,1.2,0.66,0.06,2146,80,1925,86,67,23,1977,860,983,637,73,27
"""4722180""","""Dyer""","""Jackson, TN""",0.19,288.51,109.09,1519.24,54,66,43,23,28,17,32,38,26,9.45,0.79,1.99,2,2,23464,22627,24759,0,0,0,14822,14258,16272,11286,10848,12542,3531,3405,3724,5,5,5,6,6,7,1.7,0.8,0.90,0.07,1806,78,1469,87,97,8,2564,889,1044,611,69,31
"""4722200""","""Dyersburg""","""Dyersburg, TN""",7.85,9829.78,4123.30,7524.54,48,59,36,21,26,15,27,33,22,6.98,9.53,1.69,2,2,17068,16312,18448,0,0,0,12143,11648,13570,9567,9185,10787,2568,2455,2775,8,8,8,10,11,10,4.0,2.9,3.30,0.55,4557,68,6732,84,17,73,1503,764,712,740,54,46
"""4722340""","""Eagleton Village""","""Knoxville, TN""",2.13,3251.33,1345.98,1792.77,47,57,42,22,27,19,26,30,23,5.90,9.12,1.86,2,2,19246,18692,19958,1,1,1,14048,13044,14521,11140,10218,11506,2895,2813,3002,13,13,13,16,16,17,3.6,3.7,1.96,0.75,8121,82,9430,82,18,70,1325,980,1049,811,72,28
"""4722360""","""Eagleville""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",0.07,219.34,77.74,2032.72,51,62,53,25,31,26,26,32,27,11.67,0.45,2.21,2,2,26998,26532,26988,0,0,0,17287,16842,17224,13224,12849,13163,4061,3991,4060,2,2,2,6,6,7,0.6,2.0,0.17,0.04,3460,82,3311,85,216,6,3466,1355,1407,1098,84,16
"""4722500""","""East Cleveland""","""Cleveland, TN""",1.81,1994.92,743.22,645.69,39,46,32,16,20,13,23,27,19,2.83,4.13,1.56,1,2,14922,14433,15590,1,1,1,11574,10612,12162,9324,8434,9812,2245,2172,2345,6,6,5,50,54,48,6.9,3.6,2.45,1.15,8735,56,12956,83,6,220,694,659,715,604,47,53
"""4722720""","""East Ridge""","""Chattanooga, TN-GA""",18.69,20857.45,8862.80,5484.24,46,55,40,21,27,18,25,29,22,6.53,12.78,1.75,2,2,17325,16841,17943,1,1,1,13073,12115,13540,10453,9566,10827,2606,2534,2699,14,14,14,16,16,16,4.9,4.9,3.15,1.62,15230,66,16835,81,17,129,1294,946,1031,829,61,39
"""4722920""","""Eastview""","""""",0.20,377.02,139.23,3272.52,68,83,45,28,36,18,39,47,28,10.65,0.45,2.05,2,2,24910,23914,26774,0,0,0,15361,14740,17287,11607,11137,13254,3749,3599,4028,5,5,6,6,6,7,1.1,0.5,0.17,0.04,1854,86,1402,87,128,8,2619,928,1044,610,78,22
"""4723440""","""Elgin""","""""",0.06,80.09,27.71,1242.85,61,75,41,23,29,14,39,46,27,11.36,0.31,1.97,2,2,25025,24181,26852,0,0,0,14980,14395,16902,11208,10751,12856,3766,3639,4039,6,5,6,7,7,8,1.1,0.9,0.13,0.02,1830,67,1432,86,225,7,3831,738,781,593,78,22
"""4723500""","""Elizabethton""","""Johnson City, TN""",6.97,10194.29,4325.28,5688.18,48,58,36,22,27,15,26,31,21,6.41,6.78,1.62,2,2,15996,15444,17516,1,1,1,11637,11156,13238,9219,8820,10591,2407,2324,2635,11,12,12,14,15,15,4.6,3.5,2.35,0.76,6193,69,7431,83,14,99,1057,799,933,621,66,34
"""4723660""","""Elkton""","""""",0.05,66.63,26.70,1274.07,59,70,48,26,32,20,33,38,27,10.64,0.25,2.10,2,2,24855,24259,26181,0,0,0,16308,15160,17151,12562,11503,13206,3739,3651,3938,6,6,7,8,8,9,1.3,1.2,0.29,0.02,2063,80,1835,86,125,7,2514,1064,1141,561,88,12
"""4724040""","""Englewood""","""Athens, TN""",0.77,788.74,303.12,1222.56,53,65,39,21,27,15,32,38,24,8.63,2.26,1.88,2,2,20459,19572,21990,0,0,0,13778,13226,15355,10693,10275,12041,3079,2945,3308,6,6,6,8,8,8,3.5,1.1,0.84,0.25,2993,75,2305,86,26,42,1347,774,843,627,72,28
"""4724240""","""Enville""","""""",0.00,0.26,0.10,7.90,66,81,45,28,35,17,38,46,27,10.17,0.13,1.99,2,2,24752,23941,26361,0,0,0,15052,14351,17125,11321,10742,13153,3725,3603,3966,6,6,6,8,7,8,0.9,0.6,0.09,0.01,1477,77,1116,87,224,5,3391,907,950,723,87,13
"""4724320""","""Erin""","""""",0.24,266.59,89.27,2533.25,59,72,42,24,30,16,35,42,26,10.06,0.37,1.99,2,2,23804,22958,24464,0,0,0,14874,14244,16280,11286,10782,12594,3582,3455,3680,7,7,6,8,8,8,1.6,1.6,0.44,0.04,1660,79,1724,86,117,14,2284,852,926,618,81,19
"""4724360""","""Erwin""","""Johnson City, TN""",5.59,4452.72,2050.40,2641.88,50,62,38,24,30,17,27,32,21,6.35,8.32,1.65,2,2,15923,15285,17591,0,0,0,11794,11286,13471,9390,8977,10816,2396,2300,2646,8,9,8,10,11,11,4.5,2.4,1.87,0.78,4166,82,4075,84,9,135,1045,882,998,517,75,25
"""4724440""","""Estill Springs""","""Tullahoma-Manchester, TN""",0.75,1206.29,515.90,2898.13,53,64,45,24,30,20,29,34,25,8.74,1.80,1.98,2,2,21332,20604,22304,0,0,0,15053,13912,15698,11838,10806,12337,3209,3101,3355,6,6,6,8,8,8,2.5,0.8,0.64,0.18,2763,85,2397,87,37,23,1815,1033,1080,674,78,22
"""4724460""","""Ethridge""","""Lawrenceburg, TN""",0.05,97.70,32.71,682.32,57,69,42,22,27,15,35,42,26,10.33,0.51,2.02,2,2,24410,23531,25287,0,0,0,15140,14495,16612,11460,10948,12801,3673,3541,3804,7,7,7,8,8,8,1.3,0.8,0.20,0.05,2205,76,2065,87,149,7,2814,792,839,652,78,22
"""4724480""","""Etowah""","""Athens, TN""",0.13,243.88,87.12,437.57,57,70,42,25,31,17,32,39,25,9.23,2.02,1.91,2,2,20787,19960,22242,0,0,0,13982,13422,15588,10847,10412,12235,3128,3004,3346,7,7,7,8,8,9,2.9,1.4,1.22,0.20,2890,83,2040,86,28,42,1165,894,988,604,79,21
"""4724640""","""Eva""","""""",0.22,175.23,87.92,1288.89,54,65,36,20,25,12,34,40,24,7.40,0.68,1.74,2,2,18650,17923,20872,0,0,0,12689,12017,15023,9876,9313,11877,2806,2697,3140,6,6,6,8,8,8,2.2,0.7,0.16,0.07,1671,62,1323,87,94,17,3605,627,829,211,80,20
"""4724960""","""Fairfield""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",0.04,71.27,23.25,633.91,44,54,46,19,23,20,25,31,27,11.19,0.41,2.13,2,2,26855,26285,26825,0,0,0,16797,16360,16733,12755,12404,12695,4040,3954,4035,3,3,3,1,1,1,1.5,1.3,0.05,0.04,2421,62,1892,86,221,8,3790,1028,1005,1085,72,28
"""4724980""","""Fairfield Glade""","""Crossville, TN""",0.88,3922.07,1975.60,15795.58,58,71,46,31,39,23,27,33,23,7.06,0.88,1.74,2,2,17778,17490,19470,1,1,1,12555,11958,14467,9867,9312,11524,2675,2632,2929,13,14,14,16,17,18,1.4,3.6,0.59,0.13,3866,76,2484,83,131,19,2798,1184,1239,870,87,13
"""4725080""","""Fairmount""","""Chattanooga, TN-GA""",0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""4725440""","""Fairview""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",3.32,6125.97,2077.70,11101.20,49,61,52,24,31,26,25,30,26,10.75,4.69,2.15,2,2,24681,24141,24641,0,0,0,16572,16163,16513,12859,12531,12806,3713,3632,3707,1,1,1,0,0,0,1.3,2.5,0.52,0.19,3638,83,3338,84,67,22,2382,1352,1402,1209,79,21
"""4725540""","""Fall Branch""","""Greeneville, TN,Kingsport-Bristol, TN-VA""",0.05,65.19,26.69,696.54,65,79,47,29,37,20,36,43,27,10.17,0.39,2.04,2,2,23776,23096,25306,0,0,0,15150,14569,16974,11565,11087,13159,3578,3476,3807,7,7,8,9,9,10,1.4,1.3,0.13,0.04,2635,84,1956,86,104,9,2606,1043,1116,468,91,9
"""4725560""","""Falling Water""","""Chattanooga, TN-GA""",1.07,2865.74,1147.32,3137.58,54,65,46,27,33,23,27,31,24,8.69,8.21,1.88,2,2,20549,20058,21246,1,1,1,14363,13333,14870,11263,10306,11665,3091,3018,3196,9,9,9,10,10,10,1.9,3.9,1.32,0.37,8523,74,8726,82,60,23,2172,1181,1315,852,71,29
"""4725760""","""Farragut""","""Knoxville, TN""",8.54,23109.66,8891.88,10389.93,67,81,59,39,49,34,27,32,25,9.27,9.25,1.98,2,2,20791,20322,21496,1,1,1,14978,13923,15487,11834,10849,12236,3128,3058,3234,16,16,17,20,20,21,2.6,3.5,1.29,0.86,8892,85,11334,83,31,55,1622,1789,1897,884,88,12
"""4725920""","""Fayetteville""","""""",4.04,4556.96,2037.92,6156.87,45,54,36,19,24,15,26,30,21,5.11,2.96,1.69,2,2,17348,16653,18326,0,0,0,12747,11726,13402,10131,9213,10638,2610,2506,2757,7,7,7,8,9,8,3.4,2.4,1.25,0.33,3100,67,4625,84,23,59,1687,789,800,646,55,45
"""4726120""","""Fincastle""","""Knoxville, TN""",0.50,735.10,313.94,2347.08,47,56,41,18,23,16,28,33,26,9.14,1.35,2.01,2,2,23234,22652,24156,0,0,0,15521,14386,16087,12019,10970,12446,3495,3409,3634,7,7,8,9,9,9,2.2,1.2,0.38,0.13,2615,61,1726,86,102,22,2219,824,835,763,81,19
"""4726160""","""Finger""","""""",0.07,88.82,29.12,1005.13,70,85,46,29,36,18,41,49,28,11.63,0.34,2.11,2,2,25938,25051,27633,0,0,0,15905,15292,17849,11997,11517,13686,3903,3770,4157,5,5,6,7,6,7,0.9,0.6,0.11,0.03,1517,89,1134,87,142,7,2841,944,975,685,91,9
"""4726490""","""Flat Top Mountain""","""Chattanooga, TN-GA""",0.29,544.36,216.63,11111.18,56,67,48,24,30,21,31,36,27,11.14,0.22,2.11,2,2,26383,25926,27245,0,0,0,16618,15436,17234,12644,11530,13130,3969,3901,4099,5,5,5,6,6,6,0.9,1.5,0.10,0.02,2799,66,2001,86,336,5,4869,1074,1128,569,92,8
"""4726580""","""Flintville""","""""",0.15,280.57,109.02,3400.88,55,66,44,23,28,18,32,37,27,10.56,0.34,2.03,2,2,25434,24752,26550,0,0,0,15976,14806,16720,12144,11075,12719,3826,3725,3994,7,6,7,8,8,9,1.6,0.7,0.10,0.03,2277,57,1648,87,271,5,3984,931,1035,643,77,23
"""4727020""","""Forest Hills""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",5.11,5667.10,2056.76,5869.18,81,101,86,58,72,61,24,29,25,9.19,3.40,2.08,2,2,20951,20763,20982,1,1,1,15623,15228,15571,12459,12093,12402,3152,3123,3156,12,12,12,23,22,23,1.3,6.7,0.46,0.35,10683,97,21265,79,73,29,2068,3183,3254,780,96,4
"""4727740""","""Franklin""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",19.78,44557.77,17280.21,17822.17,53,66,56,32,40,34,21,25,22,7.92,10.84,1.84,2,2,18860,18757,18899,1,1,1,13864,13513,13812,11025,10690,10967,2837,2822,2843,2,2,2,1,1,1,4.1,6.3,3.09,0.97,10455,62,24672,79,21,77,1371,1790,1849,1231,70,30
"""4727960""","""Friendship""","""Jackson, TN""",0.12,94.78,39.48,811.25,54,66,42,22,28,16,32,38,26,9.23,0.45,1.99,2,2,23360,22528,24662,0,0,0,14833,14259,16300,11312,10864,12585,3515,3390,3710,5,5,5,6,6,6,1.9,0.7,0.71,0.05,1479,77,1212,87,91,13,2037,860,1047,474,71,29
"""4728060""","""Friendsville""","""Knoxville, TN""",0.39,523.50,206.37,1805.83,54,65,48,26,32,22,29,33,26,9.60,1.32,2.04,2,2,22768,22213,23600,0,0,0,15663,14554,16200,12229,11203,12640,3425,3343,3550,9,9,10,11,11,12,2.5,1.8,0.36,0.11,4216,73,3840,85,60,26,1890,1169,1242,878,87,13
"""4728380""","""Gadsden""","""Jackson, TN""",0.06,48.89,18.63,721.22,59,72,46,25,31,18,34,41,28,11.08,0.29,2.12,2,2,26119,25424,27291,0,0,0,15993,15425,17517,12057,11593,13405,3930,3826,4106,6,6,7,8,7,8,0.5,1.0,0.19,0.03,1863,91,1669,86,197,7,3490,960,991,801,85,15
"""4728420""","""Gainesboro""","""Cookeville, TN""",0.08,220.89,80.31,1491.98,59,73,42,24,30,16,36,43,26,10.82,0.59,1.97,2,2,24720,23996,26533,0,0,0,14902,14410,16635,11175,10793,12636,3720,3611,3991,7,6,8,8,8,10,1.8,1.3,0.12,0.05,2827,55,1867,86,226,9,4387,834,923,609,74,26
"""4728540""","""Gallatin""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",12.03,24247.74,9190.80,17874.84,46,57,49,25,31,26,22,26,23,7.97,6.87,1.89,2,2,19715,19254,19682,1,1,1,14295,13875,14231,11324,10973,11265,2966,2896,2961,5,6,6,2,3,2,3.5,3.5,3.29,0.51,6629,64,10076,83,32,45,1977,1359,1546,981,68,32
"""4728560""","""Gallaway""","""Memphis, TN-MS-AR""",0.81,582.86,223.72,3400.43,45,54,39,20,25,17,25,29,22,6.91,0.82,1.76,2,2,19818,19112,20200,0,0,0,13529,12420,13901,10542,9538,10857,2981,2876,3039,6,7,6,8,8,7,1.7,1.2,0.28,0.07,2591,53,2580,86,106,11,3468,877,1039,662,50,50
"""4728680""","""Garland""","""Memphis, TN-MS-AR""",0.02,36.29,13.28,347.69,53,63,45,19,24,16,33,39,29,12.41,0.48,2.22,2,2,29756,29051,30123,0,0,0,17787,16585,18123,13304,12208,13585,4476,4372,4532,6,6,6,8,7,8,0.2,0.6,0.13,0.04,2054,80,1596,87,464,3,5828,863,957,522,81,19
"""4728740""","""Gates""","""""",0.05,40.61,17.35,451.05,59,72,41,24,30,15,35,42,26,8.81,0.34,1.89,2,2,21933,20995,24264,0,0,0,14023,13380,16133,10718,10216,12478,3300,3159,3650,5,5,5,6,6,6,1.2,0.4,1.19,0.04,1509,89,1226,87,107,8,2234,790,865,676,64,36
"""4728800""","""Gatlinburg""","""Sevierville, TN""",1.39,924.88,398.10,3819.49,38,45,31,10,12,8,28,33,23,7.92,1.28,1.84,2,2,20387,20053,20777,1,1,1,14126,13020,14710,11008,9952,11534,3067,3018,3126,50,51,50,400,403,400,3.7,2.7,0.40,0.10,2411,56,5782,84,26,59,1813,393,467,347,90,10
"""4728960""","""Germantown""","""Memphis, TN-MS-AR""",19.25,26408.20,10452.57,6958.80,68,83,58,42,53,36,26,30,22,7.46,12.28,1.84,2,2,17992,17705,18132,2,2,2,13782,12777,14070,11036,10072,11303,2707,2664,2728,40,40,39,50,50,49,4.2,6.4,2.92,1.50,16086,77,24812,79,14,161,1041,1864,2000,1036,83,17
"""4729020""","""Gibson""","""Jackson, TN""",0.09,101.89,37.67,387.87,57,70,45,24,30,18,33,39,27,10.46,1.02,2.06,2,2,24026,23248,25225,0,0,0,15297,14783,16707,11676,11279,12907,3615,3498,3795,6,6,6,7,7,8,2.0,1.2,0.32,0.10,2204,76,1805,86,78,10,2188,942,950,913,79,21
"""4729160""","""Gilt Edge""","""Memphis, TN-MS-AR""",0.21,211.00,70.69,1757.46,54,64,46,22,27,18,32,37,28,11.78,0.48,2.15,2,2,27354,26640,27733,0,0,0,16973,15810,17301,12852,11795,13122,4115,4009,4172,6,6,7,8,8,8,0.9,1.0,0.16,0.04,2102,73,1661,86,238,6,4333,961,1051,737,78,22
"""4729300""","""Gleason""","""Martin, TN""",0.07,110.09,48.17,1435.40,61,74,42,24,29,15,37,44,27,9.68,0.33,1.98,2,2,23273,22477,25852,0,0,0,14762,14169,17033,11255,10782,13138,3502,3382,3889,5,5,6,6,6,7,1.7,0.3,0.40,0.03,1855,73,1411,88,126,7,2657,784,831,615,82,18
"""4729920""","""Goodlettsville""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",9.16,14937.75,6071.95,8679.35,43,53,46,23,28,24,21,25,22,7.52,11.10,1.81,2,2,18560,18187,18541,1,1,1,13624,13229,13563,10822,10482,10763,2792,2736,2789,11,11,11,17,18,17,3.4,4.5,2.19,0.70,9629,52,15961,82,43,48,1919,1254,1332,863,58,42
"""4730120""","""Gordonsville""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",0.24,444.52,177.46,4257.61,42,52,45,17,21,17,26,31,27,10.58,0.44,2.20,2,2,25947,25304,25897,0,0,0,17077,16617,17009,13168,12804,13108,3903,3806,3896,6,6,6,7,7,7,1.6,0.7,0.27,0.04,2313,78,3632,87,114,11,2950,914,1028,632,74,26
