place,name,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
"""4701740""","""Arlington""","""Memphis, TN-MS-AR""",0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""4702180""","""Ashland City""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",1.70,3463.76,1339.46,6840.68,41,50,43,19,24,20,22,26,23,8.31,2.00,1.89,2,2,20955,20419,20915,0,0,0,14486,14043,14416,11330,10968,11266,3152,3072,3146,4,4,4,2,2,2,3.5,2.7,1.42,0.20,3819,53,6082,84,67,23,2402,1052,1123,980,60,40
"""4702320""","""Athens""","""Athens, TN""",4.95,6031.25,2453.46,6080.31,59,73,43,30,37,20,30,36,23,7.15,4.33,1.78,2,2,18278,17541,19579,0,0,0,12858,12320,14380,10099,9671,11426,2750,2640,2945,9,9,9,11,11,11,3.1,2.5,1.33,0.40,4263,81,6567,84,22,78,1329,1070,1248,665,70,30
"""4702340""","""Atoka""","""Memphis, TN-MS-AR""",1.88,9135.17,2952.49,8784.29,66,79,56,34,42,28,32,37,28,11.76,4.66,2.21,2,2,25621,24905,26018,0,0,0,17063,15946,17350,13200,12190,13427,3854,3748,3914,9,8,9,11,10,11,1.9,1.9,0.78,0.34,4416,90,2888,85,55,30,1781,1489,1521,1496,86,14
"""4702380""","""Atwood""","""""",0.07,93.28,42.59,1109.32,57,70,42,21,27,15,36,43,27,9.74,0.38,2.04,2,2,24657,23852,26378,0,0,0,15297,14640,17220,11581,11045,13246,3710,3589,3968,6,6,6,7,7,7,0.8,0.4,0.38,0.04,1771,84,1317,87,177,6,3051,760,801,596,82,18
"""4702400""","""Auburntown""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",0.02,25.59,10.37,364.84,45,55,47,19,23,20,26,32,27,10.74,0.32,2.23,2,2,26576,26064,26567,0,0,0,17345,16833,17272,13339,12905,13268,3998,3921,3997,8,7,8,10,9,10,0.6,1.2,0.26,0.03,2599,87,2327,86,196,6,2939,1037,1081,819,85,15
"""4702780""","""Baileyton""","""Greeneville, TN""",0.07,108.38,44.13,1037.74,57,70,42,24,30,16,33,40,26,9.19,0.40,1.93,2,2,22148,21333,23864,0,0,0,14269,13667,16070,10930,10451,12474,3333,3210,3590,6,6,6,8,8,8,1.9,0.8,0.22,0.04,2409,77,1824,87,86,9,2141,845,935,662,74,26
"""4703120""","""Banner Hill""","""Johnson City, TN""",0.76,1020.27,396.51,894.80,50,61,38,22,28,16,28,33,23,6.77,3.03,1.73,2,2,16705,16122,18423,0,0,0,12343,11787,14169,9821,9353,11389,2514,2426,2771,8,8,9,10,10,11,3.3,2.0,1.73,0.44,3645,87,4054,85,19,69,1047,819,880,588,80,20
"""4703440""","""Bartlett""","""Memphis, TN-MS-AR""",18.70,29778.38,10588.76,7136.43,57,68,48,29,36,24,28,33,24,8.60,15.60,1.98,2,2,20062,19816,20174,1,1,1,14920,13875,15206,11872,10862,12141,3018,2982,3035,31,31,30,38,38,38,3.4,5.0,2.42,1.48,16141,91,19284,81,17,128,1151,1265,1287,961,83,17
"""4703680""","""Baxter""","""Cookeville, TN""",0.72,873.23,318.56,1997.93,59,73,43,26,33,18,33,40,25,9.10,1.84,1.88,2,2,20772,19952,22684,0,0,0,13874,13316,15709,10656,10219,12195,3126,3002,3412,93,95,101,335,341,363,2.4,1.1,0.69,0.16,2510,76,2284,86,51,36,1636,919,1052,621,70,30
"""4703760""","""Bean Station""","""Kingsport-Bristol, TN-VA,Morristown, TN""",1.48,2018.42,833.16,5426.15,54,66,42,23,28,16,31,38,25,8.93,1.85,1.96,2,2,21899,21112,22941,0,0,0,14426,13837,15851,11123,10653,12393,3295,3177,3451,7,7,7,9,9,9,2.3,1.1,0.43,0.15,2734,74,2196,86,57,26,2511,863,1006,346,80,20
"""4704240""","""Beersheba Springs""","""""",0.08,81.78,29.49,3079.69,58,70,40,20,25,13,38,45,27,10.08,0.10,2.03,2,2,26007,25230,26704,0,0,0,15447,14726,17167,11526,10922,13142,3914,3797,4017,8,7,8,9,9,10,0.8,0.9,0.13,0.01,1781,67,1642,86,342,3,4327,670,807,0,90,10
"""4704460""","""Bell Buckle""","""Shelbyville, TN""",0.01,25.86,8.89,325.31,64,77,52,30,37,24,35,40,28,11.79,0.35,2.23,2,2,27275,26559,27290,0,0,0,17423,16205,17678,13312,12201,13565,4103,3997,4105,8,7,8,10,9,10,0.7,1.5,0.28,0.03,2608,87,2805,86,173,6,2923,1252,1261,1088,90,10
"""4704620""","""Belle Meade""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",4.01,3099.74,1234.28,2018.60,84,104,88,63,79,66,21,25,22,7.32,5.58,1.88,2,2,17537,17463,17583,2,2,2,13904,13492,13844,11246,10845,11179,2638,2627,2645,20,20,20,38,38,38,2.8,7.7,1.04,0.61,13785,87,29098,77,22,62,1360,3477,3904,448,86,14
"""4704720""","""Bells""","""Brownsville, TN,Jackson, TN""",0.32,596.58,190.42,1511.37,54,67,43,23,29,17,32,38,26,10.26,1.64,2.00,2,2,22719,21863,23977,0,0,0,14778,14296,16112,11354,11001,12500,3419,3290,3607,5,5,5,6,6,7,2.5,1.4,1.04,0.13,1993,73,2600,86,56,24,2001,892,939,813,67,33
"""4705140""","""Berry Hill""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",1.47,1197.68,660.49,547.34,44,55,47,27,34,29,17,21,18,5.09,22.50,1.55,1,2,13867,13677,13873,3,3,3,11380,10991,11314,9268,8905,9200,2086,2057,2087,26,28,27,50,53,50,6.5,8.4,3.27,1.21,22083,32,93542,76,7,166,860,1509,1715,1403,49,51
"""4705380""","""Bethel Springs""","""""",0.07,112.88,38.86,1427.72,65,79,43,26,33,16,38,46,27,10.61,0.29,2.00,2,2,24460,23516,26254,0,0,0,15037,14380,17019,11351,10836,13063,3681,3539,3949,5,5,6,7,7,7,1.1,0.5,0.16,0.03,1705,83,1220,87,146,8,2483,856,937,641,79,21
"""4705500""","""Bethpage""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",0.05,81.29,27.66,849.98,48,60,51,23,28,24,26,31,27,11.48,0.37,2.19,2,2,26761,26215,26733,0,0,0,17100,16668,17038,13072,12722,13013,4026,3944,4022,3,3,3,1,1,1,1.5,1.5,0.10,0.03,2554,69,2215,86,176,7,2738,1256,1296,992,79,21
"""4705860""","""Big Sandy""","""""",0.00,0.11,0.05,3.30,69,84,45,28,35,17,41,49,28,10.84,0.15,2.00,2,2,25635,24973,27830,0,0,0,15208,14585,17558,11344,10821,13364,3858,3758,4187,6,6,8,8,7,9,1.2,0.7,0.13,0.01,1845,63,1181,87,294,4,4652,881,917,555,93,7
"""4706340""","""Blaine""","""Knoxville, TN,Morristown, TN""",0.65,1476.06,561.25,6090.55,62,76,47,30,37,22,32,39,26,9.86,0.91,1.98,2,2,23085,22249,24173,0,0,0,14730,14189,16096,11249,10834,12453,3474,3348,3636,7,7,7,9,9,9,2.5,1.2,0.29,0.09,3295,66,2694,86,76,15,2185,1143,1309,765,72,28
"""4706640""","""Bloomingdale""","""Kingsport-Bristol, TN-VA""",7.19,9088.88,4026.28,6173.16,48,58,37,20,24,14,28,34,23,7.52,5.50,1.74,2,2,18379,18009,19562,1,1,1,12681,12192,14266,9899,9466,11307,2766,2710,2943,16,16,16,19,20,20,3.4,3.9,1.16,0.65,6946,74,7091,82,31,70,1293,731,860,436,74,26
"""4706740""","""Blountville""","""Kingsport-Bristol, TN-VA""",1.59,1988.89,724.88,3179.51,53,65,41,23,29,16,30,36,24,8.28,2.34,1.87,2,2,19712,19146,21227,0,0,0,13567,13037,15276,10592,10147,12073,2966,2881,3193,9,9,10,12,11,13,2.4,2.3,0.64,0.23,4060,75,5337,84,45,37,1648,864,939,258,84,16
"""4706960""","""Bluff City""","""Johnson City, TN,Kingsport-Bristol, TN-VA""",0.60,1106.87,479.48,1118.38,53,65,41,24,30,17,29,35,23,7.95,4.03,1.80,2,2,19164,18426,20818,0,0,0,13102,12600,14695,10210,9819,11555,2884,2773,3132,8,8,8,9,10,10,4.1,1.9,1.14,0.43,4107,65,3637,85,25,53,1367,898,979,713,69,31
"""4707180""","""Bolivar""","""""",1.40,1351.97,546.36,5123.06,56,68,39,25,31,16,30,36,22,4.50,0.48,1.68,2,2,18300,17590,20050,0,0,0,12277,11691,14116,9516,9037,11093,2754,2647,3016,7,7,7,8,9,8,2.3,2.3,1.09,0.11,2120,68,2292,84,74,19,2112,845,861,735,62,38
"""4707280""","""Bon Aqua Junction""","""""",0.21,575.21,194.59,10142.31,66,81,48,30,38,21,36,43,27,11.11,0.21,2.06,2,2,25603,24843,26403,0,0,0,15578,15025,16972,11718,11279,12992,3853,3738,3972,8,7,8,9,9,10,1.8,1.5,0.09,0.02,2431,64,1885,86,159,5,3004,1103,1144,888,87,13
"""4707840""","""Braden""","""Memphis, TN-MS-AR""",0.15,90.95,37.93,2349.86,61,73,52,29,36,25,32,37,28,10.74,0.26,2.17,2,2,26694,26014,27047,0,0,0,17010,15780,17376,12988,11859,13301,4016,3915,4069,7,7,7,8,8,8,0.8,0.8,0.07,0.02,2029,77,2225,87,238,5,4090,1288,1398,794,84,16
"""4707860""","""Bradford""","""Jackson, TN""",0.07,113.64,40.50,1131.65,57,69,45,24,30,18,33,40,27,10.40,0.38,2.06,2,2,24550,23710,25854,0,0,0,15418,14857,16897,11719,11284,13003,3694,3568,3889,5,5,5,6,6,7,1.5,0.6,0.47,0.04,1719,82,1340,87,102,7,2379,923,1067,539,76,24
"""4708080""","""Bransford""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",0.11,253.05,81.75,2579.34,46,57,48,20,25,21,26,32,28,11.89,0.38,2.22,2,2,27537,27045,27526,0,0,0,17452,16995,17388,13306,12923,13243,4142,4068,4141,3,3,3,2,1,2,0.9,1.4,0.07,0.03,2941,70,2474,86,258,7,3243,1088,1282,38,85,15
"""4708280""","""Brentwood""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",10.97,27052.46,8917.00,17417.48,74,92,78,50,63,53,24,29,25,9.83,5.48,2.10,2,2,21569,21281,21574,1,1,1,15818,15437,15767,12572,12234,12520,3245,3201,3245,1,1,1,1,1,1,2.1,5.6,0.95,0.51,9864,92,22130,80,47,47,1690,2785,2869,1246,93,7
"""4708500""","""Brighton""","""Memphis, TN-MS-AR""",0.38,784.80,267.72,1941.73,56,68,48,25,31,21,32,37,27,11.35,1.95,2.17,2,2,25828,25103,26225,0,0,0,16899,15752,17212,13007,11967,13260,3885,3778,3945,7,7,7,9,9,9,1.3,1.5,0.59,0.14,2957,83,2120,86,98,14,2390,1096,1141,742,81,19
"""4708540""","""Bristol""","""Kingsport-Bristol, TN-VA""",15.90,21831.10,9027.79,18702.50,55,67,42,26,33,19,29,35,23,7.95,6.90,1.78,2,2,19056,18654,20274,1,1,1,12985,12504,14570,10103,9682,11505,2868,2807,3050,15,15,16,19,19,19,3.7,2.7,1.42,0.48,6468,71,6490,84,27,58,1479,974,1053,730,75,25
"""4708920""","""Brownsville""","""Brownsville, TN""",4.24,5082.49,2164.24,6319.85,58,70,38,25,31,15,33,39,23,7.33,7.96,1.71,2,2,17730,16715,20018,0,0,0,12402,11851,14284,9729,9331,11268,2668,2515,3011,5,5,5,6,7,6,2.7,1.2,1.41,0.34,2653,73,2657,86,27,49,1962,792,985,633,52,48
"""4708960""","""Bruceton""","""""",0.20,288.45,115.67,1073.60,54,65,39,22,28,15,31,37,24,8.00,0.92,1.83,2,2,19671,18899,21254,0,0,0,13371,12750,15139,10405,9900,11936,2960,2844,3197,6,6,6,7,7,7,2.5,1.0,0.87,0.11,1743,80,1359,86,48,25,1598,787,860,621,76,24
"""4709560""","""Bulls Gap""","""Kingsport-Bristol, TN-VA,Morristown, TN""",0.09,169.19,69.42,779.63,55,67,42,24,30,17,31,37,25,8.64,0.77,1.90,2,2,21208,20542,22957,0,0,0,13993,13426,15775,10795,10328,12314,3191,3091,3453,7,7,7,8,8,9,2.6,1.1,0.43,0.09,2609,66,2347,86,74,17,2158,884,950,700,80,20
"""4709860""","""Burlison""","""Memphis, TN-MS-AR""",0.04,52.38,19.10,671.64,56,67,48,23,28,19,33,39,29,12.04,0.34,2.22,2,2,28932,28246,29286,0,0,0,17628,16404,17979,13269,12147,13567,4352,4251,4406,6,6,7,8,8,8,0.1,0.8,0.17,0.03,2000,92,1786,87,370,4,5038,1010,1125,581,82,18
"""4709880""","""Burns""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",0.28,601.28,227.98,2952.64,46,56,48,20,25,21,25,31,27,10.78,1.03,2.18,2,2,25527,25014,25500,0,0,0,16901,16463,16838,13054,12694,12996,3840,3763,3836,6,6,6,3,3,3,1.3,2.0,0.34,0.08,3266,83,3249,85,98,14,2619,1117,1162,921,84,16
"""4710560""","""Camden""","""""",2.14,2704.37,1131.56,3631.74,58,70,38,26,32,15,32,38,23,6.90,2.56,1.67,2,2,17348,16514,19555,0,0,0,12121,11543,14169,9504,9052,11221,2611,2485,2942,6,6,6,7,8,7,3.5,1.9,0.91,0.31,2252,79,3055,85,26,62,1279,800,918,642,62,38
"""4711280""","""Carthage""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",0.78,1374.60,535.45,1834.66,36,44,38,13,17,14,23,27,24,8.21,2.43,1.96,2,2,21526,20890,21467,0,0,0,14999,14528,14926,11755,11379,11690,3238,3143,3229,6,6,6,7,8,7,3.1,1.7,1.76,0.29,2524,74,2924,85,35,44,1427,743,869,557,61,39
"""4711360""","""Caryville""","""Knoxville, TN""",1.14,1365.96,520.48,30154.82,47,56,42,20,25,17,27,32,25,9.11,3.21,1.96,2,2,21688,21049,22583,0,0,0,14976,13881,15514,11706,10706,12109,3263,3167,3397,7,7,7,9,9,9,0.3,1.4,0.77,0.02,3399,72,3011,86,92,4,3572,897,986,721,74,26
"""4711440""","""Castalian Springs""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",0.38,636.72,235.08,3723.44,50,61,52,23,28,24,27,33,28,11.70,0.78,2.29,2,2,27393,26953,27396,0,0,0,17843,17371,17779,13719,13313,13654,4121,4055,4121,4,4,4,2,2,2,0.6,1.7,0.16,0.06,2945,90,2674,85,198,7,3719,1258,1317,153,94,6
"""4711980""","""Cedar Hill""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",0.02,32.39,10.80,412.04,53,66,56,26,33,28,27,33,29,12.34,0.34,2.30,2,2,27957,27430,27934,0,0,0,17994,17578,17937,13787,13450,13733,4206,4126,4202,2,2,2,1,1,1,0.8,1.3,0.23,0.03,2553,83,2394,86,177,7,3204,1456,1552,845,88,12
"""4712100""","""Celina""","""""",0.35,282.11,93.65,7622.32,79,97,44,32,39,16,48,57,28,11.50,0.14,2.02,2,2,25674,24852,27889,0,0,0,15346,14762,17793,11477,11017,13590,3863,3740,4195,6,5,7,7,6,9,1.5,0.8,0.04,0.01,1543,63,1328,87,226,8,6712,845,871,,98,2
"""4712380""","""Centertown""","""McMinnville, TN""",0.05,61.39,23.65,591.65,64,78,45,26,32,17,38,46,28,10.74,0.44,2.07,2,2,25632,24806,27079,0,0,0,15612,14994,17410,11748,11255,13330,3857,3733,4074,6,6,7,8,8,9,1.1,0.6,0.15,0.04,2222,71,1811,87,217,6,3690,888,924,703,85,15
"""4712420""","""Centerville""","""""",0.78,1149.70,453.20,6885.94,56,68,41,24,30,16,33,39,25,8.81,0.63,1.91,2,2,21978,21136,22898,0,0,0,14182,13575,15601,10868,10388,12150,3307,3181,3445,7,7,6,8,8,8,1.9,1.7,0.57,0.07,2038,81,2103,85,73,17,2063,857,940,693,72,28
"""4712460""","""Central""","""Johnson City, TN""",1.13,1560.22,691.41,2254.07,49,60,38,21,27,15,28,34,23,7.69,2.38,1.71,2,2,18654,18297,20037,1,1,1,12509,12026,14166,9689,9258,11137,2807,2753,3014,14,14,14,17,17,18,4.2,3.0,0.85,0.31,6022,56,5679,84,39,45,1625,789,897,631,68,32
"""4712880""","""Chapel Hill""","""Lewisburg, TN""",0.25,447.54,191.05,2530.13,56,67,48,25,32,22,30,35,26,9.98,0.79,2.09,2,2,24534,23873,24887,0,0,0,16218,15052,16559,12519,11451,12808,3691,3592,3744,8,8,8,10,10,10,1.5,1.7,0.44,0.08,2813,83,2687,85,110,13,2638,1130,1159,1010,82,18
"""4713020""","""Charleston""","""Cleveland, TN""",0.10,137.42,59.90,668.07,54,64,44,23,29,18,30,35,25,8.71,0.78,1.99,2,2,21496,20770,22494,0,0,0,15163,13977,15888,11928,10850,12502,3234,3125,3384,1,1,1,13,13,13,2.3,0.7,0.50,0.09,2956,79,4341,87,52,22,1906,966,1058,625,80,20
"""4713080""","""Charlotte""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""4714000""","""Chattanooga""","""Chattanooga, TN-GA""",121.51,165903.40,68772.60,83798.99,48,58,41,24,31,21,24,27,21,6.67,9.65,1.68,2,2,16681,16385,17183,2,2,2,12576,11618,13054,10046,9130,10448,2509,2466,2585,21,22,21,24,26,24,4.0,5.6,3.07,0.82,11859,62,21867,80,23,86,1533,1081,1215,798,59,41
"""4714220""","""Chesterfield""","""""",0.15,244.49,85.97,4907.36,65,80,47,28,35,19,37,44,28,11.51,0.21,2.11,2,2,26451,25620,27666,0,0,0,15960,15395,17520,11974,11534,13352,3980,3855,4162,6,5,6,7,7,8,1.6,0.6,0.09,0.02,1693,67,1284,87,194,6,3479,1016,1107,627,85,15
"""4714860""","""Christiana""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",0.10,498.77,169.61,790.82,50,62,53,24,30,25,26,32,28,11.46,2.46,2.27,2,2,26127,25658,26106,1,1,1,17492,17069,17434,13559,13207,13505,3930,3860,3927,2,2,2,8,7,8,1.0,2.3,0.60,0.21,4926,93,4522,84,101,14,2427,1312,1309,1338,91,9
"""4714980""","""Church Hill""","""Kingsport-Bristol, TN-VA""",2.44,5549.85,2440.34,6174.95,51,63,39,21,27,15,30,36,24,8.14,3.87,1.83,2,2,19814,19134,21448,0,0,0,13380,12856,15044,10390,9968,11809,2982,2879,3226,8,8,9,10,11,11,3.4,1.9,1.15,0.40,4389,69,2965,85,38,40,1721,799,885,637,73,27
"""4715120""","""Clarkrange""","""""",0.34,600.56,216.05,10147.98,74,90,46,29,37,17,44,53,29,12.07,0.26,2.10,2,2,28031,27276,30164,0,0,0,16118,15538,18374,11894,11428,13829,4218,4104,4538,6,5,7,7,7,9,0.2,0.7,0.09,0.02,1957,83,1437,87,432,5,5474,894,968,188,90,10
"""4715140""","""Clarksburg""","""""",0.10,94.23,32.46,1594.83,61,75,44,24,31,17,36,44,27,11.49,0.23,2.06,2,2,25371,24551,27032,0,0,0,15530,15030,17165,11707,11331,13093,3818,3694,4067,5,5,5,6,6,7,2.0,0.8,0.12,0.02,1403,63,1223,87,153,5,3137,867,956,585,80,20
"""4715160""","""Clarksville""","""Clarksville, TN-KY""",46.44,99724.61,37747.27,42308.62,50,60,42,23,29,20,26,31,23,8.19,9.67,1.83,2,2,19874,19393,20137,1,1,1,13965,12956,14264,10974,10037,11234,2990,2918,3029,1,1,1,0,0,0,3.6,3.3,1.84,0.89,8572,64,6537,83,39,61,1654,1028,1051,931,55,45
"""4715400""","""Cleveland""","""Cleveland, TN""",16.48,24882.97,8975.53,8874.64,46,55,37,21,26,17,25,29,21,6.62,8.22,1.65,2,2,16595,16110,17258,1,1,1,12390,11427,12950,9888,8997,10348,2496,2424,2596,5,6,5,50,53,48,5.6,3.8,3.43,1.01,8397,57,13229,82,12,148,1022,872,935,770,48,52
"""4715480""","""Clifton""","""""",1.04,927.84,352.66,3554.23,55,66,39,23,29,15,31,37,23,7.82,2.37,1.79,2,2,18675,17658,20411,0,0,0,12996,12363,14709,10182,9702,11634,2810,2657,3070,4,4,4,5,5,5,2.2,0.1,0.31,0.10,1323,67,1530,88,25,21,2746,805,1020,464,69,31
"""4715580""","""Clinton""","""Knoxville, TN""",6.08,9113.66,3945.96,7446.52,44,52,39,20,25,17,24,27,21,6.73,7.49,1.73,2,2,17551,16955,18328,0,0,0,12979,11975,13473,10330,9415,10706,2640,2551,2757,9,9,9,11,12,12,3.0,2.3,2.08,0.53,5636,63,7059,84,29,59,1881,906,1023,598,57,43
"""4715880""","""Coalfield""","""Knoxville, TN""",1.49,1749.09,711.42,15826.75,50,60,45,22,27,19,29,33,26,9.92,0.54,2.01,2,2,23807,23235,24758,0,0,0,15601,14462,16175,12012,10958,12443,3581,3496,3724,7,7,8,9,9,9,1.6,1.3,0.23,0.04,2511,67,2066,86,168,8,2988,987,1050,795,77,23
"""4715920""","""Coalmont""","""""",0.22,259.33,104.65,3872.51,44,53,31,8,10,5,37,44,26,9.63,0.27,1.98,2,2,24271,23398,25185,0,0,0,14872,14222,16475,11213,10695,12679,3652,3521,3789,7,7,7,9,9,9,2.0,1.0,0.47,0.03,1976,60,1769,86,169,7,2962,257,236,328,83,17
"""4716300""","""Collegedale""","""Chattanooga, TN-GA""",3.67,5426.74,1695.86,5944.42,56,68,48,28,36,24,28,32,24,9.20,2.92,1.92,2,2,21324,20776,22060,1,1,1,14695,13670,15183,11481,10537,11857,3208,3126,3319,7,6,7,8,8,8,2.8,3.1,0.68,0.29,6406,66,7597,83,64,39,1796,1258,1414,720,69,31
"""4716420""","""Collierville""","""Memphis, TN-MS-AR""",14.00,24774.00,8295.00,8878.71,68,83,58,39,48,33,30,35,26,10.16,13.90,2.09,2,2,22392,21749,22751,1,1,1,15864,14794,16143,12480,11506,12706,3368,3273,3423,15,14,15,18,18,18,2.9,3.2,1.85,0.93,9107,92,10510,83,24,102,1278,1712,1813,601,84,16
"""4716480""","""Collinwood""","""""",0.14,161.06,64.21,1779.94,58,71,41,22,28,15,36,43,27,9.94,0.36,1.99,2,2,24152,23262,25708,0,0,0,14959,14355,16700,11319,10849,12827,3634,3501,3867,5,5,6,6,6,7,1.6,0.7,0.76,0.04,1514,74,1483,87,134,9,2028,766,883,491,76,24
