place,name,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
"""2113060""","""Carrsville""","""Paducah, KY-IL""",0.00,0.75,0.33,39.47,53,65,43,20,25,15,34,40,28,10.42,0.09,2.06,2,2,26162,25593,28145,0,0,0,15659,15016,17621,11716,11159,13380,3937,3851,4234,6,6,7,7,7,8,0.2,0.5,0.12,0.01,1372,83,1119,87,448,3,5026,769,825,530,85,15
"""2113420""","""Catlettsburg""","""Huntington-Ashland, WV-KY-OH""",1.45,1072.01,406.07,854.30,42,51,32,18,23,13,24,28,19,5.58,4.15,1.50,1,2,14859,14548,15477,1,1,1,10756,10226,12048,8519,8035,9719,2236,2189,2328,1,1,1,1,2,1,4.4,2.9,6.06,0.48,5840,56,5732,84,14,95,1076,683,960,452,59,41
"""2113492""","""Cave City""","""Glasgow, KY""",0.40,504.57,201.01,2798.25,57,69,40,23,29,15,34,41,25,9.06,0.76,1.87,2,2,22210,21337,23785,0,0,0,13971,13396,15654,10628,10185,12076,3342,3211,3578,0,0,0,1,1,1,2.0,1.4,0.89,0.07,2117,66,1984,86,109,14,2117,778,918,572,66,34
"""2113582""","""Cawood""","""""",0.11,65.69,26.65,931.26,75,87,37,29,36,12,46,51,25,7.78,0.24,1.62,2,2,18916,18078,22178,0,0,0,12066,10852,15597,9212,8059,12254,2846,2786,3336,7,7,7,9,8,9,2.2,0.8,0.72,0.03,1746,54,1755,87,186,11,3066,640,835,,85,15
"""2113600""","""Cayce""","""""",0.04,19.65,9.81,1038.86,77,94,42,32,40,15,45,53,27,8.68,0.08,1.81,2,2,22152,21308,25386,0,0,0,13596,12853,16900,10257,9640,13075,3334,3206,3819,6,6,7,7,7,8,0.7,0.4,0.09,0.01,1311,77,1369,87,269,4,4068,808,989,123,84,16
"""2113870""","""Centertown""","""""",0.00,5.28,2.16,199.65,60,74,46,25,31,18,36,43,28,10.89,0.12,2.16,2,2,26763,25955,27719,0,0,0,16266,15649,17751,12233,11738,13575,4027,3906,4170,6,6,6,7,7,8,0.9,0.4,0.33,0.01,1861,76,1818,87,229,4,4136,934,954,822,87,13
"""2113978""","""Central City""","""Central City, KY""",0.02,15.62,6.42,116.58,56,69,41,22,28,16,34,41,26,8.98,0.89,2.00,2,2,22481,21601,23515,0,0,0,14714,14128,16156,11325,10871,12612,3383,3251,3537,6,6,6,8,7,8,2.5,1.1,0.55,0.06,2017,76,2310,86,53,15,2270,816,863,650,83,17
"""2114068""","""Cerulean""","""Clarksville, TN-KY""",0.06,99.55,43.78,1391.29,57,68,49,25,32,21,31,36,27,9.86,0.31,2.16,2,2,24931,24212,25317,0,0,0,16653,15351,17078,12896,11701,13263,3750,3643,3809,7,7,7,8,8,8,2.0,0.2,0.16,0.03,1910,69,1332,88,107,11,2765,1123,1267,,94,6
"""2114266""","""Chaplin""","""Bardstown, KY""",0.04,65.38,23.46,890.32,48,60,47,20,25,19,28,35,28,11.52,0.30,2.18,2,2,27169,26623,27576,0,0,0,17108,16629,17322,13014,12617,13167,4087,4005,4148,7,7,7,9,9,9,0.6,1.5,0.21,0.03,2457,81,2146,86,242,5,3665,1001,1065,756,81,19
"""2115148""","""Clarkson""","""""",0.25,272.02,101.45,1015.52,54,66,36,21,27,13,33,39,23,7.73,1.02,1.72,2,2,19966,19081,21294,0,0,0,12750,12162,14376,9739,9284,11166,3005,2871,3203,7,7,7,9,9,8,2.3,2.8,1.14,0.10,2138,63,3391,84,80,17,2001,689,830,520,56,44
"""2115166""","""Claryville""","""Cincinnati, OH-KY-IN""",1.81,2160.22,794.79,4467.52,55,68,57,28,35,29,27,33,28,11.45,2.47,2.24,2,2,26231,25940,26556,1,1,1,17339,16953,17472,13383,13042,13468,3946,3902,3995,9,9,10,8,8,9,0.5,3.0,0.53,0.18,5448,88,5386,84,196,18,3681,1507,1532,288,94,6
"""2115202""","""Clay""","""""",0.03,29.31,11.58,552.95,59,72,43,23,29,15,36,43,27,10.37,0.22,2.03,2,2,25163,24246,26662,0,0,0,15297,14641,17068,11505,10987,13051,3787,3649,4011,5,5,6,7,7,7,1.1,0.3,0.82,0.02,1610,74,1455,88,213,6,3334,807,964,514,76,24
"""2115490""","""Cleaton""","""Central City, KY""",0.01,12.84,5.67,386.48,62,76,46,28,35,20,34,40,26,8.83,0.13,1.98,2,2,23094,22276,24029,0,0,0,14739,14063,16303,11257,10704,12682,3475,3352,3615,7,7,7,8,8,8,2.3,0.5,0.21,0.01,1931,58,1958,87,133,6,2832,1024,1153,549,84,16
"""2115742""","""Clinton""","""""",0.05,41.12,15.46,1034.32,52,64,39,17,21,12,35,42,27,10.30,0.21,2.03,2,2,24461,23756,26190,0,0,0,15216,14569,17163,11529,10989,13217,3681,3575,3940,6,6,6,7,7,8,0.9,0.6,0.44,0.01,1384,79,1257,87,207,5,3530,610,630,508,87,13
"""2115904""","""Cloverport""","""""",0.41,282.00,114.80,584.81,47,56,36,19,23,14,28,32,22,6.80,2.03,1.78,2,2,18007,17215,18862,0,0,0,13337,12213,14029,10622,9617,11187,2709,2591,2837,5,6,5,7,7,6,3.3,1.0,1.05,0.20,1643,72,1579,86,20,49,2378,736,909,369,75,25
"""2116354""","""Coldiron""","""""",0.01,13.00,5.50,157.09,78,92,39,28,34,12,51,58,27,9.66,0.34,1.81,2,2,21432,20356,25255,0,0,0,13492,12269,16919,10261,9127,13113,3225,3137,3799,5,5,6,7,6,8,1.7,0.4,0.67,0.04,1914,72,1396,87,130,10,2413,607,717,,86,14
"""2116372""","""Cold Spring""","""Cincinnati, OH-KY-IN""",2.45,3821.95,1511.40,2285.02,39,48,40,19,23,19,20,25,21,6.73,6.69,1.74,2,2,17014,16769,17243,3,3,3,13023,12598,13115,10419,10029,10475,2560,2523,2594,45,46,46,41,41,41,4.2,5.8,3.28,0.66,12409,40,16778,80,32,44,1730,995,1035,834,71,29
"""2116395""","""Coldstream""","""Louisville/Jefferson County, KY-IN""",0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""2116750""","""Columbia""","""""",2.04,2644.96,684.79,3098.21,51,61,33,20,25,12,31,37,21,6.57,2.14,1.62,2,2,16972,16102,18615,0,0,0,11736,11137,13499,9175,8707,10693,2554,2423,2800,7,7,6,8,8,7,3.3,2.4,1.23,0.22,2170,65,2995,84,35,47,1971,628,643,546,55,45
"""2116768""","""Columbus""","""""",0.01,2.59,0.95,177.64,61,74,45,25,31,17,36,43,28,11.16,0.06,2.03,2,2,26104,25351,27909,0,0,0,15454,14852,17303,11521,11032,13099,3928,3815,4198,5,5,6,6,6,7,1.3,0.4,0.22,0.01,1114,58,1025,87,363,3,5375,892,1000,582,81,19
"""2116894""","""Concord""","""""",0.00,1.09,0.45,39.68,67,80,37,22,28,11,44,52,26,9.38,0.11,1.80,2,2,23540,22658,25836,0,0,0,13773,13070,16462,10223,9654,12567,3542,3410,3886,7,7,8,9,8,9,0.7,1.3,0.09,0.01,1976,71,1655,86,321,4,4471,579,767,,79,21
"""2117362""","""Corbin""","""London, KY""",3.75,4033.72,1489.05,2661.81,62,76,38,29,36,16,34,40,22,7.59,5.66,1.67,2,2,17146,16306,18690,0,0,0,12096,11539,13860,9506,9075,11039,2580,2454,2812,10,10,9,12,12,12,4.6,3.5,1.91,0.56,4079,72,5733,83,15,97,1079,854,932,686,71,29
"""2117434""","""Corinth""","""Cincinnati, OH-KY-IN,Lexington-Fayette, KY""",0.08,76.27,30.76,1237.46,44,54,45,19,24,19,25,31,26,9.94,0.28,2.07,2,2,24789,24304,25174,0,0,0,16124,15639,16250,12387,11976,12455,3729,3656,3787,7,7,8,9,9,10,2.2,1.3,0.07,0.02,2293,49,2197,86,210,5,3681,1006,1131,567,80,20
"""2117848""","""Covington""","""Cincinnati, OH-KY-IN""",36.49,36609.07,15892.91,5819.68,36,44,37,18,22,18,18,22,19,5.42,22.60,1.59,2,2,14251,14005,14450,4,4,4,11727,11300,11815,9533,9140,9591,2144,2107,2174,50,54,51,45,48,46,6.0,7.2,7.73,2.73,26386,51,46608,78,9,237,1140,939,1180,736,53,47
"""2117938""","""Coxton""","""""",0.03,24.52,9.87,133.79,78,92,38,36,45,15,42,47,23,6.86,0.51,1.52,1,2,16071,15159,19452,0,0,0,11031,9853,14451,8606,7509,11519,2418,2336,2926,7,7,7,9,9,8,2.6,1.0,3.23,0.07,1998,67,1637,86,71,15,1476,795,1015,271,73,27
"""2117956""","""Crab Orchard""","""Danville, KY""",0.07,79.40,32.92,1119.15,57,70,43,24,30,17,33,40,26,9.71,0.29,1.99,2,2,23994,23348,25357,0,0,0,14897,14269,16616,11279,10749,12794,3611,3513,3814,7,7,8,9,9,9,1.0,1.1,0.22,0.03,2101,74,1668,86,222,7,3796,891,1023,452,83,17
"""2118190""","""Crayne""","""""",0.02,21.56,9.03,714.07,63,77,48,25,31,18,38,46,30,12.53,0.16,2.23,2,2,29490,28837,30906,0,0,0,17118,16563,18821,12675,12219,14166,4438,4339,4649,6,5,6,7,7,8,0.1,0.6,0.05,0.01,1566,94,1189,87,387,4,5139,942,1018,0,94,6
"""2118270""","""Creekside""","""Louisville/Jefferson County, KY-IN""",0.13,224.61,92.78,64.67,64,79,60,41,51,39,23,27,22,7.03,10.08,1.82,2,2,17039,17057,17280,2,2,2,13500,13001,13775,10891,10389,11130,2563,2566,2599,46,47,46,56,57,56,4.2,6.2,1.83,1.43,17637,83,24535,79,12,72,1016,2018,2113,0,96,4
"""2118352""","""Crescent Springs""","""Cincinnati, OH-KY-IN""",0.03,41.39,16.33,10.65,41,50,42,21,27,22,19,24,20,6.60,15.06,1.68,2,2,15662,15410,15867,3,3,3,12455,12034,12545,10059,9674,10118,2356,2318,2387,40,42,40,35,37,36,5.7,6.7,5.76,1.53,19228,53,26961,79,8,137,1036,1140,1516,693,59,41
"""2118424""","""Crestview""","""Cincinnati, OH-KY-IN""",0.06,63.77,23.84,101.38,44,54,45,21,26,21,23,28,24,8.89,2.09,1.97,2,2,20927,20637,21226,1,1,1,14968,14531,15097,11806,11412,11888,3148,3104,3193,15,15,15,13,13,14,1.5,5.0,1.18,0.24,10254,81,12036,81,97,19,2090,1105,1177,781,82,18
"""2118442""","""Crestview Hills""","""Cincinnati, OH-KY-IN""",1.83,2664.77,1199.44,1169.08,47,58,48,28,35,28,19,23,20,6.06,10.08,1.65,2,2,15552,15395,15772,3,3,3,12235,11809,12323,9856,9452,9910,2340,2316,2373,39,41,40,35,37,36,7.4,7.2,5.40,1.03,17933,39,29823,78,11,116,1007,1478,1562,1496,68,32
"""2118496""","""Crestwood""","""Louisville/Jefferson County, KY-IN""",1.68,2334.89,754.12,1997.07,60,74,57,32,40,30,28,34,27,11.08,5.28,2.15,2,2,24386,23868,24779,1,1,1,16542,16164,16764,12872,12572,13035,3668,3591,3728,1,1,2,2,2,2,1.5,2.7,0.57,0.38,6741,81,7845,84,69,25,2258,1584,1700,970,80,20
"""2118568""","""Crittenden""","""Cincinnati, OH-KY-IN""",0.00,0.27,0.11,1.91,55,67,56,28,36,29,26,32,27,10.38,0.58,2.18,2,2,24727,24348,25091,1,1,1,16763,16281,16907,13036,12611,13126,3720,3663,3775,7,7,7,6,6,6,1.1,2.3,0.10,0.06,4042,80,4035,84,157,6,3117,1519,1574,757,93,7
"""2118658""","""Crofton""","""Clarksville, TN-KY""",0.06,63.18,25.89,401.14,45,54,39,16,20,13,29,34,25,9.31,0.60,2.01,2,2,23585,22828,24003,0,0,0,15559,14382,15932,12005,10941,12316,3548,3435,3611,6,6,6,7,7,7,2.4,0.8,0.77,0.06,1664,62,1509,87,102,13,2038,700,770,567,72,28
"""2118766""","""Crossgate""","""Louisville/Jefferson County, KY-IN""",0.09,117.35,43.73,26.79,53,66,51,30,38,29,23,28,22,6.88,11.23,1.83,2,2,16696,16705,16920,3,3,3,13533,13052,13798,10957,10474,11189,2512,2513,2545,64,65,64,77,79,78,3.6,7.6,2.06,1.63,21282,95,27729,78,12,127,840,1501,1541,1106,91,9
"""2119108""","""Cumberland""","""""",0.90,670.01,340.15,1998.26,62,72,31,26,33,11,36,40,20,4.23,0.91,1.35,1,2,12106,11198,15346,0,0,0,9471,8402,12538,7643,6669,10224,1822,1726,2309,6,7,5,8,9,6,4.1,1.2,2.06,0.17,1812,69,1553,86,21,54,1196,576,717,447,59,41
"""2119234""","""Cunningham""","""""",0.02,31.42,12.43,666.71,61,74,46,25,31,18,36,43,28,11.88,0.22,2.11,2,2,27012,26441,28584,0,0,0,16022,15493,17752,11951,11508,13445,4065,3979,4300,6,6,7,8,7,9,0.5,1.2,0.04,0.02,1704,81,1400,86,286,3,4875,943,977,672,91,9
"""2119432""","""Cynthiana""","""""",4.14,3518.19,1495.58,2904.75,40,48,32,15,19,12,25,29,20,5.20,10.91,1.61,2,2,15937,15191,16894,0,0,0,12040,11047,12681,9636,8753,10133,2397,2286,2541,7,7,6,8,9,8,3.1,2.2,1.87,0.51,3628,58,4753,85,18,52,2535,624,613,535,49,51
"""2119882""","""Danville""","""Danville, KY""",10.50,14064.87,5201.26,22009.71,52,64,39,24,30,17,28,33,22,7.65,7.22,1.68,2,2,18697,18376,19478,1,1,1,12365,11888,13720,9551,9122,10789,2814,2765,2930,0,0,0,1,1,1,2.5,3.1,1.83,0.24,4085,61,6124,83,38,27,1908,907,1018,728,57,43
"""2120224""","""Dawson Springs""","""Clarksville, TN-KY,Madisonville, KY""",2.42,2311.92,1071.77,2441.94,42,50,33,16,20,12,26,29,21,5.51,3.54,1.64,2,2,15759,15100,17150,0,0,0,12168,11115,13128,9791,8836,10542,2371,2272,2580,6,6,6,7,8,7,4.6,1.5,2.10,0.44,2349,62,1762,86,17,63,1307,631,679,563,63,37
"""2120350""","""Dayton""","""Cincinnati, OH-KY-IN""",4.23,3676.62,1322.42,692.47,42,51,42,20,26,21,21,26,22,6.75,21.45,1.85,2,2,15891,15824,16107,3,3,3,13485,13120,13596,11052,10697,11130,2390,2381,2423,42,43,42,37,38,38,4.9,8.1,3.13,1.91,29702,85,51458,76,12,170,1370,1093,1089,879,70,30
"""2121322""","""Dexter""","""Murray, KY""",0.09,87.17,35.17,538.62,66,80,47,29,37,20,36,44,28,10.38,0.68,2.08,2,2,23555,22898,25464,0,0,0,15338,14781,17340,11794,11335,13510,3545,3446,3831,0,0,0,8,8,10,1.5,0.8,0.33,0.07,1768,89,1626,87,77,15,2292,1031,1049,0,98,2
"""2121682""","""Dixon""","""""",0.03,38.52,12.73,772.10,59,72,42,22,28,15,37,44,28,11.35,0.19,2.05,2,2,26047,25218,27422,0,0,0,15570,14936,17315,11644,11136,13184,3920,3795,4125,6,6,6,7,7,8,0.7,0.5,0.14,0.02,1675,73,1669,87,297,5,4035,778,851,536,80,20
"""2121844""","""Doe Valley""","""Elizabethtown-Fort Knox, KY""",0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""2122204""","""Douglass Hills""","""Louisville/Jefferson County, KY-IN""",2.98,2685.72,1148.44,367.29,52,64,49,29,37,27,22,27,21,7.03,32.02,1.77,2,2,17221,17082,17470,2,2,2,13231,12819,13450,10594,10202,10775,2591,2570,2628,46,48,47,56,58,57,5.0,5.6,4.09,3.13,18919,49,35248,80,17,187,1160,1440,1482,883,75,25
"""2122222""","""Dover""","""Maysville, KY""",0.02,14.75,5.80,275.74,61,75,47,26,32,19,35,43,28,11.17,0.23,2.13,2,2,25796,25150,26900,0,0,0,15974,15485,17437,12091,11700,13390,3882,3785,4047,0,0,0,8,8,9,0.9,1.8,0.49,0.02,2186,84,2179,85,157,6,2666,983,1042,592,89,11
"""2122348""","""Drakesboro""","""Central City, KY""",0.06,101.70,29.99,350.55,57,69,42,22,28,15,35,42,26,10.71,1.12,2.03,2,2,23835,22985,24820,0,0,0,15138,14529,16625,11545,11064,12885,3587,3459,3734,6,6,6,8,8,8,2.5,0.6,0.48,0.09,1917,61,1525,87,81,16,1697,805,866,425,89,11
"""2122474""","""Druid Hills""","""Louisville/Jefferson County, KY-IN""",0.52,334.32,165.09,56.93,58,71,55,36,45,34,22,27,21,6.22,18.05,1.76,2,2,16083,16072,16308,3,3,3,13030,12565,13288,10549,10084,10773,2419,2418,2453,62,63,62,75,77,75,4.8,7.7,3.63,2.90,22307,87,30275,78,9,128,932,1760,1840,1250,87,13
"""2123014""","""Dunmor""","""Central City, KY""",0.10,87.63,31.57,1664.10,60,73,45,24,29,17,36,43,28,11.42,0.22,2.14,2,2,26250,25493,27139,0,0,0,16282,15503,17622,12325,11661,13532,3950,3836,4083,6,6,7,8,7,8,1.2,0.7,0.13,0.02,1644,76,1442,87,184,6,3534,875,946,154,93,7
"""2123104""","""Dwale""","""""",0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""2123230""","""Earlington""","""Madisonville, KY""",0.53,555.27,202.12,1931.48,51,61,40,20,25,15,31,36,25,8.77,1.69,1.91,2,2,21151,20381,22691,0,0,0,14617,13508,15557,11429,10435,12138,3182,3067,3413,6,6,6,7,7,8,2.5,1.2,1.44,0.10,2555,75,2469,86,48,22,1589,779,795,764,68,32
"""2123932""","""Edgewood""","""Cincinnati, OH-KY-IN""",4.23,8512.67,3129.72,2718.95,49,61,50,26,33,27,23,28,24,8.18,12.85,1.96,2,2,19167,19173,19418,2,2,2,14651,14245,14771,11741,11335,11823,2883,2884,2921,26,26,27,24,24,24,3.9,6.4,2.77,1.15,16430,88,24669,79,21,89,1256,1396,1457,815,86,14
"""2123968""","""Edmonton""","""Glasgow, KY""",0.43,545.31,238.66,2449.53,56,68,39,24,30,15,32,39,24,7.97,0.90,1.79,2,2,20367,19604,21790,0,0,0,13227,12611,14959,10155,9654,11675,3065,2950,3278,7,7,7,8,8,8,2.2,1.8,0.65,0.10,1899,67,2165,85,98,16,2527,805,1000,408,70,30
"""2124094""","""Ekron""","""Elizabethtown-Fort Knox, KY""",0.01,18.70,6.27,102.74,57,69,50,25,32,22,32,37,28,12.16,0.74,2.19,2,2,27274,26724,27852,0,0,0,17235,16098,17642,13125,12069,13444,4103,4021,4190,8,7,8,9,9,10,0.8,1.5,0.17,0.06,2654,77,2224,86,230,11,3208,1147,1183,881,89,11
"""2124274""","""Elizabethtown""","""Elizabethtown-Fort Knox, KY""",13.61,24043.07,10466.34,10665.02,45,54,39,22,28,19,23,26,20,6.43,8.13,1.64,2,2,16571,16038,17048,1,1,1,12309,11387,12648,9803,8960,10070,2493,2413,2565,13,14,13,17,17,17,5.1,5.4,2.38,0.98,7036,55,10811,80,18,90,1188,1012,1215,792,49,51
"""2124292""","""Elizaville""","""""",0.03,29.91,12.85,654.24,56,69,43,22,27,15,35,42,27,10.57,0.23,2.06,2,2,25642,25043,26910,0,0,0,15547,14954,17232,11681,11179,13175,3859,3769,4048,7,7,8,9,9,10,0.8,1.2,0.13,0.02,2051,70,1732,86,300,4,5235,803,873,188,89,11
"""2124328""","""Elk Creek""","""Louisville/Jefferson County, KY-IN""",0.64,1978.08,690.56,4231.67,61,75,58,30,38,29,31,37,29,12.42,2.23,2.32,2,2,27755,27289,28195,0,0,0,18054,17641,18311,13869,13527,14060,4175,4105,4241,9,9,10,11,11,12,0.4,2.0,0.21,0.16,4076,98,3675,85,155,16,2841,1498,1541,67,96,4
"""2124382""","""Elkhorn City""","""""",0.51,352.07,153.60,3843.58,71,86,43,30,37,17,41,49,27,1.90,0.06,1.89,2,2,22976,22317,25692,0,0,0,14175,13551,16841,10711,10187,12969,3457,3358,3865,6,6,7,8,7,9,1.6,0.7,0.30,0.04,1824,59,1459,87,269,6,3928,869,907,573,88,12
"""2124400""","""Elkton""","""""",0.11,147.08,45.94,1545.59,60,74,45,25,32,18,35,42,27,8.91,0.25,2.03,2,2,25788,24911,26916,0,0,0,15387,14797,16875,11501,11043,12820,3881,3749,4049,6,6,6,7,7,7,0.6,1.0,0.83,0.03,1986,87,1988,86,243,7,3252,932,1085,634,69,31
"""2124778""","""Elsmere""","""Cincinnati, OH-KY-IN""",2.87,6002.09,2081.18,778.90,43,53,44,21,26,21,22,27,23,7.78,21.07,1.91,2,2,18037,17701,18243,2,2,2,14167,13756,14274,11428,11066,11503,2713,2663,2744,26,27,27,23,24,24,5.1,4.9,3.57,2.67,19107,78,27017,81,10,142,948,1099,1118,1085,65,35
"""2124904""","""Eminence""","""Louisville/Jefferson County, KY-IN""",0.64,1030.52,392.68,1823.34,47,57,44,20,25,19,27,32,26,9.59,2.14,2.06,2,2,22967,22300,23442,0,0,0,15797,15321,16056,12336,11960,12523,3455,3355,3526,6,6,7,8,8,8,2.2,1.6,1.65,0.22,2930,86,3299,85,46,39,1437,985,1119,696,71,29
"""2124922""","""Emlyn""","""London, KY""",0.10,80.59,28.67,456.55,63,76,39,18,23,11,44,53,28,11.86,0.74,2.10,2,2,25964,25025,27656,0,0,0,15852,15309,17747,11940,11539,13580,3907,3766,4160,6,5,6,7,6,8,1.7,0.8,0.59,0.06,1867,64,1772,87,178,11,3846,552,641,0,91,9
"""2125300""","""Erlanger""","""Cincinnati, OH-KY-IN""",7.29,12085.93,5087.86,2281.40,41,50,42,20,25,20,21,25,21,6.93,18.27,1.78,2,2,17005,16753,17218,2,2,2,13249,12840,13347,10663,10290,10728,2558,2520,2590,29,30,29,26,27,26,5.8,5.8,4.98,2.23,17909,62,27794,80,11,153,1005,1073,1125,969,63,37
"""2125606""","""Evarts""","""""",0.11,79.48,30.26,248.60,86,102,41,41,52,17,44,50,24,7.67,0.94,1.61,2,2,17261,16234,20847,0,0,0,11747,10604,14952,9144,8096,11810,2597,2502,3136,6,6,6,7,7,8,3.3,1.0,1.75,0.12,1984,71,1465,86,45,29,1322,911,982,707,80,20
"""2125786""","""Ewing""","""""",0.01,13.04,5.03,155.78,58,71,44,24,30,17,34,41,27,10.69,0.34,2.00,2,2,25030,24337,26365,0,0,0,15103,14552,16682,11329,10883,12709,3766,3662,3966,7,7,7,8,8,9,1.4,1.2,0.25,0.03,2270,62,1787,86,242,6,3153,900,994,596,78,22
"""2125876""","""Ezel""","""""",0.02,26.68,9.49,567.72,71,86,45,30,38,17,41,48,27,10.99,0.18,1.93,2,2,24571,23894,26780,0,0,0,14682,14002,17193,10978,10400,13157,3697,3596,4029,7,6,8,8,8,9,0.7,0.8,0.08,0.02,1796,70,1344,86,330,6,5378,907,933,765,89,11
"""2126182""","""Fairview""","""Clarksville, TN-KY""",0.05,50.62,14.84,1046.07,64,78,51,30,38,23,34,40,27,12.05,0.23,2.10,2,2,26791,25948,27646,0,0,0,16242,15383,17263,12205,11473,13098,4031,3905,4159,6,6,6,7,7,7,0.3,0.8,0.52,0.01,2054,94,1884,87,273,5,4225,1229,1415,823,70,30
"""2126236""","""Fairview""","""Cincinnati, OH-KY-IN""",0.27,184.15,65.67,435.35,40,49,41,18,23,18,22,27,23,7.69,2.44,1.90,2,2,17963,17794,18233,2,2,2,14090,13623,14216,11365,10923,11450,2702,2677,2743,23,23,23,20,21,21,3.3,5.7,0.42,0.15,13228,89,19371,80,28,27,1897,964,1013,760,81,19
"""2126434""","""Falmouth""","""Cincinnati, OH-KY-IN""",1.45,1193.58,455.03,861.45,36,44,37,15,18,15,22,26,22,6.69,9.03,1.84,2,2,19172,18539,19435,0,0,0,13895,13447,13995,11005,10652,11065,2884,2789,2924,6,6,6,7,7,8,3.8,2.0,2.27,0.53,2850,70,3249,85,17,63,1591,774,857,669,62,38
"""2126452""","""Fancy Farm""","""Mayfield, KY""",0.04,57.10,21.87,554.44,71,88,53,35,44,24,37,44,28,11.81,0.47,2.11,2,2,27272,26428,28546,0,0,0,16095,15512,17675,11986,11529,13375,4104,3977,4294,6,5,6,7,7,7,0.7,0.5,0.39,0.04,1775,75,1271,87,276,5,3970,1278,1465,605,80,20
"""2126528""","""Farley""","""Paducah, KY-IL""",3.72,3833.36,1508.33,3631.03,48,59,38,21,26,15,27,33,22,7.54,5.20,1.75,2,2,18316,17846,19539,1,1,1,12697,12241,14127,9935,9551,11182,2756,2685,2939,5,5,5,17,17,18,4.6,3.5,1.19,0.42,4386,57,5292,83,21,46,1656,809,842,623,75,25
"""2126560""","""Farmers""","""Mount Sterling, KY""",0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""2126614""","""Farmington""","""Mayfield, KY""",0.05,52.85,24.41,993.92,60,74,45,25,31,18,35,42,27,9.73,0.24,2.06,2,2,24802,23949,26076,0,0,0,15411,14825,16970,11673,11216,13042,3732,3604,3923,6,5,6,7,7,7,2.0,0.5,0.54,0.02,1670,65,1289,87,126,6,2766,924,960,785,82,18
"""2127010""","""Ferguson""","""Somerset, KY""",0.68,683.55,289.89,1176.38,51,62,35,21,26,13,30,36,22,6.68,2.09,1.67,2,2,16815,16075,18239,0,0,0,12033,11461,13722,9494,9032,10969,2530,2419,2744,9,10,9,12,12,11,3.9,2.8,1.30,0.25,4428,74,7601,84,22,58,1048,704,690,689,65,35
"""2127262""","""Fincastle""","""Louisville/Jefferson County, KY-IN""",0.74,1516.77,587.94,199.42,49,60,46,26,32,24,23,28,22,7.58,22.65,1.80,2,2,17880,17629,18146,2,2,2,13497,13108,13700,10766,10414,10928,2690,2652,2730,41,42,42,50,51,51,5.8,5.7,4.32,2.95,15897,54,25503,80,19,104,1228,1270,1488,994,57,43
"""2127730""","""Flat Lick""","""London, KY""",0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""2127802""","""Flatwoods""","""Huntington-Ashland, WV-KY-OH""",3.97,5370.00,2210.44,2004.76,56,69,43,27,34,20,29,35,23,7.99,10.96,1.81,2,2,19127,18500,20107,1,1,1,13166,12676,14503,10287,9892,11478,2878,2784,3025,0,0,0,0,0,0,3.2,4.1,1.86,1.10,7174,83,6006,82,22,114,1193,1021,1085,812,74,26
"""2127856""","""Flemingsburg""","""""",0.33,464.56,183.80,1755.78,47,57,36,18,23,13,29,34,23,7.64,2.19,1.74,2,2,19742,18914,21187,0,0,0,12859,12305,14327,9882,9453,11134,2971,2846,3187,6,6,6,7,7,7,2.0,1.5,1.16,0.10,2148,58,2170,86,78,16,2317,678,757,534,49,51
"""2127982""","""Florence""","""Cincinnati, OH-KY-IN""",4.00,6299.25,2420.66,4028.32,44,54,45,22,28,22,22,26,22,7.62,14.94,1.86,2,2,18190,17850,18416,2,2,2,13877,13466,13976,11119,10758,11183,2736,2685,2770,22,23,23,20,20,20,5.1,4.0,2.75,0.60,14477,57,26671,82,29,41,1779,1174,1203,840,60,40
