blkgrp,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
"""471439754011""","""Dayton, TN""",1.00,1285.00,548.00,1412.50,55,65,40,24,30,16,30,34,23,8.27,3.21,1.55,1,2,20994,18811,22727,0,0,0,10974,9961,12652,8002,7298,9435,2972,2663,3217,0,0,0,0,0,0,6.7,3.3,2.28,0.39,3053,47,5510,85,19,58,1172,732,936,579,43,57
"""471459801001""","""Knoxville, TN""",1.00,0.00,0.00,20650.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,0.00,0.00,,,,,,,1969,,,,,
"""471579802001""","""Memphis, TN-MS-AR""",1.00,0.00,0.00,10197.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,,0.00,0.00,,,,,,5,3403,,,,,
"""471579803001""","""Memphis, TN-MS-AR""",1.00,0.00,0.00,24033.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,0.00,0.00,,,,,,,4530,,,,,
"""471619802001""",,1.00,0.00,0.00,25021.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,,0.00,0.00,,,,,,,2345,,,,,
"""470319708021""","""Tullahoma-Manchester, TN""",1.00,801.00,371.00,996.84,72,85,59,39,49,31,33,36,28,,,1.97,2,2,24192,21512,25751,0,0,0,14131,12328,15062,10707,9282,11418,3424,3046,3645,0,0,0,0,0,0,1.1,2.2,0.55,0.37,4335,96,5160,86,40,50,1654,1375,1375,,94,6
"""470930009021""","""Knoxville, TN""",1.00,1138.00,18.00,423.65,,,,,,,22,23,19,,,1.36,1,1,16675,14920,17614,5,5,5,9839,8393,10483,7411,6210,7924,2360,2112,2493,68,71,66,100,104,97,8.6,8.6,2.16,0.04,15320,22,50694,90,9,121,1067,,,,22,78
"""471570212001""","""Memphis, TN-MS-AR""",1.00,1226.00,0.00,502.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,0.08,0.00,,,,,,57,1315,,,,,
"""471219601001""",,1.00,1467.00,607.00,24034.99,73,87,50,35,44,22,38,43,28,9.07,0.23,1.89,2,2,22684,20035,25179,1,0,1,12987,11886,15030,9766,9042,11453,3212,2837,3564,10,8,14,8,7,12,2.1,1.3,0.10,0.03,1500,61,1361,81,120,11,3016,999,1008,950,85,15
"""471779308002""","""McMinnville, TN""",1.00,2025.00,724.00,10385.74,71,84,49,33,41,22,38,44,28,10.25,0.71,1.93,2,2,24174,21806,25591,0,0,0,13409,12313,15030,9986,9225,11408,3423,3087,3622,0,0,0,0,0,0,2.6,0.3,0.45,0.07,1718,78,2025,83,101,12,2451,966,1114,637,69,31
"""471710803001""","""Johnson City, TN""",1.00,2903.00,1133.00,10223.32,58,69,45,24,30,17,34,39,28,10.19,1.13,1.94,2,2,23049,20518,25191,0,0,0,13290,12152,15032,10027,9247,11466,3263,2905,3565,0,0,0,0,0,0,2.8,0.1,0.55,0.11,3451,71,2507,85,62,30,1704,772,829,564,79,21
"""471179551002""","""Lewisburg, TN""",1.00,2429.00,881.00,23808.32,65,76,52,30,37,24,35,39,29,11.06,0.41,2.09,2,2,25061,22337,25731,0,0,0,14919,13152,15454,11370,9989,11807,3547,3163,3642,2,0,5,2,0,4,1.2,0.7,0.08,0.04,1875,72,1649,82,223,6,4190,1061,1114,780,84,16
"""470419201011""",,1.00,995.00,350.00,17482.94,71,85,53,32,40,23,38,44,30,10.80,0.22,2.15,2,2,25554,22942,26317,0,0,0,14720,13573,16054,11101,10325,12330,3618,3248,3725,0,0,0,0,0,0,0.7,0.2,0.08,0.02,1440,83,1565,83,282,8,8094,1029,1096,719,82,18
"""470719201001""",,1.00,1821.00,643.00,64458.91,74,89,52,34,42,22,40,47,30,11.07,0.11,2.09,2,2,24442,21912,26152,1,1,1,14270,13157,16070,10795,10039,12350,3461,3102,3702,14,15,18,12,13,15,0.3,1.9,0.06,0.01,828,88,858,79,260,5,4137,992,1053,512,89,11
"""471570213204""","""Memphis, TN-MS-AR""",1.00,0.00,0.00,76.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,,0.00,0.00,,,,,,,722,,,,,
"""471559801001""","""Sevierville, TN""",1.00,0.00,0.00,118775.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,0.00,0.00,,,,,,1,4852,,,,,
"""470179801001""",,1.00,0.00,0.00,12090.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,,0.00,0.00,,,,,,,1689,,,,,
"""470650114472""","""Chattanooga, TN-GA""",1.00,689.00,182.00,915.96,,,,,,,31,34,28,,,2.01,2,2,24730,21862,25466,0,0,0,14447,12591,14897,10947,9495,11292,3500,3095,3604,0,0,0,0,0,0,0.3,6.8,0.37,0.20,5649,91,6239,84,102,18,2910,,,,100,0
"""470959601003""",,1.00,2483.00,0.00,66.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,,0.00,0.00,,,,,,,1744,,,,,
"""471570042001""","""Memphis, TN-MS-AR""",1.00,1206.00,931.00,212.20,40,47,36,23,29,20,17,18,15,5.33,23.39,1.10,1,1,13888,12123,13889,15,13,14,8186,6765,8316,6003,4848,6139,1966,1716,1966,217,201,211,213,197,207,9.4,9.9,91.25,4.39,17097,1,58615,88,3,311,647,910,1170,859,17,83
"""471119704001""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",1.00,1369.00,591.00,19607.92,45,53,45,17,21,17,28,32,28,9.62,0.29,2.11,2,2,25580,22928,25453,1,1,1,15111,13888,15029,11477,10633,11412,3621,3245,3603,14,10,14,12,8,12,1.4,2.2,0.05,0.03,1422,71,1365,80,338,4,4524,758,773,715,74,26
"""470059631002""",,1.00,1521.00,553.00,15019.20,74,89,50,35,44,22,39,44,28,10.25,0.38,1.87,2,2,22685,20345,25360,1,1,1,12869,11832,15029,9637,8929,11418,3212,2880,3589,20,22,21,17,19,18,1.4,2.5,0.09,0.04,1541,76,1027,79,218,6,3575,981,1114,519,78,22
"""471570038001""","""Memphis, TN-MS-AR""",1.00,1132.00,790.00,177.15,31,35,28,14,18,12,17,18,15,4.84,21.60,1.11,1,1,13637,12075,13649,11,10,10,8103,6699,8237,6013,4835,6149,1930,1710,1932,159,154,156,156,151,153,9.4,9.9,24.31,4.46,23276,3,65326,88,7,271,700,560,,560,1,99
"""471570114002""","""Memphis, TN-MS-AR""",1.00,2819.00,403.00,143.90,40,47,36,24,30,21,17,17,15,2.41,6.75,1.10,1,1,12809,11324,12828,11,11,11,7952,6597,8087,5969,4834,6107,1813,1603,1816,170,160,164,167,157,161,9.5,9.9,18.26,2.80,18190,5,67090,88,4,387,556,942,,942,0,100
"""471570039001""","""Memphis, TN-MS-AR""",1.00,1370.00,861.00,146.23,29,33,26,13,16,11,17,17,15,3.98,23.42,1.09,1,1,13367,11749,13379,10,10,10,7995,6592,8128,5951,4786,6087,1892,1663,1894,152,143,147,149,140,145,9.5,9.9,27.45,5.89,21132,1,74501,88,5,310,652,502,,502,1,99
"""471570114001""","""Memphis, TN-MS-AR""",1.00,1309.00,555.00,258.64,27,30,24,9,11,8,18,18,16,3.47,7.44,1.17,1,1,13472,12058,13497,8,8,7,8397,6990,8530,6373,5169,6508,1907,1707,1910,117,113,112,115,111,110,9.4,9.7,10.27,2.15,17203,11,56302,88,4,359,511,355,,355,0,100
"""471819501002""",,1.00,2347.00,196.00,55083.12,80,96,50,35,43,20,45,52,30,7.38,0.03,2.04,2,2,23371,20859,25870,1,1,1,13869,12806,16086,10544,9836,12404,3309,2953,3662,16,16,20,14,14,17,0.6,1.9,0.11,0.00,825,77,874,79,264,3,3337,890,890,,89,11
"""471570037001""","""Memphis, TN-MS-AR""",1.00,1298.00,869.00,171.73,32,37,29,15,19,13,17,18,16,4.55,23.02,1.15,1,1,13627,12118,13645,8,8,8,8313,6868,8445,6268,5039,6401,1929,1716,1931,116,113,113,114,111,111,9.5,9.8,33.95,5.06,23147,4,61137,88,5,373,552,588,,588,1,99
"""471130017001""","""Jackson, TN""",1.00,606.00,245.00,28313.90,72,84,56,34,43,26,37,41,30,11.02,0.10,2.18,2,2,25426,22804,26203,0,0,0,15456,13696,16080,11857,10468,12369,3599,3229,3709,0,0,2,0,0,2,0.7,0.8,0.03,0.01,1369,83,1595,82,262,3,3745,1181,1267,741,84,16
"""471570024002""","""Memphis, TN-MS-AR""",1.00,692.00,250.00,83.58,34,38,30,16,20,14,18,18,16,6.01,17.97,1.15,1,1,14498,12885,14507,6,6,6,8419,6970,8552,6274,5050,6408,2052,1824,2053,93,96,91,91,94,89,9.4,9.9,8.69,2.99,23982,8,61915,88,5,392,764,633,,633,4,96
"""471570114003""","""Memphis, TN-MS-AR""",1.00,1029.00,482.00,302.95,24,26,21,6,8,6,18,18,16,3.81,6.06,1.15,1,1,14447,12808,14458,8,8,8,8429,6988,8561,6262,5057,6397,2045,1813,2046,122,118,118,119,116,116,9.3,9.9,81.20,1.59,20404,7,70962,88,5,281,605,251,,251,8,92
"""471859355001""",,1.00,1667.00,638.00,18213.83,66,79,46,27,34,18,39,45,28,9.94,0.35,1.98,2,2,24198,21592,25482,0,0,1,13634,12491,15253,10202,9427,11637,3426,3057,3607,6,6,9,5,5,8,1.8,0.8,0.09,0.04,1629,73,1349,81,110,9,2742,794,831,609,83,17
"""470370144002""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",1.00,516.00,366.00,354.94,39,47,39,22,28,22,17,19,17,5.29,5.46,1.30,1,1,14724,13121,14553,3,3,4,9248,8079,9124,7093,6154,6990,2084,1857,2060,72,68,74,56,53,58,9.4,8.7,10.24,1.03,22209,7,129491,94,4,249,533,1005,,1005,3,97
"""471570113001""","""Memphis, TN-MS-AR""",1.00,1425.00,770.00,468.61,35,40,31,17,22,15,18,19,16,4.63,7.61,1.16,1,1,13958,12466,13974,12,11,11,8468,7068,8600,6318,5137,6453,1976,1765,1978,174,166,169,171,163,166,9.1,9.9,24.15,1.64,20238,19,65996,88,5,262,616,693,631,703,14,86
"""471870505021""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",1.00,1491.00,660.00,12883.56,54,65,54,26,32,26,28,32,28,10.31,0.53,2.14,2,2,25977,23289,25844,0,0,0,15336,14049,15254,11659,10753,11596,3677,3296,3658,0,0,0,0,0,0,0.8,3.8,0.28,0.05,2839,89,2906,82,187,9,3072,1167,1254,736,83,17
"""471570036001""","""Memphis, TN-MS-AR""",1.00,470.00,229.00,48.10,36,41,32,18,22,16,18,19,16,5.58,26.55,1.20,1,1,13949,12395,13964,8,8,8,8623,7140,8752,6522,5260,6653,1974,1755,1976,126,125,123,124,122,120,9.4,9.6,18.82,4.76,26009,9,57533,88,4,426,535,704,,704,10,90
"""471570024003""","""Memphis, TN-MS-AR""",1.00,239.00,93.00,40.30,33,38,30,15,19,13,18,19,16,5.69,13.12,1.18,1,1,15017,13672,15043,7,7,7,8641,7245,8780,6412,5198,6548,2125,1936,2129,103,112,102,101,109,100,8.9,10.0,1.47,2.31,23180,34,68217,87,8,318,809,606,,606,0,100
"""470370195004""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",1.00,1614.00,486.00,134.11,47,55,47,30,37,30,17,18,17,4.07,14.74,1.25,1,1,14892,13230,14735,12,11,13,9147,7956,9069,6782,5852,6723,2108,1873,2086,257,231,261,201,181,204,9.4,8.4,54.81,3.62,21339,1,116090,94,2,472,461,1334,1721,1194,27,73
"""471570220232""","""Memphis, TN-MS-AR""",1.00,411.00,189.00,61.06,31,35,28,13,16,11,19,20,17,6.47,20.01,1.25,1,1,15026,13349,15038,1,1,1,8946,7436,9078,6798,5525,6931,2127,1890,2128,22,21,18,21,21,18,9.5,9.3,6.48,3.10,12924,0,31116,87,3,440,541,496,,496,0,100
"""471570042002""","""Memphis, TN-MS-AR""",1.00,1405.00,987.00,201.23,53,62,47,35,43,30,18,19,16,5.74,28.17,1.15,1,1,14849,12975,14844,13,12,13,8570,7072,8694,6269,5052,6401,2102,1837,2101,199,183,192,195,180,189,9.2,9.8,24.00,4.90,15386,5,54808,88,3,382,449,1368,1860,1159,30,70
"""471570220222""","""Memphis, TN-MS-AR""",1.00,471.00,195.00,56.25,33,37,29,14,17,12,19,20,17,4.26,14.79,1.24,1,1,15686,13945,15694,3,3,2,8992,7494,9126,6734,5482,6868,2220,1974,2221,38,38,36,37,37,36,9.4,9.4,8.52,3.47,13031,0,30070,87,5,456,676,550,,550,0,100
"""471570021001""","""Memphis, TN-MS-AR""",1.00,1300.00,603.00,190.56,35,40,31,17,21,15,18,19,16,4.99,15.80,1.21,1,1,13963,12510,13978,9,9,9,8679,7202,8804,6564,5299,6693,1976,1771,1978,139,132,132,137,130,130,8.8,9.9,10.44,3.16,17801,37,51481,86,2,400,398,662,844,594,27,73
"""471190108021""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",1.00,2488.00,730.00,6427.28,44,52,44,21,26,21,23,26,23,9.54,1.08,1.70,2,2,22423,19784,22288,1,1,1,12421,11227,12315,9242,8423,9154,3174,2800,3155,5,3,6,1,1,2,6.7,5.5,3.55,0.11,2781,28,3335,82,33,25,1504,947,1033,859,51,49
"""471519754001""",,1.00,1739.00,707.00,64464.33,70,84,43,27,34,15,43,50,28,9.89,0.11,1.89,2,2,23497,21194,25327,1,1,1,13115,12127,15106,9774,9108,11508,3327,3001,3585,14,19,13,12,16,11,1.8,1.6,0.13,0.01,1344,72,1266,80,338,4,4269,677,753,526,66,34
"""470259703002""",,1.00,1412.00,602.00,11152.14,63,74,44,25,31,16,38,43,28,9.95,0.54,1.90,2,2,23333,21021,25681,1,1,1,13119,12081,15106,9804,9091,11460,3304,2976,3635,12,14,12,10,12,10,1.3,1.6,0.16,0.05,1372,80,1255,80,286,15,4799,725,792,543,73,27
"""470930068002""","""Knoxville, TN""",1.00,1975.00,1080.00,198.08,27,31,24,9,11,8,18,19,17,3.42,18.66,1.15,1,1,13280,11682,14167,14,13,14,8331,7003,8948,6271,5179,6760,1880,1654,2005,180,170,184,265,250,270,9.3,8.5,10.66,5.45,19026,0,48578,90,8,204,786,346,,346,1,99
"""471570217212""","""Memphis, TN-MS-AR""",1.00,1805.00,565.00,150.39,37,43,33,18,23,16,19,20,17,5.61,21.08,1.25,1,1,15217,13254,15220,6,6,6,9039,7622,9181,6789,5651,6931,2154,1877,2154,96,95,96,94,93,94,9.3,8.9,7.97,3.76,23533,4,32560,88,11,200,799,723,,723,0,100
"""471570105002""","""Memphis, TN-MS-AR""",1.00,362.00,111.00,190.16,36,41,32,17,21,15,19,20,17,4.42,2.58,1.21,1,1,16662,14923,16662,8,8,8,9058,7633,9195,6573,5393,6711,2358,2113,2358,126,127,126,124,124,124,8.8,9.3,4.73,0.58,17342,0,29651,87,38,88,1560,669,,669,0,100
"""471570220233""","""Memphis, TN-MS-AR""",1.00,69.00,22.00,97.96,,,,,,,19,20,17,,,1.21,1,1,15925,14228,15935,4,4,4,8890,7435,9026,6581,5363,6717,2254,2014,2255,55,57,54,54,56,53,9.4,9.3,11.22,0.22,12859,0,30456,87,5,321,622,,,,0,100
"""471570036002""","""Memphis, TN-MS-AR""",1.00,1361.00,761.00,251.69,35,40,31,16,20,14,19,20,17,5.73,17.33,1.25,1,1,15287,13640,15295,9,8,8,9099,7551,9224,6806,5493,6934,2164,1931,2165,129,127,125,126,125,123,9.0,9.7,9.26,3.02,25240,17,58115,88,4,325,568,640,,640,24,76
"""471570220223""","""Memphis, TN-MS-AR""",1.00,899.00,192.00,49.63,40,46,36,21,26,19,19,20,17,6.43,24.89,1.28,1,1,15192,13415,15198,1,1,0,9101,7538,9228,6942,5626,7072,2150,1899,2151,9,12,5,9,12,5,9.5,9.4,6.08,3.87,12821,3,31307,87,2,632,365,836,1095,796,14,86
"""470930001001""","""Knoxville, TN""",1.00,2122.00,1233.00,363.23,43,50,37,24,30,20,19,20,17,5.10,17.30,1.20,1,1,13741,12023,14668,9,9,9,8584,7161,9233,6520,5348,7037,1945,1702,2076,119,111,120,175,163,176,9.4,8.6,23.96,3.39,19256,3,55930,91,3,357,497,911,1486,774,19,81
"""471570046001""","""Memphis, TN-MS-AR""",1.00,1411.00,680.00,316.67,41,47,37,22,27,19,19,20,17,5.71,12.27,1.25,1,1,15720,14163,15735,5,5,4,9105,7580,9234,6813,5502,6942,2225,2005,2227,67,73,66,66,71,64,9.1,9.6,7.86,2.15,22161,16,56385,88,6,277,661,872,1325,812,12,88
"""471570217322""","""Memphis, TN-MS-AR""",1.00,2145.00,1102.00,260.90,38,43,34,19,23,16,19,20,17,5.65,23.87,1.25,1,1,15505,13527,15505,6,6,6,9094,7661,9235,6811,5659,6952,2195,1915,2194,89,86,89,87,85,87,9.3,8.9,12.08,4.22,21413,1,29996,88,12,204,992,739,,739,0,100
"""471570220221""","""Memphis, TN-MS-AR""",1.00,840.00,288.00,443.90,38,44,34,19,24,17,19,20,17,,,1.22,1,1,17209,15607,17220,3,4,3,9104,7631,9237,6617,5366,6750,2436,2210,2437,51,56,50,50,55,49,9.0,9.5,6.32,0.65,12659,5,35137,87,18,122,1065,758,,758,0,100
"""470930069001""","""Knoxville, TN""",1.00,2130.00,460.00,42.26,39,45,34,20,25,17,19,20,17,4.73,51.46,1.20,1,1,14128,12505,15028,7,6,7,8599,7200,9249,6514,5348,7036,2000,1770,2127,86,81,86,126,119,126,9.3,8.8,17.11,10.88,17589,8,62495,91,5,288,617,772,,772,6,94
"""470370190031""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",1.00,1432.00,490.00,57.90,36,43,36,19,23,19,17,19,17,6.26,53.00,1.29,1,1,15370,13379,15198,9,9,9,9392,8296,9255,7030,6225,6912,2175,1894,2151,187,178,192,146,139,150,9.2,9.0,22.62,8.46,20728,11,32211,88,7,243,736,840,1330,825,3,97
"""470370144001""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",1.00,792.00,314.00,110.89,31,36,31,14,17,14,17,19,17,5.13,14.53,1.32,1,1,14683,13165,14506,2,2,2,9323,8140,9199,7202,6238,7100,2078,1863,2053,42,38,45,33,30,35,9.4,8.6,4.92,2.83,21986,12,141133,94,5,323,573,616,,616,2,98
"""471570107202""","""Memphis, TN-MS-AR""",1.00,1772.00,693.00,34.94,35,40,32,16,21,14,19,20,17,5.92,117.34,1.27,1,1,14739,12941,14747,6,6,6,9074,7589,9210,6894,5668,7030,2086,1832,2087,94,89,92,92,87,90,9.5,9.1,14.16,19.84,21108,3,33929,88,5,421,1003,650,,650,0,100
"""470370195003""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",1.00,765.00,634.00,207.55,40,47,40,23,28,23,17,19,17,5.66,17.29,1.28,1,1,14872,13273,14709,11,10,11,9293,8125,9211,6960,6043,6897,2105,1879,2082,228,204,232,178,159,181,9.3,8.2,43.73,3.05,21575,3,127901,94,4,284,508,1024,,1024,18,82
"""471570217213""","""Memphis, TN-MS-AR""",1.00,1283.00,529.00,67.99,41,47,36,21,27,19,19,20,17,6.35,49.37,1.27,1,1,15436,13397,15437,6,6,6,9163,7739,9306,6890,5758,7034,2185,1897,2185,88,84,87,86,83,86,9.3,8.8,8.09,7.78,23836,3,32379,88,10,537,1050,844,,844,1,99
"""470650016001""","""Chattanooga, TN-GA""",1.00,2298.00,1383.00,584.39,26,28,23,7,8,6,19,20,17,3.92,9.29,1.21,1,1,15435,13787,15941,4,4,4,8915,7481,9328,6605,5412,6949,2185,1952,2256,125,116,123,84,79,83,9.2,9.3,17.58,2.37,9128,3,40887,88,8,156,1093,265,,265,0,100
"""470930009022""","""Knoxville, TN""",1.00,2718.00,80.00,22.90,41,47,36,22,27,18,19,20,17,,,1.20,1,1,14805,13234,15687,6,6,6,8702,7346,9334,6528,5394,7035,2095,1874,2220,79,78,78,116,115,115,9.1,8.8,11.01,3.49,16465,11,58752,91,11,363,1131,830,,830,0,100
"""471570106203""","""Memphis, TN-MS-AR""",1.00,1417.00,548.00,192.20,38,44,34,19,24,17,19,20,17,6.54,18.65,1.26,1,1,16232,14448,16237,3,3,3,9204,7691,9337,6866,5603,7000,2297,2046,2298,40,43,39,39,42,38,9.3,9.3,12.26,2.85,15264,4,31682,87,7,223,684,749,,749,4,96
"""470370166002""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",1.00,927.00,711.00,99.95,38,45,38,21,26,21,17,18,17,4.59,32.67,1.29,1,1,14499,12584,14345,5,5,5,9158,7923,9040,6995,6045,6896,2052,1781,2030,110,96,113,86,75,89,9.5,9.1,55.46,7.11,23822,0,114367,93,3,564,405,946,2350,711,14,86
"""470370165001""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",1.00,373.00,191.00,113.85,41,49,41,24,30,24,17,19,17,5.36,8.99,1.30,1,1,14352,12692,14183,4,4,5,9176,8021,9050,7053,6140,6948,2031,1796,2007,91,85,94,71,67,73,9.4,8.7,15.23,1.68,22929,8,131684,94,4,399,510,1097,,1097,3,97
"""470619550001""",,1.00,1003.00,406.00,39993.33,73,87,41,25,31,13,48,55,29,8.74,0.09,1.91,2,2,23087,20647,25566,1,1,1,13151,12131,15464,9869,9193,11831,3269,2923,3619,12,15,14,11,12,12,1.2,1.6,0.13,0.01,1337,69,1254,80,342,3,4327,572,573,569,79,21
"""470139509001""","""Knoxville, TN""",1.00,1476.00,616.00,13057.13,58,68,50,26,32,22,32,36,29,9.71,0.46,2.07,2,2,24740,22187,25931,0,0,0,14796,13042,15464,11289,9897,11786,3502,3141,3670,6,4,8,5,4,7,0.9,1.7,0.51,0.05,1738,88,1443,81,155,12,4975,972,1048,581,84,16
"""470370142001""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",1.00,681.00,367.00,110.63,23,26,23,6,7,6,17,19,17,4.75,15.75,1.34,1,1,14805,13227,14631,1,1,1,9404,8181,9276,7286,6286,7180,2095,1872,2071,23,24,25,18,19,20,9.5,8.6,14.14,3.32,20959,12,117032,94,2,474,425,263,,263,9,91
"""470370193003""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",1.00,1592.00,568.00,51.04,20,22,19,2,3,2,17,19,17,3.91,43.54,1.32,1,1,15150,13383,14986,5,4,5,9406,8192,9278,7162,6209,7054,2144,1894,2121,99,89,103,78,70,81,9.5,8.6,12.94,11.13,20433,0,81995,92,5,390,652,99,,99,0,100
"""471570217251""","""Memphis, TN-MS-AR""",1.00,847.00,533.00,64.75,35,40,31,16,20,14,19,20,17,5.92,48.75,1.27,1,1,15065,13102,15070,5,5,5,9141,7693,9282,6936,5768,7077,2132,1855,2133,73,70,72,71,68,70,9.5,8.7,21.69,8.23,23061,0,33158,89,5,297,611,636,,636,0,100
"""470370148003""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",1.00,1814.00,552.00,53.10,20,22,19,2,3,2,17,19,17,3.97,41.25,1.33,1,1,14598,13070,14430,5,4,5,9398,8175,9282,7229,6233,7132,2066,1850,2042,103,92,107,80,72,84,9.5,8.2,11.74,10.39,20073,3,98659,93,5,386,766,99,,99,2,98
"""471570001003""","""Memphis, TN-MS-AR""",1.00,1935.00,1025.00,222.86,64,76,57,45,56,40,19,20,17,5.99,27.57,1.27,1,1,15737,14022,15739,3,3,3,9171,7589,9293,6897,5559,7024,2227,1985,2228,46,45,41,45,44,41,8.9,9.9,9.05,4.60,14997,25,45630,86,3,399,600,1786,3155,1338,25,75
"""470930069003""","""Knoxville, TN""",1.00,1911.00,1000.00,150.36,40,46,35,20,26,17,19,20,17,4.62,30.70,1.23,1,1,13843,12267,14727,4,4,4,8730,7288,9394,6717,5501,7256,1959,1737,2084,54,51,53,80,75,78,9.3,8.8,23.14,6.65,18383,11,63159,91,3,429,508,779,1140,726,13,87
"""470370118004""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",1.00,409.00,135.00,49.60,30,34,29,12,15,12,18,19,17,5.40,14.69,1.33,1,1,15174,13479,15009,3,3,4,9464,8230,9345,7246,6253,7147,2148,1908,2124,70,68,74,55,53,58,9.4,8.7,5.25,2.72,21016,4,78902,92,4,526,560,545,,545,8,92
"""470650031001""","""Chattanooga, TN-GA""",1.00,1658.00,815.00,456.29,46,54,41,27,34,24,19,20,17,4.59,8.20,1.21,1,1,15244,13390,15790,8,8,8,8996,7516,9418,6569,5364,6915,2158,1896,2235,270,257,268,182,173,181,9.2,9.2,40.15,1.79,11429,4,49590,89,3,307,519,1069,2472,691,21,79
"""471570221224""","""Memphis, TN-MS-AR""",1.00,1035.00,399.00,80.30,37,42,33,17,21,15,20,21,17,6.38,31.70,1.27,1,1,16274,14216,16264,6,6,6,9284,7870,9426,6885,5767,7030,2303,2013,2302,96,89,95,94,88,93,9.1,8.9,9.73,4.97,11118,3,11447,84,11,271,905,674,,674,2,98
"""471570217252""","""Memphis, TN-MS-AR""",1.00,1796.00,899.00,56.21,39,45,35,20,25,17,19,20,17,5.90,94.33,1.29,1,1,14877,12930,14884,6,5,5,9217,7758,9357,7027,5849,7168,2106,1831,2107,84,78,82,82,77,81,9.5,8.6,16.61,15.99,23334,1,31729,89,4,512,542,780,,780,0,100
"""471570032002""","""Memphis, TN-MS-AR""",1.00,1525.00,791.00,81.43,35,39,31,15,19,13,19,20,17,5.04,48.95,1.28,1,1,15199,13508,15209,7,6,6,9235,7707,9365,6986,5698,7116,2151,1912,2153,98,97,96,96,95,94,9.1,9.3,9.67,9.71,26450,11,51905,89,9,244,763,600,,600,10,90
"""471570211113""","""Memphis, TN-MS-AR""",1.00,774.00,275.00,930.51,39,45,35,20,24,17,19,21,17,7.29,2.16,1.25,1,1,16609,14488,16606,4,4,4,9218,7839,9365,6812,5735,6960,2351,2051,2350,55,53,55,54,52,54,9.1,8.3,2.07,0.30,16356,0,26868,88,18,122,1023,776,,776,0,100
"""470370168002""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",1.00,1155.00,638.00,93.50,37,44,37,20,25,20,18,19,17,5.75,39.21,1.34,1,1,15076,13294,14914,4,3,4,9495,8293,9372,7286,6341,7183,2134,1882,2111,75,70,78,59,55,61,9.3,9.0,17.64,6.82,24525,15,112472,93,4,445,536,893,,893,11,89
"""471570213203""","""Memphis, TN-MS-AR""",1.00,1371.00,808.00,341.25,42,49,37,23,28,20,19,20,17,4.95,11.73,1.26,1,1,16236,14068,16225,6,5,6,9240,7743,9375,6857,5671,6995,2298,1992,2297,86,80,84,84,78,82,9.0,9.4,7.20,2.37,19740,2,49299,89,11,257,791,894,,894,16,84
"""471570108101""","""Memphis, TN-MS-AR""",1.00,1601.00,635.00,101.85,39,45,35,19,24,17,20,21,18,7.03,43.83,1.30,1,1,16164,14220,16164,6,6,6,9428,7896,9561,7051,5795,7185,2288,2013,2288,88,88,87,87,86,86,9.1,9.2,14.55,6.23,20137,10,35588,88,7,320,853,770,1050,722,15,85
