blkgrp,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
"""470370179012""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",1.00,1647.00,795.00,330.46,79,95,79,56,71,57,22,25,22,7.21,17.35,1.67,1,2,20462,18018,20352,3,2,3,12059,10622,11990,9108,8024,9053,2896,2550,2881,55,48,56,43,37,44,5.0,9.4,4.35,2.41,17647,66,42584,88,14,184,1040,2542,3005,876,78,22
"""471570093002""","""Memphis, TN-MS-AR""",1.00,1760.00,825.00,310.25,60,70,53,35,43,31,25,26,22,7.62,20.26,1.64,1,2,20525,18506,20515,3,3,3,11875,10041,11990,8932,7377,9049,2905,2620,2904,37,44,38,37,43,37,5.7,8.9,2.46,2.66,21660,72,35503,89,14,97,1087,1370,1642,906,63,37
"""470370180003""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",1.00,928.00,461.00,260.98,84,101,84,62,77,62,22,24,22,7.44,13.15,1.68,1,2,20371,17823,20264,1,1,1,12053,10545,11993,9150,8011,9106,2883,2523,2868,19,12,19,15,9,15,5.1,9.4,2.94,1.77,19554,60,51382,89,9,216,808,2771,3004,1352,86,14
"""471570068003""","""Memphis, TN-MS-AR""",1.00,896.00,377.00,127.10,44,50,39,19,24,17,25,26,22,7.00,20.77,1.66,1,2,20073,18150,20063,4,4,4,11922,10073,12035,9027,7445,9142,2841,2570,2840,54,58,53,53,57,52,5.6,8.4,3.23,2.97,21424,74,27436,88,12,181,1030,748,809,632,66,34
"""471790608002""","""Johnson City, TN""",1.00,711.00,293.00,147.83,63,75,48,36,45,26,27,30,22,7.85,15.55,1.51,1,2,17722,15770,19572,4,3,3,10361,9211,12035,7795,6923,9211,2509,2233,2770,57,56,55,135,132,130,6.9,5.7,3.81,1.98,11705,66,18602,89,4,325,602,1173,1544,637,59,41
"""471570091002""","""Memphis, TN-MS-AR""",1.00,1597.00,464.00,133.78,47,54,42,22,28,19,25,27,22,8.99,31.19,1.66,1,2,20158,18526,20172,1,2,1,11918,10142,12039,9044,7487,9163,2853,2623,2855,21,32,21,20,32,20,6.4,7.3,3.43,3.47,18011,92,18674,88,6,249,649,875,836,908,45,55
"""470650117002""","""Chattanooga, TN-GA""",1.00,1131.00,396.00,177.49,48,55,42,23,28,20,25,27,22,8.99,20.07,1.59,1,2,20911,18798,21520,1,1,1,11626,10104,12040,8643,7415,8969,2960,2661,3046,23,28,25,16,19,17,6.6,7.4,2.47,2.23,13258,66,14956,87,18,177,1231,892,907,882,39,61
"""471190105002""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",1.00,808.00,314.00,119.05,36,43,36,14,17,14,23,25,22,8.52,22.47,1.67,2,2,21769,19817,21580,0,0,0,12194,10970,12051,9113,8164,8995,3081,2805,3054,0,1,1,0,0,0,6.6,7.5,2.54,2.64,7169,85,9893,85,5,344,602,620,657,595,41,59
"""471490422002""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",1.00,2599.00,838.00,474.12,43,50,42,20,25,20,22,25,22,9.05,16.00,1.68,1,2,21219,18778,21065,0,0,1,12128,10816,12023,9123,8157,9039,3003,2658,2981,2,1,2,3,3,4,7.0,6.4,3.53,1.77,11506,45,21052,89,15,112,1003,904,1211,599,50,50
"""471890304022""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",1.00,2528.00,755.00,424.87,39,46,39,16,20,16,22,25,22,9.96,17.70,1.67,2,2,21538,18931,21378,0,0,0,12142,10922,12025,9094,8243,9000,3048,2679,3026,0,0,0,0,0,0,7.6,3.9,2.25,1.78,6589,28,11289,88,14,151,914,733,764,709,44,56
"""471570205232""","""Memphis, TN-MS-AR""",1.00,1517.00,460.00,200.08,46,53,41,21,27,19,25,27,22,9.23,21.23,1.64,1,2,20928,18897,20920,1,2,1,11900,10190,12028,8920,7489,9048,2962,2675,2961,18,25,19,18,25,18,7.0,6.6,5.33,2.30,12310,62,8108,85,10,179,806,843,846,840,42,58
"""470459645002""","""Dyersburg, TN""",1.00,957.00,343.00,13716.87,66,77,53,30,37,24,36,39,29,11.20,0.28,2.12,2,2,25073,22476,26087,1,0,1,15117,13340,15810,11559,10149,12105,3549,3182,3692,10,9,13,8,8,11,0.4,2.3,0.33,0.03,1575,92,1212,80,196,4,3459,1062,1150,330,89,11
"""470370154043""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",1.00,1261.00,588.00,375.31,49,59,49,27,34,27,22,25,22,7.22,11.32,1.67,1,2,20831,18279,20708,5,5,5,12121,10782,12040,9072,8100,9006,2948,2587,2931,101,94,102,78,74,80,6.6,6.8,3.06,1.57,12871,34,12920,87,29,95,1352,1212,1051,1431,58,42
"""470930061022""","""Knoxville, TN""",1.00,1040.00,446.00,1327.26,72,84,62,40,50,34,32,35,28,9.69,3.26,2.04,2,2,24286,21386,25607,0,0,0,14563,12722,15261,11125,9694,11637,3437,3028,3624,0,0,0,0,0,0,0.2,3.7,0.93,0.34,6321,87,5345,85,166,18,3042,1511,1511,,100,0
"""471570217414""","""Memphis, TN-MS-AR""",1.00,2322.00,802.00,317.31,50,57,44,25,31,22,25,27,22,9.08,22.94,1.63,1,2,21412,18738,21373,1,1,1,11926,10105,12045,8883,7442,9007,3031,2653,3025,13,10,13,13,9,13,5.4,9.3,4.39,2.53,14817,55,33350,87,14,157,980,972,953,1034,76,24
"""470999606001""","""Lawrenceburg, TN""",1.00,798.00,336.00,39281.31,56,66,42,19,24,14,36,42,28,9.42,0.08,2.01,2,2,23977,21262,25231,1,1,1,13779,12658,15261,10363,9630,11665,3395,3010,3571,21,18,25,18,16,21,1.5,1.8,0.07,0.01,942,59,904,79,283,3,3922,607,628,495,84,16
"""471570075001""","""Memphis, TN-MS-AR""",1.00,405.00,174.00,88.86,46,53,41,21,26,18,25,27,22,6.83,13.38,1.64,1,2,20660,18581,20649,3,4,3,11926,10158,12049,8951,7471,9075,2924,2631,2923,51,56,51,50,55,50,5.9,8.9,3.02,1.96,16964,81,21809,87,8,223,882,821,888,721,60,40
"""470370184092""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",1.00,2076.00,1007.00,285.27,50,59,50,28,35,28,22,24,22,6.80,24.01,1.67,1,2,20119,16869,20043,7,6,7,12095,10566,12051,9106,8061,9072,2848,2388,2837,142,118,142,111,92,111,6.7,6.8,4.80,3.53,12888,8,8758,85,8,166,835,1258,1280,983,92,8
"""471490416004""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",1.00,1186.00,430.00,228.79,45,53,45,22,28,22,22,25,22,8.39,15.77,1.70,2,2,20630,18499,20468,2,2,2,12159,10803,12051,9231,8176,9145,2920,2618,2897,9,9,9,15,16,16,6.5,7.5,3.51,1.88,15691,71,24280,88,8,179,728,1002,1268,704,53,47
"""471490420001""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",1.00,1209.00,609.00,295.80,37,43,36,14,18,14,22,25,22,7.86,16.18,1.69,2,2,20987,18561,20832,1,0,1,12156,10820,12054,9183,8191,9103,2970,2627,2949,2,2,3,4,3,5,7.0,5.6,3.12,2.06,12819,43,27944,90,16,91,1066,634,,634,49,51
"""471079702002""","""Athens, TN""",1.00,1165.00,477.00,3005.94,45,53,34,17,21,12,28,32,22,8.57,1.36,1.50,1,2,20560,18343,21815,0,0,0,10673,9730,12055,7756,7124,8965,2911,2597,3088,6,9,2,5,7,2,7.4,2.3,2.30,0.16,3074,26,4089,85,43,35,1696,543,,543,26,74
"""471470802002""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",1.00,1029.00,409.00,23557.49,53,64,53,24,30,24,29,34,29,9.74,0.17,2.24,2,2,26096,23406,25960,0,0,0,15898,14671,15814,12204,11358,12140,3694,3313,3674,0,0,0,0,0,0,1.1,0.2,0.06,0.02,1859,76,1675,83,341,5,4591,1083,1166,825,76,24
"""471251019041""","""Clarksville, TN-KY""",1.00,3178.00,993.00,26584.12,78,93,68,45,56,39,34,37,29,11.78,0.44,2.21,2,2,25884,23261,25819,0,0,0,15686,13778,15826,12022,10484,12171,3664,3293,3654,0,0,1,0,0,0,0.2,1.2,0.07,0.04,2124,93,2371,83,320,5,4565,1732,1759,1538,88,12
"""470650103073""","""Chattanooga, TN-GA""",1.00,1501.00,705.00,722.95,44,51,40,20,25,17,25,27,22,7.77,7.58,1.59,1,2,20795,18252,21469,1,1,1,11634,10041,12055,8651,7427,8973,2943,2584,3039,39,30,44,27,20,29,7.2,5.7,1.82,0.98,5210,29,4350,83,16,90,1110,771,867,670,51,49
"""471490409021""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",1.00,5050.00,2007.00,1249.86,48,56,47,25,31,25,23,25,22,9.06,14.54,1.69,2,2,21174,18837,21025,2,2,2,12175,10890,12066,9172,8218,9083,2997,2666,2976,7,6,7,11,11,12,7.0,5.8,3.84,1.61,10058,47,11279,87,15,76,1034,1126,1274,994,47,53
"""470039508001""","""Shelbyville, TN""",1.00,1538.00,606.00,30677.63,71,83,56,34,43,27,37,41,29,10.71,0.21,2.16,2,2,25974,23246,26103,0,0,0,15450,13635,15815,11770,10342,12114,3676,3291,3695,3,2,6,3,1,5,0.5,1.7,0.08,0.02,1459,82,1584,81,227,5,3339,1192,1225,914,89,11
"""471570220242""","""Memphis, TN-MS-AR""",1.00,678.00,222.00,134.26,55,64,49,30,37,26,25,27,22,9.77,16.15,1.64,1,2,21085,18932,21068,3,3,3,11958,10127,12074,8924,7394,9043,2984,2680,2982,49,52,49,48,51,48,5.6,9.0,3.93,1.65,13692,71,22447,87,11,167,833,1183,1474,625,66,34
"""471570072001""","""Memphis, TN-MS-AR""",1.00,1228.00,622.00,341.68,58,68,51,33,41,29,25,27,22,8.43,15.35,1.66,1,2,20356,18324,20346,2,3,2,11953,10155,12072,9036,7518,9156,2881,2594,2880,35,43,36,35,43,35,5.8,8.4,3.06,1.82,24444,66,38579,89,23,94,1193,1295,1546,948,58,42
"""470650028002""","""Chattanooga, TN-GA""",1.00,900.00,455.00,233.86,48,56,43,24,30,21,25,26,22,7.88,15.32,1.59,1,2,20126,18169,20684,2,3,2,11594,9848,12058,8674,7192,9061,2849,2572,2928,72,84,69,48,56,46,6.5,7.8,3.08,1.95,14139,61,17931,87,10,179,934,927,1221,538,57,43
"""470039506001""","""Shelbyville, TN""",1.00,1062.00,388.00,335.83,45,51,36,17,21,13,28,30,22,8.03,9.27,1.59,1,2,20802,18789,21076,0,0,0,11607,10128,12059,8663,7467,9076,2944,2660,2983,0,0,0,0,0,0,7.9,2.2,3.19,1.16,4881,48,6787,87,8,184,738,594,954,484,23,77
"""471410004003""","""Cookeville, TN""",1.00,724.00,386.00,255.75,63,75,44,34,42,22,29,33,22,7.69,11.61,1.47,1,2,19086,16859,21134,0,0,0,10267,9183,12059,7564,6796,9068,2702,2387,2991,0,0,0,0,0,0,7.1,6.8,1.93,1.51,9514,50,15415,87,6,263,587,979,1184,716,56,44
"""470319709003""","""Tullahoma-Manchester, TN""",1.00,1057.00,478.00,363.08,45,52,37,19,24,15,26,28,22,7.08,9.32,1.54,1,2,19605,17539,21005,0,0,0,11136,9658,12060,8361,7174,9087,2775,2483,2973,0,0,0,0,0,0,7.7,4.1,2.24,1.32,5379,49,8238,86,6,217,631,670,803,585,39,61
"""471490419002""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",1.00,960.00,414.00,121.28,40,47,40,17,22,17,23,25,22,7.74,26.43,1.70,2,2,20665,18626,20490,1,1,1,12194,10850,12074,9265,8209,9170,2925,2636,2900,4,5,4,7,9,8,6.9,6.4,3.65,3.41,14190,73,22761,89,5,257,594,775,981,590,47,53
"""471251013043""","""Clarksville, TN-KY""",1.00,1515.00,583.00,297.16,44,50,38,18,23,16,26,27,22,8.63,16.93,1.64,1,2,20717,18117,20653,3,2,3,11916,10220,12074,8947,7623,9115,2932,2565,2923,37,32,36,31,27,31,7.3,5.0,5.01,1.96,7242,31,2649,81,9,181,880,708,783,597,60,40
"""470110102003""","""Cleveland, TN""",1.00,1121.00,588.00,629.52,58,67,46,30,38,24,27,29,22,8.07,7.54,1.55,1,2,20407,18139,21419,0,0,0,11320,9802,12075,8432,7234,9043,2888,2568,3032,0,0,0,0,0,0,7.1,6.5,1.63,0.93,9963,52,15259,87,10,159,828,1056,1323,834,45,55
"""471570213332""","""Memphis, TN-MS-AR""",1.00,2296.00,938.00,415.93,62,73,55,37,46,33,25,27,22,8.94,20.15,1.64,1,2,21170,18528,21144,1,1,1,11944,10262,12077,8932,7627,9067,2996,2623,2993,16,12,17,15,12,16,6.1,8.7,3.89,2.26,19593,57,28570,88,15,175,970,1463,1755,922,65,35
"""471319652002""","""Union City, TN-KY""",1.00,1466.00,507.00,13622.68,71,84,53,33,42,24,37,43,29,11.27,0.42,2.06,2,2,24269,21722,26228,0,0,1,14075,12958,15817,10631,9875,12094,3436,3075,3712,8,7,11,7,6,10,0.2,1.6,0.06,0.04,1209,85,1182,80,487,7,5160,1060,1127,615,87,13
"""470519603001""","""Tullahoma-Manchester, TN""",1.00,1444.00,518.00,14452.13,63,74,52,28,35,22,35,39,29,10.96,0.39,2.10,2,2,24617,21994,26112,0,0,0,14936,13177,15818,11450,10063,12118,3484,3114,3696,1,0,4,1,0,4,0.6,0.7,0.19,0.04,1796,87,1436,81,170,8,3397,999,1011,912,88,12
"""471819504002""",,1.00,946.00,359.00,29504.44,72,85,45,27,34,16,44,51,29,11.01,0.13,2.00,2,2,23298,20756,25797,1,1,1,13624,12533,15833,10308,9578,12160,3299,2939,3651,17,17,22,15,14,19,0.5,1.7,0.03,0.01,1060,78,810,79,240,5,3948,699,699,,91,9
"""470519607002""","""Tullahoma-Manchester, TN""",1.00,1163.00,413.00,70619.57,59,69,48,24,30,19,35,39,29,9.88,0.06,2.12,2,2,24527,22183,25934,0,1,1,14992,13360,15834,11512,10207,12154,3471,3141,3671,9,11,9,8,10,8,0.8,1.3,0.18,0.01,1152,85,1196,80,474,3,4204,853,853,,70,30
"""470930043002""","""Knoxville, TN""",1.00,1645.00,716.00,1282.48,51,59,45,26,33,22,25,27,22,8.28,4.62,1.58,1,2,19684,17883,20628,2,2,2,11397,9794,12082,8584,7230,9138,2786,2532,2920,27,32,25,40,46,36,7.1,3.5,0.87,0.56,9731,43,11573,88,25,41,1582,992,1215,869,35,65
"""471630414001""","""Kingsport-Bristol-Bristol, TN-VA""",1.00,416.00,266.00,1669.55,44,51,35,17,21,13,26,30,22,7.36,1.17,1.48,1,2,20282,18387,22083,1,2,1,10508,9476,12099,7629,6861,8968,2872,2603,3126,8,11,6,17,24,12,6.3,8.2,1.13,0.16,5602,56,12762,85,32,42,1343,563,,563,39,61
"""471130011001""","""Jackson, TN""",1.00,806.00,326.00,1032.69,47,54,37,19,24,15,28,30,22,7.65,2.42,1.57,1,2,19860,18064,20553,2,3,2,11398,9839,12061,8538,7225,9110,2811,2558,2909,49,56,43,44,50,38,7.1,5.4,1.94,0.32,4640,60,6726,85,12,92,746,660,916,532,33,67
"""471490413022""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",1.00,3188.00,1338.00,821.24,48,56,47,25,31,25,23,25,22,8.31,13.54,1.68,1,2,21315,18978,21171,2,2,2,12161,10847,12062,9135,8152,9056,3017,2686,2997,9,9,10,16,16,17,6.1,8.0,3.14,1.63,12529,56,12681,86,23,84,1321,1127,1366,855,53,47
"""470470603002""","""Memphis, TN-MS-AR""",1.00,758.00,239.00,1225.70,37,42,33,12,15,10,25,28,22,7.89,1.54,1.61,1,2,22246,20139,22228,1,1,1,11915,10475,12063,8753,7607,8903,3149,2851,3146,13,17,15,11,14,12,6.8,4.3,0.76,0.19,2066,41,2681,82,61,28,2087,471,817,372,22,78
"""471890306001""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",1.00,901.00,513.00,318.90,49,58,49,26,33,26,23,25,22,6.08,9.77,1.67,2,2,21594,19082,21438,2,2,2,12174,10891,12063,9094,8170,9004,3056,2701,3034,24,20,25,7,6,7,6.8,7.2,2.72,1.61,7188,49,12027,86,10,217,874,1184,1184,,56,44
"""471570007003""","""Memphis, TN-MS-AR""",1.00,1344.00,575.00,187.20,48,55,42,23,28,20,25,27,22,7.72,23.72,1.66,1,2,20326,18304,20310,4,4,3,11981,10091,12091,9051,7445,9164,2877,2592,2875,53,55,52,52,54,51,4.8,9.0,3.91,3.07,20108,85,24708,87,9,178,904,892,915,825,75,25
"""470370188013""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",1.00,2701.00,1260.00,865.30,57,68,57,34,43,34,23,25,22,8.27,12.05,1.68,1,2,21151,18668,21005,3,2,3,12179,10833,12093,9134,8141,9067,2994,2642,2973,52,51,53,40,39,42,5.5,8.9,2.63,1.46,17985,58,22595,87,33,65,1624,1544,1764,1204,61,39
"""471570029001""","""Memphis, TN-MS-AR""",1.00,1072.00,519.00,159.20,53,62,47,28,35,25,25,27,22,8.20,26.72,1.67,1,2,20091,17967,20079,3,4,3,11978,10143,12095,9083,7544,9201,2844,2544,2842,52,56,52,51,55,51,6.1,8.1,3.59,3.26,22482,74,26287,88,7,261,877,1107,1088,1142,66,34
"""470650108003""","""Chattanooga, TN-GA""",1.00,1054.00,506.00,237.05,49,58,44,25,31,21,25,27,22,8.77,18.72,1.60,1,2,20820,18631,21438,1,1,1,11673,10102,12096,8695,7431,9029,2947,2638,3034,31,33,32,21,22,22,6.8,7.3,3.74,2.13,11048,63,10030,85,10,178,787,964,1274,687,47,53
"""470631001004""","""Morristown, TN""",1.00,1681.00,630.00,437.02,51,61,40,24,30,18,27,31,22,8.61,12.41,1.53,1,2,20749,18545,21763,0,1,0,10852,9744,12097,7907,7109,9011,2938,2626,3080,7,9,6,6,8,5,6.6,8.1,3.76,1.44,8811,63,11956,85,10,167,667,796,879,708,52,48
"""470650104314""","""Chattanooga, TN-GA""",1.00,1664.00,682.00,585.03,47,54,42,22,28,19,25,26,22,8.24,9.61,1.58,1,2,20887,18901,21450,2,2,2,11622,9930,12073,8613,7187,8987,2956,2676,3036,53,67,50,35,45,33,6.6,7.2,2.17,1.17,9721,49,13416,86,22,101,1269,869,1085,672,48,52
"""470730502001""","""Kingsport-Bristol-Bristol, TN-VA""",1.00,1186.00,479.00,26349.65,66,79,52,31,38,23,36,41,29,9.90,0.18,2.08,2,2,23933,21322,26044,0,0,1,14103,12975,15834,10714,9956,12148,3389,3019,3686,0,0,0,1,0,1,0.4,1.6,0.04,0.02,1271,80,1230,80,306,6,4094,1018,1018,,89,11
"""470470604033""","""Memphis, TN-MS-AR""",1.00,969.00,389.00,8827.06,94,112,83,60,76,53,33,36,29,10.18,0.45,2.20,2,2,26253,23468,26192,0,0,0,15711,13818,15835,11991,10494,12122,3716,3323,3707,4,1,6,4,1,5,0.1,3.2,0.09,0.04,2573,95,2020,81,192,10,2835,2397,2397,,96,4
"""470631001003""","""Morristown, TN""",1.00,1375.00,605.00,614.80,48,56,37,20,25,15,27,31,22,7.48,7.36,1.53,1,2,20986,18849,21988,0,0,0,10853,9823,12084,7876,7146,8968,2971,2669,3112,6,9,4,5,7,3,6.8,6.4,1.52,0.98,6681,51,8139,85,24,84,1282,676,778,616,37,63
"""470339613001""","""Jackson, TN""",1.00,650.00,276.00,18808.07,61,71,48,24,30,18,37,41,29,10.39,0.15,2.14,2,2,25195,22631,25952,0,0,1,15215,13483,15836,11641,10271,12153,3566,3204,3673,8,8,10,7,7,9,0.9,0.4,0.06,0.01,1147,80,991,80,294,4,4300,821,858,675,80,20
"""470370133001""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",1.00,799.00,290.00,185.54,45,53,45,23,28,23,23,25,22,8.73,13.65,1.72,2,2,19935,18090,19785,0,0,0,12191,10857,12086,9367,8291,9281,2822,2560,2800,2,5,5,2,4,4,5.4,8.4,2.83,1.56,15896,94,31357,89,12,187,1028,1023,1125,913,52,48
"""471339501002""","""Cookeville, TN""",1.00,1048.00,424.00,36274.98,63,75,44,23,29,15,40,46,29,9.25,0.11,2.05,2,2,23858,21421,25869,0,0,0,13987,12932,15837,10603,9891,12167,3378,3033,3661,6,8,8,5,7,7,0.7,0.5,0.05,0.01,1602,77,1227,81,459,4,4243,672,735,450,78,22
"""471490417002""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",1.00,750.00,351.00,270.87,42,49,41,19,24,19,23,25,22,7.82,10.13,1.70,2,2,20810,18727,20644,2,2,2,12197,10857,12086,9245,8199,9157,2945,2651,2922,7,7,7,12,13,12,6.2,7.9,3.27,1.30,14040,75,29507,89,10,144,837,856,896,815,50,50
"""471130006001""","""Jackson, TN""",1.00,1350.00,571.00,201.02,52,60,41,24,31,19,28,29,22,8.30,23.58,1.57,1,2,19820,17850,20556,3,3,2,11409,9711,12088,8547,7123,9128,2805,2527,2909,57,60,51,50,53,45,6.3,7.3,3.36,2.84,8690,79,18275,88,4,306,542,841,886,779,58,42
"""471570211124""","""Memphis, TN-MS-AR""",1.00,1075.00,410.00,371.29,53,62,47,28,35,25,25,27,22,9.28,10.25,1.64,1,2,21454,19418,21467,0,0,0,11957,10442,12103,8920,7690,9064,3037,2749,3038,0,3,0,0,3,0,6.3,7.5,3.12,1.10,16570,78,24421,88,27,108,1338,1110,950,1179,30,70
"""471490417001""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",1.00,1567.00,677.00,405.24,43,50,42,20,25,20,23,25,22,8.01,13.38,1.69,1,2,21124,18899,20973,2,2,2,12215,10821,12116,9218,8139,9140,2990,2675,2969,7,8,7,13,13,13,6.0,8.5,2.98,1.67,13245,71,21981,87,10,137,891,898,992,753,61,39
"""471790608003""","""Johnson City, TN""",1.00,1674.00,721.00,278.54,49,58,39,23,28,16,27,30,22,7.86,20.35,1.52,1,2,18156,16423,19894,2,2,2,10468,9377,12116,7867,7020,9274,2571,2325,2816,30,32,27,72,76,64,7.0,4.1,2.89,2.59,11099,69,15403,89,7,296,687,733,851,646,42,58
"""471570219001""","""Memphis, TN-MS-AR""",1.00,1088.00,369.00,322.50,44,51,39,19,24,17,25,27,22,8.65,9.89,1.63,1,2,21999,20084,21996,1,2,1,11993,10259,12117,8864,7392,8988,3114,2844,3113,15,23,16,15,23,16,5.1,9.2,3.34,1.14,9100,89,20470,86,18,103,975,764,794,734,50,50
"""470370132011""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",1.00,1245.00,641.00,221.47,44,52,44,21,27,21,23,25,22,7.28,21.07,1.69,1,2,20941,18477,20817,1,1,1,12201,10795,12117,9208,8156,9140,2964,2615,2946,29,23,31,23,18,24,6.3,8.1,3.94,2.89,12280,52,21224,87,11,130,1296,961,1032,816,67,33
"""470370112006""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",1.00,909.00,385.00,145.84,47,55,47,24,30,24,23,25,22,8.26,21.82,1.72,2,2,19710,17756,19548,4,4,4,12223,10904,12118,9349,8307,9264,2790,2513,2767,85,84,87,66,66,68,6.2,5.9,2.73,2.64,17488,79,22294,89,11,140,927,1082,1106,1059,48,52
"""471570221212""","""Memphis, TN-MS-AR""",1.00,1771.00,613.00,204.01,52,60,46,27,34,24,25,27,22,9.15,27.48,1.65,1,2,21130,19035,21113,2,2,2,12006,10166,12121,8989,7442,9107,2991,2695,2988,26,29,25,25,28,25,5.4,8.9,2.97,3.00,13454,80,12371,85,11,151,1011,1067,1174,879,64,36
"""471570096004""","""Memphis, TN-MS-AR""",1.00,1483.00,586.00,444.65,70,83,62,45,56,40,25,27,22,8.80,11.60,1.66,1,2,20621,18366,20601,3,3,3,12009,10143,12122,9047,7498,9163,2919,2600,2916,44,45,43,43,44,42,4.8,9.4,2.68,1.32,19988,79,50152,89,11,176,916,1781,1956,1202,77,23
"""470370108022""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",1.00,1045.00,463.00,298.34,52,62,52,29,37,29,23,25,22,6.97,10.82,1.70,2,2,20572,18440,20428,2,2,2,12216,10884,12123,9257,8227,9182,2912,2610,2891,47,47,50,37,37,39,6.2,6.8,1.99,1.55,14196,59,15281,87,25,67,1240,1323,1289,1357,49,51
"""471570056001""","""Memphis, TN-MS-AR""",1.00,1083.00,463.00,279.24,44,50,39,18,23,16,25,27,23,7.84,12.99,1.65,1,2,21020,19111,21011,2,3,2,12013,10156,12125,9002,7407,9116,2975,2706,2974,36,43,36,35,42,35,5.4,8.9,3.05,1.66,14833,81,19975,86,10,167,938,728,757,675,65,35
"""470370148001""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",1.00,423.00,166.00,108.22,46,54,46,24,30,24,23,25,23,7.53,11.54,1.73,1,2,19686,17692,19547,1,1,1,12197,10641,12127,9389,8112,9339,2786,2504,2767,22,25,22,17,19,17,5.5,7.7,3.66,1.53,18661,81,73879,93,2,455,456,1071,1071,,86,14
"""471410005001""","""Cookeville, TN""",1.00,2315.00,1017.00,989.87,60,71,42,30,38,20,30,34,23,7.99,8.21,1.46,1,2,19719,17764,21669,0,0,0,10350,9349,12128,7558,6834,9061,2792,2515,3067,0,0,0,0,0,0,7.1,6.1,1.81,1.03,7569,57,14059,87,10,162,644,882,1147,708,40,60
"""470430606021""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",1.00,2214.00,914.00,2197.89,41,48,40,18,22,18,23,26,23,7.18,2.99,1.68,2,2,21978,19733,21804,0,0,0,12266,11142,12129,9155,8349,9043,3111,2793,3086,0,0,0,0,0,0,7.3,3.4,2.36,0.42,3821,41,6619,86,23,60,1210,804,1065,702,28,72
"""471570205413""","""Memphis, TN-MS-AR""",1.00,2120.00,651.00,319.37,54,63,48,29,36,26,25,27,23,9.15,18.65,1.67,1,2,20319,18408,20313,4,4,4,12010,10236,12131,9073,7564,9195,2876,2606,2875,61,66,61,60,65,60,6.2,6.8,3.87,2.04,15322,72,12784,86,11,210,918,1146,1224,1061,52,48
"""471570213514""","""Memphis, TN-MS-AR""",1.00,841.00,355.00,188.36,64,75,57,39,49,34,25,27,22,7.93,14.95,1.66,1,2,20629,18357,20604,2,2,2,11983,10199,12103,9035,7572,9160,2920,2599,2916,28,27,27,27,27,26,5.6,9.0,3.61,1.88,15076,73,20755,86,9,200,929,1541,1796,1030,67,33
"""471779309001""","""McMinnville, TN""",1.00,1403.00,563.00,59703.56,66,79,47,26,33,17,40,46,29,9.92,0.09,2.09,2,2,24295,21541,25756,0,0,0,14229,13111,15840,10784,10059,12186,3440,3050,3645,5,2,9,4,2,8,0.7,0.4,0.05,0.01,1343,61,1338,82,574,3,5668,769,795,610,86,14
"""471099306001""",,1.00,712.00,322.00,34016.54,70,84,46,28,35,17,43,49,29,9.42,0.09,2.03,2,2,23946,21403,25832,1,1,1,13907,12832,15841,10500,9785,12165,3390,3030,3656,16,17,20,14,15,17,0.6,1.1,0.03,0.01,873,75,813,79,362,4,4797,752,752,,85,15
