NAME,GEO_ID,Households 2015,Annual Median Household Income 2015,Monthly Median Household Income 2015,Annual Transportation Cost 2015,Monthly Transportation Cost 2015,Annual Housing Cost 2015,Monthly Housing Cost 2015,Annual Housing and Transportation Cost 2015,Monthly Housing and Transportation Cost 2015,Transportation Cost as Percent of Monthly Median Household Income 2015,Transportation Cost as Percent of Annual Median Household Income 2015,Housing Cost as Percent of Monthly Median Household Income 2015,Housing Cost as Percent of Annual Median Household Income 2015,Housing and Transportation Cost as Percent of Monthly Median Household Income 2015,Housing and Transportation Cost as Percent of Annual Median Household Income 2015,Difference Annual Median Household Income and Total Annual Costs 2015,Households 2019,Annual Median Household Income 2019,Monthly Median Household Income 2019,Annual Transportation Cost 2019,Monthly Transportation Cost 2019,Annual Housing Cost 2019,Monthly Housing Cost 2019,Annual Housing and Transportation Cost 2019,Monthly Housing and Transportation Cost 2019,Transportation Cost as Percent of Monthly Median Household Income 2019,Transportation Cost as Percent of Annual Median Household Income 2019,Housing Cost as Percent of Monthly Median Household Income 2019,Housing Cost as Percent of Annual Median Household Income 2019,Housing and Transportation Cost as Percent of Monthly Median Household Income 2019,Housing and Transportation Cost as Percent of Annual Median Household Income 2019,Difference Annual Median Household Income and Total Annual Costs 2019,Change in Annual MHI,Percent Change in Annual MHI,Change in Monthly MHI,Percent Change in Monthly MHI,Change in Annual Transportation Cost,Percent Change in Annual Transportation Cost,Change in Monthly Transportation Cost,Percent Change in Monthly Transportation Cost,Change in Annual Housing and Transportation Cost,Percent Change in Annual Housing and Transportation Cost,Change in Monthly Housing and Transportation Cost,Percent Change in Monthly Housing and Transportation Cost,Change in Difference Annual Median Household Income and Total Annual Costs,Percent Change in Difference Annual Median Household Income and Total Annual Costs
"Block Group 3, Census Tract 211.03, Sumner County, Tennessee",471650211033,502.0,60833.0,5069.416666666667,14285.0,1190.4166666666667,15048.0,1254.0,29333.0,2444.4166666666665,23.482320451070965,23.482320451070965,24.73657389903506,24.736573899035065,48.21889435010603,48.21889435010603,31500.0,605.0,68774.0,5731.166666666667,16167.0,1347.25,18120.0,1510.0,34287.0,2857.25,23.507430133480675,23.507430133480675,26.34716608020473,26.34716608020473,49.85459621368541,49.85459621368541,34487.0,7941.0,13.053770157644701,661.75,13.053770157644697,1882.0,13.174658732936647,156.83333333333326,13.174658732936638,4954.0,16.88882828213957,412.8333333333335,16.888828282139574,2987.0,9.482539682539683
"Block Group 1, Census Tract 1011.03, Montgomery County, Tennessee",471251011031,937.0,50221.0,4185.083333333333,14096.0,1174.6666666666667,12456.0,1038.0,26552.0,2212.6666666666665,28.067939706497285,28.06793970649728,24.802373509089826,24.802373509089822,52.8703132155871,52.8703132155871,23669.0,904.0,57500.0,4791.666666666667,16971.0,1414.25,13872.0,1156.0,30843.0,2570.25,29.51478260869565,29.51478260869565,24.125217391304343,24.12521739130435,53.64,53.64,26657.0,7279.0,14.493936799346887,606.5833333333339,14.493936799346901,2875.0,20.395856980703748,239.58333333333326,20.395856980703737,4291.0,16.16074118710455,357.5833333333335,16.16074118710456,2988.0,12.624107482360895
"Block Group 1, Census Tract 303.09, Wilson County, Tennessee",471890303091,1055.0,85885.0,7157.083333333333,14348.0,1195.6666666666667,19044.0,1587.0,33392.0,2782.6666666666665,16.706060429644292,16.706060429644292,22.173837107760377,22.173837107760377,38.879897537404666,38.879897537404666,52493.0,961.0,95472.0,7956.0,15751.0,1312.5833333333333,20316.0,1693.0,36067.0,3005.583333333333,16.49803083626613,16.498030836266132,21.279537456008043,21.279537456008043,37.777568292274175,37.777568292274175,59405.0,9587.0,11.162601152704198,798.916666666667,11.162601152704202,1403.0,9.77836632283245,116.91666666666652,9.778366322832436,2675.0,8.010900814566362,222.91666666666652,8.010900814566359,6912.0,13.16746994837407
"Block Group 3, Census Tract 512.02, Williamson County, Tennessee",471870512023,2495.0,96250.0,8020.833333333333,14320.0,1193.3333333333333,20124.0,1677.0,34444.0,2870.3333333333335,14.87792207792208,14.87792207792208,20.90805194805195,20.90805194805195,35.78597402597403,35.78597402597403,61806.0,2162.0,115427.0,9618.916666666666,16992.0,1416.0,21672.0,1806.0,38664.0,3222.0,14.72099248875913,14.72099248875913,18.775503131849568,18.775503131849565,33.4964956206087,33.4964956206087,76763.0,19177.0,19.924155844155845,1598.083333333333,19.92415584415584,2672.0,18.65921787709497,222.66666666666674,18.65921787709498,4220.0,12.251770990593428,351.6666666666665,12.251770990593421,14957.0,24.19991586577355
"Block Group 1, Census Tract 403.02, Rutherford County, Tennessee",471490403021,985.0,88642.0,7386.833333333333,14374.0,1197.8333333333333,15108.0,1259.0,29482.0,2456.8333333333335,16.215789354933328,16.215789354933328,17.04383926355452,17.04383926355452,33.25962861848785,33.25962861848785,59160.0,1063.0,94607.0,7883.916666666667,16743.0,1395.25,14988.0,1249.0,31731.0,2644.25,17.697421966662084,17.697421966662084,15.842379527941908,15.842379527941908,33.53980149460399,33.53980149460399,62876.0,5965.0,6.729315674285327,497.08333333333394,6.729315674285336,2369.0,16.481146514540143,197.41666666666674,16.48114651454015,2249.0,7.628383420392105,187.41666666666652,7.6283834203920975,3716.0,6.281271129141312
"Block Group 2, Census Tract 504.06, Williamson County, Tennessee",471870504062,1120.0,140565.0,11713.75,14360.0,1196.6666666666667,27684.0,2307.0,42044.0,3503.6666666666665,10.215914345676378,10.215914345676378,19.69480311599616,19.69480311599616,29.910717461672537,29.910717461672537,98521.0,1120.0,140875.0,11739.583333333334,15173.0,1264.4166666666667,31164.0,2597.0,46337.0,3861.4166666666665,10.770541259982254,10.770541259982254,22.121739130434783,22.121739130434783,32.892280390417035,32.89228039041704,94538.0,310.0,0.2205385408885569,25.83333333333394,0.2205385408885621,813.0,5.661559888579387,67.75,5.6615598885793865,4293.0,10.210731614499096,357.75,10.210731614499096,-3983.0,-4.042792907095949
"Block Group 1, Census Tract 501.01, Williamson County, Tennessee",471870501011,1481.0,115703.0,9641.916666666666,14369.0,1197.4166666666667,31344.0,2612.0,45713.0,3809.4166666666665,12.418865543676484,12.418865543676482,27.090049523348576,27.090049523348576,39.50891506702506,39.50891506702506,69990.0,1555.0,160688.0,13390.666666666666,16166.0,1347.1666666666667,32940.0,2745.0,49106.0,4092.1666666666665,10.060489893458133,10.06048989345813,20.49935278303296,20.49935278303296,30.55984267649109,30.55984267649109,111582.0,44985.0,38.879717898412316,3748.75,38.879717898412316,1797.0,12.506089498225345,149.75,12.506089498225345,3393.0,7.422396254894668,282.75,7.42239625489467,41592.0,59.425632233176174
"Block Group 1, Census Tract 408.05, Rutherford County, Tennessee",471490408051,1668.0,94821.0,7901.75,15201.0,1266.75,19800.0,1650.0,35001.0,2916.75,16.031258898345303,16.031258898345303,20.881450311639828,20.881450311639828,36.91270920998513,36.91270920998513,59820.0,2093.0,99173.0,8264.416666666666,17539.0,1461.5833333333333,19812.0,1651.0,37351.0,3112.583333333333,17.685257076018676,17.685257076018672,19.977211539431096,19.977211539431096,37.662468615449775,37.66246861544977,61822.0,4352.0,4.5897005937503295,362.66666666666606,4.5897005937503215,2338.0,15.380567067956056,194.83333333333326,15.380567067956049,2350.0,6.714093883031913,195.83333333333303,6.714093883031904,2002.0,3.34670678702775
"Block Group 3, Census Tract 509.06, Williamson County, Tennessee",471870509063,807.0,113698.0,9474.833333333334,14358.0,1196.5,23700.0,1975.0,38058.0,3171.5,12.628190469489347,12.628190469489347,20.844693838062234,20.844693838062234,33.47288430755158,33.47288430755158,75640.0,829.0,112566.0,9380.5,16009.0,1334.0833333333333,23520.0,1960.0,39529.0,3294.083333333333,14.2218787200398,14.2218787200398,20.894408613613347,20.894408613613347,35.11628733365315,35.11628733365315,73037.0,-1132.0,-0.9956199757251667,-94.33333333333394,-0.995619975725173,1651.0,11.49881599108511,137.58333333333326,11.498815991085102,1471.0,3.8651531872405274,122.58333333333303,3.865153187240518,-2603.0,-3.4413008989952405
"Block Group 2, Census Tract 186.02, Davidson County, Tennessee",470370186022,215.0,130341.0,10861.75,14396.0,1199.6666666666667,29448.0,2454.0,43844.0,3653.6666666666665,11.044874598169418,11.044874598169416,22.593044398922828,22.593044398922828,33.63791899709224,33.63791899709224,86497.0,223.0,154028.0,12835.666666666666,15001.0,1250.0833333333333,46500.0,3875.0,61501.0,5125.083333333333,9.739138338483912,9.739138338483912,30.18931622821825,30.18931622821824,39.92845456670216,39.92845456670216,92527.0,23687.0,18.173099792083843,1973.916666666666,18.173099792083836,605.0,4.202556265629342,50.416666666666515,4.202556265629329,17657.0,40.2723291670468,1471.4166666666665,40.2723291670468,6030.0,6.971340046475601
"Block Group 3, Census Tract 184.05, Davidson County, Tennessee",470370184053,691.0,113153.0,9429.416666666666,14398.0,1199.8333333333333,22080.0,1840.0,36478.0,3039.8333333333335,12.724364356225642,12.724364356225642,19.513402207630378,19.513402207630374,32.23776656385603,32.23776656385602,76675.0,631.0,136378.0,11364.833333333334,15995.0,1332.9166666666667,22776.0,1898.0,38771.0,3230.9166666666665,11.728431271906024,11.728431271906024,16.7006408658288,16.7006408658288,28.429072137734824,28.429072137734824,97607.0,23225.0,20.52530644348802,1935.4166666666679,20.525306443488034,1597.0,11.091818308098347,133.08333333333348,11.09181830809836,2293.0,6.2859805910411755,191.08333333333303,6.285980591041166,20932.0,27.299641343332247
"Block Group 1, Census Tract 204.03, Sumner County, Tennessee",471650204031,675.0,49363.0,4113.583333333333,15516.0,1293.0,15120.0,1260.0,30636.0,2553.0,31.432449405425118,31.432449405425118,30.630229118975755,30.63022911897575,62.06267852440087,62.06267852440087,18727.0,731.0,69519.0,5793.25,17627.0,1468.9166666666667,15540.0,1295.0,33167.0,2763.9166666666665,25.355658165393635,25.355658165393635,22.35360117377983,22.35360117377983,47.70925933917346,47.70925933917346,36352.0,20156.0,40.83220225675101,1679.666666666667,40.83220225675102,2111.0,13.605310647073987,175.91666666666674,13.605310647073992,2531.0,8.261522391957174,210.91666666666652,8.261522391957168,17625.0,94.11544828322742
"Block Group 3, Census Tract 409.04, Rutherford County, Tennessee",471490409043,558.0,62404.0,5200.333333333333,14387.0,1198.9166666666667,14568.0,1214.0,28955.0,2412.9166666666665,23.0546118838536,23.0546118838536,23.344657393756812,23.34465739375681,46.39926927761041,46.39926927761041,33449.0,650.0,76500.0,6375.0,16541.0,1378.4166666666667,15792.0,1316.0,32333.0,2694.4166666666665,21.622222222222224,21.622222222222224,20.64313725490196,20.64313725490196,42.26535947712418,42.26535947712418,44167.0,14096.0,22.588295622075506,1174.666666666667,22.588295622075517,2154.0,14.971849586432196,179.5,14.971849586432196,3378.0,11.666378863754101,281.5,11.666378863754103,10718.0,32.04281144428832
"Block Group 3, Census Tract 411.01, Rutherford County, Tennessee",471490411013,529.0,94792.0,7899.333333333333,14386.0,1198.8333333333333,16632.0,1386.0,31018.0,2584.8333333333335,15.176386192927675,15.176386192927675,17.545784454384336,17.545784454384336,32.72217064731201,32.72217064731201,63774.0,550.0,75804.0,6317.0,15906.0,1325.5,19740.0,1645.0,35646.0,2970.5,20.98306157986386,20.98306157986386,26.04084217191705,26.04084217191705,47.02390375178091,47.02390375178091,40158.0,-18988.0,-20.031226263819732,-1582.333333333333,-20.03122626381973,1520.0,10.565827888224662,126.66666666666674,10.56582788822467,4628.0,14.920368818105617,385.6666666666665,14.920368818105608,-23616.0,-37.03076488851256
"Block Group 2, Census Tract 413.01, Rutherford County, Tennessee",471490413012,414.0,146500.0,12208.333333333334,14413.0,1201.0833333333333,25956.0,2163.0,40369.0,3364.0833333333335,9.838225255972695,9.838225255972697,17.717406143344707,17.71740614334471,27.555631399317406,27.555631399317406,106131.0,608.0,123382.0,10281.833333333334,15697.0,1308.0833333333333,20712.0,1726.0,36409.0,3034.083333333333,12.7222771555008,12.722277155500802,16.786889497657683,16.786889497657683,29.50916665315848,29.50916665315848,86973.0,-23118.0,-15.780204778156998,-1926.5,-15.780204778156994,1284.0,8.908624158745578,107.0,8.908624158745578,-3960.0,-9.809507295201763,-330.00000000000045,-9.809507295201776,-19158.0,-18.051276252932695
"Block Group 2, Census Tract 212.01, Sumner County, Tennessee",471650212012,354.0,115192.0,9599.333333333334,14430.0,1202.5,23112.0,1926.0,37542.0,3128.5,12.526911591082712,12.526911591082715,20.06389332592541,20.06389332592541,32.59080491700813,32.59080491700813,77650.0,309.0,-666666666.0,-55555555.5,15899.0,1324.9166666666667,19464.0,1622.0,35363.0,2946.9166666666665,-0.0023848500023848,-0.0023848500023848,-0.0029196000029196,-0.0029196000029196,-0.0053044500053044,-0.0053044500053044,-666702029.0,-666781858.0,-578843.8936731718,-55565154.833333336,-578843.8936731718,1469.0,10.18018018018018,122.41666666666674,10.180180180180185,-2179.0,-5.804166000745831,-181.58333333333348,-5.804166000745836,-666779679.0,-858698.8783000645
"Block Group 1, Census Tract 1016, Montgomery County, Tennessee",471251016001,966.0,35167.0,2930.5833333333335,14185.0,1182.0833333333333,11304.0,942.0,25489.0,2124.0833333333335,40.33611055819375,40.33611055819376,32.143771149088636,32.143771149088636,72.4798817072824,72.4798817072824,9678.0,849.0,62250.0,5187.5,17159.0,1429.9166666666667,14184.0,1182.0,31343.0,2611.9166666666665,27.56465863453815,27.56465863453815,22.7855421686747,22.7855421686747,50.35020080321285,50.35020080321285,30907.0,27083.0,77.01254016549606,2256.9166666666665,77.01254016549606,2974.0,20.96580895311949,247.83333333333348,20.965808953119506,5854.0,22.966769979206717,487.83333333333303,22.9667699792067,21229.0,219.35317214300474
"Block Group 2, Census Tract 303.03, Wilson County, Tennessee",471890303032,486.0,66875.0,5572.916666666667,14403.0,1200.25,15324.0,1277.0,29727.0,2477.25,21.537196261682244,21.537196261682244,22.914392523364484,22.914392523364484,44.451588785046724,44.45158878504673,37148.0,561.0,72054.0,6004.5,17954.0,1496.1666666666667,16704.0,1392.0,34658.0,2888.1666666666665,24.91742304382824,24.91742304382824,23.182613040219834,23.182613040219834,48.10003608404807,48.10003608404808,37396.0,5179.0,7.744299065420561,431.58333333333303,7.744299065420555,3551.0,24.6545858501701,295.91666666666674,24.65458585017011,4931.0,16.587613953644833,410.9166666666665,16.587613953644826,248.0,0.6675998707871218
"Block Group 1, Census Tract 101.04, Davidson County, Tennessee",470370101041,685.0,57898.0,4824.833333333333,14410.0,1200.8333333333333,15060.0,1255.0,29470.0,2455.8333333333335,24.888597188158485,24.888597188158485,26.011261183460572,26.011261183460572,50.899858371619054,50.899858371619054,28428.0,666.0,72619.0,6051.583333333333,16359.0,1363.25,13392.0,1116.0,29751.0,2479.25,22.52716231289332,22.52716231289332,18.44145471570801,18.44145471570801,40.96861702860134,40.96861702860133,42868.0,14721.0,25.4257487305261,1226.75,25.4257487305261,1949.0,13.525329632199862,162.41666666666674,13.525329632199867,281.0,0.9535120461486256,23.416666666666515,0.9535120461486194,14440.0,50.794990854087516
"Block Group 1, Census Tract 111.02, Maury County, Tennessee",471190111021,668.0,68661.0,5721.75,15087.0,1257.25,17952.0,1496.0,33039.0,2753.25,21.97317254336523,21.97317254336523,26.145846987372746,26.145846987372746,48.11901953073797,48.11901953073797,35622.0,590.0,112714.0,9392.833333333334,17178.0,1431.5,21924.0,1827.0,39102.0,3258.5,15.2403428145572,15.2403428145572,19.450999875791823,19.450999875791823,34.691342690349025,34.691342690349025,73612.0,44053.0,64.16014913852113,3671.083333333334,64.16014913852115,2091.0,13.859614237422946,174.25,13.859614237422946,6063.0,18.351039680377735,505.25,18.351039680377735,37990.0,106.64757733984615
"Block Group 2, Census Tract 509.06, Williamson County, Tennessee",471870509062,667.0,107639.0,8969.916666666666,14402.0,1200.1666666666667,26556.0,2213.0,40958.0,3413.1666666666665,13.379908769126434,13.37990876912643,24.67135517795595,24.671355177955945,38.051263947082376,38.051263947082376,66681.0,676.0,121875.0,10156.25,15695.0,1307.9166666666667,25500.0,2125.0,41195.0,3432.9166666666665,12.877948717948716,12.877948717948716,20.923076923076923,20.923076923076923,33.80102564102564,33.80102564102564,80680.0,14236.0,13.22568957348173,1186.333333333334,13.22568957348174,1293.0,8.977919733370365,107.75,8.977919733370365,237.0,0.5786415352312124,19.75,0.5786415352312125,13999.0,20.993986292947017
"Block Group 1, Census Tract 402, Rutherford County, Tennessee",471490402001,1258.0,56319.0,4693.25,14411.0,1200.9166666666667,14340.0,1195.0,28751.0,2395.9166666666665,25.588167403540545,25.588167403540545,25.462099824215628,25.462099824215628,51.05026722775617,51.05026722775617,27568.0,1290.0,68300.0,5691.666666666667,16859.0,1404.9166666666667,14232.0,1186.0,31091.0,2590.9166666666665,24.683748169838942,24.683748169838942,20.837481698389457,20.83748169838946,45.5212298682284,45.5212298682284,37209.0,11981.0,21.27346011115254,998.416666666667,21.27346011115255,2448.0,16.987023801262925,204.0,16.987023801262925,2340.0,8.138847344440194,195.0,8.138847344440194,9641.0,34.97170632617528
"Block Group 1, Census Tract 302.04, Wilson County, Tennessee",471890302041,1031.0,40319.0,3359.9166666666665,14964.0,1247.0,23436.0,1953.0,38400.0,3200.0,37.11401572459634,37.11401572459634,58.126441628016565,58.126441628016565,95.24045735261292,95.24045735261292,1919.0,1031.0,76047.0,6337.25,17009.0,1417.4166666666667,24096.0,2008.0,41105.0,3425.4166666666665,22.36643128591529,22.36643128591529,31.68566807369127,31.68566807369127,54.05209935960655,54.052099359606565,34942.0,35728.0,88.61330886182694,2977.3333333333335,88.61330886182694,2045.0,13.666132050253943,170.41666666666674,13.666132050253948,2705.0,7.044270833333334,225.41666666666652,7.044270833333329,33023.0,1720.844189682126
"Block Group 1, Census Tract 502.04, Williamson County, Tennessee",471870502041,1700.0,148438.0,12369.833333333334,14411.0,1200.9166666666667,30840.0,2570.0,45251.0,3770.9166666666665,9.708430455813202,9.7084304558132,20.776351069133238,20.77635106913324,30.484781524946442,30.484781524946442,103187.0,1716.0,169000.0,14083.333333333334,16614.0,1384.5,31584.0,2632.0,48198.0,4016.5,9.83076923076923,9.83076923076923,18.688757396449702,18.688757396449702,28.519526627218934,28.519526627218934,120802.0,20562.0,13.852248076638057,1713.5,13.852248076638057,2203.0,15.2869335923947,183.58333333333326,15.286933592394691,2947.0,6.512563258270536,245.58333333333348,6.51256325827054,17615.0,17.070948859836996
"Block Group 3, Census Tract 212.01, Sumner County, Tennessee",471650212013,762.0,83750.0,6979.166666666667,14417.0,1201.4166666666667,22272.0,1856.0,36689.0,3057.4166666666665,17.214328358208956,17.214328358208956,26.593432835820895,26.593432835820895,43.80776119402985,43.80776119402985,47061.0,672.0,91061.0,7588.416666666667,15761.0,1313.4166666666667,22716.0,1893.0,38477.0,3206.4166666666665,17.308178034504344,17.308178034504344,24.945915375407694,24.945915375407694,42.25409340991204,42.25409340991204,52584.0,7311.0,8.729552238805969,609.25,8.729552238805969,1344.0,9.32232780744954,112.0,9.322327807449538,1788.0,4.873395295592684,149.0,4.873395295592685,5523.0,11.735832217759928
"Block Group 3, Census Tract 186.02, Davidson County, Tennessee",470370186023,702.0,203750.0,16979.166666666668,14413.0,1201.0833333333333,41028.0,3419.0,55441.0,4620.083333333333,7.073865030674846,7.073865030674846,20.13644171779141,20.136441717791413,27.210306748466255,27.210306748466255,148309.0,699.0,202577.0,16881.416666666668,16463.0,1371.9166666666667,38424.0,3202.0,54887.0,4573.916666666667,8.126786357780004,8.126786357780004,18.967602442528023,18.967602442528023,27.09438880030803,27.09438880030803,147690.0,-1173.0,-0.5757055214723926,-97.75,-0.5757055214723926,2050.0,14.223270658433359,170.83333333333348,14.223270658433373,-554.0,-0.9992604750996555,-46.16666666666606,-0.9992604750996423,-619.0,-0.41737183852632004
"Block Group 3, Census Tract 409.02, Rutherford County, Tennessee",471490409023,669.0,67106.0,5592.166666666667,14435.0,1202.9166666666667,16536.0,1378.0,30971.0,2580.9166666666665,21.510744195750007,21.510744195750007,24.641611778380472,24.641611778380472,46.15235597413048,46.15235597413048,36135.0,1316.0,88640.0,7386.666666666667,13810.0,1150.8333333333333,16476.0,1373.0,30286.0,2523.833333333333,15.579873646209386,15.579873646209386,18.587545126353792,18.587545126353792,34.16741877256318,34.16741877256318,58354.0,21534.0,32.089529997317676,1794.5,32.089529997317676,-625.0,-4.329754069968826,-52.083333333333485,-4.329754069968838,-685.0,-2.211746472506538,-57.083333333333485,-2.2117464725065443,22219.0,61.488861214888615
"Block Group 2, Census Tract 1102, Stewart County, Tennessee",471611102002,492.0,28300.0,2358.3333333333335,13380.0,1115.0,9816.0,818.0,23196.0,1933.0,47.27915194346289,47.2791519434629,34.685512367491164,34.685512367491164,81.96466431095406,81.96466431095406,5104.0,648.0,44231.0,3685.9166666666665,16102.0,1341.8333333333333,10080.0,840.0,26182.0,2181.833333333333,36.40433180348624,36.40433180348624,22.789446315932267,22.789446315932267,59.19377811941852,59.1937781194185,18049.0,15931.0,56.293286219081274,1327.583333333333,56.29328621908125,2722.0,20.343796711509714,226.83333333333326,20.34379671150971,2986.0,12.87290912226246,248.83333333333303,12.872909122262444,12945.0,253.62460815047024
"Block Group 1, Census Tract 205.03, Sumner County, Tennessee",471650205031,439.0,49438.0,4119.833333333333,15342.0,1278.5,12276.0,1023.0,27618.0,2301.5,31.032808770581337,31.032808770581333,24.8311015817792,24.831101581779198,55.863910352360534,55.863910352360534,21820.0,422.0,69583.0,5798.583333333333,17192.0,1432.6666666666667,14532.0,1211.0,31724.0,2643.6666666666665,24.707184226032226,24.70718422603222,20.884411422330167,20.884411422330167,45.59159564836239,45.59159564836239,37859.0,20145.0,40.74800760548566,1678.75,40.74800760548566,1850.0,12.058401772910964,154.16666666666674,12.058401772910969,4106.0,14.86711564921428,342.1666666666665,14.867115649214274,16039.0,73.50595783684693
"Block Group 1, Census Tract 1015, Montgomery County, Tennessee",471251015001,398.0,63594.0,5299.5,14721.0,1226.75,13476.0,1123.0,28197.0,2349.75,23.14841022737994,23.14841022737994,21.190678365883574,21.190678365883574,44.33908859326351,44.33908859326351,35397.0,448.0,54369.0,4530.75,17197.0,1433.0833333333333,13344.0,1112.0,30541.0,2545.083333333333,31.63015689087531,31.63015689087532,24.543397892181208,24.543397892181208,56.17355478305653,56.17355478305653,23828.0,-9225.0,-14.506085479762243,-768.75,-14.506085479762243,2476.0,16.819509544188573,206.33333333333326,16.81950954418857,2344.0,8.31294109302408,195.33333333333303,8.312941093024067,-11569.0,-32.68356075373619
"Block Group 1, Census Tract 156.31, Davidson County, Tennessee",470370156311,1162.0,63382.0,5281.833333333333,14449.0,1204.0833333333333,14532.0,1211.0,28981.0,2415.0833333333335,22.796693067432393,22.796693067432393,22.927645072733586,22.927645072733583,45.72433814016598,45.724338140165976,34401.0,1258.0,79435.0,6619.583333333333,17132.0,1427.6666666666667,15540.0,1295.0,32672.0,2722.6666666666665,21.567319191792038,21.56731919179203,19.563164851765595,19.563164851765595,41.13048404355762,41.13048404355762,46763.0,16053.0,25.327380013252977,1337.75,25.327380013252977,2683.0,18.568759083673612,223.58333333333348,18.568759083673626,3691.0,12.735930437182983,307.58333333333303,12.735930437182969,12362.0,35.935001889479956
"Block Group 4, Census Tract 1020.05, Montgomery County, Tennessee",471251020054,467.0,64577.0,5381.416666666667,14218.0,1184.8333333333333,14832.0,1236.0,29050.0,2420.8333333333335,22.01712684082568,22.017126840825682,22.96792975827307,22.96792975827307,44.98505659909875,44.98505659909875,35527.0,289.0,57067.0,4755.583333333333,15922.0,1326.8333333333333,16356.0,1363.0,32278.0,2689.833333333333,27.900537964147404,27.900537964147404,28.661047540610163,28.66104754061016,56.56158550475757,56.56158550475756,24789.0,-7510.0,-11.629527540765288,-625.8333333333339,-11.629527540765299,1704.0,11.984807989871992,142.0,11.984807989871994,3228.0,11.111876075731498,268.99999999999955,11.111876075731479,-10738.0,-30.224899372308382
"Block Group 2, Census Tract 201.01, Sumner County, Tennessee",471650201012,546.0,47426.0,3952.1666666666665,14467.0,1205.5833333333333,12204.0,1017.0,26671.0,2222.5833333333335,30.504364694471388,30.504364694471388,25.732720448699027,25.732720448699027,56.23708514317042,56.23708514317042,20755.0,673.0,52578.0,4381.5,15620.0,1301.6666666666667,12060.0,1005.0,27680.0,2306.6666666666665,29.70824299136521,29.708242991365207,22.937350222526533,22.937350222526533,52.645593213891736,52.645593213891736,24898.0,5152.0,10.863239573229874,429.3333333333335,10.863239573229878,1153.0,7.96986244556577,96.08333333333348,7.969862445565784,1009.0,3.783135240523415,84.08333333333303,3.7831352405234013,4143.0,19.961455071067213
"Block Group 2, Census Tract 503.03, Williamson County, Tennessee",471870503032,542.0,202500.0,16875.0,14445.0,1203.75,38436.0,3203.0,52881.0,4406.75,7.133333333333333,7.133333333333333,18.98074074074074,18.98074074074074,26.11407407407407,26.11407407407407,149619.0,526.0,206250.0,17187.5,16346.0,1362.1666666666667,38976.0,3248.0,55322.0,4610.166666666667,7.9253333333333345,7.925333333333333,18.897454545454544,18.897454545454544,26.82278787878788,26.82278787878788,150928.0,3750.0,1.8518518518518516,312.5,1.8518518518518516,1901.0,13.160263066805122,158.41666666666674,13.160263066805127,2441.0,4.616024659140334,203.41666666666697,4.616024659140341,1309.0,0.8748888844331268
"Block Group 2, Census Tract 410, Rutherford County, Tennessee",471490410002,790.0,83500.0,6958.333333333333,14477.0,1206.4166666666667,18840.0,1570.0,33317.0,2776.4166666666665,17.337724550898205,17.337724550898205,22.562874251497007,22.562874251497007,39.90059880239521,39.90059880239521,50183.0,877.0,111875.0,9322.916666666666,15905.0,1325.4166666666667,22032.0,1836.0,37937.0,3161.4166666666665,14.216759776536314,14.216759776536314,19.69340782122905,19.69340782122905,33.91016759776536,33.91016759776536,73938.0,28375.0,33.98203592814371,2364.583333333333,33.98203592814371,1428.0,9.863922083304551,119.0,9.863922083304551,4620.0,13.866794729417414,385.0,13.866794729417414,23755.0,47.33674750413487
"Block Group 1, Census Tract 507.02, Williamson County, Tennessee",471870507021,943.0,101458.0,8454.833333333334,14458.0,1204.8333333333333,28524.0,2377.0,42982.0,3581.8333333333335,14.250231622937568,14.25023162293757,28.114096473417572,28.114096473417572,42.364328096355145,42.364328096355145,58476.0,1055.0,144347.0,12028.916666666666,15780.0,1315.0,29100.0,2425.0,44880.0,3740.0,10.931990273438313,10.931990273438313,20.159753926302592,20.15975392630259,31.091744199740905,31.0917441997409,99467.0,42889.0,42.272664550848624,3574.083333333332,42.27266455084861,1322.0,9.14372665652234,110.16666666666674,9.143726656522347,1898.0,4.415801963612675,158.16666666666652,4.415801963612671,40991.0,70.09884397017579
"Block Group 1, Census Tract 801.03, Robertson County, Tennessee",471470801031,1076.0,53913.0,4492.75,14486.0,1207.1666666666667,14880.0,1240.0,29366.0,2447.1666666666665,26.869215217109048,26.869215217109044,27.60002225808247,27.60002225808247,54.46923747519151,54.46923747519151,24547.0,1150.0,78679.0,6556.583333333333,15464.0,1288.6666666666667,15588.0,1299.0,31052.0,2587.6666666666665,19.654545685634037,19.65454568563403,19.81214809542572,19.81214809542572,39.46669378105975,39.46669378105975,47627.0,24766.0,45.93697252981656,2063.833333333333,45.93697252981655,978.0,6.75134612729532,81.5,6.75134612729532,1686.0,5.741333514949261,140.5,5.741333514949262,23080.0,94.02370961828329
"Block Group 1, Census Tract 503.05, Williamson County, Tennessee",471870503051,925.0,156875.0,13072.916666666666,14473.0,1206.0833333333333,36756.0,3063.0,51229.0,4269.083333333333,9.22581673306773,9.22581673306773,23.430119521912353,23.430119521912353,32.65593625498008,32.65593625498008,105646.0,956.0,194375.0,16197.916666666666,16091.0,1340.9166666666667,43476.0,3623.0,59567.0,4963.916666666667,8.278327974276529,8.278327974276527,22.367073954983923,22.367073954983923,30.64540192926045,30.64540192926045,134808.0,37500.0,23.904382470119522,3125.0,23.904382470119522,1618.0,11.17943757341256,134.83333333333348,11.179437573412574,8338.0,16.275937457299577,694.8333333333339,16.27593745729959,29162.0,27.603506048501597
