Households 2015,Annual Median Household Income 2015,Monthly Median Household Income 2015,Annual Transportation Cost 2015,Monthly Transportation Cost 2015,Annual Housing Cost 2015,Monthly Housing Cost 2015,Annual Housing and Transportation Cost 2015,Monthly Housing and Transportation Cost 2015,Transportation Cost as Percent of Monthly Median Household Income 2015,Transportation Cost as Percent of Annual Median Household Income 2015,Housing Cost as Percent of Monthly Median Household Income 2015,Housing Cost as Percent of Annual Median Household Income 2015,Housing and Transportation Cost as Percent of Monthly Median Household Income 2015,Housing and Transportation Cost as Percent of Annual Median Household Income 2015,Difference Annual Median Household Income and Total Annual Costs 2015
44518.0,51094.0,4257.833333333333,12451.0,1037.5833333333333,13476.0,1123.0,25927.0,2160.5833333333335,24.368810427838884,24.368810427838884,26.374916819978868,26.37491681997886,50.74372724781776,50.74372724781775,25167.0
254729.0,47621.0,3968.4166666666665,12051.0,1004.25,14124.0,1177.0,26175.0,2181.25,25.306062451439495,25.306062451439495,29.659183973457086,29.659183973457086,54.965246424896584,54.96524642489658,21446.0
773.0,49871.0,4155.916666666667,13159.0,1096.5833333333333,11880.0,990.0,25039.0,2086.5833333333335,26.386076076276787,26.386076076276794,23.821459365162116,23.821459365162116,50.207535441438914,50.207535441438914,24832.0
1931.0,108859.0,9071.583333333334,14817.0,1234.75,26280.0,2190.0,41097.0,3424.75,13.611185111015164,13.611185111015168,24.141320423667313,24.141320423667313,37.75250553468248,37.75250553468248,67762.0
1753.0,136708.0,11392.333333333334,13583.0,1131.9166666666667,28548.0,2379.0,42131.0,3510.9166666666665,9.93577552154958,9.93577552154958,20.882464815519207,20.882464815519207,30.818240337068787,30.818240337068787,94577.0
764.0,61094.0,5091.166666666667,14693.0,1224.4166666666667,14868.0,1239.0,29561.0,2463.4166666666665,24.049824860051725,24.049824860051725,24.336268700690738,24.336268700690738,48.38609356074245,48.38609356074246,31533.0
1380.0,67157.0,5596.416666666667,14878.0,1239.8333333333333,15324.0,1277.0,30202.0,2516.8333333333335,22.15405691141653,22.154056911416532,22.818172342421487,22.818172342421487,44.97222925383802,44.97222925383802,36955.0
4216.0,50172.0,4181.0,13657.0,1138.0833333333333,10908.0,909.0,24565.0,2047.0833333333333,27.220361954875226,27.220361954875226,21.741210236785456,21.741210236785456,48.961572191660686,48.961572191660686,25607.0
759.0,63486.0,5290.5,13887.0,1157.25,13200.0,1100.0,27087.0,2257.25,21.87411397788489,21.87411397788489,20.79198563462811,20.79198563462811,42.666099612512994,42.666099612512994,36399.0
64.0,32500.0,2708.3333333333335,15579.0,1298.25,12576.0,1048.0,28155.0,2346.25,47.93538461538461,47.93538461538461,38.69538461538461,38.69538461538461,86.63076923076922,86.63076923076923,4345.0
15818.0,53764.0,4480.333333333333,13251.0,1104.25,13068.0,1089.0,26319.0,2193.25,24.646603675321778,24.646603675321778,24.306227215236966,24.306227215236962,48.952830890558744,48.952830890558744,27445.0
6056.0,41234.0,3436.1666666666665,13068.0,1089.0,11424.0,952.0,24492.0,2041.0,31.69229276810399,31.69229276810399,27.70529174952709,27.70529174952709,59.39758451763109,59.39758451763109,16742.0
10685.0,78588.0,6549.0,14047.0,1170.5833333333333,17076.0,1423.0,31123.0,2593.5833333333335,17.874230162365752,17.874230162365755,21.728508169186135,21.728508169186135,39.6027383315519,39.60273833155189,47465.0
563.0,39811.0,3317.5833333333335,13128.0,1094.0,9456.0,788.0,22584.0,1882.0,32.97581070558388,32.97581070558388,23.752229283363892,23.752229283363892,56.72803998894778,56.72803998894778,17227.0
907.0,95096.0,7924.666666666667,15358.0,1279.8333333333333,22104.0,1842.0,37462.0,3121.8333333333335,16.149995793724234,16.149995793724237,23.243879868764196,23.243879868764196,39.39387566248843,39.39387566248843,57634.0
144.0,35000.0,2916.6666666666665,15538.0,1294.8333333333333,11724.0,977.0,27262.0,2271.8333333333335,44.394285714285715,44.394285714285715,33.49714285714286,33.49714285714286,77.89142857142858,77.89142857142856,7738.0
603.0,35987.0,2998.9166666666665,14711.0,1225.9166666666667,12360.0,1030.0,27071.0,2255.9166666666665,40.878650623836386,40.878650623836386,34.345735960207854,34.345735960207854,75.22438658404424,75.22438658404424,8916.0
1560.0,42674.0,3556.1666666666665,13462.0,1121.8333333333333,11016.0,918.0,24478.0,2039.8333333333333,31.54614050710034,31.54614050710034,25.81431316492478,25.81431316492478,57.36045367202512,57.36045367202512,18196.0
705.0,37813.0,3151.0833333333335,14047.0,1170.5833333333333,11472.0,956.0,25519.0,2126.5833333333335,37.148599687938,37.14859968793801,30.338772379869354,30.338772379869354,67.48737206780737,67.48737206780737,12294.0
1296.0,44758.0,3729.8333333333335,14643.0,1220.25,11760.0,980.0,26403.0,2200.25,32.715939050002234,32.715939050002234,26.27463246793869,26.27463246793869,58.99057151794093,58.99057151794093,18355.0
3854.0,67763.0,5646.916666666667,14638.0,1219.8333333333333,15072.0,1256.0,29710.0,2475.8333333333335,21.60175907205997,21.601759072059973,22.24222658382893,22.242226583828934,43.84398565588891,43.84398565588891,38053.0
2227.0,51820.0,4318.333333333333,10785.0,898.75,13848.0,1154.0,24633.0,2052.75,20.8124276341181,20.8124276341181,26.72327286761868,26.72327286761868,47.535700501736784,47.535700501736784,27187.0
3347.0,31629.0,2635.75,12184.0,1015.3333333333334,9180.0,765.0,21364.0,1780.3333333333333,38.52160991495147,38.52160991495147,29.023996964810777,29.023996964810777,67.54560687976225,67.54560687976225,10265.0
1706.0,30957.0,2579.75,12442.0,1036.8333333333333,8388.0,699.0,20830.0,1735.8333333333333,40.19123300061375,40.19123300061375,27.0956488031786,27.0956488031786,67.28688180379235,67.28688180379235,10127.0
0.0,-666666666.0,-55555555.5,,,,,,,,,,,,,
591.0,30188.0,2515.6666666666665,15111.0,1259.25,9096.0,758.0,24207.0,2017.25,50.056313767059756,50.056313767059756,30.13117795150391,30.131177951503908,80.18749171856368,80.18749171856366,5981.0
366.0,22500.0,1875.0,9248.0,770.6666666666666,12060.0,1005.0,21308.0,1775.6666666666667,41.10222222222222,41.102222222222224,53.6,53.6,94.70222222222222,94.70222222222222,1192.0
660.0,51625.0,4302.083333333333,15336.0,1278.0,14004.0,1167.0,29340.0,2445.0,29.706537530266345,29.706537530266342,27.126392251815982,27.12639225181598,56.83292978208233,56.83292978208232,22285.0
486.0,55407.0,4617.25,9147.0,762.25,16008.0,1334.0,25155.0,2096.25,16.50874438247875,16.50874438247875,28.89165628891656,28.89165628891656,45.40040067139531,45.40040067139531,30252.0
730.0,43986.0,3665.5,12421.0,1035.0833333333333,11364.0,947.0,23785.0,1982.0833333333333,28.23853044150411,28.238530441504118,25.835493111444553,25.835493111444553,54.07402355294866,54.07402355294867,20201.0
490.0,30000.0,2500.0,9392.0,782.6666666666666,10080.0,840.0,19472.0,1622.6666666666667,31.306666666666665,31.306666666666665,33.6,33.6,64.90666666666667,64.90666666666667,10528.0
314.0,16700.0,1391.6666666666667,9323.0,776.9166666666666,7392.0,616.0,16715.0,1392.9166666666667,55.82634730538921,55.82634730538922,44.26347305389221,44.26347305389221,100.08982035928145,100.08982035928145,-15.0
634.0,32037.0,2669.75,9293.0,774.4166666666666,12288.0,1024.0,21581.0,1798.4166666666667,29.00708555732434,29.00708555732434,38.35565127820957,38.35565127820957,67.36273683553392,67.36273683553391,10456.0
711.0,21450.0,1787.5,9158.0,763.1666666666666,11352.0,946.0,20510.0,1709.1666666666667,42.69463869463869,42.69463869463869,52.92307692307693,52.92307692307693,95.61771561771563,95.61771561771562,940.0
191.0,29792.0,2482.6666666666665,9176.0,764.6666666666666,13164.0,1097.0,22340.0,1861.6666666666667,30.800214822771217,30.800214822771217,44.186358754027935,44.18635875402793,74.98657357679916,74.98657357679915,7452.0
367.0,14250.0,1187.5,9404.0,783.6666666666666,3156.0,263.0,12560.0,1046.6666666666667,65.99298245614035,65.99298245614035,22.147368421052633,22.147368421052633,88.14035087719299,88.14035087719299,1690.0
568.0,8235.0,686.25,9406.0,783.8333333333334,1188.0,99.0,10594.0,882.8333333333334,114.21979356405588,114.21979356405585,14.426229508196723,14.426229508196723,128.6460230722526,128.6460230722526,-2359.0
552.0,12233.0,1019.4166666666666,9398.0,783.1666666666666,1188.0,99.0,10586.0,882.1666666666666,76.82498160712827,76.82498160712827,9.711436278917681,9.711436278917681,86.53641788604594,86.53641788604595,1647.0
135.0,14795.0,1232.9166666666667,9464.0,788.6666666666666,6540.0,545.0,16004.0,1333.6666666666667,63.96755660696181,63.96755660696181,44.20412301453193,44.20412301453194,108.17167962149374,108.17167962149374,-1209.0
638.0,45250.0,3770.8333333333335,9495.0,791.25,10716.0,893.0,20211.0,1684.25,20.98342541436464,20.98342541436464,23.681767955801103,23.681767955801106,44.665193370165746,44.665193370165746,25039.0
200.0,6829.0,569.0833333333334,9573.0,797.75,1188.0,99.0,10761.0,896.75,140.18157856201492,140.18157856201495,17.39639771562454,17.39639771562454,157.57797627763946,157.57797627763946,-3932.0
268.0,10278.0,856.5,9575.0,797.9166666666666,2964.0,247.0,12539.0,1044.9166666666667,93.16014788869428,93.1601478886943,28.838295388207825,28.838295388207825,121.99844327690212,121.99844327690212,-2261.0
601.0,32583.0,2715.25,9590.0,799.1666666666666,10632.0,886.0,20222.0,1685.1666666666667,29.432526163950524,29.432526163950527,32.63051284412117,32.63051284412117,62.0630390080717,62.0630390080717,12361.0
761.0,10570.0,880.8333333333334,9692.0,807.6666666666666,3828.0,319.0,13520.0,1126.6666666666667,91.69347209082308,91.69347209082308,36.21570482497635,36.21570482497635,127.90917691579943,127.90917691579943,-2950.0
349.0,60288.0,5024.0,15529.0,1294.0833333333333,17628.0,1469.0,33157.0,2763.0833333333335,25.75802813163482,25.75802813163482,29.23964968152866,29.23964968152866,54.997677813163484,54.997677813163484,27131.0
1041.0,58207.0,4850.583333333333,9670.0,805.8333333333334,19476.0,1623.0,29146.0,2428.8333333333335,16.61312213307678,16.61312213307678,33.45989314000035,33.45989314000035,50.073015273077125,50.073015273077125,29061.0
490.0,17857.0,1488.0833333333333,9708.0,809.0,7524.0,627.0,17232.0,1436.0,54.36523492187938,54.36523492187938,42.13473707789663,42.134737077896624,96.49997199977601,96.49997199977601,625.0
632.0,70109.0,5842.416666666667,15536.0,1294.6666666666667,13980.0,1165.0,29516.0,2459.6666666666665,22.159779771498666,22.159779771498666,19.940378553395426,19.940378553395426,42.10015832489409,42.100158324894096,40593.0
465.0,23304.0,1942.0,9723.0,810.25,9276.0,773.0,18999.0,1583.25,41.722451081359424,41.722451081359424,39.8043254376931,39.8043254376931,81.52677651905252,81.52677651905252,4305.0
1489.0,26362.0,2196.8333333333335,9647.0,803.9166666666666,10008.0,834.0,19655.0,1637.9166666666667,36.594340338365825,36.594340338365825,37.96373568014566,37.96373568014567,74.55807601851149,74.5580760185115,6707.0
505.0,9002.0,750.1666666666666,9673.0,806.0833333333334,3996.0,333.0,13669.0,1139.0833333333333,107.4538991335259,107.45389913352588,44.390135525438794,44.39013552543879,151.8440346589647,151.8440346589647,-4667.0
549.0,45476.0,3789.6666666666665,9737.0,811.4166666666666,12360.0,1030.0,22097.0,1841.4166666666667,21.411293869293694,21.411293869293694,27.17917143108453,27.179171431084526,48.59046530037823,48.59046530037822,23379.0
760.0,111429.0,9285.75,14929.0,1244.0833333333333,20328.0,1694.0,35257.0,2938.0833333333335,13.397768982939809,13.397768982939809,18.243006757666315,18.243006757666315,31.640775740606124,31.640775740606124,76172.0
864.0,30688.0,2557.3333333333335,10247.0,853.9166666666666,9744.0,812.0,19991.0,1665.9166666666667,33.39090198123045,33.39090198123045,31.751824817518248,31.751824817518248,65.1427267987487,65.1427267987487,10697.0
657.0,19583.0,1631.9166666666667,9776.0,814.6666666666666,8712.0,726.0,18488.0,1540.6666666666667,49.920849716590915,49.92084971659092,44.48756574579993,44.48756574579993,94.40841546239085,94.40841546239085,1095.0
421.0,38804.0,3233.6666666666665,9783.0,815.25,10068.0,839.0,19851.0,1654.25,25.211318420781364,25.211318420781364,25.945778785692198,25.945778785692198,51.15709720647356,51.15709720647356,18953.0
830.0,53819.0,4484.916666666667,9796.0,816.3333333333334,14184.0,1182.0,23980.0,1998.3333333333333,18.201750311228377,18.201750311228377,26.355004738103645,26.355004738103645,44.55675504933201,44.55675504933202,29839.0
973.0,57261.0,4771.75,9811.0,817.5833333333334,15936.0,1328.0,25747.0,2145.5833333333335,17.133825815127228,17.133825815127224,27.830460522868965,27.830460522868965,44.96428633799619,44.96428633799619,31514.0
438.0,23519.0,1959.9166666666667,9836.0,819.6666666666666,9372.0,781.0,19208.0,1600.6666666666667,41.82150601641226,41.821506016412265,39.84863302011139,39.8486330201114,81.67013903652366,81.67013903652366,4311.0
494.0,29729.0,2477.4166666666665,9863.0,821.9166666666666,10020.0,835.0,19883.0,1656.9166666666667,33.176359783376505,33.176359783376505,33.70446365501699,33.70446365501699,66.8808234383935,66.88082343839349,9846.0
682.0,27386.0,2282.1666666666665,9810.0,817.5,8616.0,718.0,18426.0,1535.5,35.82122252245673,35.82122252245673,31.46133060687943,31.46133060687943,67.28255312933616,67.28255312933615,8960.0
359.0,31384.0,2615.3333333333335,9937.0,828.0833333333334,8832.0,736.0,18769.0,1564.0833333333333,31.66263063981647,31.66263063981647,28.141728269181748,28.141728269181748,59.80435890899821,59.80435890899821,12615.0
12.0,-666666666.0,-55555555.5,9912.0,826.0,,,,,-0.0014868000014868,-0.0014868000014868,,,,,
910.0,20165.0,1680.4166666666667,9886.0,823.8333333333334,9156.0,763.0,19042.0,1586.8333333333333,49.02553930076866,49.02553930076866,45.4054054054054,45.40540540540541,94.43094470617406,94.43094470617407,1123.0
499.0,45633.0,3802.75,9819.0,818.25,10296.0,858.0,20115.0,1676.25,21.51732298994149,21.51732298994149,22.562619157188877,22.562619157188877,44.07994214713037,44.07994214713037,25518.0
514.0,22983.0,1915.25,9832.0,819.3333333333334,7848.0,654.0,17680.0,1473.3333333333333,42.7794456772397,42.7794456772397,34.146978201279204,34.146978201279204,76.9264238785189,76.9264238785189,5303.0
704.0,33750.0,2812.5,9877.0,823.0833333333334,9444.0,787.0,19321.0,1610.0833333333333,29.26518518518519,29.26518518518518,27.982222222222227,27.982222222222227,57.2474074074074,57.2474074074074,14429.0
402.0,12385.0,1032.0833333333333,9946.0,828.8333333333334,9720.0,810.0,19666.0,1638.8333333333333,80.30682276947921,80.30682276947921,78.48203471941866,78.48203471941865,158.78885748889786,158.78885748889786,-7281.0
449.0,17844.0,1487.0,9973.0,831.0833333333334,9132.0,761.0,19105.0,1592.0833333333333,55.88993499215423,55.889934992154224,51.1768661735037,51.1768661735037,107.06680116565792,107.06680116565792,-1261.0
422.0,64231.0,5352.583333333333,10095.0,841.25,16164.0,1347.0,26259.0,2188.25,15.716709999844314,15.71670999984431,25.165418567358444,25.16541856735844,40.882128567202756,40.882128567202756,37972.0
300.0,50341.0,4195.083333333333,10120.0,843.3333333333334,13284.0,1107.0,23404.0,1950.3333333333333,20.102898234043824,20.10289823404382,26.38803361077452,26.38803361077452,46.49093184481834,46.49093184481834,26937.0
916.0,57300.0,4775.0,15277.0,1273.0833333333333,13044.0,1087.0,28321.0,2360.0833333333335,26.661431064572422,26.661431064572426,22.76439790575916,22.76439790575916,49.425828970331594,49.42582897033159,28979.0
827.0,24504.0,2042.0,9879.0,823.25,10872.0,906.0,20751.0,1729.25,40.31586679725759,40.31586679725759,44.36826640548482,44.36826640548482,84.6841332027424,84.6841332027424,3753.0
290.0,16815.0,1401.25,10036.0,836.3333333333334,6348.0,529.0,16384.0,1365.3333333333333,59.684805233422544,59.684805233422544,37.75200713648528,37.75200713648528,97.43681236990781,97.43681236990783,431.0
682.0,47921.0,3993.4166666666665,10169.0,847.4166666666666,11604.0,967.0,21773.0,1814.4166666666667,21.220341812566517,21.220341812566517,24.214853613238454,24.214853613238454,45.43519542580498,45.43519542580497,26148.0
898.0,83629.0,6969.083333333333,10143.0,845.25,19248.0,1604.0,29391.0,2449.25,12.128567841299072,12.12856784129907,23.015939446842605,23.015939446842605,35.144507288141675,35.144507288141675,54238.0
