Households 2015,Annual Median Household Income 2015,Monthly Median Household Income 2015,Annual Transportation Cost 2015,Monthly Transportation Cost 2015,Annual Housing Cost 2015,Monthly Housing Cost 2015,Annual Housing and Transportation Cost 2015,Monthly Housing and Transportation Cost 2015,Transportation Cost as Percent of Monthly Median Household Income 2015,Transportation Cost as Percent of Annual Median Household Income 2015,Housing Cost as Percent of Monthly Median Household Income 2015,Housing Cost as Percent of Annual Median Household Income 2015,Housing and Transportation Cost as Percent of Monthly Median Household Income 2015,Housing and Transportation Cost as Percent of Annual Median Household Income 2015,Difference Annual Median Household Income and Total Annual Costs 2015
242.0,41250.0,3437.5,11253.0,937.75,12588.0,1049.0,23841.0,1986.75,27.279999999999998,27.279999999999998,30.516363636363636,30.516363636363636,57.79636363636364,57.79636363636364,17409.0
479.0,29183.0,2431.9166666666665,11217.0,934.75,10992.0,916.0,22209.0,1850.75,38.43676112805401,38.436761128054,37.665764314840835,37.665764314840835,76.10252544289484,76.10252544289483,6974.0
668.0,33306.0,2775.5,11228.0,935.6666666666666,12672.0,1056.0,23900.0,1991.6666666666667,33.711643547709116,33.711643547709116,38.047198702936406,38.047198702936406,71.75884225064553,71.75884225064553,9406.0
286.0,42581.0,3548.4166666666665,11213.0,934.4166666666666,10020.0,835.0,21233.0,1769.4166666666667,26.333341161550926,26.333341161550926,23.531622084967474,23.531622084967474,49.86496324651841,49.8649632465184,21348.0
840.0,24559.0,2046.5833333333333,10912.0,909.3333333333334,7308.0,609.0,18220.0,1518.3333333333333,44.43177653813266,44.43177653813266,29.75691192638137,29.75691192638137,74.18868846451403,74.18868846451403,6339.0
464.0,70739.0,5894.916666666667,11216.0,934.6666666666666,10704.0,892.0,21920.0,1826.6666666666667,15.855468694779399,15.8554686947794,15.131681250795175,15.131681250795175,30.987149945574576,30.987149945574576,48819.0
369.0,31719.0,2643.25,11247.0,937.25,8676.0,723.0,19923.0,1660.25,35.458242693653645,35.458242693653645,27.35269081623002,27.35269081623002,62.81093350988367,62.81093350988367,11796.0
709.0,86317.0,7193.083333333333,11225.0,935.4166666666666,17652.0,1471.0,28877.0,2406.4166666666665,13.004390792080356,13.004390792080356,20.450201003278615,20.45020100327861,33.454591795358965,33.454591795358965,57440.0
222.0,36724.0,3060.3333333333335,11243.0,936.9166666666666,11748.0,979.0,22991.0,1915.9166666666667,30.614856769415095,30.614856769415095,31.989979305086592,31.989979305086592,62.60483607450169,62.60483607450169,13733.0
823.0,35559.0,2963.25,11268.0,939.0,11760.0,980.0,23028.0,1919.0,31.688180207542395,31.688180207542395,33.07179616974605,33.07179616974605,64.75997637728845,64.75997637728845,12531.0
337.0,56964.0,4747.0,11274.0,939.5,18828.0,1569.0,30102.0,2508.5,19.791447229829366,19.791447229829366,33.05245418158837,33.05245418158837,52.84390141141774,52.84390141141774,26862.0
524.0,40493.0,3374.4166666666665,11009.0,917.4166666666666,10284.0,857.0,21293.0,1774.4166666666667,27.187415108784236,27.187415108784236,25.396982194453365,25.39698219445336,52.58439730323761,52.584397303237594,19200.0
387.0,30456.0,2538.0,11389.0,949.0833333333334,8796.0,733.0,20185.0,1682.0833333333333,37.39493039138429,37.39493039138429,28.881008668242707,28.881008668242707,66.27593905962699,66.27593905962699,10271.0
233.0,25515.0,2126.25,11338.0,944.8333333333334,9204.0,767.0,20542.0,1711.8333333333333,44.4366059180874,44.4366059180874,36.07289829512052,36.07289829512052,80.50950421320792,80.50950421320792,4973.0
344.0,16698.0,1391.5,11526.0,960.5,7656.0,638.0,19182.0,1598.5,69.02623068630975,69.02623068630975,45.8498023715415,45.8498023715415,114.87603305785123,114.87603305785123,-2484.0
600.0,24797.0,2066.4166666666665,11511.0,959.25,9744.0,812.0,21255.0,1771.25,46.42093801669557,46.420938016695565,39.29507601726016,39.29507601726015,85.71601403395573,85.71601403395573,3542.0
640.0,61189.0,5099.083333333333,11476.0,956.3333333333334,14388.0,1199.0,25864.0,2155.3333333333335,18.755004984556052,18.75500498455605,23.51403029956365,23.514030299563647,42.2690352841197,42.269035284119695,35325.0
2210.0,102414.0,8534.5,11508.0,959.0,23520.0,1960.0,35028.0,2919.0,11.236744976272774,11.236744976272774,22.965610170484503,22.965610170484503,34.20235514675728,34.20235514675728,67386.0
393.0,42985.0,3582.0833333333335,11506.0,958.8333333333334,10896.0,908.0,22402.0,1866.8333333333333,26.76747702686984,26.76747702686984,25.34837734093288,25.34837734093288,52.11585436780272,52.11585436780272,20583.0
474.0,15993.0,1332.75,11211.0,934.25,8208.0,684.0,19419.0,1618.25,70.09941849559182,70.09941849559182,51.322453573438374,51.322453573438374,121.42187206903019,121.42187206903019,-3426.0
1045.0,49474.0,4122.833333333333,11524.0,960.3333333333334,13320.0,1110.0,24844.0,2070.3333333333335,23.29304281036504,23.293042810365037,26.923232404899544,26.923232404899544,50.216275215264595,50.21627521526458,24630.0
1540.0,37008.0,3084.0,11492.0,957.6666666666666,12036.0,1003.0,23528.0,1960.6666666666667,31.052745352356247,31.052745352356247,32.52269779507134,32.52269779507134,63.57544314742759,63.57544314742758,13480.0
446.0,119872.0,9989.333333333334,11375.0,947.9166666666666,23832.0,1986.0,35207.0,2933.9166666666665,9.489288574479444,9.489288574479444,19.881206620395087,19.88120662039509,29.37049519487453,29.370495194874536,84665.0
392.0,31929.0,2660.75,11401.0,950.0833333333334,10224.0,852.0,21625.0,1802.0833333333333,35.70735068433086,35.707350684330855,32.021046697359765,32.021046697359765,67.72839738169061,67.72839738169063,10304.0
350.0,42705.0,3558.75,11409.0,950.75,10704.0,892.0,22113.0,1842.75,26.71584123638918,26.71584123638918,25.064980681419037,25.064980681419037,51.78082191780822,51.78082191780822,20592.0
413.0,46875.0,3906.25,11418.0,951.5,10944.0,912.0,22362.0,1863.5,24.3584,24.3584,23.3472,23.3472,47.7056,47.7056,24513.0
851.0,31526.0,2627.1666666666665,11429.0,952.4166666666666,10608.0,884.0,22037.0,1836.4166666666667,36.252616887648294,36.252616887648294,33.64841717947091,33.64841717947091,69.90103406711921,69.90103406711921,9489.0
443.0,45546.0,3795.5,11486.0,957.1666666666666,10656.0,888.0,22142.0,1845.1666666666667,25.218460457559388,25.218460457559388,23.39612699249111,23.39612699249111,48.6145874500505,48.6145874500505,23404.0
492.0,57941.0,4828.416666666667,11439.0,953.25,10548.0,879.0,21987.0,1832.25,19.742496677654856,19.742496677654856,18.204725496625876,18.20472549662588,37.94722217428073,37.94722217428073,35954.0
317.0,39306.0,3275.5,11474.0,956.1666666666666,9360.0,780.0,20834.0,1736.1666666666667,29.191472039892126,29.19147203989213,23.81315829644329,23.81315829644329,53.004630336335424,53.004630336335424,18472.0
510.0,76250.0,6354.166666666667,11430.0,952.5,17916.0,1493.0,29346.0,2445.5,14.99016393442623,14.99016393442623,23.49639344262295,23.49639344262295,38.48655737704918,38.48655737704918,46904.0
376.0,45333.0,3777.75,11440.0,953.3333333333334,14052.0,1171.0,25492.0,2124.3333333333335,25.23547967264465,25.23547967264465,30.997286744755474,30.997286744755474,56.232766417400136,56.23276641740013,19841.0
282.0,48462.0,4038.5,11466.0,955.5,10968.0,914.0,22434.0,1869.5,23.659774668812677,23.659774668812677,22.632165407948495,22.632165407948495,46.29194007676117,46.29194007676117,26028.0
332.0,59457.0,4954.75,15107.0,1258.9166666666667,13284.0,1107.0,28391.0,2365.9166666666665,25.408278251509497,25.408278251509493,22.34219688178011,22.34219688178011,47.7504751332896,47.750475133289605,31066.0
1023.0,56083.0,4673.583333333333,11457.0,954.75,12708.0,1059.0,24165.0,2013.75,20.42865039316727,20.42865039316727,22.659272863434555,22.659272863434552,43.087923256601826,43.087923256601826,31918.0
575.0,16641.0,1386.75,11553.0,962.75,9516.0,793.0,21069.0,1755.75,69.4249143681269,69.4249143681269,57.184063457724896,57.184063457724896,126.60897782585181,126.60897782585181,-4428.0
1022.0,41070.0,3422.5,11541.0,961.75,10992.0,916.0,22533.0,1877.75,28.10080350620891,28.10080350620891,26.764061358655955,26.764061358655955,54.864864864864856,54.864864864864856,18537.0
481.0,76066.0,6338.833333333333,11552.0,962.6666666666666,13620.0,1135.0,25172.0,2097.6666666666665,15.186811453211686,15.186811453211686,17.9055031157153,17.905503115715298,33.09231456892698,33.09231456892698,50894.0
1146.0,47469.0,3955.75,11257.0,938.0833333333334,10020.0,835.0,21277.0,1773.0833333333333,23.71442415049822,23.71442415049822,21.10851292422423,21.10851292422423,44.82293707472245,44.822937074722454,26192.0
426.0,52738.0,4394.833333333333,11515.0,959.5833333333334,18600.0,1550.0,30115.0,2509.5833333333335,21.834350942394483,21.83435094239448,35.26868671546134,35.26868671546134,57.10303765785583,57.103037657855815,22623.0
420.0,29837.0,2486.4166666666665,11566.0,963.8333333333334,8220.0,685.0,19786.0,1648.8333333333333,38.7639507993431,38.7639507993431,27.549686630693436,27.549686630693433,66.31363743003654,66.31363743003654,10051.0
280.0,44500.0,3708.3333333333335,11599.0,966.5833333333334,12348.0,1029.0,23947.0,1995.5833333333333,26.065168539325846,26.065168539325846,27.74831460674157,27.748314606741577,53.81348314606741,53.81348314606742,20553.0
1351.0,58821.0,4901.75,11590.0,965.8333333333334,16656.0,1388.0,28246.0,2353.8333333333335,19.703847265432415,19.703847265432415,28.316417605957056,28.316417605957056,48.02026487138947,48.020264871389465,30575.0
458.0,82157.0,6846.416666666667,11531.0,960.9166666666666,21456.0,1788.0,32987.0,2748.9166666666665,14.035322614019499,14.035322614019499,26.11585135776623,26.11585135776623,40.151173971785724,40.151173971785724,49170.0
1822.0,42438.0,3536.5,11587.0,965.5833333333334,13092.0,1091.0,24679.0,2056.5833333333335,27.303360196050708,27.303360196050708,30.849710165417786,30.849710165417786,58.153070361468494,58.153070361468494,17759.0
347.0,,,11577.0,964.75,23772.0,1981.0,35349.0,2945.75,,,,,,,
220.0,50938.0,4244.833333333333,11585.0,965.4166666666666,13416.0,1118.0,25001.0,2083.4166666666665,22.743335034748128,22.743335034748124,26.337900977659118,26.337900977659118,49.081236012407246,49.081236012407246,25937.0
603.0,35417.0,2951.4166666666665,11625.0,968.75,11112.0,926.0,22737.0,1894.75,32.82322048733659,32.82322048733659,31.37476353163735,31.37476353163735,64.19798401897394,64.19798401897394,12680.0
536.0,17972.0,1497.6666666666667,11638.0,969.8333333333334,6720.0,560.0,18358.0,1529.8333333333333,64.75628755842422,64.75628755842422,37.391497885599826,37.391497885599826,102.14778544402404,102.14778544402404,-386.0
344.0,61944.0,5162.0,11612.0,967.6666666666666,17364.0,1447.0,28976.0,2414.6666666666665,18.74596409660338,18.745964096603384,28.031770631538162,28.031770631538162,46.777734728141546,46.777734728141546,32968.0
526.0,89464.0,7455.333333333333,11594.0,966.1666666666666,23568.0,1964.0,35162.0,2930.1666666666665,12.95940266475901,12.95940266475901,26.343557185012966,26.343557185012966,39.30295984977197,39.30295984977197,54302.0
1075.0,64034.0,5336.166666666667,15599.0,1299.9166666666667,14208.0,1184.0,29807.0,2483.9166666666665,24.360495986507168,24.360495986507168,22.188212512102943,22.188212512102943,46.54870849861011,46.54870849861011,34227.0
1035.0,44273.0,3689.4166666666665,11602.0,966.8333333333334,11316.0,943.0,22918.0,1909.8333333333333,26.205588055925737,26.205588055925734,25.559596142118224,25.559596142118217,51.765184198043954,51.765184198043954,21355.0
630.0,40846.0,3403.8333333333335,11637.0,969.75,10644.0,887.0,22281.0,1856.75,28.489937815208343,28.489937815208343,26.058855212260685,26.058855212260685,54.548793027469024,54.54879302746903,18565.0
385.0,20778.0,1731.5,11661.0,971.75,10632.0,886.0,22293.0,1857.75,56.12185965925498,56.12185965925498,51.16950620848974,51.16950620848974,107.29136586774473,107.29136586774473,-1515.0
320.0,31250.0,2604.1666666666665,11681.0,973.4166666666666,10152.0,846.0,21833.0,1819.4166666666667,37.379200000000004,37.379200000000004,32.4864,32.486399999999996,69.8656,69.8656,9417.0
985.0,46607.0,3883.9166666666665,11676.0,973.0,12228.0,1019.0,23904.0,1992.0,25.052030810822412,25.052030810822405,26.23640225717167,26.23640225717167,51.28843306799408,51.28843306799408,22703.0
848.0,33804.0,2817.0,11688.0,974.0,11304.0,942.0,22992.0,1916.0,34.575789847355345,34.575789847355345,33.43982960596379,33.43982960596379,68.01561945331913,68.01561945331913,10812.0
581.0,63161.0,5263.416666666667,11674.0,972.8333333333334,16584.0,1382.0,28258.0,2354.8333333333335,18.482924589541014,18.482924589541014,26.25670904513861,26.256709045138614,44.73963363467963,44.73963363467963,34903.0
330.0,63115.0,5259.583333333333,11675.0,972.9166666666666,13572.0,1131.0,25247.0,2103.9166666666665,18.497979878000475,18.497979878000475,21.503604531410918,21.503604531410918,40.001584409411386,40.001584409411386,37868.0
222.0,43750.0,3645.8333333333335,11660.0,971.6666666666666,14556.0,1213.0,26216.0,2184.6666666666665,26.65142857142857,26.65142857142857,33.27085714285714,33.27085714285714,59.92228571428571,59.922285714285714,17534.0
786.0,23081.0,1923.4166666666667,11678.0,973.1666666666666,10200.0,850.0,21878.0,1823.1666666666667,50.595728088037774,50.59572808803778,44.19219271262077,44.19219271262077,94.78792080065855,94.78792080065855,1203.0
708.0,66378.0,5531.5,11695.0,974.5833333333334,13704.0,1142.0,25399.0,2116.5833333333335,17.61878935791979,17.61878935791979,20.64539455843804,20.64539455843804,38.26418391635783,38.26418391635783,40979.0
411.0,27118.0,2259.8333333333335,11665.0,972.0833333333334,9252.0,771.0,20917.0,1743.0833333333333,43.015709123091675,43.015709123091675,34.117560292056936,34.117560292056936,77.1332694151486,77.1332694151486,6201.0
1093.0,32697.0,2724.75,11678.0,973.1666666666666,13332.0,1111.0,25010.0,2084.1666666666665,35.71581490656635,35.71581490656635,40.774382970914765,40.774382970914765,76.49019787748111,76.49019787748111,7687.0
570.0,19302.0,1608.5,11671.0,972.5833333333334,9456.0,788.0,21127.0,1760.5833333333333,60.465236763029736,60.465236763029736,48.98974199564812,48.98974199564812,109.45497875867784,109.45497875867787,-1825.0
371.0,26917.0,2243.0833333333335,11697.0,974.75,9708.0,809.0,21405.0,1783.75,43.45580859679756,43.45580859679756,36.06642642196381,36.06642642196382,79.52223501876136,79.52223501876138,5512.0
673.0,28325.0,2360.4166666666665,11677.0,973.0833333333334,11520.0,960.0,23197.0,1933.0833333333333,41.22506619593999,41.22506619593998,40.670785525154464,40.67078552515446,81.89585172109443,81.89585172109443,5128.0
182.0,,,11722.0,976.8333333333334,8784.0,732.0,20506.0,1708.8333333333333,,,,,,,
25.0,,,11732.0,977.6666666666666,,,,,,,,,,,
580.0,21746.0,1812.1666666666667,11752.0,979.3333333333334,9168.0,764.0,20920.0,1743.3333333333333,54.0421226892302,54.0421226892302,42.159477605076795,42.159477605076795,96.20160029430699,96.201600294307,826.0
1120.0,50852.0,4237.666666666667,11710.0,975.8333333333334,12372.0,1031.0,24082.0,2006.8333333333333,23.027609533548336,23.027609533548336,24.3294265712263,24.329426571226303,47.357036104774636,47.35703610477464,26770.0
607.0,32788.0,2732.3333333333335,11725.0,977.0833333333334,12996.0,1083.0,24721.0,2060.0833333333335,35.7600341588386,35.7600341588386,39.63645236061974,39.63645236061974,75.39648651945834,75.39648651945834,8067.0
736.0,30909.0,2575.75,15115.0,1259.5833333333333,11112.0,926.0,26227.0,2185.5833333333335,48.90161441651299,48.90161441651299,35.95069397262933,35.95069397262933,84.85230838914232,84.85230838914232,4682.0
901.0,70995.0,5916.25,11818.0,984.8333333333334,22668.0,1889.0,34486.0,2873.8333333333335,16.646242693147407,16.646242693147407,31.92900908514684,31.92900908514684,48.575251778294245,48.575251778294245,36509.0
361.0,57153.0,4762.75,11712.0,976.0,19944.0,1662.0,31656.0,2638.0,20.4923626056375,20.4923626056375,34.89580599443599,34.89580599443599,55.388168600073485,55.388168600073485,25497.0
472.0,31250.0,2604.1666666666665,11729.0,977.4166666666666,8724.0,727.0,20453.0,1704.4166666666667,37.5328,37.5328,27.916800000000002,27.916800000000002,65.4496,65.4496,10797.0
721.0,91313.0,7609.416666666667,15091.0,1257.5833333333333,20964.0,1747.0,36055.0,3004.5833333333335,16.526671996320346,16.52667199632035,22.958395847250664,22.958395847250664,39.48506784357102,39.48506784357102,55258.0
726.0,100677.0,8389.75,11714.0,976.1666666666666,18084.0,1507.0,29798.0,2483.1666666666665,11.63522949630998,11.635229496309982,17.962394588634943,17.962394588634943,29.597624084944922,29.597624084944922,70879.0
317.0,44432.0,3702.6666666666665,11729.0,977.4166666666666,11304.0,942.0,23033.0,1919.4166666666667,26.397641339575078,26.397641339575078,25.441123514584085,25.441123514584085,51.838764854159166,51.838764854159166,21399.0
518.0,53750.0,4479.166666666667,11712.0,976.0,15804.0,1317.0,27516.0,2293.0,21.789767441860462,21.789767441860466,29.40279069767442,29.40279069767442,51.19255813953488,51.19255813953488,26234.0
282.0,34063.0,2838.5833333333335,11746.0,978.8333333333334,10728.0,894.0,22474.0,1872.8333333333333,34.48316354989284,34.48316354989285,31.49458356574582,31.494583565745828,65.97774711563866,65.97774711563868,11589.0
379.0,45673.0,3806.0833333333335,11739.0,978.25,14964.0,1247.0,26703.0,2225.25,25.70227486698925,25.70227486698925,32.76333939088739,32.763339390887396,58.46561425787664,58.46561425787664,18970.0
891.0,37939.0,3161.5833333333335,11741.0,978.4166666666666,10164.0,847.0,21905.0,1825.4166666666667,30.94704657476475,30.94704657476475,26.79037402145549,26.79037402145549,57.73742059622025,57.73742059622025,16034.0
425.0,,,11818.0,984.8333333333334,8580.0,715.0,20398.0,1699.8333333333333,,,,,,,
207.0,43625.0,3635.4166666666665,11788.0,982.3333333333334,14820.0,1235.0,26608.0,2217.3333333333335,27.021203438395418,27.021203438395414,33.97134670487107,33.97134670487106,60.99255014326648,60.99255014326648,17017.0
644.0,31029.0,2585.75,11824.0,985.3333333333334,10500.0,875.0,22324.0,1860.3333333333333,38.106287666376616,38.106287666376616,33.839311611718074,33.839311611718074,71.94559927809469,71.94559927809469,8705.0
687.0,76771.0,6397.583333333333,15803.0,1316.9166666666667,20268.0,1689.0,36071.0,3005.9166666666665,20.58459574578943,20.584595745789425,26.40059397428717,26.40059397428717,46.98518972007659,46.98518972007659,40700.0
580.0,81250.0,6770.833333333333,11774.0,981.1666666666666,20172.0,1681.0,31946.0,2662.1666666666665,14.491076923076923,14.491076923076923,24.827076923076923,24.827076923076923,39.31815384615385,39.31815384615385,49304.0
285.0,30724.0,2560.3333333333335,11818.0,984.8333333333334,10920.0,910.0,22738.0,1894.8333333333333,38.465043614112744,38.46504361411275,35.54224710324176,35.54224710324176,74.00729071735451,74.00729071735451,7986.0
271.0,45388.0,3782.3333333333335,11788.0,982.3333333333334,10668.0,889.0,22456.0,1871.3333333333333,25.971622455274524,25.971622455274524,23.50400987045034,23.50400987045034,49.47563232572485,49.47563232572486,22932.0
692.0,29271.0,2439.25,11789.0,982.4166666666666,10704.0,892.0,22493.0,1874.4166666666667,40.275357862731035,40.275357862731035,36.56861740289023,36.56861740289023,76.84397526562127,76.84397526562127,6778.0
635.0,26175.0,2181.25,11515.0,959.5833333333334,8580.0,715.0,20095.0,1674.5833333333333,43.99235912129895,43.99235912129895,32.779369627507165,32.779369627507165,76.77172874880611,76.77172874880611,6080.0
441.0,39344.0,3278.6666666666665,11783.0,981.9166666666666,11316.0,943.0,23099.0,1924.9166666666667,29.948657991053274,29.948657991053274,28.761691744611635,28.76169174461163,58.71034973566491,58.7103497356649,16245.0
551.0,31917.0,2659.75,11801.0,983.4166666666666,8268.0,689.0,20069.0,1672.4166666666667,36.97402638092552,36.97402638092552,25.90469029044083,25.90469029044083,62.87871667136636,62.878716671366355,11848.0
295.0,36433.0,3036.0833333333335,11522.0,960.1666666666666,9696.0,808.0,21218.0,1768.1666666666667,31.625174978728072,31.625174978728076,26.613235253753466,26.613235253753466,58.23841023248154,58.23841023248154,15215.0
548.0,43981.0,3665.0833333333335,11784.0,982.0,12204.0,1017.0,23988.0,1999.0,26.793388053932375,26.793388053932382,27.748345876628544,27.748345876628544,54.54173393056092,54.54173393056092,19993.0
578.0,67813.0,5651.083333333333,11790.0,982.5,17304.0,1442.0,29094.0,2424.5,17.38604692315633,17.386046923156325,25.51723120935514,25.51723120935514,42.90327813251147,42.90327813251146,38719.0
193.0,31442.0,2620.1666666666665,11889.0,990.75,13104.0,1092.0,24993.0,2082.75,37.812480122129635,37.812480122129635,41.67673812098467,41.676738120984666,79.48921824311431,79.4892182431143,6449.0
353.0,29712.0,2476.0,11876.0,989.6666666666666,9312.0,776.0,21188.0,1765.6666666666667,39.97038233710285,39.970382337102855,31.340872374798064,31.340872374798064,71.31125471190092,71.31125471190092,8524.0
694.0,43317.0,3609.75,15828.0,1319.0,11736.0,978.0,27564.0,2297.0,36.53992658771383,36.53992658771383,27.093289008934136,27.093289008934136,63.633215596647965,63.633215596647965,15753.0
332.0,32083.0,2673.5833333333335,11829.0,985.75,11784.0,982.0,23613.0,1967.75,36.869993454477445,36.86999345447745,36.72973225695851,36.72973225695851,73.59972571143597,73.59972571143597,8470.0
328.0,27738.0,2311.5,11821.0,985.0833333333334,9528.0,794.0,21349.0,1779.0833333333333,42.61662700987815,42.616627009878144,34.34998918451222,34.34998918451222,76.96661619439037,76.96661619439037,6389.0
163.0,,,11852.0,987.6666666666666,11436.0,953.0,23288.0,1940.6666666666667,,,,,,,
1441.0,36266.0,3022.1666666666665,11866.0,988.8333333333334,13128.0,1094.0,24994.0,2082.8333333333335,32.71935145866652,32.719351458666516,36.19919483814041,36.19919483814041,68.91854629680694,68.91854629680692,11272.0
534.0,53200.0,4433.333333333333,11830.0,985.8333333333334,17880.0,1490.0,29710.0,2475.8333333333335,22.23684210526316,22.236842105263158,33.609022556390975,33.609022556390975,55.84586466165414,55.84586466165413,23490.0
358.0,21823.0,1818.5833333333333,11880.0,990.0,8232.0,686.0,20112.0,1676.0,54.43797827979655,54.43797827979654,37.721669797919624,37.721669797919624,92.15964807771617,92.15964807771617,1711.0
1381.0,41157.0,3429.75,11861.0,988.4166666666666,13980.0,1165.0,25841.0,2153.4166666666665,28.818912943120246,28.818912943120246,33.96749034186165,33.96749034186165,62.786403284981894,62.786403284981894,15316.0
654.0,40900.0,3408.3333333333335,11834.0,986.1666666666666,11220.0,935.0,23054.0,1921.1666666666667,28.933985330073348,28.933985330073348,27.43276283618582,27.43276283618582,56.36674816625917,56.36674816625917,17846.0
861.0,55947.0,4662.25,15121.0,1260.0833333333333,13836.0,1153.0,28957.0,2413.0833333333335,27.027365184907143,27.027365184907143,24.7305485548823,24.7305485548823,51.75791373978945,51.757913739789444,26990.0
401.0,44596.0,3716.3333333333335,14854.0,1237.8333333333333,11376.0,948.0,26230.0,2185.8333333333335,33.307919992824466,33.307919992824466,25.509014261368733,25.509014261368733,58.8169342541932,58.8169342541932,18366.0
588.0,57917.0,4826.416666666667,15839.0,1319.9166666666667,12144.0,1012.0,27983.0,2331.9166666666665,27.34775627190635,27.34775627190635,20.96793687518345,20.96793687518345,48.315693147089796,48.3156931470898,29934.0
797.0,40168.0,3347.3333333333335,11905.0,992.0833333333334,11964.0,997.0,23869.0,1989.0833333333333,29.63802031467835,29.63802031467835,29.784903405696074,29.784903405696078,59.42292372037442,59.422923720374435,16299.0
691.0,77656.0,6471.333333333333,11855.0,987.9166666666666,24144.0,2012.0,35999.0,2999.9166666666665,15.266045122076852,15.266045122076852,31.09096528278562,31.09096528278562,46.35701040486247,46.35701040486247,41657.0
415.0,17097.0,1424.75,11977.0,998.0833333333334,8820.0,735.0,20797.0,1733.0833333333333,70.05322571211325,70.05322571211323,51.58799789436743,51.58799789436743,121.64122360648066,121.64122360648066,-3700.0
695.0,51861.0,4321.75,11911.0,992.5833333333334,16164.0,1347.0,28075.0,2339.5833333333335,22.967162222093673,22.967162222093673,31.167929658124606,31.167929658124606,54.135091880218276,54.135091880218276,23786.0
408.0,42500.0,3541.6666666666665,11915.0,992.9166666666666,11292.0,941.0,23207.0,1933.9166666666667,28.03529411764706,28.03529411764706,26.569411764705887,26.56941176470588,54.604705882352945,54.604705882352945,19293.0
1987.0,45412.0,3784.3333333333335,11945.0,995.4166666666666,12348.0,1029.0,24293.0,2024.4166666666667,26.303620188496428,26.303620188496435,27.191050823570862,27.191050823570862,53.49467101206729,53.49467101206729,21119.0
1142.0,60777.0,5064.75,11916.0,993.0,15144.0,1262.0,27060.0,2255.0,19.60610099215164,19.60610099215164,24.917320696974183,24.917320696974183,44.52342168912582,44.52342168912582,33717.0
331.0,29531.0,2460.9166666666665,11945.0,995.4166666666666,7908.0,659.0,19853.0,1654.4166666666667,40.449019674240624,40.449019674240624,26.77863939588907,26.778639395889066,67.2276590701297,67.2276590701297,9678.0
320.0,,,11963.0,996.9166666666666,15492.0,1291.0,27455.0,2287.9166666666665,,,,,,,
471.0,40066.0,3338.8333333333335,11995.0,999.5833333333334,14688.0,1224.0,26683.0,2223.5833333333335,29.938102131483053,29.938102131483053,36.659511805520886,36.659511805520886,66.59761393700394,66.59761393700394,13383.0
406.0,100357.0,8363.083333333334,11919.0,993.25,34356.0,2863.0,46275.0,3856.25,11.87660053608617,11.876600536086173,34.23378538617137,34.23378538617137,46.110385922257535,46.11038592225754,54082.0
720.0,43300.0,3608.3333333333335,11966.0,997.1666666666666,11364.0,947.0,23330.0,1944.1666666666667,27.635103926096992,27.635103926097,26.244803695150114,26.244803695150114,53.87990762124711,53.87990762124711,19970.0
699.0,29925.0,2493.75,12010.0,1000.8333333333334,9732.0,811.0,21742.0,1811.8333333333333,40.13366750208856,40.13366750208856,32.52130325814536,32.52130325814536,72.65497076023392,72.65497076023392,8183.0
550.0,32500.0,2708.3333333333335,12035.0,1002.9166666666666,9300.0,775.0,21335.0,1777.9166666666667,37.03076923076923,37.03076923076923,28.615384615384613,28.615384615384613,65.64615384615384,65.64615384615384,11165.0
589.0,62669.0,5222.416666666667,11987.0,998.9166666666666,9336.0,778.0,21323.0,1776.9166666666667,19.127479295983658,19.127479295983658,14.897317653066109,14.897317653066109,34.024796949049765,34.024796949049765,41346.0
1001.0,26869.0,2239.0833333333335,11960.0,996.6666666666666,11112.0,926.0,23072.0,1922.6666666666667,44.512263202947636,44.512263202947636,41.3562097584577,41.3562097584577,85.86847296140535,85.86847296140535,3797.0
364.0,33600.0,2800.0,11994.0,999.5,10848.0,904.0,22842.0,1903.5,35.69642857142858,35.69642857142858,32.285714285714285,32.285714285714285,67.98214285714286,67.98214285714286,10758.0
382.0,45822.0,3818.5,11965.0,997.0833333333334,12420.0,1035.0,24385.0,2032.0833333333333,26.111911308978218,26.111911308978218,27.104884116799788,27.104884116799788,53.21679542577801,53.21679542577801,21437.0
190.0,38571.0,3214.25,12037.0,1003.0833333333334,13200.0,1100.0,25237.0,2103.0833333333335,31.20738378574577,31.20738378574577,34.222602473360816,34.222602473360816,65.42998625910658,65.42998625910658,13334.0
282.0,33958.0,2829.8333333333335,12038.0,1003.1666666666666,13620.0,1135.0,25658.0,2138.1666666666665,35.44967312562577,35.44967312562577,40.108369161905884,40.108369161905884,75.55804228753165,75.55804228753166,8300.0
676.0,54792.0,4566.0,11993.0,999.4166666666666,14520.0,1210.0,26513.0,2209.4166666666665,21.888231858665495,21.8882318586655,26.500219010074467,26.500219010074467,48.38845086873996,48.388450868739966,28279.0
496.0,16292.0,1357.6666666666667,12059.0,1004.9166666666666,8556.0,713.0,20615.0,1717.9166666666667,74.01792290694819,74.0179229069482,52.51657255094525,52.51657255094525,126.53449545789344,126.53449545789344,-4323.0
834.0,26731.0,2227.5833333333335,12057.0,1004.75,10608.0,884.0,22665.0,1888.75,45.104934345890534,45.10493434589054,39.684261718603864,39.68426171860387,84.7891960644944,84.7891960644944,4066.0
