NAME,GEO_ID,Households,Annual Median Household Income,Monthly Median Household Income,Annual Transportation Cost,Monthly Transportation Cost,Annual Housing Cost,Monthly Housing Cost,Annual Housing and Transportation Cost,Monthly Housing and Transportation Cost,Transportation Cost as Percent of Monthly Median Household Income,Transportation Cost as Percent of Annual Median Household Income,Housing Cost as Percent of Monthly Median Household Income,Housing Cost as Percent of Annual Median Household Income,Housing and Transportation Cost as Percent of Monthly Median Household Income,Housing and Transportation Cost as Percent of Annual Median Household Income
"Cheatham County, Tennessee",0500000US47021,15089.0,61913.0,5159.416666666667,16511.0,1375.9166666666667,14748.0,1229.0,31259.0,2604.9166666666665,26.66806648038376,26.66806648038376,23.820522345872433,23.820522345872433,50.4885888262562,50.4885888262562
"Davidson County, Tennessee",0500000US47037,282366.0,60388.0,5032.333333333333,13136.0,1094.6666666666667,16308.0,1359.0,29444.0,2453.6666666666665,21.75266609260118,21.752666092601178,27.00536530436511,27.005365304365103,48.75803139696628,48.75803139696628
"Dickson County, Tennessee",0500000US47043,19198.0,53076.0,4423.0,16270.0,1355.8333333333333,13092.0,1091.0,29362.0,2446.8333333333335,30.654156304167607,30.654156304167607,24.666515939407642,24.666515939407642,55.32067224357525,55.32067224357525
"Houston County, Tennessee",0500000US47083,2878.0,42711.0,3559.25,15210.0,1267.5,11364.0,947.0,26574.0,2214.5,35.611434993327244,35.611434993327244,26.606728945704855,26.606728945704855,62.2181639390321,62.2181639390321
"Humphreys County, Tennessee",0500000US47085,6763.0,45667.0,3805.5833333333335,15296.0,1274.6666666666667,10764.0,897.0,26060.0,2171.6666666666665,33.494646024481575,33.494646024481575,23.570630871307507,23.570630871307507,57.065276895789076,57.06527689578908
"Macon County, Tennessee",0500000US47111,9170.0,37430.0,3119.1666666666665,16605.0,1383.75,10236.0,853.0,26841.0,2236.75,44.36281057974887,44.36281057974886,27.347047822602192,27.34704782260219,71.70985840235106,71.70985840235106
"Maury County, Tennessee",0500000US47119,34688.0,57170.0,4764.166666666667,15427.0,1285.5833333333333,13764.0,1147.0,29191.0,2432.5833333333335,26.984432394612558,26.984432394612558,24.07556410704915,24.075564107049154,51.05999650166171,51.05999650166171
"Montgomery County, Tennessee",0500000US47125,72617.0,57541.0,4795.083333333333,15003.0,1250.25,13824.0,1152.0,28827.0,2402.25,26.07358231521871,26.07358231521871,24.02460853999757,24.024608539997566,50.09819085521629,50.09819085521629
"Robertson County, Tennessee",0500000US47147,25713.0,63307.0,5275.583333333333,16428.0,1369.0,14940.0,1245.0,31368.0,2614.0,25.94973699590883,25.94973699590882,23.59928601892366,23.599286018923657,49.549023014832486,49.549023014832486
"Rutherford County, Tennessee",0500000US47149,111676.0,67429.0,5619.083333333333,15301.0,1275.0833333333333,15204.0,1267.0,30505.0,2542.0833333333335,22.69201678802889,22.69201678802889,22.54816177015824,22.54816177015824,45.24017855818713,45.240178558187125
"Stewart County, Tennessee",0500000US47161,5178.0,45809.0,3817.4166666666665,16408.0,1367.3333333333333,12480.0,1040.0,28888.0,2407.3333333333335,35.81828898251435,35.81828898251435,27.243554759981663,27.243554759981663,63.06184374249602,63.061843742496016
"Sumner County, Tennessee",0500000US47165,67089.0,67204.0,5600.333333333333,15684.0,1307.0,16548.0,1379.0,32232.0,2686.0,23.337896553776563,23.33789655377656,24.623534313433726,24.623534313433723,47.96143086721029,47.96143086721029
"Trousdale County, Tennessee",0500000US47169,3189.0,56321.0,4693.416666666667,17217.0,1434.75,12576.0,1048.0,29793.0,2482.75,30.569414605564532,30.569414605564532,22.3291489852808,22.3291489852808,52.89856359084533,52.898563590845335
"Williamson County, Tennessee",0500000US47187,77855.0,112962.0,9413.5,15514.0,1292.8333333333333,25188.0,2099.0,40702.0,3391.8333333333335,13.733821993236663,13.733821993236663,22.297763849790194,22.297763849790194,36.03158584302686,36.03158584302686
"Wilson County, Tennessee",0500000US47189,49664.0,75991.0,6332.583333333333,16005.0,1333.75,17436.0,1453.0,33441.0,2786.75,21.061704675553685,21.061704675553685,22.94482241318051,22.944822413180507,44.006527088734195,44.006527088734195
"Allen County, Kentucky",0500000US21003,7605.0,44036.0,3669.6666666666665,16094.0,1341.1666666666667,10116.0,843.0,26210.0,2184.1666666666665,36.54737033336362,36.54737033336361,22.972113725133983,22.97211372513398,59.519484058497596,59.519484058497596
"Simpson County, Kentucky",0500000US21213,7028.0,48623.0,4051.9166666666665,15110.0,1259.1666666666667,11736.0,978.0,26846.0,2237.1666666666665,31.07582831170434,31.07582831170434,24.136725418012052,24.136725418012052,55.21255372971638,55.21255372971638
"Adams city, Tennessee",1600000US4700200,210.0,55357.0,4613.083333333333,18037.0,1503.0833333333333,17520.0,1460.0,35557.0,2963.0833333333335,32.58305182723053,32.58305182723052,31.64911393319725,31.64911393319725,64.23216576042778,64.23216576042778
"Ashland City town, Tennessee",1600000US4702180,1986.0,48654.0,4054.5,14486.0,1207.1666666666667,12624.0,1052.0,27110.0,2259.1666666666665,29.773502692481607,29.773502692481607,25.946479220619068,25.946479220619068,55.71998191310067,55.71998191310067
"Belle Meade city, Tennessee",1600000US4704620,853.0,250001.0,20833.416666666668,13904.0,1158.6666666666667,41724.0,3477.0,55628.0,4635.666666666667,5.561577753688985,5.561577753688985,16.689533241867032,16.689533241867032,22.25111099555602,22.25111099555602
"Berry Hill city, Tennessee",1600000US4705140,747.0,60625.0,5052.083333333333,11380.0,948.3333333333334,18108.0,1509.0,29488.0,2457.3333333333335,18.771134020618558,18.771134020618558,29.868865979381443,29.868865979381443,48.64000000000001,48.64
"Brentwood city, Tennessee",1600000US4708280,13899.0,168688.0,14057.333333333334,15818.0,1318.1666666666667,33420.0,2785.0,49238.0,4103.166666666667,9.377074836384331,9.377074836384331,19.811723418381863,19.811723418381867,29.188798254766198,29.188798254766198
"Burns town, Tennessee",1600000US4709880,627.0,58920.0,4910.0,16901.0,1408.4166666666667,13404.0,1117.0,30305.0,2525.4166666666665,28.684657162253906,28.684657162253902,22.74949083503055,22.74949083503055,51.434147997284455,51.434147997284455
"Cedar Hill city, Tennessee",1600000US4711980,113.0,31875.0,2656.25,17994.0,1499.5,17472.0,1456.0,35466.0,2955.5,56.451764705882354,56.451764705882354,54.81411764705882,54.81411764705882,111.26588235294118,111.26588235294118
"Charlotte town, Tennessee",1600000US4713080,537.0,42981.0,3581.75,,,,,,,,,,,,
"Clarksville city, Tennessee",1600000US4715160,56260.0,53604.0,4467.0,13965.0,1163.75,12336.0,1028.0,26301.0,2191.75,26.052160286545778,26.052160286545778,23.01320796955451,23.01320796955451,49.06536825610029,49.06536825610029
"Columbia city, Tennessee",1600000US4716540,15070.0,49284.0,4107.0,13856.0,1154.6666666666667,11364.0,947.0,25220.0,2101.6666666666665,28.114601087574066,28.11460108757406,23.0581933284636,23.0581933284636,51.17279441603766,51.17279441603766
"Coopertown town, Tennessee",1600000US4716980,1614.0,77667.0,6472.25,18081.0,1506.75,16656.0,1388.0,34737.0,2894.75,23.280157595890145,23.280157595890145,21.44540152188188,21.44540152188188,44.72555911777203,44.72555911777203
"Cross Plains city, Tennessee",1600000US4718420,689.0,63107.0,5258.916666666667,17049.0,1420.75,17124.0,1427.0,34173.0,2847.75,27.01602040978021,27.016020409780218,27.13486617966311,27.134866179663113,54.150886589443324,54.150886589443324
"Cumberland City town, Tennessee",1600000US4718820,148.0,24375.0,2031.25,15413.0,1284.4166666666667,10848.0,904.0,26261.0,2188.4166666666665,63.23282051282052,63.23282051282051,44.504615384615384,44.504615384615384,107.7374358974359,107.7374358974359
"Dickson city, Tennessee",1600000US4720620,5842.0,49805.0,4150.416666666667,14465.0,1205.4166666666667,11724.0,977.0,26189.0,2182.4166666666665,29.043268748117658,29.043268748117658,23.539805240437705,23.53980524043771,52.58307398855536,52.58307398855536
"Dover city, Tennessee",1600000US4721400,697.0,39704.0,3308.6666666666665,17475.0,1456.25,12480.0,1040.0,29955.0,2496.25,44.01319766270401,44.01319766270401,31.432601249244406,31.432601249244406,75.44579891194843,75.44579891194842
"Eagleville city, Tennessee",1600000US4722360,327.0,61375.0,5114.583333333333,17287.0,1440.5833333333333,16260.0,1355.0,33547.0,2795.5833333333335,28.166191446028517,28.166191446028517,26.492871690427698,26.492871690427698,54.65906313645622,54.65906313645621
"Erin city, Tennessee",1600000US4724320,514.0,37222.0,3101.8333333333335,14874.0,1239.5,10224.0,852.0,25098.0,2091.5,39.960238568588466,39.960238568588466,27.467626672398044,27.467626672398044,67.4278652409865,67.42786524098652
"Fairview city, Tennessee",1600000US4725440,2962.0,69300.0,5775.0,16572.0,1381.0,16224.0,1352.0,32796.0,2733.0,23.913419913419915,23.913419913419915,23.41125541125541,23.41125541125541,47.324675324675326,47.324675324675326
"Forest Hills city, Tennessee",1600000US4727020,1796.0,203056.0,16921.333333333332,15623.0,1301.9166666666667,38196.0,3183.0,53819.0,4484.916666666667,7.693936648018282,7.693936648018281,18.81057442281932,18.81057442281932,26.504511070837605,26.5045110708376
"Franklin city, Tennessee",1600000US4727740,29947.0,98231.0,8185.916666666667,13864.0,1155.3333333333333,21480.0,1790.0,35344.0,2945.3333333333335,14.113670837108447,14.11367083710845,21.86682411865908,21.86682411865908,35.980494955767526,35.980494955767526
"Gallatin city, Tennessee",1600000US4728540,14692.0,59745.0,4978.75,14295.0,1191.25,16308.0,1359.0,30603.0,2550.25,23.92668842580969,23.92668842580969,27.29600803414512,27.29600803414512,51.22269645995481,51.22269645995481
"Goodlettsville city, Tennessee",1600000US4729920,6779.0,60268.0,5022.333333333333,13624.0,1135.3333333333333,15048.0,1254.0,28672.0,2389.3333333333335,22.605694564279553,22.605694564279553,24.96847414880202,24.968474148802017,47.574168713081576,47.57416871308157
"Greenbrier town, Tennessee",1600000US4730960,2393.0,58446.0,4870.5,16685.0,1390.4166666666667,15072.0,1256.0,31757.0,2646.4166666666665,28.547719262224962,28.54771926222496,25.78790678575095,25.78790678575095,54.33562604797591,54.33562604797591
"Hendersonville city, Tennessee",1600000US4733280,21328.0,72539.0,6044.916666666667,14818.0,1234.8333333333333,18156.0,1513.0,32974.0,2747.8333333333335,20.427632032423933,20.427632032423936,25.02929458636044,25.02929458636044,45.45692661878438,45.45692661878438
"Kingston Springs town, Tennessee",1600000US4739660,1013.0,80880.0,6740.0,16857.0,1404.75,16860.0,1405.0,33717.0,2809.75,20.8419881305638,20.8419881305638,20.845697329376854,20.845697329376854,41.68768545994065,41.68768545994065
"La Vergne city, Tennessee",1600000US4741200,10929.0,64531.0,5377.583333333333,16400.0,1366.6666666666667,13992.0,1166.0,30392.0,2532.6666666666665,25.414142040259723,25.41414204025972,21.682602160202073,21.682602160202073,47.09674420046179,47.09674420046179
"Lebanon city, Tennessee",1600000US4741520,11925.0,54228.0,4519.0,13950.0,1162.5,13440.0,1120.0,27390.0,2282.5,25.72471785793317,25.72471785793317,24.78424430183669,24.78424430183669,50.508962159769865,50.508962159769865
"McEwen city, Tennessee",1600000US4744840,605.0,47813.0,3984.4166666666665,15680.0,1306.6666666666667,12408.0,1034.0,28088.0,2340.6666666666665,32.79442829356033,32.79442829356033,25.951101164955137,25.951101164955137,58.74552945851546,58.74552945851546
"Millersville city, Tennessee",1600000US4748980,2525.0,65063.0,5421.916666666667,15616.0,1301.3333333333333,14832.0,1236.0,30448.0,2537.3333333333335,24.00135253523508,24.00135253523508,22.79636659852758,22.79636659852758,46.79771913376266,46.79771913376266
